BarNumber,Time,Direction,Families,Entry,Segment,Prime,Ambiguous,Outcome,RoomTicks,PullbackBars,ImpulseBars,DepthRatio,SpeedRatio,ImpulseTicks,PullbackDepthTicks,ImpulseSeconds,PullbackSeconds
15260,2026-08-12 08:02:19.528,-1,EMA50,7766.0,DEV,False,False,TARGET,9.0,1,1,2.0,10.041179223210106,2.0,4.0,42.916,8.548
15329,2026-08-12 08:26:46.404,-1,EMA50,7763.75,DEV,False,False,STOP,7.0,1,1,1.3333333333333333,3.339541547277937,3.0,4.0,27.972,11.168
15331,2026-08-12 08:27:09.252,-1,EMA50,7763.5,DEV,False,False,STOP,6.0,1,1,0.75,0.5955753504672898,4.0,3.0,10.876,13.696
15335,2026-08-12 08:28:09.564,-1,EMA50,7763.5,DEV,False,False,STOP,6.0,1,1,1.0,3.4740532959326793,3.0,3.0,19.816,5.704
15400,2026-08-12 09:08:23.416,1,EMA24,7765.75,DEV,False,False,TARGET,13.0,3,5,0.75,0.35532011543394615,16.0,12.0,177.3,374.24
15411,2026-08-12 09:18:13.884,1,EMA8,7770.0,DEV,False,False,TARGET,,1,1,1.0,1.7564890033683376,3.0,3.0,70.92,40.376
15414,2026-08-12 09:21:26.460,1,EMA24,7769.0,DEV,False,False,TARGET,,2,1,3.5,1.1409158155960675,2.0,7.0,54.644,167.632
15518,2026-08-12 11:48:22.108,1,EMA8,7779.75,DEV,True,False,TARGET,,2,6,0.4,0.7750954893692183,20.0,8.0,702.128,362.344
15553,2026-08-12 12:45:32.068,-1,EMA24+EMA50,7773.5,DEV,True,False,TARGET,12.0,3,4,1.0769230769230769,2.9475994523717253,13.0,14.0,432.444,157.996
15570,2026-08-12 12:54:50.036,-1,EMA8,7767.5,DEV,True,False,TARGET,,2,3,0.6,1.4481031866464338,10.0,6.0,25.448,10.544
15620,2026-08-12 13:55:17.156,-1,EMA8,7767.75,DEV,False,False,TARGET,2.0,1,2,1.0,5.6771941563510655,3.0,3.0,1018.148,179.34
15624,2026-08-12 15:00:01.024,-1,EMA24,7769.25,DEV,False,True,NONE,,1,0,,,,,,
15626,2026-08-12 15:00:01.916,-1,EMA50,7769.5,DEV,False,False,TARGET,,1,1,1.0,0.641509433962264,4.0,4.0,0.408,0.636
15630,2026-08-12 15:00:59.380,-1,EMA50,7769.75,DEV,False,False,TARGET,,1,1,2.0,1.222736992159658,1.0,2.0,13.724,22.448
15727,2026-08-12 21:23:50.888,1,EMA24,7773.25,DEV,False,False,TARGET,15.0,3,4,0.9285714285714286,2.8431491593561957,14.0,13.0,2174.332,710.136
15732,2026-08-12 21:45:43.356,1,EMA8,7775.75,DEV,False,False,TARGET,5.0,1,4,0.25,0.9916605806098228,12.0,3.0,869.012,219.08
15741,2026-08-12 22:34:54.164,1,EMA8,7779.5,DEV,False,False,STOP,,1,5,0.2,2.8249216867469875,15.0,3.0,1875.748,132.8
15797,2026-08-13 01:41:48.760,1,EMA8,7781.5,DEV,False,False,TARGET,3.0,1,1,1.3333333333333333,1.0754298815437522,3.0,4.0,84.432,104.68
15819,2026-08-13 03:30:40.920,1,EMA8,7784.25,DEV,False,False,TARGET,3.0,1,1,1.0,0.9210836956208793,3.0,3.0,127.968,138.932
15824,2026-08-13 04:06:59.640,1,EMA8,7785.25,DEV,False,False,STOP,,1,1,1.0,0.9537291940197365,3.0,3.0,180.148,188.888
15827,2026-08-13 04:29:18.592,1,EMA24,7784.0,DEV,False,False,TARGET,,2,1,4.0,1.0907999657035068,2.0,8.0,203.552,746.432
15869,2026-08-13 05:30:01.288,1,EMA24,7786.75,DEV,False,True,TARGET,8.0,2,1,2.5,0.2272727272727273,2.0,5.0,0.008,0.088
15905,2026-08-13 05:30:03.268,1,EMA50,7788.0,DEV,False,True,TARGET,4.0,1,2,1.3333333333333333,2.2222222222222223,3.0,4.0,0.2,0.12
15971,2026-08-13 06:25:51.220,1,EMA8,7792.0,DEV,False,False,TARGET,6.0,1,1,,,,,,
15974,2026-08-13 06:30:01.524,1,EMA8,7792.5,DEV,False,True,TARGET,4.0,1,2,0.2857142857142857,7.255510809665112,7.0,2.0,273.852,10.784
15979,2026-08-13 06:30:05.564,1,EMA24,7791.0,DEV,False,False,STOP,13.0,3,2,2.1666666666666665,1.3986068111455106,6.0,13.0,1.668,2.584
16005,2026-08-13 06:32:49.272,1,EMA50,7790.5,DEV,True,False,TARGET,15.0,2,3,0.7272727272727273,2.447278211984094,11.0,8.0,35.696,10.608
16016,2026-08-13 06:34:21.652,1,EMA8,7795.5,DEV,True,False,TARGET,,1,2,0.5,2.8032432432432426,8.0,4.0,20.744,3.7
16037,2026-08-13 06:39:21.008,1,EMA8,7806.5,DEV,True,False,TARGET,2.0,1,1,1.5,5.126288659793815,2.0,3.0,26.52,7.76
16075,2026-08-13 06:49:20.696,1,EMA8,7813.0,DEV,False,False,TARGET,,2,14,0.15384615384615385,0.8575677022761257,52.0,8.0,206.468,37.04
16082,2026-08-13 06:51:22.004,1,EMA8,7813.5,DEV,False,False,TARGET,3.0,1,2,0.5,0.7440978990686593,6.0,3.0,27.484,18.468
16089,2026-08-13 06:53:31.252,1,EMA8,7814.25,DEV,False,False,TARGET,,1,2,0.375,0.2324442943956786,8.0,3.0,14.688,23.696
16111,2026-08-13 07:04:44.408,1,EMA8,7825.5,DEV,True,False,TARGET,,2,3,0.6666666666666666,1.1037812312788526,12.0,8.0,62.644,37.836
16122,2026-08-13 07:08:55.156,1,EMA24,7825.0,DEV,True,False,TARGET,16.0,1,1,0.6666666666666666,0.5665822396193108,3.0,2.0,14.764,17.372
16132,2026-08-13 07:15:52.120,1,EMA8,7829.75,DEV,True,False,STOP,2.0,1,2,1.0,10.4108049311095,3.0,3.0,114.852,11.032
16156,2026-08-13 07:25:26.124,1,EMA8,7835.25,DEV,True,False,TARGET,6.0,1,1,1.3333333333333333,1.1555858104530672,3.0,4.0,30.556,35.256
16159,2026-08-13 07:27:01.668,1,EMA8,7835.5,DEV,True,False,TARGET,5.0,1,2,1.5,4.12303664921466,2.0,3.0,58.8,21.392
16173,2026-08-13 07:35:26.280,1,EMA8,7837.0,DEV,True,False,TARGET,5.0,1,1,1.0,0.7284417549167927,2.0,2.0,38.52,52.88
16195,2026-08-13 07:47:27.768,-1,EMA8,7827.5,DEV,True,False,TARGET,,2,5,0.3333333333333333,0.8410264516808936,21.0,7.0,127.688,50.608
16206,2026-08-13 07:50:03.240,-1,EMA8,7821.25,DEV,True,False,STOP,,2,9,0.21212121212121213,1.0781505376344085,33.0,7.0,157.564,31.0
16233,2026-08-13 07:58:27.352,-1,EMA50,7822.25,DEV,True,False,STOP,17.0,1,1,,,,,,
16256,2026-08-13 08:06:11.892,-1,EMA8,7819.25,DEV,False,False,TARGET,6.0,1,1,2.0,1.498162378884063,1.0,2.0,17.936,23.944
16262,2026-08-13 08:07:47.880,-1,EMA8,7817.5,DEV,False,False,TARGET,,1,2,0.42857142857142855,0.7162323390894819,7.0,3.0,30.416,18.2
16274,2026-08-13 08:11:27.556,-1,EMA24,7816.75,DEV,False,False,TARGET,,1,1,1.0,2.9640522875816995,4.0,4.0,39.908,13.464
16302,2026-08-13 08:21:45.352,-1,EMA50,7815.75,DEV,False,False,TARGET,17.0,1,2,0.5,1.0210505606925044,6.0,3.0,41.52,20.332
16323,2026-08-13 08:28:33.828,-1,EMA8,7808.0,DEV,False,False,TARGET,,1,3,0.8,2.7255434782608696,5.0,4.0,20.06,5.888
16338,2026-08-13 08:30:59.532,-1,EMA24,7806.0,DEV,False,False,TARGET,10.0,2,2,1.0,1.7048675292667896,8.0,8.0,22.136,12.984
16352,2026-08-13 08:35:54.508,-1,EMA24,7804.5,DEV,False,False,TARGET,12.0,3,3,1.0769230769230769,1.8981376518218622,13.0,14.0,46.884,26.6
16357,2026-08-13 08:36:49.628,-1,EMA24,7803.75,DEV,False,False,TARGET,9.0,2,3,0.75,1.61934963099631,12.0,9.0,56.172,26.016
16410,2026-08-13 09:01:12.468,-1,EMA24,7800.5,DEV,False,False,STOP,10.0,3,4,0.6111111111111112,0.5041953011113004,18.0,11.0,96.844,117.38
16459,2026-08-13 09:38:54.880,1,EMA8,7809.75,DEV,False,False,STOP,7.0,3,1,1.5,0.1301561288245709,4.0,6.0,23.72,273.364
16473,2026-08-13 09:55:40.020,1,EMA8,7811.25,DEV,False,False,TARGET,5.0,1,1,4.0,5.107741420590584,1.0,4.0,51.2,40.096
16475,2026-08-13 09:58:23.908,1,EMA8,7811.5,DEV,False,False,TARGET,4.0,1,1,1.0,0.2515297202797203,3.0,3.0,9.208,36.608
16486,2026-08-13 10:11:03.052,1,EMA8,7817.0,DEV,False,False,TARGET,,1,5,0.2222222222222222,5.31156799289295,18.0,4.0,334.82,14.008
16488,2026-08-13 10:15:05.032,1,EMA8,7816.5,DEV,False,False,TARGET,7.0,1,1,,,,,,
16491,2026-08-13 10:18:45.200,1,EMA8,7817.25,DEV,False,False,TARGET,4.0,1,2,0.6666666666666666,3.978268663302171,6.0,4.0,288.512,48.348
16498,2026-08-13 10:28:15.736,1,EMA24,7816.75,DEV,False,False,STOP,10.0,1,1,1.0,0.8833261288167565,4.0,4.0,89.912,101.788
16561,2026-08-13 12:00:25.748,1,EMA8,7822.5,DEV,True,False,TARGET,,1,2,0.4,0.10190111622221507,5.0,2.0,63.356,248.696
16564,2026-08-13 12:05:25.360,1,EMA8,7823.75,DEV,True,False,TARGET,,1,2,0.8,1.795051711330781,5.0,4.0,314.152,140.008
16577,2026-08-13 12:17:46.332,1,EMA24,7824.0,DEV,True,False,TARGET,19.0,1,1,0.0,0.0,3.0,0.0,18.044,50.888
16585,2026-08-13 12:27:53.456,1,EMA24,7826.0,DEV,True,False,TARGET,11.0,2,6,0.5,4.022020972354624,18.0,9.0,506.292,62.94
16615,2026-08-13 12:54:40.028,-1,EMA50,7821.0,DEV,True,False,TARGET,11.0,1,1,1.0,1.0734744707347448,3.0,3.0,10.344,9.636
16679,2026-08-13 15:17:24.244,1,EMA24,7824.75,DEV,False,False,TARGET,11.0,4,4,1.0769230769230769,0.5122617298700982,13.0,14.0,288.12,605.712
16685,2026-08-13 16:07:07.784,1,EMA50,7824.75,DEV,False,False,TARGET,6.0,1,1,0.6666666666666666,0.06768863690327961,3.0,2.0,140.256,1381.384
16690,2026-08-13 16:27:11.944,1,EMA24,7826.25,DEV,False,False,TARGET,,2,3,0.4,1.2635610640870618,15.0,6.0,1671.944,529.28
16713,2026-08-13 18:11:32.792,-1,EMA8,7821.75,DEV,False,False,TARGET,,1,3,0.21428571428571427,2.325238295066243,14.0,3.0,517.164,47.66
16721,2026-08-13 18:54:01.648,-1,EMA50,7823.5,DEV,False,False,STOP,13.0,3,2,,,,,,
16782,2026-08-14 02:02:39.664,1,EMA24,7826.0,DEV,False,False,TARGET,11.0,3,3,1.5,1.478792951669,8.0,12.0,819.76,831.516
16796,2026-08-14 03:34:00.084,1,EMA8,7827.75,DEV,False,False,TARGET,7.0,3,4,0.5384615384615384,0.7305602603808026,13.0,7.0,1918.804,1414.26
16844,2026-08-14 05:45:07.272,1,EMA24,7829.25,DEV,False,False,TARGET,11.0,3,1,5.0,0.40933337723703056,2.0,10.0,39.78,485.912
16853,2026-08-14 06:05:59.276,1,EMA50,7829.75,DEV,False,False,STOP,6.0,1,1,1.0,1.0054894784995425,4.0,4.0,48.356,48.092
16885,2026-08-14 06:31:24.252,-1,EMA8,7823.0,DEV,True,False,TARGET,6.0,1,1,0.5,0.4005489864864865,2.0,1.0,7.588,9.472
16914,2026-08-14 06:40:04.108,-1,EMA24,7821.75,DEV,True,False,STOP,,1,1,1.0,0.2469574036511156,2.0,2.0,15.584,63.104
16964,2026-08-14 06:57:02.144,1,EMA50,7826.5,DEV,False,False,STOP,8.0,1,2,1.0,2.908110267678785,3.0,3.0,58.232,20.024
16999,2026-08-14 07:09:12.716,1,EMA8,7829.5,DEV,True,False,STOP,,1,2,0.42857142857142855,3.8805410691003908,7.0,3.0,222.236,24.544
17002,2026-08-14 07:10:06.516,1,EMA24,7828.75,DEV,True,False,STOP,8.0,2,1,,,,,,
17041,2026-08-14 07:23:01.072,-1,EMA8,7818.0,DEV,True,False,TARGET,6.0,1,2,0.5,0.4439935064935065,8.0,4.0,19.692,22.176
17046,2026-08-14 07:24:38.732,-1,EMA8,7817.75,DEV,True,False,TARGET,3.0,1,2,0.6666666666666666,0.8978631640854734,6.0,4.0,27.48,20.404
17053,2026-08-14 07:26:40.256,-1,EMA8,7816.75,DEV,True,False,TARGET,,1,2,0.375,2.368518013100436,8.0,3.0,46.284,7.328
17055,2026-08-14 07:27:23.612,-1,EMA8,7816.0,DEV,True,False,TARGET,,1,1,0.0,-0.0,2.0,-0.0,7.92,29.32
17063,2026-08-14 07:30:14.040,-1,EMA24,7816.25,DEV,True,False,TARGET,9.0,3,1,3.3333333333333335,0.6688754141401513,3.0,10.0,12.84,63.988
17069,2026-08-14 07:31:38.368,-1,EMA8,7812.75,DEV,True,False,TARGET,,1,5,0.0,-0.0,18.0,-0.0,49.408,28.94
17071,2026-08-14 07:32:19.432,-1,EMA8,7813.0,DEV,True,False,TARGET,7.0,1,1,,,,,,
17075,2026-08-14 07:33:20.016,-1,EMA8,7811.25,DEV,True,False,STOP,,1,3,0.4,2.487699316628701,10.0,4.0,43.684,7.024
17078,2026-08-14 07:34:58.808,-1,EMA8,7811.5,DEV,True,False,STOP,,2,1,1.25,0.3241441987276583,4.0,5.0,20.544,79.224
17124,2026-08-14 08:01:14.048,-1,EMA24,7812.5,DEV,False,False,TARGET,12.0,3,3,1.1818181818181819,2.936787411095711,11.0,13.0,158.432,63.756
17143,2026-08-14 08:12:20.176,-1,EMA8,7809.0,DEV,False,False,TARGET,3.0,1,1,0.75,0.38870967741935475,4.0,3.0,21.208,40.92
17150,2026-08-14 08:15:50.944,-1,EMA8,7807.5,DEV,False,False,TARGET,,1,3,0.25,0.3687560203660382,12.0,3.0,85.752,58.136
17153,2026-08-14 08:19:12.860,-1,EMA24,7808.25,DEV,False,False,TARGET,,2,1,2.5,0.47680562853973263,2.0,5.0,26.132,137.016
17240,2026-08-14 09:29:28.960,1,EMA8,7809.5,DEV,False,False,STOP,,2,2,0.6666666666666666,0.938749669274672,6.0,4.0,198.692,141.104
17263,2026-08-14 09:57:48.628,-1,EMA8,7801.25,DEV,False,False,TARGET,,2,1,1.25,0.2634203426568589,4.0,5.0,36.556,173.468
17274,2026-08-14 10:08:14.040,-1,EMA24,7800.75,DEV,False,False,STOP,9.0,1,1,1.5,0.6259299781181619,2.0,3.0,38.14,91.4
17297,2026-08-14 10:33:15.460,-1,EMA50,7801.0,DEV,False,False,TARGET,8.0,1,1,,,,,,
17304,2026-08-14 10:41:16.196,-1,EMA8,7797.75,DEV,False,False,STOP,,2,5,0.25,0.45302451525554854,20.0,5.0,299.808,165.448
17314,2026-08-14 10:55:09.564,-1,EMA50,7799.25,DEV,False,False,STOP,10.0,3,2,1.5,2.069384316570332,8.0,12.0,235.816,170.932
17436,2026-08-16 15:01:19.784,1,EMA50,7805.5,DEV,False,False,TARGET,,1,1,0.75,1.634160218479745,4.0,3.0,19.148,8.788
17446,2026-08-16 15:07:55.940,1,EMA8,7809.25,DEV,False,False,TARGET,,2,4,0.46153846153846156,0.5275163666121112,13.0,6.0,144.396,126.336
17467,2026-08-16 17:28:25.432,1,EMA50,7809.75,DEV,False,False,TARGET,17.0,2,1,,,,,,
17507,2026-08-16 23:27:36.096,1,EMA8,7818.0,DEV,False,False,TARGET,,1,7,0.16,0.6330459725155807,25.0,4.0,2427.668,613.584
17534,2026-08-17 01:14:38.452,1,EMA50,7816.75,DEV,False,False,STOP,14.0,1,1,1.0,0.3256264161735266,4.0,4.0,59.208,181.828
17579,2026-08-17 03:30:09.092,1,EMA8,7823.75,DEV,False,False,STOP,,1,1,1.0,1.0691421254801534,2.0,2.0,3.34,3.124
17582,2026-08-17 03:30:20.348,1,EMA24,7822.25,DEV,False,False,TARGET,,2,1,8.0,3.1541401273885348,1.0,8.0,2.476,6.28
17611,2026-08-17 04:35:06.628,-1,EMA24,7816.0,DEV,False,False,TARGET,10.0,2,1,2.3333333333333335,0.9656777906732094,3.0,7.0,162.608,392.904
17623,2026-08-17 05:15:45.856,-1,EMA24,7813.25,DEV,False,False,TARGET,15.0,4,8,0.6428571428571429,2.0922279090772244,28.0,18.0,1853.156,569.4
17642,2026-08-17 05:26:49.700,-1,EMA8,7806.5,DEV,False,False,STOP,,1,1,1.0,1.0978260869565217,4.0,4.0,1.212,1.104
17661,2026-08-17 05:35:33.320,-1,EMA24,7807.5,DEV,False,False,TARGET,7.0,2,4,0.6923076923076923,3.6945298728575175,13.0,9.0,175.124,32.816
17666,2026-08-17 05:42:13.920,-1,EMA8,7805.0,DEV,False,False,TARGET,,1,4,0.06666666666666667,0.15361581143669464,15.0,1.0,267.992,116.304
17676,2026-08-17 05:51:23.228,-1,EMA8,7802.5,DEV,False,False,STOP,,2,2,0.5555555555555556,0.4307057410019329,9.0,5.0,85.748,110.604
17682,2026-08-17 05:58:41.832,-1,EMA24,7803.75,DEV,False,False,STOP,10.0,2,1,1.5,0.6674815225072096,4.0,6.0,93.2,209.444
17748,2026-08-17 06:36:21.240,-1,EMA24,7799.25,DEV,True,False,TARGET,18.0,1,1,1.3333333333333333,1.2613004592700023,3.0,4.0,10.436,11.032
17750,2026-08-17 06:37:30.608,-1,EMA24,7799.0,DEV,True,False,TARGET,17.0,1,1,2.0,0.45121841561010695,1.0,2.0,10.036,44.484
17823,2026-08-17 07:00:14.276,-1,EMA8,7794.25,DEV,True,False,TARGET,4.0,2,1,1.25,0.5933319821645724,4.0,5.0,18.736,39.472
17844,2026-08-17 07:04:25.032,-1,EMA50,7794.75,DEV,True,False,TARGET,12.0,3,5,0.6842105263157895,0.8455403198194911,19.0,13.0,46.352,37.508
17979,2026-08-17 08:46:58.732,-1,EMA24,7791.75,DEV,False,False,STOP,10.0,3,2,11.0,7.892312579415502,1.0,11.0,99.38,138.512
18024,2026-08-17 09:57:04.108,-1,EMA8,7789.25,DEV,False,False,TARGET,,2,3,0.6923076923076923,1.5259918144101847,13.0,9.0,290.656,131.864
18030,2026-08-17 10:04:48.528,-1,EMA8,7787.75,DEV,False,False,TARGET,,1,2,0.6666666666666666,1.0426113242646204,6.0,4.0,71.74,45.872
18033,2026-08-17 10:05:55.440,-1,EMA8,7787.0,DEV,False,False,TARGET,,1,2,0.6,14.000134498991258,5.0,3.0,277.576,11.896
18047,2026-08-17 10:21:43.000,-1,EMA8,7783.5,DEV,False,False,TARGET,5.0,1,2,0.3333333333333333,1.8630100334448159,6.0,2.0,167.112,29.9
18053,2026-08-17 10:23:14.720,-1,EMA8,7781.25,DEV,False,False,TARGET,,1,2,0.5,8.067878787878788,8.0,4.0,53.248,3.3
18066,2026-08-17 10:28:35.376,-1,EMA8,7776.75,DEV,False,False,STOP,,1,2,0.42857142857142855,0.5229739891637584,7.0,3.0,36.164,29.636
18068,2026-08-17 10:30:12.472,-1,EMA8,7777.25,DEV,False,False,TARGET,6.0,1,1,2.0,0.8513649228521866,1.0,2.0,37.3,87.624
18071,2026-08-17 10:31:31.168,-1,EMA8,7776.5,DEV,False,False,STOP,3.0,1,2,0.75,1.7736725085011773,4.0,3.0,36.164,15.292
18075,2026-08-17 10:33:12.976,-1,EMA24,7778.25,DEV,False,False,TARGET,10.0,3,1,5.5,2.457236041473982,2.0,11.0,36.712,82.172
18083,2026-08-17 10:37:28.140,-1,EMA8,7775.25,DEV,False,False,TARGET,,1,5,0.2222222222222222,0.9766533370286784,18.0,4.0,148.004,33.676
18122,2026-08-17 11:09:00.236,-1,EMA50,7775.25,DEV,True,False,TARGET,4.0,1,2,0.5714285714285714,2.4090292733508814,7.0,4.0,120.808,28.656
18174,2026-08-17 12:20:05.068,-1,EMA50,7774.75,DEV,True,False,TARGET,10.0,3,2,1.625,0.55336288491025,8.0,13.0,118.152,346.964
18190,2026-08-17 12:40:13.856,-1,EMA24,7771.0,DEV,True,False,TARGET,12.0,2,1,1.0,0.3955862068965517,4.0,4.0,51.624,130.5
18220,2026-08-17 12:59:40.664,-1,EMA50,7770.0,DEV,True,False,TARGET,9.0,1,1,4.0,70.59531772575251,1.0,4.0,21.108,1.196
18252,2026-08-17 13:58:52.440,-1,EMA24,7765.25,DEV,False,False,STOP,,2,2,1.2857142857142858,0.7592742752888708,7.0,9.0,279.664,473.568
18361,2026-08-17 19:21:07.116,-1,EMA24,7752.0,DEV,False,False,TARGET,15.0,1,1,1.0,0.2614107883817427,4.0,4.0,6.048,23.136
18371,2026-08-17 19:34:39.768,-1,EMA8,7749.25,DEV,False,False,STOP,4.0,1,1,1.0,2.6589821113630636,4.0,4.0,84.428,31.752
18402,2026-08-17 20:30:00.912,-1,EMA8,7744.25,DEV,False,False,TARGET,,2,7,0.23809523809523808,0.888317138965358,21.0,5.0,1438.916,385.672
18408,2026-08-17 20:38:25.976,-1,EMA24,7744.25,DEV,False,False,STOP,12.0,3,3,1.1666666666666667,1.9137171259111232,12.0,14.0,341.464,208.168
18427,2026-08-17 21:07:31.452,-1,EMA24,7743.25,DEV,False,False,TARGET,8.0,2,1,2.0,0.42791080053437464,4.0,8.0,16.656,77.848
18435,2026-08-17 21:28:27.032,-1,EMA24,7742.0,DEV,False,False,STOP,,2,3,0.5384615384615384,6.358099262927232,13.0,7.0,510.668,43.248
18445,2026-08-17 22:00:10.916,-1,EMA50,7743.25,DEV,False,False,TARGET,9.0,1,1,,,,,,
18483,2026-08-17 23:01:36.792,-1,EMA8,7729.25,DEV,False,False,TARGET,7.0,1,1,1.5,0.6382978723404256,2.0,3.0,5.92,13.912
18487,2026-08-17 23:06:10.680,-1,EMA8,7728.5,DEV,False,False,TARGET,4.0,1,3,0.5714285714285714,1.5946595460614152,7.0,4.0,149.3,53.5
18535,2026-08-18 00:01:07.100,1,EMA8,7740.25,DEV,False,False,TARGET,8.0,1,1,,,,,,
18539,2026-08-18 00:05:22.876,1,EMA24,7739.5,DEV,False,False,TARGET,11.0,1,1,2.0,0.650178359096314,1.0,2.0,27.34,84.1
18571,2026-08-18 00:39:29.412,-1,EMA24,7734.75,DEV,False,False,TARGET,14.0,1,1,0.6666666666666666,1.7262897744825456,3.0,2.0,44.704,17.264
18573,2026-08-18 00:42:32.952,-1,EMA24,7734.75,DEV,False,False,TARGET,5.0,1,1,,,,,,
18580,2026-08-18 00:51:52.356,-1,EMA8,7731.0,DEV,False,False,TARGET,,1,6,0.14285714285714285,2.6029766693483505,21.0,3.0,543.564,29.832
18649,2026-08-18 01:18:40.344,1,EMA8,7726.75,DEV,False,False,TARGET,,1,2,0.75,0.29491091571701283,4.0,3.0,54.38,138.296
18675,2026-08-18 01:44:26.040,1,EMA8,7730.75,DEV,False,False,STOP,,2,1,1.5,0.208801196165235,4.0,6.0,37.984,272.872
18698,2026-08-18 02:02:27.920,1,EMA50,7729.25,DEV,False,False,TARGET,5.0,1,1,0.5,0.06081485919712404,4.0,2.0,6.496,53.408
18730,2026-08-18 02:26:10.048,-1,EMA8,7724.75,DEV,False,False,STOP,,1,2,0.6,1.0166478936697454,5.0,3.0,60.172,35.512
18778,2026-08-18 03:01:22.228,1,EMA8,7730.5,DEV,False,False,TARGET,5.0,3,3,0.5555555555555556,1.9698626570331317,9.0,5.0,242.104,68.28
18780,2026-08-18 03:03:05.524,1,EMA8,7730.0,DEV,False,False,TARGET,7.0,1,1,0.75,0.56015733456733,4.0,3.0,12.912,17.288
18785,2026-08-18 03:09:18.476,1,EMA8,7731.25,DEV,False,False,STOP,,1,1,0.5,2.7453347156398107,4.0,2.0,148.292,27.008
18788,2026-08-18 03:18:31.844,1,EMA24,7730.75,DEV,False,False,TARGET,,2,1,4.0,3.1463614063777596,1.0,4.0,80.808,102.732
18793,2026-08-18 03:26:40.560,1,EMA50,7729.5,DEV,False,False,TARGET,10.0,3,2,2.1666666666666665,2.782565907968374,6.0,13.0,461.096,359.036
18809,2026-08-18 04:00:06.440,1,EMA24,7732.0,DEV,False,False,TARGET,10.0,3,4,0.6470588235294118,0.3787438811914046,17.0,11.0,365.2,623.92
18884,2026-08-18 05:40:26.140,-1,EMA8,7729.5,DEV,False,False,STOP,3.0,1,1,3.0,3.600909550277919,1.0,3.0,47.508,39.58
18886,2026-08-18 05:45:22.648,-1,EMA8,7729.5,DEV,False,False,STOP,3.0,1,1,0.75,0.2014992842612823,4.0,3.0,57.056,212.368
18937,2026-08-18 06:30:17.040,-1,EMA24,7726.5,DEV,False,True,TARGET,8.0,2,3,0.6153846153846154,0.6395851339671564,13.0,8.0,2.96,2.848
18978,2026-08-18 06:31:32.724,1,EMA8,7731.0,DEV,True,False,TARGET,,2,5,0.46153846153846156,1.0190159524787985,13.0,6.0,18.184,8.236
19013,2026-08-18 06:33:37.880,-1,EMA8,7722.0,DEV,True,False,TARGET,,1,5,0.3076923076923077,0.7983805668016194,13.0,4.0,17.748,6.84
19017,2026-08-18 06:33:58.012,-1,EMA8,7722.25,DEV,True,False,TARGET,5.0,1,1,,,,,,
19023,2026-08-18 06:34:25.540,-1,EMA24,7723.0,DEV,True,False,STOP,13.0,3,3,1.0769230769230769,0.6856101873515386,13.0,14.0,10.968,17.228
19027,2026-08-18 06:34:45.356,-1,EMA50,7723.25,DEV,True,False,STOP,14.0,1,1,0.5,0.2275324675324675,4.0,2.0,3.504,7.7
19048,2026-08-18 06:36:07.436,1,EMA50,7726.75,DEV,True,False,TARGET,,3,1,7.5,14.095394736842106,2.0,15.0,10.284,5.472
19050,2026-08-18 06:36:10.676,1,EMA50,7727.0,DEV,True,False,TARGET,,1,1,0.75,2.8264818355640537,4.0,3.0,7.884,2.092
19088,2026-08-18 06:39:35.528,1,EMA24,7728.25,DEV,True,False,TARGET,9.0,2,1,,,,,,
19100,2026-08-18 06:40:57.548,1,EMA8,7732.25,DEV,True,False,TARGET,,2,4,0.6428571428571429,0.7188447138527366,14.0,9.0,25.088,22.436
19135,2026-08-18 06:45:47.464,-1,EMA50,7728.25,DEV,False,False,TARGET,16.0,1,1,4.0,12.635071090047393,1.0,4.0,5.332,1.688
19152,2026-08-18 06:48:05.376,-1,EMA50,7727.75,DEV,False,False,STOP,4.0,1,2,0.6666666666666666,5.985119047619048,6.0,4.0,16.088,1.792
19173,2026-08-18 06:50:49.768,-1,EMA50,7727.0,DEV,False,False,TARGET,14.0,3,1,4.333333333333333,1.6850568585643217,3.0,13.0,5.836,15.008
19176,2026-08-18 06:51:07.636,-1,EMA50,7726.25,DEV,False,False,TARGET,11.0,1,2,0.5,2.740687679083095,6.0,3.0,15.304,2.792
19189,2026-08-18 06:53:27.448,-1,EMA50,7725.5,DEV,False,False,TARGET,13.0,3,2,5.5,6.414279148153822,2.0,11.0,30.448,26.108
19206,2026-08-18 06:56:42.600,-1,EMA50,7723.75,DEV,False,False,STOP,10.0,2,1,4.5,0.8328903189703414,2.0,9.0,5.292,28.592
19286,2026-08-18 07:08:55.048,1,EMA24,7729.5,DEV,True,False,STOP,12.0,3,8,0.4827586206896552,1.3123655483941583,29.0,14.0,89.068,32.764
19288,2026-08-18 07:09:25.308,1,EMA50,7729.5,DEV,True,False,STOP,12.0,1,1,1.3333333333333333,4.490503962913115,3.0,4.0,30.028,8.916
19308,2026-08-18 07:12:24.392,-1,EMA8,7718.25,DEV,True,False,STOP,,1,3,0.2857142857142857,72.21428571428571,14.0,4.0,8.088,0.032
19318,2026-08-18 07:14:11.564,-1,EMA24,7719.5,DEV,True,False,STOP,11.0,1,1,1.0,0.9437932070934776,3.0,3.0,12.56,13.308
19335,2026-08-18 07:16:40.876,1,EMA8,7725.5,DEV,True,False,TARGET,6.0,1,1,4.0,24.627943485086345,1.0,4.0,15.688,2.548
