BarNumber,Time,Direction,Families,Entry,Segment,Prime,Ambiguous,Outcome,RoomTicks,PullbackBars,ImpulseBars,DepthRatio,SpeedRatio,ImpulseTicks,PullbackDepthTicks,ImpulseSeconds,PullbackSeconds
1968,2026-08-03 16:15:55.060,1,EMA50,7635.0,DEV,False,False,TARGET,7.0,2,1,,,,,,
2139,2026-08-03 20:46:34.952,1,EMA24+EMA50,7643.0,DEV,False,False,TARGET,10.0,3,3,1.3333333333333333,0.3483830080709799,9.0,12.0,186.904,715.32
2158,2026-08-03 22:09:34.376,1,EMA50,7644.75,DEV,False,False,TARGET,8.0,1,1,1.0,0.5145157872430599,4.0,4.0,29.136,56.628
2264,2026-08-04 02:02:38.684,-1,EMA8,7636.0,DEV,False,False,TARGET,3.0,1,3,0.25,2.0766369047619047,8.0,2.0,301.428,36.288
2270,2026-08-04 02:07:30.596,-1,EMA8,7633.5,DEV,False,False,TARGET,,1,2,0.5,1.4658185162477009,8.0,4.0,76.504,26.096
2273,2026-08-04 02:16:13.028,-1,EMA8,7633.25,DEV,False,False,TARGET,,1,2,0.42857142857142855,4.886309589429422,7.0,3.0,413.688,36.284
2275,2026-08-04 02:17:04.848,-1,EMA8,7632.5,DEV,False,False,STOP,,1,1,1.0,3.4899237162700674,1.0,1.0,122.608,35.132
2277,2026-08-04 02:22:04.056,-1,EMA8,7632.75,DEV,False,False,STOP,,1,1,0.75,0.07402938462630419,4.0,3.0,16.688,169.068
2279,2026-08-04 02:25:29.016,-1,EMA8,7632.75,DEV,False,False,STOP,3.0,1,1,2.0,5.211854225070083,2.0,4.0,130.14,49.94
2323,2026-08-04 03:37:36.624,1,EMA24,7640.0,DEV,False,False,TARGET,9.0,3,2,1.7142857142857142,1.6986213185987875,7.0,12.0,158.32,159.78
2338,2026-08-04 03:45:07.924,1,EMA8,7644.25,DEV,False,False,TARGET,,1,2,0.5,0.37770077456176115,6.0,3.0,7.412,9.812
2343,2026-08-04 03:45:57.792,1,EMA8,7646.0,DEV,False,False,TARGET,,1,2,0.5714285714285714,0.407173645320197,7.0,4.0,10.58,14.848
2345,2026-08-04 03:46:13.976,1,EMA8,7646.25,DEV,False,False,TARGET,,1,1,0.75,0.6098258383155706,4.0,3.0,12.512,15.388
2353,2026-08-04 03:47:50.904,1,EMA8,7647.0,DEV,False,False,STOP,3.0,1,2,0.5714285714285714,1.83418195792103,7.0,4.0,19.092,5.948
2357,2026-08-04 03:49:37.488,1,EMA24,7646.25,DEV,False,False,TARGET,7.0,3,1,3.0,0.34372788840594354,2.0,6.0,9.068,79.144
2392,2026-08-04 04:23:49.092,1,EMA8,7645.75,DEV,False,False,TARGET,7.0,1,3,0.0,0.0,11.0,0.0,391.196,104.756
2399,2026-08-04 04:36:01.536,1,EMA8,7648.0,DEV,False,False,STOP,,1,1,1.0,0.7487488594575165,4.0,4.0,108.32,144.668
2402,2026-08-04 04:42:34.596,1,EMA24,7646.5,DEV,False,False,TARGET,,2,1,4.5,0.887263226649249,2.0,9.0,54.336,275.58
2434,2026-08-04 04:45:25.624,1,EMA24,7653.5,DEV,False,False,TARGET,15.0,4,4,0.8235294117647058,0.561382925375394,17.0,14.0,16.952,24.868
2436,2026-08-04 04:45:40.824,1,EMA24,7653.5,DEV,False,False,TARGET,15.0,1,1,0.25,0.1512402388608176,4.0,1.0,5.268,8.708
2532,2026-08-04 06:20:56.544,1,EMA8,7662.75,DEV,False,False,STOP,8.0,1,1,,,,,,
2581,2026-08-04 06:30:59.256,1,EMA8,7665.0,DEV,False,False,TARGET,5.0,1,1,1.0,0.2918781725888325,4.0,4.0,1.38,4.728
2648,2026-08-04 06:47:04.584,1,EMA24,7673.25,DEV,False,False,TARGET,,3,1,3.25,0.4394833644449326,4.0,13.0,9.852,72.856
2672,2026-08-04 06:52:25.972,1,EMA8,7681.75,DEV,False,False,TARGET,,2,3,0.7,1.20088153085358,10.0,7.0,63.832,37.208
2711,2026-08-04 07:01:15.116,1,EMA8,7687.25,DEV,True,False,TARGET,4.0,1,1,2.0,2.691022964509395,2.0,4.0,5.156,3.832
2736,2026-08-04 07:05:50.564,1,EMA8,7694.75,DEV,True,False,TARGET,3.0,1,1,2.0,0.9393799167052289,2.0,4.0,4.06,8.644
2743,2026-08-04 07:08:25.252,1,EMA8,7696.25,DEV,True,False,TARGET,,1,2,0.6,0.4568701474463993,5.0,3.0,42.76,56.156
2760,2026-08-04 07:16:44.524,1,EMA8,7701.0,DEV,True,False,TARGET,,2,7,0.28,0.9892722681359045,25.0,7.0,246.244,69.696
2762,2026-08-04 07:17:18.796,1,EMA8,7701.75,DEV,True,False,TARGET,4.0,1,1,0.5,0.2015661252900232,2.0,1.0,8.34,20.688
2771,2026-08-04 07:19:46.872,1,EMA8,7704.75,DEV,True,False,STOP,,1,2,1.0,3.63920099875156,5.0,5.0,34.98,9.612
2847,2026-08-04 07:37:29.576,1,EMA24,7701.0,DEV,True,False,TARGET,10.0,2,1,,,,,,
2872,2026-08-04 07:38:25.464,1,EMA50,7704.5,DEV,True,False,TARGET,21.0,1,1,0.75,0.3941176470588235,4.0,3.0,0.536,1.02
2874,2026-08-04 07:38:26.496,1,EMA50,7704.75,DEV,True,False,STOP,4.0,1,1,,,,,,
2897,2026-08-04 07:45:16.056,1,EMA8,7709.25,DEV,True,False,TARGET,,2,8,0.2692307692307692,10.344065436825616,26.0,7.0,237.748,6.188
2904,2026-08-04 07:48:15.420,1,EMA8,7709.75,DEV,True,False,TARGET,6.0,1,2,0.5,4.204579025110782,8.0,4.0,45.544,5.416
2926,2026-08-04 07:58:03.960,1,EMA8,7713.25,DEV,True,False,TARGET,,1,2,0.5714285714285714,1.4264102009941646,7.0,4.0,46.2,18.508
2965,2026-08-04 08:15:16.900,1,EMA8,7722.5,DEV,False,False,TARGET,,2,4,0.4,1.8160124368441508,15.0,6.0,186.904,41.168
3098,2026-08-04 09:25:49.212,1,EMA8,7743.75,DEV,False,False,TARGET,,2,3,0.5555555555555556,0.790952904814291,9.0,5.0,120.788,84.84
3100,2026-08-04 09:28:02.140,1,EMA8,7744.75,DEV,False,False,TARGET,2.0,1,1,0.0,0.0,3.0,0.0,28.896,28.868
3111,2026-08-04 09:36:27.532,1,EMA8,7748.25,DEV,False,False,TARGET,2.0,1,1,1.3333333333333333,2.185560138316044,3.0,4.0,52.46,32.004
3115,2026-08-04 09:38:59.900,1,EMA24,7746.0,DEV,False,False,TARGET,14.0,3,1,2.5,0.48280250620023496,4.0,10.0,23.672,122.576
3136,2026-08-04 09:53:48.332,1,EMA8,7754.5,DEV,False,False,TARGET,4.0,1,1,1.3333333333333333,0.9171915092139025,3.0,4.0,15.728,22.864
3166,2026-08-04 10:10:22.812,1,EMA8,7763.75,DEV,False,False,TARGET,8.0,1,1,1.0,1.1743341404358354,4.0,4.0,42.68,36.344
3168,2026-08-04 10:10:36.848,1,EMA8,7764.0,DEV,False,False,TARGET,7.0,1,1,3.0,16.052938724468525,1.0,3.0,51.348,9.596
3174,2026-08-04 10:13:25.544,1,EMA24,7763.25,DEV,False,False,TARGET,10.0,2,2,1.5,2.4260538559142817,6.0,9.0,91.776,56.744
3417,2026-08-04 11:50:12.044,1,EMA8,7773.75,DEV,True,False,TARGET,7.0,1,1,0.3333333333333333,0.8466307717409038,3.0,1.0,41.512,16.344
3420,2026-08-04 11:51:53.460,1,EMA8,7774.5,DEV,True,False,STOP,3.0,1,2,1.0,20.98951048951049,4.0,4.0,96.048,4.576
3468,2026-08-04 12:13:40.804,1,EMA24,7780.5,DEV,True,False,TARGET,8.0,4,3,0.8181818181818182,0.25537804518452506,11.0,9.0,68.516,219.512
3472,2026-08-04 12:16:19.744,1,EMA24,7781.0,DEV,True,False,TARGET,6.0,2,2,0.6666666666666666,1.40753112663225,9.0,6.0,111.24,52.688
3509,2026-08-04 12:34:44.948,-1,EMA50,7776.25,DEV,True,False,TARGET,4.0,1,1,0.75,0.3722215985630894,4.0,3.0,17.684,35.632
3524,2026-08-04 12:40:15.916,1,EMA8,7780.25,DEV,True,False,TARGET,5.0,1,1,1.0,1.7873379356794075,4.0,4.0,42.46,23.756
3530,2026-08-04 12:43:46.932,1,EMA8,7781.25,DEV,True,False,TARGET,,1,1,1.0,1.249669749009247,3.0,3.0,22.704,18.168
3565,2026-08-04 12:51:50.464,-1,EMA8,7775.25,DEV,True,False,TARGET,,1,2,0.5714285714285714,0.38745177786417057,7.0,4.0,25.912,38.216
3567,2026-08-04 12:52:08.384,-1,EMA8,7774.75,DEV,True,False,TARGET,,1,1,0.6666666666666666,0.3475107154632377,3.0,2.0,6.324,12.132
3660,2026-08-04 13:02:33.988,1,EMA8,7773.25,DEV,False,False,TARGET,,1,1,0.75,0.07913385826771654,4.0,3.0,2.68,25.4
3710,2026-08-04 13:15:07.048,-1,EMA8,7766.75,DEV,False,False,STOP,,1,2,0.3333333333333333,5.296296296296297,9.0,3.0,1.144,0.072
3716,2026-08-04 13:15:22.308,-1,EMA24,7768.5,DEV,False,False,TARGET,,2,1,2.6666666666666665,0.2237762237762238,3.0,8.0,0.336,4.004
3734,2026-08-04 13:16:53.380,-1,EMA8,7763.5,DEV,False,False,TARGET,,2,1,2.0,0.9053440447083478,3.0,6.0,5.184,11.452
3738,2026-08-04 13:17:10.636,-1,EMA24,7764.0,DEV,False,False,TARGET,8.0,2,2,1.2857142857142858,2.257781324820431,7.0,9.0,11.316,6.444
3742,2026-08-04 13:17:31.668,-1,EMA24,7763.5,DEV,False,False,STOP,,2,2,0.5555555555555556,0.22530367988567343,9.0,5.0,4.036,9.952
3818,2026-08-04 13:46:09.528,1,EMA8,7771.75,DEV,False,False,TARGET,6.0,1,1,1.0,4.29515649589089,3.0,3.0,98.256,22.876
3825,2026-08-04 13:49:50.824,1,EMA8,7773.75,DEV,False,False,STOP,,2,3,0.4166666666666667,0.20902368679430536,12.0,5.0,54.5,108.64
3871,2026-08-04 15:31:08.104,1,EMA8,7780.75,DEV,False,False,TARGET,3.0,1,2,0.2222222222222222,0.535459691500128,9.0,2.0,96.296,39.964
3886,2026-08-04 15:56:21.104,1,EMA50,7779.0,DEV,False,False,TARGET,4.0,1,2,,,,,,
4098,2026-08-04 22:33:26.532,1,EMA8,7794.75,DEV,False,False,TARGET,,2,5,0.4117647058823529,2.0592397767816304,17.0,7.0,1543.512,308.64
4100,2026-08-04 22:37:18.324,1,EMA8,7795.0,DEV,False,False,TARGET,5.0,1,1,1.0,1.3183412002697235,3.0,3.0,156.408,118.64
4107,2026-08-04 23:07:14.752,1,EMA8,7798.25,DEV,False,False,TARGET,,2,5,0.3,0.5400999629766753,20.0,6.0,1167.048,648.24
4159,2026-08-05 00:31:37.556,-1,EMA8,7790.75,DEV,False,False,TARGET,,1,4,0.3076923076923077,1.6107996835631475,13.0,4.0,378.728,72.344
4161,2026-08-05 00:34:30.808,-1,EMA8,7791.0,DEV,False,False,TARGET,,1,1,0.75,0.6788631438573095,4.0,3.0,21.72,23.996
4167,2026-08-05 00:42:49.040,-1,EMA24,7791.0,DEV,False,False,TARGET,12.0,3,3,1.0833333333333333,0.7721153264355296,12.0,13.0,204.172,286.468
4204,2026-08-05 01:18:05.632,-1,EMA8,7788.0,DEV,False,False,TARGET,,1,1,1.3333333333333333,0.6295000000000001,3.0,4.0,15.108,32.0
4222,2026-08-05 01:37:20.776,-1,EMA24,7784.5,DEV,False,False,TARGET,10.0,3,3,0.9166666666666666,0.736132474980535,12.0,11.0,169.152,210.636
4226,2026-08-05 01:41:07.108,-1,EMA8,7782.75,DEV,False,False,TARGET,3.0,1,3,0.25,0.4131391866045975,8.0,2.0,183.176,110.844
4231,2026-08-05 01:44:04.800,-1,EMA8,7781.75,DEV,False,False,TARGET,,1,2,0.2857142857142857,22.507215007215006,7.0,2.0,124.78,1.584
4280,2026-08-05 02:50:37.024,1,EMA50,7788.5,DEV,False,False,TARGET,10.0,1,1,,,,,,
4289,2026-08-05 03:13:58.144,1,EMA50,7788.75,DEV,False,False,TARGET,6.0,1,1,,,,,,
4302,2026-08-05 03:45:00.224,1,EMA8,7793.5,DEV,False,True,TARGET,7.0,3,1,1.75,0.2566352379348874,4.0,7.0,76.648,522.664
4312,2026-08-05 03:49:45.804,1,EMA24,7794.0,DEV,False,False,TARGET,11.0,3,1,,,,,,
4323,2026-08-05 04:02:02.280,1,EMA24,7796.5,DEV,False,False,TARGET,7.0,2,1,2.6666666666666665,0.30748744022758917,3.0,8.0,10.16,88.112
4370,2026-08-05 05:06:13.364,1,EMA8,7800.0,DEV,False,False,TARGET,,1,3,0.6,3.0027829313543597,10.0,6.0,129.48,25.872
4381,2026-08-05 05:18:44.596,1,EMA8,7801.5,DEV,False,False,TARGET,,1,4,1.3333333333333333,9.074407195421095,3.0,4.0,199.764,29.352
4390,2026-08-05 05:26:59.812,1,EMA8,7803.0,DEV,False,False,TARGET,4.0,1,1,0.75,3.0901613904407204,4.0,3.0,79.652,19.332
4412,2026-08-05 05:41:01.876,1,EMA50,7802.0,DEV,False,False,TARGET,16.0,2,1,2.0,1.073328402772071,4.0,8.0,78.368,146.028
4437,2026-08-05 06:11:31.988,1,EMA8,7807.5,DEV,False,False,STOP,,2,2,0.875,3.378681813777735,8.0,7.0,159.412,41.284
4443,2026-08-05 06:17:05.344,1,EMA24,7805.75,DEV,False,False,TARGET,11.0,1,1,4.0,14.249133348740466,1.0,4.0,61.656,17.308
4466,2026-08-05 06:30:04.420,1,EMA8,7810.25,DEV,False,False,TARGET,,1,1,0.3333333333333333,0.5077519379844961,3.0,1.0,0.524,0.344
4469,2026-08-05 06:30:09.592,1,EMA8,7811.25,DEV,False,False,TARGET,2.0,1,2,1.0,1.7703252032520325,3.0,3.0,3.484,1.968
4551,2026-08-05 06:37:14.184,-1,EMA50,7809.0,DEV,True,False,TARGET,11.0,3,2,2.1666666666666665,2.6967952408366913,6.0,13.0,8.648,6.948
4557,2026-08-05 06:37:37.112,-1,EMA50,7808.75,DEV,True,False,TARGET,6.0,1,1,2.0,1.0045721750489878,1.0,2.0,3.076,6.124
4657,2026-08-05 06:47:32.076,-1,EMA24,7808.75,DEV,False,False,STOP,13.0,3,1,3.6666666666666665,0.4551148225469728,3.0,11.0,2.616,21.076
4688,2026-08-05 06:50:10.076,-1,EMA8,7798.5,DEV,False,True,STOP,3.0,1,1,1.3333333333333333,,3.0,4.0,0.012,0.0
4690,2026-08-05 06:50:10.088,-1,EMA8,7798.5,DEV,False,True,STOP,3.0,1,1,1.0,,4.0,4.0,0.004,0.0
4698,2026-08-05 06:50:13.980,-1,EMA24,7800.0,DEV,False,False,TARGET,10.0,3,2,1.2,1.8308157099697886,10.0,12.0,2.02,1.324
4711,2026-08-05 06:51:01.264,-1,EMA24,7798.25,DEV,False,False,TARGET,12.0,3,3,1.2222222222222223,0.9238214174211676,9.0,11.0,9.684,12.812
4736,2026-08-05 06:52:49.304,1,EMA8,7803.75,DEV,False,False,TARGET,3.0,1,2,0.42857142857142855,0.4288074260541221,7.0,3.0,7.268,7.264
4750,2026-08-05 06:53:51.824,1,EMA24,7805.75,DEV,False,False,TARGET,15.0,4,6,0.7142857142857143,1.337945819528357,21.0,15.0,32.952,17.592
4752,2026-08-05 06:53:57.704,1,EMA24,7805.5,DEV,False,False,TARGET,16.0,1,1,0.75,0.255241935483871,4.0,3.0,0.844,2.48
4788,2026-08-05 06:56:27.820,1,EMA50,7806.75,DEV,False,True,TARGET,12.0,1,1,,,,,,
4813,2026-08-05 06:59:47.624,1,EMA8,7816.75,DEV,False,False,TARGET,,2,4,0.2222222222222222,0.2506861130714341,18.0,4.0,51.152,45.344
4856,2026-08-05 07:01:46.872,-1,EMA8,7808.0,DEV,True,False,TARGET,,2,4,0.35294117647058826,0.3909387639253531,17.0,6.0,14.692,13.264
4909,2026-08-05 07:05:50.004,1,EMA8,7815.0,DEV,True,False,STOP,11.0,1,1,,,,,,
4919,2026-08-05 07:06:16.744,1,EMA50,7811.5,DEV,True,False,TARGET,12.0,3,2,2.142857142857143,3.404434465338199,7.0,15.0,9.704,6.108
4993,2026-08-05 07:15:05.100,1,EMA24,7814.5,DEV,True,False,TARGET,11.0,3,4,0.8571428571428571,0.6749425839475226,14.0,12.0,29.976,38.068
5034,2026-08-05 07:20:20.652,-1,EMA8,7807.75,DEV,True,False,TARGET,,2,8,0.2647058823529412,3.420673240394424,34.0,9.0,44.712,3.46
5036,2026-08-05 07:20:28.032,-1,EMA8,7808.25,DEV,True,False,TARGET,9.0,1,1,1.0,1.9564643799472294,3.0,3.0,5.932,3.032
5041,2026-08-05 07:21:06.552,-1,EMA8,7807.5,DEV,True,False,STOP,6.0,1,2,0.2857142857142857,0.5694971995107191,7.0,2.0,17.692,8.876
5049,2026-08-05 07:22:10.876,-1,EMA8,7806.0,DEV,True,False,TARGET,,2,3,0.21428571428571427,0.38202035431586884,14.0,3.0,32.432,18.192
5053,2026-08-05 07:22:26.564,-1,EMA8,7805.0,DEV,True,False,TARGET,,1,3,0.36363636363636365,0.3124064875216949,11.0,4.0,5.22,6.076
5057,2026-08-05 07:22:53.764,-1,EMA8,7804.5,DEV,True,False,TARGET,,1,3,0.5714285714285714,4.58808222742649,7.0,4.0,17.632,2.196
5061,2026-08-05 07:23:12.508,-1,EMA8,7803.5,DEV,True,False,TARGET,2.0,1,3,1.5,17.351629502572898,2.0,3.0,26.976,2.332
5131,2026-08-05 07:30:19.320,-1,EMA8,7798.75,DEV,True,False,TARGET,,1,3,0.42857142857142855,0.5844374849433872,7.0,3.0,9.704,7.116
5138,2026-08-05 07:31:06.088,-1,EMA24,7800.0,DEV,True,False,TARGET,17.0,4,3,1.7272727272727273,2.2999180999181,11.0,19.0,26.604,19.98
5149,2026-08-05 07:32:22.196,-1,EMA24,7797.5,DEV,True,False,TARGET,,3,1,5.5,3.872893016855865,2.0,11.0,16.376,23.256
5203,2026-08-05 07:37:47.816,-1,EMA8,7793.0,DEV,True,False,TARGET,,1,2,0.5714285714285714,1.4484153742414025,7.0,4.0,15.036,5.932
5286,2026-08-05 07:47:55.580,1,EMA24,7796.25,DEV,True,False,TARGET,8.0,1,2,0.6,1.1780068728522337,5.0,3.0,20.568,10.476
5288,2026-08-05 07:48:09.160,1,EMA50,7795.25,DEV,True,False,TARGET,8.0,1,1,4.0,4.770334928229666,1.0,4.0,11.964,10.032
5292,2026-08-05 07:49:16.472,1,EMA50,7795.5,DEV,True,False,TARGET,7.0,1,1,1.0,10.06824512534819,4.0,4.0,28.916,2.872
5300,2026-08-05 07:50:22.408,1,EMA8,7798.75,DEV,True,False,STOP,,2,1,1.75,3.6659142212189613,4.0,7.0,22.272,10.632
5394,2026-08-05 08:01:21.716,1,EMA24,7788.25,DEV,False,False,STOP,11.0,1,1,1.5,0.5554054054054055,2.0,3.0,1.096,2.96
5496,2026-08-05 08:17:05.192,-1,EMA8,7777.25,DEV,False,False,TARGET,,2,7,0.2,0.4020091079560675,30.0,6.0,60.028,29.864
5576,2026-08-05 08:26:50.900,-1,EMA8,7771.75,DEV,False,False,TARGET,5.0,1,1,2.0,1.1253526803708183,2.0,4.0,5.584,9.924
5581,2026-08-05 08:27:27.256,-1,EMA24,7772.25,DEV,False,False,TARGET,7.0,2,1,1.25,0.16807936813716046,4.0,5.0,2.792,20.764
5593,2026-08-05 08:28:48.052,-1,EMA8,7768.25,DEV,False,False,TARGET,4.0,1,1,1.5,0.5598744567841623,2.0,3.0,3.092,8.284
5618,2026-08-05 08:32:41.728,1,EMA8,7776.25,DEV,False,False,STOP,4.0,1,1,,,,,,
5673,2026-08-05 08:42:11.212,-1,EMA50,7771.0,DEV,False,False,STOP,11.0,3,4,0.8,0.8676389769604735,15.0,12.0,41.048,37.848
5710,2026-08-05 08:50:18.628,-1,EMA8,7765.5,DEV,False,False,TARGET,,2,1,2.5,1.7189577240095717,2.0,5.0,10.344,15.044
5720,2026-08-05 08:52:38.576,-1,EMA8,7763.75,DEV,False,False,STOP,,1,1,1.0,0.32720232333010646,2.0,2.0,6.76,20.66
5723,2026-08-05 08:53:11.248,-1,EMA24,7765.0,DEV,False,False,STOP,,2,1,2.6666666666666665,1.7522816166883963,3.0,8.0,20.16,30.68
5790,2026-08-05 09:03:27.040,-1,EMA24,7755.25,DEV,False,False,STOP,11.0,2,2,7.0,15.78076062639821,1.0,7.0,28.216,12.516
5826,2026-08-05 09:10:02.436,-1,EMA24,7753.75,DEV,False,False,TARGET,12.0,3,1,3.0,0.4479048697621744,4.0,12.0,6.328,42.384
5829,2026-08-05 09:10:21.524,-1,EMA50,7754.5,DEV,False,False,TARGET,15.0,2,1,2.5,2.076587795765878,2.0,5.0,8.004,9.636
5837,2026-08-05 09:11:30.996,-1,EMA50,7754.25,DEV,False,False,TARGET,8.0,1,1,,,,,,
5938,2026-08-05 09:32:02.760,1,EMA50,7767.75,DEV,False,False,TARGET,24.0,1,1,1.0,1.7241379310344827,4.0,4.0,12.0,6.96
6036,2026-08-05 09:58:39.036,1,EMA50,7770.25,DEV,False,False,TARGET,11.0,3,3,2.0,1.7907962233291208,6.0,12.0,48.176,53.804
6078,2026-08-05 10:07:51.956,-1,EMA24,7765.5,DEV,False,False,TARGET,13.0,3,1,6.5,7.0,2.0,13.0,25.872,24.024
6080,2026-08-05 10:08:26.320,-1,EMA24,7764.75,DEV,False,False,TARGET,10.0,1,1,0.3333333333333333,0.2910147518998659,3.0,1.0,23.436,26.844
6178,2026-08-05 10:37:25.208,1,EMA50,7767.5,DEV,False,False,TARGET,8.0,1,1,4.0,10.770162817114729,1.0,4.0,28.444,10.564
6260,2026-08-05 11:09:35.660,1,EMA50,7770.75,DEV,True,False,TARGET,16.0,1,2,0.75,1.9040708998831324,4.0,3.0,52.136,20.536
6284,2026-08-05 11:25:11.012,1,EMA50,7771.25,DEV,True,False,TARGET,6.0,1,2,1.5,7.086189258312021,2.0,3.0,110.828,23.46
6311,2026-08-05 11:38:06.680,-1,EMA50,7767.0,DEV,True,False,TARGET,9.0,1,2,0.6,1.2544366899302095,5.0,3.0,67.104,32.096
6341,2026-08-05 11:57:43.964,-1,EMA8,7766.5,DEV,True,False,TARGET,7.0,1,5,0.25,5.248454588682833,16.0,4.0,176.6,8.412
6343,2026-08-05 11:58:36.912,-1,EMA50,7767.0,DEV,True,False,TARGET,7.0,1,1,,,,,,
6354,2026-08-05 12:02:57.728,-1,EMA50,7766.5,DEV,True,False,TARGET,10.0,1,1,0.75,2.417760514331637,4.0,3.0,48.136,14.932
6385,2026-08-05 12:21:39.812,1,EMA50,7769.25,DEV,True,False,TARGET,10.0,3,2,1.7142857142857142,1.8701443430269582,7.0,12.0,46.988,43.072
6389,2026-08-05 12:23:27.828,1,EMA50,7770.0,DEV,True,False,TARGET,7.0,1,3,0.6666666666666666,1.476048175314679,6.0,4.0,65.2,29.448
6404,2026-08-05 12:35:01.624,-1,EMA8,7766.0,DEV,True,False,TARGET,,1,3,0.3333333333333333,2.113145699107042,12.0,4.0,74.78,11.796
6412,2026-08-05 12:38:50.600,-1,EMA8,7765.0,DEV,True,False,TARGET,5.0,1,2,2.0,8.99414824447334,2.0,4.0,55.332,12.304
6416,2026-08-05 12:41:21.152,-1,EMA24,7765.5,DEV,True,False,STOP,7.0,2,2,1.125,0.6978405415119204,8.0,9.0,62.132,100.164
6418,2026-08-05 12:43:07.336,-1,EMA50,7766.25,DEV,True,False,TARGET,10.0,1,1,1.3333333333333333,0.6858243223226189,3.0,4.0,27.78,54.008
6563,2026-08-05 13:16:04.388,1,EMA8,7759.5,DEV,False,False,STOP,4.0,1,1,2.0,1.5023390510135888,2.0,4.0,13.488,17.956
6572,2026-08-05 13:21:44.688,1,EMA50,7756.75,DEV,False,False,TARGET,15.0,1,1,1.0,7.580601092896174,2.0,2.0,110.98,14.64
6637,2026-08-05 15:45:55.068,1,EMA8,7769.75,DEV,False,False,TARGET,,2,6,0.47058823529411764,1.1121439560431077,17.0,8.0,720.364,304.812
6675,2026-08-05 16:58:39.120,-1,EMA8,7761.0,DEV,False,False,TARGET,3.0,1,3,0.6,2.2588343935973736,5.0,3.0,293.528,77.968
6687,2026-08-05 17:03:55.832,-1,EMA50,7761.0,DEV,False,False,STOP,,1,1,2.0,2.771351351351351,1.0,2.0,41.016,29.6
6711,2026-08-05 17:15:22.456,-1,EMA24,7759.5,DEV,False,False,TARGET,,2,1,2.25,0.9197055995265923,4.0,9.0,22.104,54.076
6876,2026-08-05 21:36:07.468,1,EMA50,7763.25,DEV,False,False,STOP,10.0,3,1,3.3333333333333335,2.7915908631493833,3.0,10.0,187.816,224.264
6982,2026-08-06 00:16:03.164,1,EMA8,7763.75,DEV,False,False,STOP,,1,4,0.3,3.0769207176813373,10.0,3.0,267.528,26.084
7002,2026-08-06 00:49:42.748,-1,EMA24,7758.0,DEV,False,False,TARGET,13.0,3,1,6.5,6.326951409965524,2.0,13.0,264.268,271.496
7008,2026-08-06 01:00:54.344,-1,EMA50,7758.0,DEV,False,False,TARGET,6.0,1,1,1.0,0.20443151298119963,4.0,4.0,18.268,89.36
7040,2026-08-06 01:17:40.536,-1,EMA50,7754.5,DEV,False,False,TARGET,11.0,3,1,4.5,2.523616910229645,2.0,9.0,51.576,91.968
7143,2026-08-06 04:01:51.620,-1,EMA8,7757.0,DEV,False,False,TARGET,3.0,1,1,3.0,1.106679389312977,1.0,3.0,15.464,41.92
7151,2026-08-06 04:05:38.980,-1,EMA8,7754.25,DEV,False,False,TARGET,,2,6,0.29411764705882354,1.0556302521008403,17.0,5.0,150.744,42.0
7159,2026-08-06 04:09:14.100,-1,EMA24,7754.5,DEV,False,False,STOP,16.0,4,4,1.125,1.345019249278152,16.0,18.0,124.22,103.9
7221,2026-08-06 05:08:04.788,-1,EMA50,7757.25,DEV,False,False,TARGET,9.0,1,1,,,,,,
7282,2026-08-06 06:00:17.320,-1,EMA8,7753.5,DEV,False,False,TARGET,6.0,2,4,0.5,1.3322627737226278,14.0,7.0,292.032,109.6
7303,2026-08-06 06:16:53.612,-1,EMA8,7748.75,DEV,False,False,STOP,4.0,1,2,0.6666666666666666,2.794368340943684,6.0,4.0,146.872,35.04
7337,2026-08-06 06:30:05.976,1,EMA8,7755.75,DEV,False,False,STOP,,2,5,0.30434782608695654,0.2557099614749587,23.0,7.0,2.124,2.528
7387,2026-08-06 06:34:16.520,-1,EMA24,7745.25,DEV,True,False,TARGET,19.0,2,1,2.0,0.9425717852684145,3.0,6.0,6.04,12.816
7419,2026-08-06 06:36:00.160,1,EMA8,7750.5,DEV,True,False,TARGET,,1,4,0.06666666666666667,1.8933333333333335,15.0,1.0,12.496,0.44
7460,2026-08-06 06:39:35.764,-1,EMA8,7749.25,DEV,True,False,TARGET,13.0,1,1,1.0,0.692898272552783,4.0,4.0,1.444,2.084
7485,2026-08-06 06:41:29.608,1,EMA50,7752.5,DEV,True,False,TARGET,9.0,1,1,1.3333333333333333,0.7232000000000001,3.0,4.0,2.712,5.0
7493,2026-08-06 06:42:04.704,1,EMA8,7755.0,DEV,True,False,STOP,3.0,1,2,0.5,0.8934108527131783,8.0,4.0,5.532,3.096
7506,2026-08-06 06:43:01.568,1,EMA50,7753.75,DEV,True,False,TARGET,8.0,1,2,0.6,1.0473786407766992,5.0,3.0,7.192,4.12
7516,2026-08-06 06:43:52.588,1,EMA8,7756.5,DEV,True,False,TARGET,,1,1,1.0,2.9735099337748347,4.0,4.0,8.98,3.02
7542,2026-08-06 06:46:16.292,1,EMA50,7757.25,DEV,False,False,TARGET,9.0,1,1,1.5,1.01809491293957,2.0,3.0,7.952,11.716
7577,2026-08-06 06:51:41.116,1,EMA50,7761.75,DEV,False,False,TARGET,9.0,3,1,6.0,3.776670817766708,1.0,6.0,18.196,28.908
