Scope,Family,Segment,Rule,Selection,Selected,Targets,Stops,Unresolved,TargetRate,TotalProxyTicks,ProxyTicksPerSelected,NetAtHalfTick,NetAtOneTick,NetAtOneHalfTicks
ALL_HOURS,EMA8,LONG,BASELINE,ALL,586,436,148,2,74.65753424657534,700,1.1945392491467577,0.6945392491467577,0.1945392491467577,-0.3054607508532423
ALL_HOURS,EMA8,LONG,ROOM,ELIGIBLE,586,436,148,2,74.65753424657534,700,1.1945392491467577,0.6945392491467577,0.1945392491467577,-0.3054607508532423
ALL_HOURS,EMA8,LONG,ROOM,KEPT,415,314,100,1,75.84541062801932,570,1.3734939759036144,0.8734939759036144,0.37349397590361444,-0.12650602409638556
ALL_HOURS,EMA8,LONG,ROOM,DROPPED,171,122,48,1,71.76470588235294,130,0.7602339181286549,0.26023391812865493,-0.23976608187134507,-0.7397660818713451
ALL_HOURS,EMA8,LONG,ROOM,MISSING,0,0,0,0,,0,,,,
ALL_HOURS,EMA8,LONG,DEPTH,ELIGIBLE,562,416,144,2,74.28571428571429,640,1.1387900355871887,0.6387900355871887,0.13879003558718872,-0.3612099644128113
ALL_HOURS,EMA8,LONG,DEPTH,KEPT,266,192,73,1,72.45283018867924,230,0.8646616541353384,0.36466165413533835,-0.13533834586466165,-0.6353383458646616
ALL_HOURS,EMA8,LONG,DEPTH,DROPPED,296,224,71,1,75.9322033898305,410,1.385135135135135,0.8851351351351351,0.3851351351351351,-0.11486486486486491
ALL_HOURS,EMA8,LONG,DEPTH,MISSING,24,20,4,0,83.33333333333333,60,2.5,2.0,1.5,1.0
ALL_HOURS,EMA8,LONG,SPEED,ELIGIBLE,559,415,142,2,74.50628366247756,655,1.1717352415026834,0.6717352415026834,0.17173524150268338,-0.3282647584973166
ALL_HOURS,EMA8,LONG,SPEED,KEPT,273,207,64,2,76.38376383763837,395,1.4468864468864469,0.9468864468864469,0.44688644688644685,-0.05311355311355315
ALL_HOURS,EMA8,LONG,SPEED,DROPPED,286,208,78,0,72.72727272727273,260,0.9090909090909091,0.40909090909090906,-0.09090909090909094,-0.5909090909090909
ALL_HOURS,EMA8,LONG,SPEED,MISSING,27,21,6,0,77.77777777777777,45,1.6666666666666667,1.1666666666666667,0.6666666666666667,0.16666666666666674
ALL_HOURS,EMA8,SHORT,BASELINE,ALL,544,398,133,13,74.95291902071563,660,1.213235294117647,0.713235294117647,0.21323529411764697,-0.28676470588235303
ALL_HOURS,EMA8,SHORT,ROOM,ELIGIBLE,544,398,133,13,74.95291902071563,660,1.213235294117647,0.713235294117647,0.21323529411764697,-0.28676470588235303
ALL_HOURS,EMA8,SHORT,ROOM,KEPT,393,290,90,13,76.3157894736842,550,1.3994910941475827,0.8994910941475827,0.39949109414758266,-0.10050890585241734
ALL_HOURS,EMA8,SHORT,ROOM,DROPPED,151,108,43,0,71.52317880794702,110,0.7284768211920529,0.22847682119205293,-0.2715231788079471,-0.7715231788079471
ALL_HOURS,EMA8,SHORT,ROOM,MISSING,0,0,0,0,,0,,,,
ALL_HOURS,EMA8,SHORT,DEPTH,ELIGIBLE,530,388,129,13,75.04835589941973,650,1.2264150943396226,0.7264150943396226,0.2264150943396226,-0.2735849056603774
ALL_HOURS,EMA8,SHORT,DEPTH,KEPT,249,184,57,8,76.34854771784232,350,1.4056224899598393,0.9056224899598393,0.4056224899598393,-0.0943775100401607
ALL_HOURS,EMA8,SHORT,DEPTH,DROPPED,281,204,72,5,73.91304347826087,300,1.0676156583629892,0.5676156583629892,0.06761565836298922,-0.4323843416370108
ALL_HOURS,EMA8,SHORT,DEPTH,MISSING,14,10,4,0,71.42857142857143,10,0.7142857142857143,0.2142857142857143,-0.2857142857142857,-0.7857142857142857
ALL_HOURS,EMA8,SHORT,SPEED,ELIGIBLE,520,384,125,11,75.44204322200393,670,1.2884615384615385,0.7884615384615385,0.28846153846153855,-0.21153846153846145
ALL_HOURS,EMA8,SHORT,SPEED,KEPT,264,195,66,3,74.71264367816092,315,1.1931818181818181,0.6931818181818181,0.19318181818181812,-0.3068181818181819
ALL_HOURS,EMA8,SHORT,SPEED,DROPPED,256,189,59,8,76.20967741935483,355,1.38671875,0.88671875,0.38671875,-0.11328125
ALL_HOURS,EMA8,SHORT,SPEED,MISSING,24,14,8,2,63.63636363636363,-10,-0.4166666666666667,-0.9166666666666667,-1.4166666666666667,-1.9166666666666667
ALL_HOURS,EMA8,UNAMBIGUOUS,BASELINE,ALL,1076,801,267,8,75.0,1335,1.2407063197026023,0.7407063197026023,0.24070631970260226,-0.25929368029739774
ALL_HOURS,EMA8,UNAMBIGUOUS,ROOM,ELIGIBLE,1076,801,267,8,75.0,1335,1.2407063197026023,0.7407063197026023,0.24070631970260226,-0.25929368029739774
ALL_HOURS,EMA8,UNAMBIGUOUS,ROOM,KEPT,769,580,182,7,76.11548556430446,1080,1.4044213263979193,0.9044213263979193,0.4044213263979193,-0.09557867360208072
ALL_HOURS,EMA8,UNAMBIGUOUS,ROOM,DROPPED,307,221,85,1,72.22222222222223,255,0.8306188925081434,0.33061889250814336,-0.16938110749185664,-0.6693811074918566
ALL_HOURS,EMA8,UNAMBIGUOUS,ROOM,MISSING,0,0,0,0,,0,,,,
ALL_HOURS,EMA8,UNAMBIGUOUS,DEPTH,ELIGIBLE,1039,772,259,8,74.87875848690592,1270,1.2223291626564003,0.7223291626564003,0.22232916265640035,-0.27767083734359965
ALL_HOURS,EMA8,UNAMBIGUOUS,DEPTH,KEPT,488,358,126,4,73.96694214876032,530,1.0860655737704918,0.5860655737704918,0.08606557377049184,-0.41393442622950816
ALL_HOURS,EMA8,UNAMBIGUOUS,DEPTH,DROPPED,551,414,133,4,75.68555758683729,740,1.3430127041742286,0.8430127041742286,0.3430127041742286,-0.15698729582577142
ALL_HOURS,EMA8,UNAMBIGUOUS,DEPTH,MISSING,37,29,8,0,78.37837837837837,65,1.7567567567567568,1.2567567567567568,0.7567567567567568,0.2567567567567568
ALL_HOURS,EMA8,UNAMBIGUOUS,SPEED,ELIGIBLE,1039,772,259,8,74.87875848690592,1270,1.2223291626564003,0.7223291626564003,0.22232916265640035,-0.27767083734359965
ALL_HOURS,EMA8,UNAMBIGUOUS,SPEED,KEPT,521,389,128,4,75.24177949709865,665,1.276391554702495,0.7763915547024951,0.2763915547024951,-0.2236084452975049
ALL_HOURS,EMA8,UNAMBIGUOUS,SPEED,DROPPED,518,383,131,4,74.5136186770428,605,1.167953667953668,0.667953667953668,0.16795366795366795,-0.33204633204633205
ALL_HOURS,EMA8,UNAMBIGUOUS,SPEED,MISSING,37,29,8,0,78.37837837837837,65,1.7567567567567568,1.2567567567567568,0.7567567567567568,0.2567567567567568
