Scope,Family,Segment,Feature,Bucket,Boundaries,Selected,Targets,Stops,Unresolved,TargetRate,TotalProxyTicks,ProxyTicksPerSelected,NetAtHalfTick,NetAtOneTick,NetAtOneHalfTicks
PRIME,COMBINED,SHORT,SpeedRatio,2,"(0, 0.5, 1, 2)",74,58,16,0,78.37837837837837,130,1.7567567567567568,1.2567567567567568,0.7567567567567568,0.2567567567567568
PRIME,COMBINED,SHORT,SpeedRatio,3,"(0, 0.5, 1, 2)",49,40,9,0,81.63265306122449,110,2.2448979591836733,1.7448979591836733,1.2448979591836733,0.7448979591836733
PRIME,COMBINED,SHORT,SpeedRatio,4,"(0, 0.5, 1, 2)",75,55,19,1,74.32432432432432,85,1.1333333333333333,0.6333333333333333,0.1333333333333333,-0.3666666666666667
PRIME,COMBINED,SHORT,SpeedRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1, 2)",27,22,4,1,84.61538461538461,70,2.5925925925925926,2.0925925925925926,1.5925925925925926,1.0925925925925926
PRIME,COMBINED,UNAMBIGUOUS,RoomTicks,1,"(0, 3, 6, 11)",23,18,5,0,78.26086956521739,40,1.7391304347826086,1.2391304347826086,0.7391304347826086,0.23913043478260865
PRIME,COMBINED,UNAMBIGUOUS,RoomTicks,2,"(0, 3, 6, 11)",78,59,19,0,75.64102564102564,105,1.3461538461538463,0.8461538461538463,0.34615384615384626,-0.15384615384615374
PRIME,COMBINED,UNAMBIGUOUS,RoomTicks,3,"(0, 3, 6, 11)",184,150,34,0,81.52173913043478,410,2.2282608695652173,1.7282608695652173,1.2282608695652173,0.7282608695652173
PRIME,COMBINED,UNAMBIGUOUS,RoomTicks,4,"(0, 3, 6, 11)",128,100,27,1,78.74015748031496,230,1.796875,1.296875,0.796875,0.296875
PRIME,COMBINED,UNAMBIGUOUS,RoomTicks,MISSING_OR_NO_LEVEL,"(0, 3, 6, 11)",204,160,44,0,78.43137254901961,360,1.7647058823529411,1.2647058823529411,0.7647058823529411,0.2647058823529411
PRIME,COMBINED,UNAMBIGUOUS,DepthRatio,1,"(0, 0.5, 1)",149,109,39,1,73.64864864864865,155,1.0402684563758389,0.5402684563758389,0.04026845637583887,-0.45973154362416113
PRIME,COMBINED,UNAMBIGUOUS,DepthRatio,2,"(0, 0.5, 1)",158,127,31,0,80.37974683544304,325,2.0569620253164556,1.5569620253164556,1.0569620253164556,0.5569620253164556
PRIME,COMBINED,UNAMBIGUOUS,DepthRatio,3,"(0, 0.5, 1)",265,217,48,0,81.88679245283019,605,2.2830188679245285,1.7830188679245285,1.2830188679245285,0.7830188679245285
PRIME,COMBINED,UNAMBIGUOUS,DepthRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1)",45,34,11,0,75.55555555555556,60,1.3333333333333333,0.8333333333333333,0.33333333333333326,-0.16666666666666674
PRIME,COMBINED,UNAMBIGUOUS,SpeedRatio,1,"(0, 0.5, 1, 2)",137,111,26,0,81.02189781021897,295,2.153284671532847,1.6532846715328469,1.1532846715328469,0.6532846715328469
