PullbackBars,Prior8Min,Prior24Min,GapMin,PenMin,PenMax,Current8Min,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
2,39,20,3,1,2.5,15,158,116,73.42,167,116,69.46
2,39,20,5,0,4.5,-999,308,224,72.73,350,247,70.57
2,39,20,5,0,4.5,0,287,208,72.47,337,236,70.03
2,39,20,5,0,4.5,15,255,185,72.55,291,202,69.42
2,39,20,5,0.5,4.5,-999,289,210,72.66,338,239,70.71
2,39,20,5,0.5,4.5,0,268,194,72.39,325,228,70.15
2,39,20,5,0.5,4.5,15,236,171,72.46,279,194,69.53
2,39,20,5,1,4.5,-999,263,191,72.62,309,223,72.17
2,39,20,5,1,4.5,0,242,175,72.31,296,212,71.62
2,39,20,5,1,4.5,15,210,152,72.38,250,178,71.2
2,39,20,5,1,2.5,-999,114,85,74.56,135,101,74.81
2,39,20,5,1,2.5,0,114,85,74.56,135,101,74.81
2,39,20,5,1,2.5,15,114,85,74.56,135,101,74.81
2,39,30,1.5,0,4.5,-999,476,342,71.85,523,363,69.41
2,39,30,1.5,0,4.5,0,427,304,71.19,479,331,69.1
2,39,30,1.5,0,4.5,15,356,252,70.79,390,268,68.72
2,39,30,1.5,0.5,4.5,-999,456,328,71.93,510,354,69.41
2,39,30,1.5,0.5,4.5,0,407,290,71.25,466,322,69.1
2,39,30,1.5,0.5,4.5,15,336,238,70.83,377,259,68.7
2,39,30,1.5,1,4.5,-999,430,309,71.86,475,334,70.32
2,39,30,1.5,1,4.5,0,381,271,71.13,431,302,70.07
2,39,30,1.5,1,4.5,15,310,219,70.65,342,239,69.88
2,39,30,1.5,1,2.5,-999,159,116,72.96,170,120,70.59
2,39,30,1.5,1,2.5,0,159,116,72.96,170,120,70.59
2,39,30,1.5,1,2.5,15,159,116,72.96,170,120,70.59
2,39,30,3,0,4.5,-999,441,318,72.11,490,339,69.18
2,39,30,3,0,4.5,0,405,290,71.6,452,308,68.14
2,39,30,3,0,4.5,15,343,244,71.14,371,252,67.92
2,39,30,3,0.5,4.5,-999,421,304,72.21,477,330,69.18
2,39,30,3,0.5,4.5,0,385,276,71.69,439,299,68.11
2,39,30,3,0.5,4.5,15,323,230,71.21,358,243,67.88
2,39,30,3,1,4.5,-999,395,285,72.15,444,312,70.27
2,39,30,3,1,4.5,0,359,257,71.59,406,281,69.21
2,39,30,3,1,4.5,15,297,211,71.04,325,225,69.23
2,39,30,3,1,2.5,-999,157,115,73.25,166,116,69.88
2,39,30,3,1,2.5,0,157,115,73.25,166,116,69.88
2,39,30,3,1,2.5,15,157,115,73.25,166,116,69.88
2,39,30,5,0,4.5,-999,308,224,72.73,350,247,70.57
2,39,30,5,0,4.5,0,287,208,72.47,337,236,70.03
2,39,30,5,0,4.5,15,255,185,72.55,291,202,69.42
2,39,30,5,0.5,4.5,-999,289,210,72.66,338,239,70.71
2,39,30,5,0.5,4.5,0,268,194,72.39,325,228,70.15
2,39,30,5,0.5,4.5,15,236,171,72.46,279,194,69.53
2,39,30,5,1,4.5,-999,263,191,72.62,309,223,72.17
2,39,30,5,1,4.5,0,242,175,72.31,296,212,71.62
2,39,30,5,1,4.5,15,210,152,72.38,250,178,71.2
2,39,30,5,1,2.5,-999,114,85,74.56,135,101,74.81
2,39,30,5,1,2.5,0,114,85,74.56,135,101,74.81
2,39,30,5,1,2.5,15,114,85,74.56,135,101,74.81
2,39,39,1.5,0,4.5,-999,373,271,72.65,407,286,70.27
2,39,39,1.5,0,4.5,0,342,248,72.51,379,266,70.18
2,39,39,1.5,0,4.5,15,294,212,72.11,322,223,69.25
2,39,39,1.5,0.5,4.5,-999,353,257,72.8,395,278,70.38
2,39,39,1.5,0.5,4.5,0,322,234,72.67,367,258,70.3
2,39,39,1.5,0.5,4.5,15,274,198,72.26,310,215,69.35
2,39,39,1.5,1,4.5,-999,328,238,72.56,365,261,71.51
2,39,39,1.5,1,4.5,0,297,215,72.39,337,241,71.51
2,39,39,1.5,1,4.5,15,249,179,71.89,280,198,70.71
2,39,39,1.5,1,2.5,-999,135,102,75.56,147,108,73.47
2,39,39,1.5,1,2.5,0,135,102,75.56,147,108,73.47
2,39,39,1.5,1,2.5,15,135,102,75.56,147,108,73.47
2,39,39,3,0,4.5,-999,372,270,72.58,405,286,70.62
2,39,39,3,0,4.5,0,342,248,72.51,379,266,70.18
2,39,39,3,0,4.5,15,294,212,72.11,322,223,69.25
2,39,39,3,0.5,4.5,-999,352,256,72.73,393,278,70.74
2,39,39,3,0.5,4.5,0,322,234,72.67,367,258,70.3
2,39,39,3,0.5,4.5,15,274,198,72.26,310,215,69.35
2,39,39,3,1,4.5,-999,327,237,72.48,363,261,71.9
2,39,39,3,1,4.5,0,297,215,72.39,337,241,71.51
2,39,39,3,1,4.5,15,249,179,71.89,280,198,70.71
2,39,39,3,1,2.5,-999,135,102,75.56,147,108,73.47
2,39,39,3,1,2.5,0,135,102,75.56,147,108,73.47
2,39,39,3,1,2.5,15,135,102,75.56,147,108,73.47
2,39,39,5,0,4.5,-999,304,223,73.36,346,246,71.1
2,39,39,5,0,4.5,0,283,207,73.14,334,235,70.36
2,39,39,5,0,4.5,15,251,184,73.31,288,201,69.79
2,39,39,5,0.5,4.5,-999,285,209,73.33,334,238,71.26
2,39,39,5,0.5,4.5,0,264,193,73.11,322,227,70.5
2,39,39,5,0.5,4.5,15,232,170,73.28,276,193,69.93
2,39,39,5,1,4.5,-999,260,190,73.08,305,222,72.79
2,39,39,5,1,4.5,0,239,174,72.8,293,211,72.01
2,39,39,5,1,4.5,15,207,151,72.95,247,177,71.66
2,39,39,5,1,2.5,-999,112,85,75.89,133,101,75.94
2,39,39,5,1,2.5,0,112,85,75.89,133,101,75.94
2,39,39,5,1,2.5,15,112,85,75.89,133,101,75.94
3,0,10,1.5,0,4.5,-999,78,54,69.23,84,61,72.62
3,0,10,1.5,0,4.5,0,48,32,66.67,46,33,71.74
3,0,10,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,0,10,1.5,0.5,4.5,-999,78,54,69.23,84,61,72.62
3,0,10,1.5,0.5,4.5,0,48,32,66.67,46,33,71.74
3,0,10,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,0,10,1.5,1,4.5,-999,78,54,69.23,84,61,72.62
3,0,10,1.5,1,4.5,0,48,32,66.67,46,33,71.74
3,0,10,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,0,10,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,0,10,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,0,10,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,0,10,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,0,10,3,0,4.5,0,43,30,69.77,44,31,70.45
3,0,10,3,0,4.5,15,17,11,64.71,18,15,83.33
3,0,10,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,0,10,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,0,10,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,0,10,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,0,10,3,1,4.5,0,43,30,69.77,44,31,70.45
3,0,10,3,1,4.5,15,17,11,64.71,18,15,83.33
3,0,10,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,0,10,3,1,2.5,0,10,6,60.0,4,3,75.0
3,0,10,3,1,2.5,15,10,6,60.0,4,3,75.0
3,0,10,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,0,10,5,0,4.5,0,30,20,66.67,32,23,71.88
3,0,10,5,0,4.5,15,15,9,60.0,17,14,82.35
3,0,10,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,0,10,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,0,10,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,0,10,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,0,10,5,1,4.5,0,30,20,66.67,32,23,71.88
3,0,10,5,1,4.5,15,15,9,60.0,17,14,82.35
3,0,10,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,0,10,5,1,2.5,0,9,5,55.56,4,3,75.0
3,0,10,5,1,2.5,15,9,5,55.56,4,3,75.0
3,0,20,1.5,0,4.5,-999,78,54,69.23,84,61,72.62
3,0,20,1.5,0,4.5,0,48,32,66.67,46,33,71.74
3,0,20,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,0,20,1.5,0.5,4.5,-999,78,54,69.23,84,61,72.62
3,0,20,1.5,0.5,4.5,0,48,32,66.67,46,33,71.74
3,0,20,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,0,20,1.5,1,4.5,-999,78,54,69.23,84,61,72.62
3,0,20,1.5,1,4.5,0,48,32,66.67,46,33,71.74
3,0,20,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,0,20,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,0,20,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,0,20,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,0,20,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,0,20,3,0,4.5,0,43,30,69.77,44,31,70.45
3,0,20,3,0,4.5,15,17,11,64.71,18,15,83.33
3,0,20,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,0,20,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,0,20,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,0,20,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,0,20,3,1,4.5,0,43,30,69.77,44,31,70.45
3,0,20,3,1,4.5,15,17,11,64.71,18,15,83.33
3,0,20,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,0,20,3,1,2.5,0,10,6,60.0,4,3,75.0
3,0,20,3,1,2.5,15,10,6,60.0,4,3,75.0
3,0,20,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,0,20,5,0,4.5,0,30,20,66.67,32,23,71.88
3,0,20,5,0,4.5,15,15,9,60.0,17,14,82.35
3,0,20,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,0,20,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,0,20,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,0,20,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,0,20,5,1,4.5,0,30,20,66.67,32,23,71.88
3,0,20,5,1,4.5,15,15,9,60.0,17,14,82.35
3,0,20,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,0,20,5,1,2.5,0,9,5,55.56,4,3,75.0
3,0,20,5,1,2.5,15,9,5,55.56,4,3,75.0
3,0,30,1.5,0,4.5,-999,75,53,70.67,78,55,70.51
3,0,30,1.5,0,4.5,0,48,32,66.67,44,31,70.45
3,0,30,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,0,30,1.5,0.5,4.5,-999,75,53,70.67,78,55,70.51
3,0,30,1.5,0.5,4.5,0,48,32,66.67,44,31,70.45
3,0,30,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,0,30,1.5,1,4.5,-999,75,53,70.67,78,55,70.51
3,0,30,1.5,1,4.5,0,48,32,66.67,44,31,70.45
3,0,30,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,0,30,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,0,30,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,0,30,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,0,30,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,0,30,3,0,4.5,0,43,30,69.77,44,31,70.45
3,0,30,3,0,4.5,15,17,11,64.71,18,15,83.33
3,0,30,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,0,30,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,0,30,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,0,30,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,0,30,3,1,4.5,0,43,30,69.77,44,31,70.45
3,0,30,3,1,4.5,15,17,11,64.71,18,15,83.33
3,0,30,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,0,30,3,1,2.5,0,10,6,60.0,4,3,75.0
3,0,30,3,1,2.5,15,10,6,60.0,4,3,75.0
3,0,30,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,0,30,5,0,4.5,0,30,20,66.67,32,23,71.88
3,0,30,5,0,4.5,15,15,9,60.0,17,14,82.35
3,0,30,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,0,30,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,0,30,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,0,30,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,0,30,5,1,4.5,0,30,20,66.67,32,23,71.88
3,0,30,5,1,4.5,15,15,9,60.0,17,14,82.35
3,0,30,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,0,30,5,1,2.5,0,9,5,55.56,4,3,75.0
3,0,30,5,1,2.5,15,9,5,55.56,4,3,75.0
3,0,39,1.5,0,4.5,-999,58,44,75.86,69,47,68.12
3,0,39,1.5,0,4.5,0,40,27,67.5,42,29,69.05
3,0,39,1.5,0,4.5,15,17,11,64.71,17,14,82.35
3,0,39,1.5,0.5,4.5,-999,58,44,75.86,69,47,68.12
3,0,39,1.5,0.5,4.5,0,40,27,67.5,42,29,69.05
3,0,39,1.5,0.5,4.5,15,17,11,64.71,17,14,82.35
3,0,39,1.5,1,4.5,-999,58,44,75.86,69,47,68.12
3,0,39,1.5,1,4.5,0,40,27,67.5,42,29,69.05
3,0,39,1.5,1,4.5,15,17,11,64.71,17,14,82.35
3,0,39,1.5,1,2.5,-999,10,6,60.0,4,3,75.0
3,0,39,1.5,1,2.5,0,10,6,60.0,4,3,75.0
3,0,39,1.5,1,2.5,15,10,6,60.0,4,3,75.0
3,0,39,3,0,4.5,-999,58,44,75.86,68,46,67.65
3,0,39,3,0,4.5,0,40,27,67.5,42,29,69.05
3,0,39,3,0,4.5,15,17,11,64.71,17,14,82.35
3,0,39,3,0.5,4.5,-999,58,44,75.86,68,46,67.65
3,0,39,3,0.5,4.5,0,40,27,67.5,42,29,69.05
3,0,39,3,0.5,4.5,15,17,11,64.71,17,14,82.35
3,0,39,3,1,4.5,-999,58,44,75.86,68,46,67.65
3,0,39,3,1,4.5,0,40,27,67.5,42,29,69.05
3,0,39,3,1,4.5,15,17,11,64.71,17,14,82.35
3,0,39,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,0,39,3,1,2.5,0,10,6,60.0,4,3,75.0
3,0,39,3,1,2.5,15,10,6,60.0,4,3,75.0
3,0,39,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,0,39,5,0,4.5,0,30,20,66.67,32,23,71.88
3,0,39,5,0,4.5,15,15,9,60.0,17,14,82.35
3,0,39,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,0,39,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,0,39,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,0,39,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,0,39,5,1,4.5,0,30,20,66.67,32,23,71.88
3,0,39,5,1,4.5,15,15,9,60.0,17,14,82.35
3,0,39,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,0,39,5,1,2.5,0,9,5,55.56,4,3,75.0
3,0,39,5,1,2.5,15,9,5,55.56,4,3,75.0
3,20,10,1.5,0,4.5,-999,77,53,68.83,84,61,72.62
3,20,10,1.5,0,4.5,0,48,32,66.67,46,33,71.74
3,20,10,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,20,10,1.5,0.5,4.5,-999,77,53,68.83,84,61,72.62
3,20,10,1.5,0.5,4.5,0,48,32,66.67,46,33,71.74
3,20,10,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,20,10,1.5,1,4.5,-999,77,53,68.83,84,61,72.62
3,20,10,1.5,1,4.5,0,48,32,66.67,46,33,71.74
3,20,10,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,20,10,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,20,10,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,20,10,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,20,10,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,20,10,3,0,4.5,0,43,30,69.77,44,31,70.45
3,20,10,3,0,4.5,15,17,11,64.71,18,15,83.33
3,20,10,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,20,10,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,20,10,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,20,10,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,20,10,3,1,4.5,0,43,30,69.77,44,31,70.45
3,20,10,3,1,4.5,15,17,11,64.71,18,15,83.33
3,20,10,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,20,10,3,1,2.5,0,10,6,60.0,4,3,75.0
3,20,10,3,1,2.5,15,10,6,60.0,4,3,75.0
3,20,10,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,20,10,5,0,4.5,0,30,20,66.67,32,23,71.88
3,20,10,5,0,4.5,15,15,9,60.0,17,14,82.35
3,20,10,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,20,10,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,20,10,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,20,10,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,20,10,5,1,4.5,0,30,20,66.67,32,23,71.88
3,20,10,5,1,4.5,15,15,9,60.0,17,14,82.35
3,20,10,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,20,10,5,1,2.5,0,9,5,55.56,4,3,75.0
3,20,10,5,1,2.5,15,9,5,55.56,4,3,75.0
3,20,20,1.5,0,4.5,-999,77,53,68.83,84,61,72.62
3,20,20,1.5,0,4.5,0,48,32,66.67,46,33,71.74
3,20,20,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,20,20,1.5,0.5,4.5,-999,77,53,68.83,84,61,72.62
3,20,20,1.5,0.5,4.5,0,48,32,66.67,46,33,71.74
3,20,20,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,20,20,1.5,1,4.5,-999,77,53,68.83,84,61,72.62
3,20,20,1.5,1,4.5,0,48,32,66.67,46,33,71.74
3,20,20,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,20,20,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,20,20,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,20,20,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,20,20,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,20,20,3,0,4.5,0,43,30,69.77,44,31,70.45
3,20,20,3,0,4.5,15,17,11,64.71,18,15,83.33
3,20,20,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,20,20,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,20,20,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,20,20,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,20,20,3,1,4.5,0,43,30,69.77,44,31,70.45
3,20,20,3,1,4.5,15,17,11,64.71,18,15,83.33
3,20,20,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,20,20,3,1,2.5,0,10,6,60.0,4,3,75.0
3,20,20,3,1,2.5,15,10,6,60.0,4,3,75.0
3,20,20,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,20,20,5,0,4.5,0,30,20,66.67,32,23,71.88
3,20,20,5,0,4.5,15,15,9,60.0,17,14,82.35
3,20,20,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,20,20,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,20,20,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,20,20,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,20,20,5,1,4.5,0,30,20,66.67,32,23,71.88
3,20,20,5,1,4.5,15,15,9,60.0,17,14,82.35
3,20,20,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,20,20,5,1,2.5,0,9,5,55.56,4,3,75.0
3,20,20,5,1,2.5,15,9,5,55.56,4,3,75.0
3,20,30,1.5,0,4.5,-999,75,53,70.67,78,55,70.51
3,20,30,1.5,0,4.5,0,48,32,66.67,44,31,70.45
3,20,30,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,20,30,1.5,0.5,4.5,-999,75,53,70.67,78,55,70.51
3,20,30,1.5,0.5,4.5,0,48,32,66.67,44,31,70.45
3,20,30,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,20,30,1.5,1,4.5,-999,75,53,70.67,78,55,70.51
3,20,30,1.5,1,4.5,0,48,32,66.67,44,31,70.45
3,20,30,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,20,30,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,20,30,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,20,30,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,20,30,3,0,4.5,-999,66,49,74.24,74,52,70.27
3,20,30,3,0,4.5,0,43,30,69.77,44,31,70.45
3,20,30,3,0,4.5,15,17,11,64.71,18,15,83.33
3,20,30,3,0.5,4.5,-999,66,49,74.24,74,52,70.27
3,20,30,3,0.5,4.5,0,43,30,69.77,44,31,70.45
3,20,30,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,20,30,3,1,4.5,-999,66,49,74.24,74,52,70.27
3,20,30,3,1,4.5,0,43,30,69.77,44,31,70.45
3,20,30,3,1,4.5,15,17,11,64.71,18,15,83.33
3,20,30,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,20,30,3,1,2.5,0,10,6,60.0,4,3,75.0
3,20,30,3,1,2.5,15,10,6,60.0,4,3,75.0
3,20,30,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,20,30,5,0,4.5,0,30,20,66.67,32,23,71.88
3,20,30,5,0,4.5,15,15,9,60.0,17,14,82.35
3,20,30,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,20,30,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,20,30,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,20,30,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,20,30,5,1,4.5,0,30,20,66.67,32,23,71.88
3,20,30,5,1,4.5,15,15,9,60.0,17,14,82.35
3,20,30,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,20,30,5,1,2.5,0,9,5,55.56,4,3,75.0
3,20,30,5,1,2.5,15,9,5,55.56,4,3,75.0
3,20,39,1.5,0,4.5,-999,58,44,75.86,69,47,68.12
3,20,39,1.5,0,4.5,0,40,27,67.5,42,29,69.05
3,20,39,1.5,0,4.5,15,17,11,64.71,17,14,82.35
3,20,39,1.5,0.5,4.5,-999,58,44,75.86,69,47,68.12
3,20,39,1.5,0.5,4.5,0,40,27,67.5,42,29,69.05
3,20,39,1.5,0.5,4.5,15,17,11,64.71,17,14,82.35
3,20,39,1.5,1,4.5,-999,58,44,75.86,69,47,68.12
3,20,39,1.5,1,4.5,0,40,27,67.5,42,29,69.05
3,20,39,1.5,1,4.5,15,17,11,64.71,17,14,82.35
3,20,39,1.5,1,2.5,-999,10,6,60.0,4,3,75.0
3,20,39,1.5,1,2.5,0,10,6,60.0,4,3,75.0
3,20,39,1.5,1,2.5,15,10,6,60.0,4,3,75.0
3,20,39,3,0,4.5,-999,58,44,75.86,68,46,67.65
3,20,39,3,0,4.5,0,40,27,67.5,42,29,69.05
3,20,39,3,0,4.5,15,17,11,64.71,17,14,82.35
3,20,39,3,0.5,4.5,-999,58,44,75.86,68,46,67.65
3,20,39,3,0.5,4.5,0,40,27,67.5,42,29,69.05
3,20,39,3,0.5,4.5,15,17,11,64.71,17,14,82.35
3,20,39,3,1,4.5,-999,58,44,75.86,68,46,67.65
3,20,39,3,1,4.5,0,40,27,67.5,42,29,69.05
3,20,39,3,1,4.5,15,17,11,64.71,17,14,82.35
3,20,39,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,20,39,3,1,2.5,0,10,6,60.0,4,3,75.0
3,20,39,3,1,2.5,15,10,6,60.0,4,3,75.0
3,20,39,5,0,4.5,-999,43,32,74.42,56,38,67.86
3,20,39,5,0,4.5,0,30,20,66.67,32,23,71.88
3,20,39,5,0,4.5,15,15,9,60.0,17,14,82.35
3,20,39,5,0.5,4.5,-999,43,32,74.42,56,38,67.86
3,20,39,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,20,39,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,20,39,5,1,4.5,-999,43,32,74.42,56,38,67.86
3,20,39,5,1,4.5,0,30,20,66.67,32,23,71.88
3,20,39,5,1,4.5,15,15,9,60.0,17,14,82.35
3,20,39,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,20,39,5,1,2.5,0,9,5,55.56,4,3,75.0
3,20,39,5,1,2.5,15,9,5,55.56,4,3,75.0
3,39,10,1.5,0,4.5,-999,77,53,68.83,78,56,71.79
3,39,10,1.5,0,4.5,0,48,32,66.67,45,32,71.11
3,39,10,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,39,10,1.5,0.5,4.5,-999,77,53,68.83,78,56,71.79
3,39,10,1.5,0.5,4.5,0,48,32,66.67,45,32,71.11
3,39,10,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
3,39,10,1.5,1,4.5,-999,77,53,68.83,78,56,71.79
3,39,10,1.5,1,4.5,0,48,32,66.67,45,32,71.11
3,39,10,1.5,1,4.5,15,18,11,61.11,18,15,83.33
3,39,10,1.5,1,2.5,-999,11,6,54.55,4,3,75.0
3,39,10,1.5,1,2.5,0,11,6,54.55,4,3,75.0
3,39,10,1.5,1,2.5,15,11,6,54.55,4,3,75.0
3,39,10,3,0,4.5,-999,66,49,74.24,70,49,70.0
3,39,10,3,0,4.5,0,43,30,69.77,43,30,69.77
3,39,10,3,0,4.5,15,17,11,64.71,18,15,83.33
3,39,10,3,0.5,4.5,-999,66,49,74.24,70,49,70.0
3,39,10,3,0.5,4.5,0,43,30,69.77,43,30,69.77
3,39,10,3,0.5,4.5,15,17,11,64.71,18,15,83.33
3,39,10,3,1,4.5,-999,66,49,74.24,70,49,70.0
3,39,10,3,1,4.5,0,43,30,69.77,43,30,69.77
3,39,10,3,1,4.5,15,17,11,64.71,18,15,83.33
3,39,10,3,1,2.5,-999,10,6,60.0,4,3,75.0
3,39,10,3,1,2.5,0,10,6,60.0,4,3,75.0
3,39,10,3,1,2.5,15,10,6,60.0,4,3,75.0
3,39,10,5,0,4.5,-999,43,32,74.42,54,37,68.52
3,39,10,5,0,4.5,0,30,20,66.67,32,23,71.88
3,39,10,5,0,4.5,15,15,9,60.0,17,14,82.35
3,39,10,5,0.5,4.5,-999,43,32,74.42,54,37,68.52
3,39,10,5,0.5,4.5,0,30,20,66.67,32,23,71.88
3,39,10,5,0.5,4.5,15,15,9,60.0,17,14,82.35
3,39,10,5,1,4.5,-999,43,32,74.42,54,37,68.52
3,39,10,5,1,4.5,0,30,20,66.67,32,23,71.88
3,39,10,5,1,4.5,15,15,9,60.0,17,14,82.35
3,39,10,5,1,2.5,-999,9,5,55.56,4,3,75.0
3,39,10,5,1,2.5,0,9,5,55.56,4,3,75.0
3,39,10,5,1,2.5,15,9,5,55.56,4,3,75.0
3,39,20,1.5,0,4.5,-999,77,53,68.83,78,56,71.79
3,39,20,1.5,0,4.5,0,48,32,66.67,45,32,71.11
3,39,20,1.5,0,4.5,15,18,11,61.11,18,15,83.33
3,39,20,1.5,0.5,4.5,-999,77,53,68.83,78,56,71.79
3,39,20,1.5,0.5,4.5,0,48,32,66.67,45,32,71.11
3,39,20,1.5,0.5,4.5,15,18,11,61.11,18,15,83.33
