bar,time,direction,entry,families,segment,outcome
34741,2026-08-21 11:24:00.576,-1,7690.25,EMA50,DEV,TARGET
34745,2026-08-21 11:28:45.928,-1,7688.25,PIN7,DEV,TARGET
34779,2026-08-21 11:56:07.056,1,7694.25,EMA8,DEV,TARGET
34784,2026-08-21 12:00:03.080,1,7698.0,PIN,DEV,TARGET
34815,2026-08-21 12:28:44.344,1,7696.0,EMA50,DEV,TARGET
34825,2026-08-21 12:33:25.732,1,7696.25,EMA50,DEV,TARGET
34835,2026-08-21 12:42:30.004,1,7696.75,EMA50,DEV,TARGET
34843,2026-08-21 12:45:48.548,1,7700.0,EMA8,DEV,TARGET
34845,2026-08-21 12:46:47.976,1,7699.75,EMA8,DEV,TARGET
34903,2026-08-21 12:59:47.160,-1,7690.25,PIN,DEV,TARGET
34904,2026-08-21 12:59:50.592,-1,7689.75,PIN,DEV,STOP
36374,2026-08-24 06:31:00.224,-1,7671.5,PIN,HOLD,TARGET
36375,2026-08-24 06:31:01.220,-1,7671.0,PIN,HOLD,TARGET
36376,2026-08-24 06:31:01.884,-1,7670.25,PIN,HOLD,TARGET
36386,2026-08-24 06:31:30.052,-1,7673.0,EMA24,HOLD,STOP
36406,2026-08-24 06:33:02.916,-1,7670.25,PIN7,HOLD,TARGET
36410,2026-08-24 06:33:28.304,-1,7666.5,PIN,HOLD,STOP
36417,2026-08-24 06:34:02.052,-1,7668.5,EMA8,HOLD,TARGET
36420,2026-08-24 06:34:42.624,-1,7669.0,EMA24,HOLD,TARGET
36512,2026-08-24 06:42:32.720,-1,7666.5,PIN7,HOLD,TARGET
36513,2026-08-24 06:42:34.992,-1,7665.75,PIN7,HOLD,TARGET
36516,2026-08-24 06:42:55.912,-1,7663.25,PIN,HOLD,TARGET
36517,2026-08-24 06:43:02.584,-1,7662.75,PIN,HOLD,TARGET
36524,2026-08-24 06:43:32.888,-1,7662.75,EMA8,HOLD,TARGET
36526,2026-08-24 06:43:42.084,-1,7662.5,EMA8,HOLD,TARGET
36528,2026-08-24 06:43:59.548,-1,7662.25,EMA8,HOLD,TARGET
36723,2026-08-24 07:02:55.976,-1,7665.5,EMA8,HOLD,TARGET
36726,2026-08-24 07:03:32.312,-1,7665.0,EMA8,HOLD,TARGET
36728,2026-08-24 07:03:39.644,-1,7664.75,EMA8,HOLD,TARGET
36770,2026-08-24 07:10:05.124,-1,7662.75,EMA24,HOLD,TARGET
36782,2026-08-24 07:12:13.832,-1,7660.75,PIN7,HOLD,TARGET
36783,2026-08-24 07:12:49.108,-1,7660.5,PIN7,HOLD,TARGET
36784,2026-08-24 07:12:59.188,-1,7660.0,PIN7,HOLD,STOP
36788,2026-08-24 07:13:53.564,-1,7662.0,EMA50,HOLD,TARGET
36790,2026-08-24 07:14:06.472,-1,7661.75,EMA50,HOLD,STOP
36816,2026-08-24 07:18:16.064,-1,7661.0,PIN7,HOLD,STOP
36828,2026-08-24 07:20:21.504,1,7665.5,PIN7,HOLD,TARGET
36834,2026-08-24 07:21:40.164,1,7667.0,PIN7,HOLD,TARGET
36839,2026-08-24 07:22:33.024,1,7667.75,EMA8,HOLD,TARGET
36860,2026-08-24 07:27:35.920,-1,7662.0,EMA8,HOLD,STOP
36886,2026-08-24 07:32:20.372,1,7669.0,EMA8,HOLD,TARGET
36889,2026-08-24 07:33:02.136,1,7669.75,EMA8,HOLD,TARGET
36894,2026-08-24 07:34:50.636,1,7671.0,EMA8,HOLD,TARGET
36896,2026-08-24 07:35:11.420,1,7671.25,EMA8,HOLD,TARGET
36902,2026-08-24 07:36:25.560,1,7671.25,EMA8,HOLD,TARGET
36917,2026-08-24 07:38:58.140,1,7672.25,EMA24,HOLD,STOP
36925,2026-08-24 07:40:36.860,1,7671.25,EMA50,HOLD,TARGET
36931,2026-08-24 07:41:55.644,1,7674.75,PIN7,HOLD,STOP
36935,2026-08-24 07:43:21.972,1,7672.75,EMA24,HOLD,STOP
36963,2026-08-24 07:50:03.048,1,7673.25,PIN7,HOLD,STOP
37474,2026-08-24 11:07:10.024,1,7671.75,PIN7,HOLD,TARGET
37484,2026-08-24 11:14:21.112,1,7675.25,PIN7,HOLD,TARGET
37487,2026-08-24 11:15:47.272,1,7677.75,PIN,HOLD,TARGET
37499,2026-08-24 11:21:59.624,1,7679.0,PIN7,HOLD,TARGET
37511,2026-08-24 11:30:01.540,1,7682.75,PIN7,HOLD,TARGET
37512,2026-08-24 11:30:16.068,1,7683.5,PIN7,HOLD,TARGET
37516,2026-08-24 11:30:55.968,1,7684.0,EMA8,HOLD,STOP
37555,2026-08-24 12:00:57.100,-1,7674.0,PIN7,HOLD,TARGET
37558,2026-08-24 12:03:08.216,-1,7674.0,EMA8,HOLD,TARGET
37594,2026-08-24 12:34:42.380,-1,7673.0,PIN7,HOLD,TARGET
37602,2026-08-24 12:44:49.404,-1,7671.25,EMA8,HOLD,TARGET
37621,2026-08-24 12:51:50.296,-1,7670.5,PIN7,HOLD,TARGET
37622,2026-08-24 12:52:02.012,-1,7669.75,PIN7,HOLD,TARGET
37639,2026-08-24 12:55:47.452,-1,7671.0,EMA50,HOLD,STOP
38741,2026-08-25 06:31:53.524,-1,7694.25,EMA24,HOLD,STOP
38771,2026-08-25 06:34:56.704,1,7701.0,PIN7,HOLD,STOP
38784,2026-08-25 06:36:09.888,1,7698.75,EMA50,HOLD,STOP
38801,2026-08-25 06:37:53.456,1,7699.25,PIN7,HOLD,STOP
38806,2026-08-25 06:38:55.572,-1,7695.75,PIN7,HOLD,TARGET
38841,2026-08-25 06:43:28.436,-1,7693.75,PIN7,HOLD,TARGET
38849,2026-08-25 06:44:36.380,-1,7694.25,EMA24,HOLD,STOP
38851,2026-08-25 06:44:54.416,-1,7694.75,EMA24+EMA50,HOLD,STOP
38976,2026-08-25 07:04:18.744,-1,7686.0,PIN7,HOLD,STOP
39014,2026-08-25 07:15:27.088,-1,7684.25,PIN7,HOLD,STOP
39041,2026-08-25 07:23:18.988,-1,7683.0,PIN7,HOLD,TARGET
39048,2026-08-25 07:25:39.280,-1,7684.0,EMA24,HOLD,TARGET
39052,2026-08-25 07:27:16.812,-1,7683.5,EMA24,HOLD,TARGET
39057,2026-08-25 07:29:28.572,-1,7681.5,PIN7,HOLD,TARGET
39059,2026-08-25 07:30:02.060,-1,7679.75,PIN,HOLD,TARGET
39060,2026-08-25 07:30:24.248,-1,7679.0,PIN,HOLD,TARGET
39076,2026-08-25 07:30:28.400,-1,7671.75,EMA8,HOLD,TARGET
39078,2026-08-25 07:30:28.516,-1,7671.5,EMA8,HOLD,TARGET
39087,2026-08-25 07:30:29.104,-1,7667.75,EMA8,HOLD,TARGET
39090,2026-08-25 07:30:29.268,-1,7665.25,PIN,HOLD,TARGET
39094,2026-08-25 07:30:29.916,-1,7665.0,EMA8,HOLD,STOP
39133,2026-08-25 07:30:38.196,1,7674.0,EMA24,HOLD,TARGET
39144,2026-08-25 07:30:46.996,1,7675.5,EMA24,HOLD,TARGET
39158,2026-08-25 07:31:45.208,1,7679.0,PIN7,HOLD,TARGET
39159,2026-08-25 07:31:52.284,1,7679.25,PIN7,HOLD,TARGET
39170,2026-08-25 07:33:23.188,1,7679.75,EMA24,HOLD,TARGET
39172,2026-08-25 07:33:32.780,1,7680.0,EMA24,HOLD,TARGET
39195,2026-08-25 07:39:06.428,1,7681.75,PIN7,HOLD,TARGET
39214,2026-08-25 07:45:01.616,-1,7676.0,EMA8,HOLD,TARGET
39216,2026-08-25 07:45:13.736,-1,7675.5,EMA8,HOLD,STOP
39218,2026-08-25 07:45:41.228,-1,7675.25,EMA8,HOLD,STOP
39220,2026-08-25 07:46:02.124,-1,7675.5,EMA8,HOLD,STOP
39224,2026-08-25 07:46:38.044,-1,7677.25,EMA50,HOLD,TARGET
39600,2026-08-25 11:07:42.020,-1,7682.5,EMA50,HOLD,TARGET
39608,2026-08-25 11:16:39.816,-1,7680.75,PIN7,HOLD,STOP
39612,2026-08-25 11:23:13.512,-1,7682.0,EMA50,HOLD,TARGET
39627,2026-08-25 11:41:28.040,1,7686.75,EMA8,HOLD,TARGET
39630,2026-08-25 11:45:05.896,1,7689.25,PIN,HOLD,TARGET
39631,2026-08-25 11:45:29.836,1,7689.75,PIN,HOLD,TARGET
39639,2026-08-25 11:52:10.996,1,7690.5,EMA8,HOLD,STOP
39696,2026-08-25 12:53:09.972,1,7689.5,PIN7,HOLD,TARGET
39710,2026-08-25 12:56:38.320,1,7692.0,EMA24,HOLD,TARGET
39715,2026-08-25 12:58:00.072,1,7693.75,EMA8,HOLD,STOP
40700,2026-08-26 06:31:31.176,1,7683.0,PIN7,HOLD,TARGET
40710,2026-08-26 06:32:06.848,1,7687.5,PIN,HOLD,STOP
40732,2026-08-26 06:34:06.808,1,7687.25,PIN7,HOLD,TARGET
40733,2026-08-26 06:34:19.780,1,7688.0,PIN7,HOLD,TARGET
40737,2026-08-26 06:34:39.980,1,7688.5,EMA8,HOLD,TARGET
40758,2026-08-26 06:36:02.508,-1,7682.5,EMA8,HOLD,TARGET
40771,2026-08-26 06:36:40.796,-1,7684.0,EMA50,HOLD,STOP
40781,2026-08-26 06:37:32.940,1,7687.5,PIN7,HOLD,STOP
40795,2026-08-26 06:39:25.244,1,7687.75,EMA24,HOLD,TARGET
40826,2026-08-26 06:43:05.556,1,7691.25,PIN7,HOLD,TARGET
40840,2026-08-26 06:43:35.632,1,7696.5,EMA8,HOLD,TARGET
40987,2026-08-26 07:15:26.416,-1,7694.0,EMA8,HOLD,TARGET
40989,2026-08-26 07:16:09.796,-1,7692.75,PIN7,HOLD,STOP
41007,2026-08-26 07:22:16.728,-1,7689.5,PIN7,HOLD,TARGET
41023,2026-08-26 07:26:08.448,-1,7683.5,PIN,HOLD,TARGET
41024,2026-08-26 07:26:18.648,-1,7682.75,PIN,HOLD,TARGET
41039,2026-08-26 07:29:42.916,-1,7683.5,EMA24,HOLD,TARGET
41049,2026-08-26 07:32:17.072,-1,7682.5,EMA24,HOLD,STOP
41100,2026-08-26 07:49:49.832,1,7687.25,PIN7,HOLD,TARGET
41115,2026-08-26 07:55:45.556,1,7688.5,EMA24,HOLD,TARGET
41492,2026-08-26 11:05:23.532,1,7688.5,EMA50,HOLD,TARGET
41540,2026-08-26 11:52:15.044,1,7695.25,EMA8,HOLD,TARGET
41551,2026-08-26 12:00:31.376,1,7698.0,EMA8,HOLD,TARGET
41558,2026-08-26 12:02:02.552,1,7701.5,EMA8,HOLD,TARGET
41565,2026-08-26 12:04:56.364,1,7704.75,PIN7,HOLD,STOP
41598,2026-08-26 12:29:39.560,1,7702.0,EMA50,HOLD,STOP
41625,2026-08-26 12:49:55.364,1,7703.25,PIN7,HOLD,TARGET
41650,2026-08-26 12:55:00.120,-1,7693.75,EMA8,HOLD,TARGET
41652,2026-08-26 12:55:05.364,-1,7693.75,EMA8,HOLD,TARGET
41667,2026-08-26 12:58:45.512,-1,7691.5,PIN,HOLD,TARGET
41671,2026-08-26 12:59:08.340,-1,7690.25,PIN7,HOLD,TARGET
43121,2026-08-27 06:31:41.968,-1,7712.75,EMA8,HOLD,TARGET
43127,2026-08-27 06:31:59.260,-1,7707.25,PIN,HOLD,TARGET
43171,2026-08-27 06:34:06.324,-1,7708.25,PIN7,HOLD,TARGET
43172,2026-08-27 06:34:13.212,-1,7708.0,PIN7,HOLD,TARGET
43174,2026-08-27 06:34:23.472,-1,7706.5,PIN7,HOLD,TARGET
43178,2026-08-27 06:34:32.404,-1,7706.25,EMA8,HOLD,TARGET
43180,2026-08-27 06:34:49.428,-1,7704.75,PIN7,HOLD,STOP
43186,2026-08-27 06:35:17.484,-1,7703.25,PIN7,HOLD,STOP
43189,2026-08-27 06:35:24.176,-1,7704.0,EMA8,HOLD,TARGET
43245,2026-08-27 06:39:51.720,1,7712.0,PIN7,HOLD,TARGET
43252,2026-08-27 06:40:21.108,1,7713.5,EMA8,HOLD,TARGET
43254,2026-08-27 06:40:31.812,1,7713.5,EMA8,HOLD,TARGET
43257,2026-08-27 06:40:57.380,1,7714.25,EMA8,HOLD,TARGET
43259,2026-08-27 06:41:05.276,1,7714.25,EMA8,HOLD,TARGET
43261,2026-08-27 06:41:07.696,1,7715.5,PIN7,HOLD,TARGET
43526,2026-08-27 07:00:08.268,1,7716.0,EMA8,HOLD,TARGET
43533,2026-08-27 07:00:27.048,1,7714.75,EMA50,HOLD,TARGET
43548,2026-08-27 07:01:29.612,1,7718.0,PIN7,HOLD,TARGET
43555,2026-08-27 07:01:53.256,1,7717.5,EMA24,HOLD,TARGET
43567,2026-08-27 07:02:37.956,1,7717.25,EMA50,HOLD,TARGET
43569,2026-08-27 07:02:41.148,1,7717.25,EMA50,HOLD,TARGET
43576,2026-08-27 07:03:21.268,1,7717.5,EMA50,HOLD,TARGET
43578,2026-08-27 07:03:30.188,1,7717.5,EMA50,HOLD,TARGET
43584,2026-08-27 07:03:57.584,1,7720.0,PIN7,HOLD,TARGET
43591,2026-08-27 07:04:47.756,1,7719.25,EMA24,HOLD,TARGET
43600,2026-08-27 07:05:51.280,1,7721.5,EMA8,HOLD,STOP
43614,2026-08-27 07:06:52.708,-1,7714.5,PIN7,HOLD,TARGET
43615,2026-08-27 07:06:56.912,-1,7714.0,PIN7,HOLD,TARGET
43664,2026-08-27 07:11:32.128,1,7720.0,EMA8,HOLD,TARGET
43669,2026-08-27 07:12:02.796,1,7719.75,EMA8,HOLD,TARGET
43739,2026-08-27 07:24:48.248,1,7724.0,EMA50,HOLD,TARGET
43751,2026-08-27 07:26:51.536,1,7727.5,PIN7,HOLD,TARGET
43756,2026-08-27 07:27:33.176,1,7730.25,PIN,HOLD,STOP
43762,2026-08-27 07:29:11.616,1,7727.75,EMA24,HOLD,TARGET
43796,2026-08-27 07:35:43.688,1,7728.25,PIN7,HOLD,TARGET
43801,2026-08-27 07:37:08.296,1,7730.5,PIN7,HOLD,TARGET
43858,2026-08-27 07:48:44.048,1,7729.25,PIN7,HOLD,TARGET
43863,2026-08-27 07:49:41.584,1,7734.0,PIN,HOLD,TARGET
43909,2026-08-27 07:59:56.632,1,7735.0,EMA8,HOLD,TARGET
44280,2026-08-27 11:00:34.008,-1,7744.5,EMA24,HOLD,TARGET
44295,2026-08-27 11:03:29.000,-1,7739.0,EMA8,HOLD,TARGET
44300,2026-08-27 11:04:44.752,-1,7737.25,PIN7,HOLD,TARGET
44310,2026-08-27 11:09:01.308,-1,7736.75,EMA8,HOLD,TARGET
44360,2026-08-27 11:25:21.844,-1,7731.5,PIN7,HOLD,TARGET
44365,2026-08-27 11:27:10.784,-1,7729.0,PIN,HOLD,TARGET
44367,2026-08-27 11:27:52.584,-1,7727.5,PIN,HOLD,TARGET
44377,2026-08-27 11:29:48.384,-1,7724.0,PIN7,HOLD,STOP
44384,2026-08-27 11:30:30.372,-1,7726.75,EMA24,HOLD,STOP
44398,2026-08-27 11:34:00.004,-1,7726.5,PIN7,HOLD,STOP
44399,2026-08-27 11:34:16.356,-1,7726.0,PIN7,HOLD,STOP
44402,2026-08-27 11:35:21.592,-1,7727.0,EMA24,HOLD,TARGET
44441,2026-08-27 11:52:33.372,-1,7726.5,EMA8,HOLD,TARGET
44443,2026-08-27 11:53:30.560,-1,7726.5,EMA8,HOLD,TARGET
44446,2026-08-27 11:55:08.696,-1,7724.25,PIN7,HOLD,TARGET
44447,2026-08-27 11:55:12.484,-1,7723.5,PIN7,HOLD,STOP
44475,2026-08-27 12:05:14.160,1,7733.0,PIN,HOLD,STOP
44491,2026-08-27 12:10:24.380,1,7733.25,PIN7,HOLD,STOP
44535,2026-08-27 12:31:47.080,1,7733.75,PIN7,HOLD,TARGET
44540,2026-08-27 12:35:18.928,1,7736.25,PIN7,HOLD,TARGET
44546,2026-08-27 12:39:16.088,1,7736.75,EMA8,HOLD,TARGET
44554,2026-08-27 12:45:56.308,1,7738.25,EMA8,HOLD,TARGET
44557,2026-08-27 12:47:37.344,1,7739.25,EMA8,HOLD,STOP
44559,2026-08-27 12:48:10.648,1,7738.5,EMA8,HOLD,TARGET
44566,2026-08-27 12:50:24.284,1,7736.5,EMA50,HOLD,TARGET
44574,2026-08-27 12:52:40.024,1,7740.0,PIN7,HOLD,TARGET
44579,2026-08-27 12:53:47.852,1,7741.0,EMA8,HOLD,TARGET
44581,2026-08-27 12:54:10.012,1,7741.5,EMA8,HOLD,TARGET
44583,2026-08-27 12:54:37.872,1,7743.0,PIN7,HOLD,TARGET
45251,2026-08-28 06:31:30.636,-1,7746.0,PIN7,HOLD,TARGET
45300,2026-08-28 06:36:40.012,1,7751.0,PIN7,HOLD,TARGET
45310,2026-08-28 06:38:05.156,1,7751.0,EMA24,HOLD,TARGET
45312,2026-08-28 06:38:16.532,1,7750.75,EMA24,HOLD,TARGET
45318,2026-08-28 06:39:12.764,1,7750.5,EMA50,HOLD,TARGET
45331,2026-08-28 06:41:17.036,1,7756.5,PIN,HOLD,TARGET
45332,2026-08-28 06:41:35.128,1,7757.0,PIN,HOLD,STOP
45470,2026-08-28 07:00:00.264,-1,7742.5,EMA8,HOLD,STOP
45475,2026-08-28 07:00:00.456,-1,7744.0,EMA24,HOLD,TARGET
45477,2026-08-28 07:00:00.488,-1,7744.0,EMA24,HOLD,TARGET
45603,2026-08-28 07:00:04.404,1,7750.0,PIN7,HOLD,TARGET
45610,2026-08-28 07:00:05.608,1,7749.5,EMA24,HOLD,STOP
45615,2026-08-28 07:00:08.136,1,7748.75,EMA50,HOLD,TARGET
45635,2026-08-28 07:00:16.320,1,7755.75,PIN,HOLD,TARGET
45650,2026-08-28 07:00:22.028,1,7757.0,EMA8,HOLD,TARGET
45665,2026-08-28 07:00:29.052,1,7755.25,EMA50,HOLD,TARGET
45677,2026-08-28 07:00:39.700,1,7758.5,PIN7,HOLD,TARGET
45688,2026-08-28 07:00:50.764,1,7757.0,EMA50,HOLD,TARGET
45703,2026-08-28 07:01:20.612,-1,7753.5,EMA8,HOLD,TARGET
45708,2026-08-28 07:01:30.748,-1,7752.75,EMA8,HOLD,TARGET
45711,2026-08-28 07:01:33.380,-1,7752.0,EMA8,HOLD,TARGET
45715,2026-08-28 07:01:39.960,-1,7750.25,PIN7,HOLD,TARGET
45716,2026-08-28 07:01:41.780,-1,7749.5,PIN7,HOLD,TARGET
45719,2026-08-28 07:01:47.636,-1,7750.0,EMA8,HOLD,TARGET
45722,2026-08-28 07:01:51.760,-1,7750.25,EMA8,HOLD,TARGET
45731,2026-08-28 07:02:14.176,-1,7751.5,EMA50,HOLD,TARGET
45737,2026-08-28 07:02:23.372,-1,7748.5,PIN7,HOLD,TARGET
45738,2026-08-28 07:02:24.808,-1,7747.75,PIN7,HOLD,TARGET
45739,2026-08-28 07:02:28.228,-1,7747.5,PIN7,HOLD,TARGET
45741,2026-08-28 07:02:35.064,-1,7745.75,PIN,HOLD,STOP
45779,2026-08-28 07:03:51.080,-1,7745.75,EMA8,HOLD,TARGET
45788,2026-08-28 07:04:17.176,-1,7743.25,EMA8,HOLD,TARGET
45801,2026-08-28 07:04:38.628,-1,7744.5,EMA50,HOLD,TARGET
45815,2026-08-28 07:05:21.524,-1,7742.75,PIN7,HOLD,STOP
45816,2026-08-28 07:05:23.772,-1,7742.25,PIN7,HOLD,STOP
45839,2026-08-28 07:06:29.912,-1,7736.75,PIN7,HOLD,TARGET
45840,2026-08-28 07:06:33.308,-1,7736.0,PIN,HOLD,STOP
45848,2026-08-28 07:07:01.396,-1,7738.0,EMA24,HOLD,TARGET
45854,2026-08-28 07:07:12.536,-1,7736.0,EMA8,HOLD,TARGET
45895,2026-08-28 07:09:35.532,1,7744.25,PIN7,HOLD,STOP
45913,2026-08-28 07:10:27.596,-1,7738.5,EMA8,HOLD,TARGET
45915,2026-08-28 07:10:38.328,-1,7739.0,EMA50,HOLD,TARGET
45918,2026-08-28 07:10:46.432,-1,7736.5,PIN7,HOLD,TARGET
45926,2026-08-28 07:11:34.488,-1,7733.75,PIN7,HOLD,TARGET
45927,2026-08-28 07:11:36.308,-1,7733.25,PIN7,HOLD,TARGET
45937,2026-08-28 07:12:14.536,-1,7733.75,EMA8,HOLD,TARGET
45949,2026-08-28 07:13:08.652,-1,7732.0,PIN7,HOLD,TARGET
45950,2026-08-28 07:13:17.536,-1,7731.5,PIN7,HOLD,TARGET
45953,2026-08-28 07:13:31.356,-1,7728.75,PIN,HOLD,TARGET
45954,2026-08-28 07:13:43.040,-1,7728.0,PIN,HOLD,TARGET
45959,2026-08-28 07:14:03.664,-1,7728.75,EMA8,HOLD,TARGET
45967,2026-08-28 07:14:34.004,-1,7731.5,EMA50,HOLD,TARGET
45998,2026-08-28 07:16:23.452,1,7734.5,PIN7,HOLD,TARGET
46002,2026-08-28 07:16:36.620,1,7735.0,EMA8,HOLD,TARGET
46018,2026-08-28 07:17:33.652,1,7738.75,PIN7,HOLD,TARGET
46019,2026-08-28 07:17:42.728,1,7739.25,PIN7,HOLD,TARGET
46020,2026-08-28 07:17:47.872,1,7739.75,PIN7,HOLD,TARGET
46021,2026-08-28 07:17:58.876,1,7740.5,PIN,HOLD,TARGET
46022,2026-08-28 07:18:09.800,1,7741.0,PIN,HOLD,TARGET
46026,2026-08-28 07:18:28.956,1,7741.0,EMA8,HOLD,TARGET
46041,2026-08-28 07:19:41.572,1,7744.75,EMA8,HOLD,TARGET
46047,2026-08-28 07:20:05.040,1,7744.0,EMA24,HOLD,TARGET
46056,2026-08-28 07:20:43.908,1,7746.25,EMA8,HOLD,TARGET
46068,2026-08-28 07:21:44.644,1,7748.75,PIN7,HOLD,STOP
46102,2026-08-28 07:24:24.868,-1,7740.5,PIN7,HOLD,TARGET
46129,2026-08-28 07:26:09.412,-1,7740.25,PIN7,HOLD,TARGET
46134,2026-08-28 07:26:25.052,-1,7739.25,EMA8,HOLD,STOP
46167,2026-08-28 07:28:56.840,-1,7738.5,EMA50,HOLD,TARGET
46220,2026-08-28 07:31:30.848,1,7742.5,PIN7,HOLD,TARGET
46221,2026-08-28 07:31:33.824,1,7743.25,PIN7,HOLD,TARGET
46253,2026-08-28 07:33:53.056,1,7747.75,PIN,HOLD,TARGET
46254,2026-08-28 07:34:02.952,1,7748.5,PIN,HOLD,TARGET
46255,2026-08-28 07:34:08.152,1,7749.25,PIN,HOLD,TARGET
46266,2026-08-28 07:35:07.824,1,7750.75,EMA8,HOLD,TARGET
46268,2026-08-28 07:35:21.168,1,7751.0,EMA8,HOLD,TARGET
46276,2026-08-28 07:36:10.340,1,7751.75,EMA8,HOLD,TARGET
46278,2026-08-28 07:36:19.732,1,7753.25,PIN7,HOLD,STOP
46284,2026-08-28 07:36:42.840,1,7751.0,EMA24,HOLD,TARGET
46301,2026-08-28 07:38:49.068,1,7754.0,EMA24,HOLD,TARGET
46312,2026-08-28 07:40:11.892,1,7753.25,EMA50,HOLD,TARGET
46315,2026-08-28 07:40:45.828,1,7756.0,PIN7,HOLD,TARGET
46322,2026-08-28 07:41:41.332,1,7757.0,EMA8,HOLD,TARGET
46326,2026-08-28 07:42:16.748,1,7756.5,EMA24,HOLD,TARGET
46339,2026-08-28 07:43:52.820,1,7759.25,EMA8,HOLD,TARGET
46346,2026-08-28 07:44:42.016,1,7764.25,PIN,HOLD,STOP
46364,2026-08-28 07:46:37.404,1,7764.5,PIN7,HOLD,TARGET
46365,2026-08-28 07:46:46.916,1,7765.25,PIN7,HOLD,TARGET
46368,2026-08-28 07:47:08.900,1,7765.0,EMA8,HOLD,TARGET
46378,2026-08-28 07:47:59.528,1,7764.5,EMA24,HOLD,TARGET
46391,2026-08-28 07:50:12.440,1,7768.25,PIN7,HOLD,TARGET
46392,2026-08-28 07:50:25.312,1,7768.75,PIN7,HOLD,TARGET
46394,2026-08-28 07:50:38.600,1,7770.5,PIN,HOLD,STOP
46395,2026-08-28 07:50:45.104,1,7771.0,PIN,HOLD,STOP
46401,2026-08-28 07:51:46.404,1,7768.5,EMA24,HOLD,TARGET
46410,2026-08-28 07:53:12.188,1,7771.25,EMA8,HOLD,TARGET
46413,2026-08-28 07:53:46.544,1,7773.75,PIN7,HOLD,TARGET
46415,2026-08-28 07:54:02.284,1,7775.5,PIN,HOLD,TARGET
46419,2026-08-28 07:55:08.600,1,7775.5,EMA8,HOLD,TARGET
46421,2026-08-28 07:55:37.956,1,7775.25,EMA8,HOLD,TARGET
46423,2026-08-28 07:55:46.180,1,7775.25,EMA8,HOLD,TARGET
46430,2026-08-28 07:56:48.556,1,7777.0,EMA8,HOLD,TARGET
46437,2026-08-28 07:58:24.828,1,7778.25,EMA8,HOLD,TARGET
46439,2026-08-28 07:59:00.792,1,7778.5,EMA8,HOLD,TARGET
46441,2026-08-28 07:59:09.824,1,7778.5,EMA8,HOLD,TARGET
47693,2026-08-28 11:00:22.164,1,7725.0,PIN7,HOLD,STOP
47694,2026-08-28 11:00:43.096,1,7725.5,PIN7,HOLD,STOP
47810,2026-08-28 11:32:10.076,-1,7720.75,EMA50,HOLD,TARGET
47863,2026-08-28 11:50:25.108,-1,7714.75,PIN,HOLD,TARGET
47927,2026-08-28 12:11:36.884,1,7721.5,EMA8,HOLD,STOP
47933,2026-08-28 12:14:26.780,1,7720.25,EMA50,HOLD,TARGET
47945,2026-08-28 12:20:45.040,1,7723.0,PIN7,HOLD,TARGET
47949,2026-08-28 12:22:02.844,1,7723.25,EMA8,HOLD,STOP
47993,2026-08-28 12:39:48.648,1,7724.5,PIN7,HOLD,TARGET
47998,2026-08-28 12:41:48.396,1,7725.75,EMA8,HOLD,TARGET
48000,2026-08-28 12:42:19.484,1,7726.25,EMA8,HOLD,TARGET
48002,2026-08-28 12:43:27.180,1,7726.25,EMA8,HOLD,TARGET
48019,2026-08-28 12:48:15.304,-1,7720.0,PIN7,HOLD,STOP
48026,2026-08-28 12:50:00.044,-1,7722.0,EMA50,HOLD,STOP
48028,2026-08-28 12:50:00.044,-1,7722.0,EMA50,HOLD,STOP
48030,2026-08-28 12:50:00.048,-1,7722.0,EMA50,HOLD,STOP
48032,2026-08-28 12:50:00.048,-1,7722.0,EMA50,HOLD,STOP
48082,2026-08-28 12:56:40.012,1,7726.75,PIN7,HOLD,TARGET
48083,2026-08-28 12:57:14.248,1,7727.25,PIN7,HOLD,TARGET
48120,2026-08-28 12:59:58.060,-1,7721.0,EMA8,HOLD,TARGET
49677,2026-08-31 06:34:54.836,-1,7692.0,EMA8,HOLD,TARGET
49682,2026-08-31 06:35:08.636,-1,7687.5,PIN,HOLD,TARGET
49688,2026-08-31 06:35:30.924,-1,7687.0,EMA8,HOLD,STOP
49697,2026-08-31 06:36:15.636,-1,7685.75,EMA8,HOLD,STOP
49751,2026-08-31 06:40:21.344,1,7693.0,PIN7,HOLD,TARGET
49796,2026-08-31 06:44:32.760,-1,7686.75,EMA8,HOLD,STOP
49968,2026-08-31 07:00:32.228,-1,7690.25,EMA50,HOLD,TARGET
49978,2026-08-31 07:02:12.516,-1,7687.5,PIN7,HOLD,TARGET
49981,2026-08-31 07:02:25.992,-1,7688.25,EMA24,HOLD,TARGET
49985,2026-08-31 07:03:19.204,-1,7687.0,EMA8,HOLD,TARGET
50010,2026-08-31 07:06:49.416,-1,7685.25,PIN7,HOLD,TARGET
50026,2026-08-31 07:09:06.748,-1,7685.25,EMA50,HOLD,TARGET
50050,2026-08-31 07:13:26.836,-1,7683.75,EMA50,HOLD,TARGET
50093,2026-08-31 07:21:45.320,1,7687.25,PIN7,HOLD,STOP
50105,2026-08-31 07:24:45.664,-1,7679.75,PIN,HOLD,TARGET
50107,2026-08-31 07:24:59.192,-1,7678.0,PIN,HOLD,TARGET
50109,2026-08-31 07:25:07.028,-1,7676.5,PIN,HOLD,TARGET
50112,2026-08-31 07:25:53.364,-1,7675.5,PIN,HOLD,STOP
