bar,time,direction,tail,body_ticks,distance8,close_extension,slope8,slope24,slope50,gap824,gap2450,body_depth,close_depth,strong_fan,moderate_fan,segment,outcome
7360,2026-08-06 06:31:32.332,-1,3.0,2.0,0.43646000000080676,3.0,52.23959,34.967413,19.225648,4.167167999999947,0.8808639999988372,1,1,False,False,DEV,STOP
7364,2026-08-06 06:31:45.852,-1,3.0,2.0,-2.8131480000010924,3.0,-1.329145,14.982941,9.901327,3.1655960000025516,1.3540919999977632,1,1,False,False,DEV,TARGET
7365,2026-08-06 06:31:51.044,-1,5.0,0.0,-2.521336000001611,1.0,23.09332,22.107958,13.827796,3.365588000000571,1.5600720000002184,3,3,False,False,DEV,TARGET
7366,2026-08-06 06:31:57.644,-1,4.0,1.0,-1.5165960000013001,2.0,37.814596,28.089827,17.480097,3.7333080000025802,1.8188159999990603,4,4,False,False,DEV,TARGET
7367,2026-08-06 06:32:04.772,-1,2.0,3.0,0.820424000001367,4.0,48.294087,34.125141,21.507937,4.4989519999980985,2.2049560000014026,5,10,False,True,DEV,TARGET
7368,2026-08-06 06:32:09.320,-1,1.0,4.0,3.4158879999995406,5.0,59.350703,42.514881,27.582909,5.677936000000045,2.7432760000010603,10,10,False,True,DEV,TARGET
7371,2026-08-06 06:32:27.360,-1,0.0,0.0,0.1572679999990214,-1.0,36.975087,37.127332,26.266153,5.665424000002531,3.5339199999980337,0,0,False,False,DEV,TARGET
7373,2026-08-06 06:32:40.548,-1,2.0,3.0,0.6260040000015579,4.0,40.653794,37.895843,27.561589,6.367923999998311,4.178788000001077,1,3,False,False,DEV,TARGET
7374,2026-08-06 06:32:44.888,-1,1.0,4.0,3.2646679999998014,5.0,58.484589,46.742699,33.877439,7.369743999999628,4.708000000002357,4,10,False,True,DEV,TARGET
7375,2026-08-06 06:32:49.480,-1,1.0,4.0,5.316964000001462,5.0,66.551334,53.492904,39.627401,8.666696000000229,5.36493199999677,10,10,True,True,DEV,TARGET
7376,2026-08-06 06:33:01.268,-1,1.0,4.0,6.913196000001335,5.0,71.000355,58.673313,44.76073,10.151771999997436,6.1327000000019325,10,10,True,True,DEV,TARGET
7377,2026-08-06 06:33:03.564,-1,2.0,3.0,7.376928000001499,4.0,73.121885,62.052375,48.638115,11.60283999999956,6.955244000000675,10,10,True,True,DEV,TARGET
7378,2026-08-06 06:33:07.792,-1,2.0,3.0,7.737612000000809,4.0,74.16819,64.331328,51.589101,13.003775999997742,7.823624000000564,10,10,True,True,DEV,TARGET
7379,2026-08-06 06:33:16.124,-1,4.0,1.0,6.4625879999985045,2.0,73.983099,65.36793,53.317398,14.059488000002602,8.648227999998198,10,10,True,True,DEV,STOP
7419,2026-08-06 06:36:00.160,1,4.0,1.0,-0.8023719999982859,0.0,59.084595,38.615175,20.936948,3.9273559999965073,0.556272000001627,0,0,False,False,DEV,TARGET
7420,2026-08-06 06:36:02.536,1,1.0,4.0,2.1537119999993593,5.0,57.915187,40.080345,22.77683,4.92127199999959,1.0697519999994256,1,1,False,False,DEV,TARGET
7422,2026-08-06 06:36:08.432,1,2.0,3.0,-0.9317039999987173,2.0,54.001248,40.957073,24.938672,5.452771999996912,1.7651720000030764,0,0,False,True,DEV,TARGET
7423,2026-08-06 06:36:12.500,1,5.0,0.0,-1.057991999998194,1.0,46.951977,38.60857,24.073644,5.737375999997312,2.1250440000003437,1,1,False,True,DEV,TARGET
7424,2026-08-06 06:36:13.292,1,2.0,3.0,1.1771159999989322,4.0,53.49514,42.654939,27.508363,6.407916000000114,2.599612000001798,2,10,False,True,DEV,TARGET
7425,2026-08-06 06:36:17.032,1,2.0,3.0,2.9155360000004293,4.0,59.79151,47.403177,31.715151,7.342691999998351,3.1740800000006857,10,10,False,True,DEV,TARGET
7426,2026-08-06 06:36:26.952,1,4.0,1.0,2.7120839999988675,2.0,64.287009,51.723117,35.92192,8.16548800000237,3.753467999998975,10,10,False,True,DEV,TARGET
7427,2026-08-06 06:36:28.084,1,1.0,4.0,4.887176000000181,5.0,67.631562,55.577292,40.024986,9.320188000001508,4.457751999998436,10,10,True,True,DEV,TARGET
7429,2026-08-06 06:37:27.452,1,0.0,5.0,1.6724880000001576,4.0,63.585392,55.25977,41.292898,9.87902799999938,5.444620000002033,0,0,True,True,DEV,TARGET
7430,2026-08-06 06:37:31.216,1,3.0,2.0,2.5230479999991076,3.0,60.782994,54.590784,41.446897,10.464343999999983,6.028500000000349,1,10,True,True,DEV,TARGET
7431,2026-08-06 06:37:33.180,1,1.0,4.0,4.740148000000772,5.0,66.314112,58.220512,45.151624,11.408251999997447,6.729616000000533,10,10,True,True,DEV,TARGET
7432,2026-08-06 06:37:35.864,1,1.0,4.0,6.464560000000347,5.0,69.922631,61.367561,48.638564,12.591968000000634,7.532151999999769,10,10,True,True,DEV,STOP
7440,2026-08-06 06:38:17.660,1,1.0,4.0,0.05101999999897089,5.0,23.042911,34.698107,33.202286,6.6738800000021,8.218451999997342,3,5,False,False,DEV,STOP
7460,2026-08-06 06:39:35.764,-1,2.0,3.0,-1.6135959999992338,2.0,50.564681,45.642844,25.704752,7.461887999997998,0.5028600000005099,0,0,False,False,DEV,TARGET
7461,2026-08-06 06:39:43.980,-1,4.0,1.0,-0.8105759999998554,2.0,43.40121,43.25527,24.820183,7.6310039999989385,1.0071480000005977,1,1,False,False,DEV,TARGET
7463,2026-08-06 06:39:54.100,-1,2.0,3.0,-1.5150399999984074,2.0,44.04322,43.530006,26.740028,7.5134519999992335,1.8412680000001274,0,0,False,False,DEV,TARGET
7464,2026-08-06 06:39:57.376,-1,2.0,3.0,0.8216360000005807,4.0,48.3056,45.208279,28.785492,7.9768999999978405,2.3807680000027176,1,10,False,True,DEV,TARGET
7465,2026-08-06 06:40:02.208,-1,1.0,4.0,3.41682800000126,5.0,59.355961,50.660552,33.888062,8.877827999996953,3.0540840000030585,10,10,False,True,DEV,TARGET
7466,2026-08-06 06:40:04.648,-1,2.0,3.0,4.657532000001083,4.0,66.279115,55.757488,39.189135,9.933551999998599,3.802803999999014,10,10,True,True,DEV,STOP
7488,2026-08-06 06:41:47.524,1,1.0,4.0,0.23155599999881815,5.0,26.247067,24.833193,14.160347,4.069628000001103,1.1812480000007781,1,6,False,False,DEV,TARGET
7491,2026-08-06 06:41:56.428,1,2.0,3.0,1.5808279999982915,4.0,50.588216,37.822522,23.599767,5.391428000002634,2.1995239999996556,1,10,False,True,DEV,STOP
7507,2026-08-06 06:43:07.968,1,4.0,1.0,-2.6000999999996566,2.0,4.79741,4.63866,8.299023,0.9574119999997492,2.6613040000011097,1,5,False,False,DEV,TARGET
7508,2026-08-06 06:43:17.140,1,0.0,5.0,1.5332559999988007,6.0,43.656381,21.536485,16.541909,2.0754720000004454,2.9385680000013963,6,8,False,False,DEV,TARGET
7509,2026-08-06 06:43:23.676,1,4.0,1.0,1.6369760000015958,2.0,56.005524,32.200312,22.591258,3.1230559999967227,3.255995999999868,10,10,False,True,DEV,TARGET
7511,2026-08-06 06:43:28.288,1,1.0,4.0,-0.46652000000176486,3.0,53.128557,35.337135,25.315416,3.948208000001614,3.646528000001126,0,0,False,True,DEV,TARGET
7512,2026-08-06 06:43:30.344,1,2.0,3.0,1.6371519999993325,4.0,53.1289,37.196993,26.874276,4.846003999999084,4.012580000002345,1,10,False,True,DEV,TARGET
7514,2026-08-06 06:43:44.188,1,0.0,5.0,0.31136400000104913,4.0,54.604526,41.14856,30.25904,5.548775999999634,4.517891999999847,0,0,False,True,DEV,TARGET
7519,2026-08-06 06:44:18.812,1,3.0,2.0,-1.8901240000013786,3.0,12.833304,23.779814,21.750111,4.374652000002243,4.82172399999763,1,3,False,False,DEV,TARGET
7520,2026-08-06 06:44:19.772,1,0.0,5.0,2.0854599999984202,6.0,46.831645,35.956427,28.376985,5.320308000002115,5.182592000001023,4,10,False,True,DEV,STOP
7656,2026-08-06 07:00:44.328,-1,1.0,4.0,4.578824000000168,5.0,63.758927,31.017847,16.513117,1.490431999998691,0.7722040000007837,10,10,False,False,DEV,STOP
7658,2026-08-06 07:00:53.764,-1,0.0,0.0,2.59706400000141,-1.0,57.552341,33.269975,19.240118,2.4663559999971767,1.214296000001923,0,0,False,False,DEV,STOP
7666,2026-08-06 07:01:33.868,-1,4.0,1.0,-1.0599959999999555,2.0,29.527859,9.199335,5.660761,0.5763159999987693,0.7226279999995313,6,6,False,False,DEV,TARGET
7667,2026-08-06 07:01:34.112,-1,1.0,4.0,1.9533359999986715,5.0,53.049517,25.126414,14.149283,1.8016800000004878,1.082404000000679,7,8,False,False,DEV,STOP
7669,2026-08-06 07:02:05.444,-1,0.0,0.0,2.2186839999994845,-1.0,51.125421,29.810926,17.830531,2.5787600000003295,1.476544000001013,0,0,False,False,DEV,STOP
7674,2026-08-06 07:02:52.228,1,4.0,1.0,2.2472799999995914,2.0,62.269813,36.517518,18.595579,3.069260000000213,0.18589200000133133,1,10,False,False,DEV,TARGET
7675,2026-08-06 07:02:56.152,1,1.0,4.0,4.525659999999334,5.0,66.450032,44.261053,25.034831,4.565556000001379,0.803275999998732,10,10,False,False,DEV,STOP
7693,2026-08-06 07:05:06.400,1,1.0,4.0,4.510387999998784,5.0,63.468427,33.310507,16.817477,2.1484479999999166,0.31879599999956554,10,10,False,False,DEV,STOP
7704,2026-08-06 07:06:53.656,1,1.0,4.0,-0.6906559999988531,5.0,18.655518,8.343858,5.264943,1.0433039999988978,0.7217479999999341,1,8,False,False,DEV,TARGET
7705,2026-08-06 07:07:01.652,1,1.0,4.0,2.2406000000009954,5.0,49.02738,24.462345,13.787871,2.2838359999987006,1.115671999999904,9,10,False,False,DEV,TARGET
7706,2026-08-06 07:07:08.216,1,2.0,3.0,3.7426919999998063,4.0,62.641641,38.374699,22.723066,3.6997880000017176,1.6235039999992296,10,10,False,True,DEV,TARGET
7707,2026-08-06 07:07:14.376,1,1.0,4.0,5.6887600000009115,5.0,68.511903,47.774362,30.343249,5.358324000000721,2.2712159999973665,10,10,False,True,DEV,STOP
7709,2026-08-06 07:07:48.944,1,5.0,0.0,-1.7314919999989797,-1.0,61.276063,46.540603,31.096338,6.008143999999447,2.979879999998957,0,0,False,True,DEV,TARGET
7714,2026-08-06 07:08:57.956,1,3.0,2.0,-1.2160599999988335,3.0,21.077822,27.62162,21.155739,4.878811999999016,3.6818400000011025,1,3,False,False,DEV,TARGET
7718,2026-08-06 07:10:01.376,1,1.0,4.0,-0.5329600000004575,5.0,26.197579,28.861527,23.026105,4.849232000000484,4.269179999999324,1,2,False,False,DEV,TARGET
7719,2026-08-06 07:10:16.920,1,4.0,1.0,0.029920000000856817,2.0,44.282584,35.768786,27.154223,5.381052000000636,4.56328399999984,3,3,False,False,DEV,TARGET
7720,2026-08-06 07:10:17.056,1,1.0,4.0,2.801048000001174,5.0,58.74198,44.501925,33.010527,6.377043999997113,5.012860000002547,10,10,False,True,DEV,TARGET
7724,2026-08-06 07:11:07.208,1,5.0,0.0,-1.822995999998966,1.0,30.673136,35.027834,28.92998,6.084043999999267,5.67604399999982,1,1,False,False,DEV,TARGET
7725,2026-08-06 07:11:15.700,1,0.0,5.0,2.137667999999394,6.0,51.91712,43.17344,34.012595,6.902495999998791,6.075864000002184,3,10,False,True,DEV,STOP
7727,2026-08-06 07:12:00.300,1,2.0,3.0,-1.5463479999998526,2.0,51.140713,44.255711,35.485218,6.8843439999982365,6.460384000001795,0,0,False,True,DEV,STOP
7752,2026-08-06 07:17:29.736,1,1.0,4.0,3.136507999999594,5.0,57.715489,19.941147,12.963616,0.10954000000128872,1.7163679999976011,10,10,False,False,DEV,TARGET
7756,2026-08-06 07:18:34.612,1,1.0,4.0,1.0374559999982012,5.0,44.592277,23.952519,16.351781,2.4562000000005355,2.315520000000106,1,2,False,False,DEV,TARGET
7758,2026-08-06 07:19:16.076,1,0.0,5.0,1.7633999999998196,4.0,59.031413,38.228733,25.473272,4.105631999998877,2.952128000000812,0,0,False,True,DEV,STOP
7760,2026-08-06 07:19:55.456,1,2.0,3.0,-1.1678199999987555,2.0,52.171591,37.641997,26.176225,4.668168000000151,3.410303999997268,0,0,False,True,DEV,STOP
7776,2026-08-06 07:25:14.392,-1,1.0,4.0,5.700003999998444,5.0,69.915292,51.64411,29.668518,6.443348000000697,0.16530400000192458,10,10,False,False,DEV,TARGET
7777,2026-08-06 07:25:25.052,-1,1.0,4.0,7.211115999998583,5.0,71.656431,56.000496,35.152631,8.160768000001553,1.0619240000014543,10,10,False,False,DEV,TARGET
7778,2026-08-06 07:25:29.532,-1,2.0,3.0,7.608643999999913,4.0,73.53179,60.075231,40.681577,9.81348799999978,2.0142720000003465,10,10,False,True,DEV,STOP
7779,2026-08-06 07:25:32.048,-1,5.0,0.0,5.584500000000844,1.0,73.480988,61.800054,43.728907,10.96385999999984,2.890535999998974,10,10,False,True,DEV,STOP
7784,2026-08-06 07:26:09.016,-1,2.0,3.0,-0.9176000000006752,4.0,15.626079,40.066884,29.702918,8.573660000001837,4.65824799999973,1,2,False,False,DEV,TARGET
7785,2026-08-06 07:26:16.640,-1,1.0,4.0,2.064087999999174,5.0,49.732206,48.251648,35.679148,9.179488000001584,5.195659999997588,4,4,False,True,DEV,TARGET
7786,2026-08-06 07:26:24.292,-1,1.0,4.0,4.383180000000721,5.0,62.912307,54.542802,41.116733,10.160907999998017,5.8583160000016505,5,10,True,True,DEV,TARGET
7787,2026-08-06 07:26:24.348,-1,0.0,5.0,6.964695999999094,6.0,69.717574,59.804744,46.336893,11.535868000002665,6.67037199999686,10,10,True,True,DEV,TARGET
7788,2026-08-06 07:26:24.348,-1,0.0,5.0,8.972539999998844,6.0,73.44392,63.82326,50.86403,13.167976000000635,7.611951999999292,10,10,True,True,DEV,STOP
7791,2026-08-06 07:26:31.688,-1,3.0,2.0,-2.2186800000017683,1.0,54.405608,57.572862,47.569895,12.636900000001333,9.052296000001661,0,0,False,True,DEV,TARGET
7792,2026-08-06 07:26:32.696,-1,1.0,4.0,1.052135999998427,5.0,47.376925,55.373913,46.42669,12.732624000000214,9.530048000000534,1,2,False,True,DEV,STOP
7803,2026-08-06 07:27:27.176,-1,4.0,1.0,-3.4974120000006224,-0.0,33.38052,40.908415,39.58907,7.337648000000627,10.29506400000173,0,0,False,False,DEV,STOP
7807,2026-08-06 07:28:07.012,-1,3.0,2.0,-1.6313520000003336,3.0,12.933135,28.34826,33.113856,5.465776000000915,9.750624000000244,1,4,False,False,DEV,STOP
7816,2026-08-06 07:28:50.344,-1,4.0,1.0,-1.0128960000001825,2.0,26.051478,16.783444,24.210829,2.3092519999991055,7.509328000000096,7,7,False,False,DEV,TARGET
7817,2026-08-06 07:29:09.228,-1,1.0,4.0,1.9899680000016815,5.0,53.332165,31.969977,31.045692,3.4026799999992363,7.675555999998323,8,10,False,True,DEV,TARGET
7819,2026-08-06 07:29:19.620,-1,3.0,2.0,-1.8085360000004584,1.0,51.677844,35.237623,32.826609,3.9856719999988854,7.693208000000595,0,0,False,True,DEV,TARGET
7820,2026-08-06 07:29:22.952,-1,2.0,3.0,0.5933599999989383,4.0,48.54797,35.115926,32.860792,4.689604000002873,7.847363999997469,1,1,False,True,DEV,TARGET
7838,2026-08-06 07:31:21.656,-1,1.0,4.0,0.18599600000015926,3.0,56.004158,23.897514,17.837906,0.7946640000009211,2.9096559999998135,0,0,False,False,DEV,TARGET
7841,2026-08-06 07:31:52.296,-1,4.0,1.0,-0.6011040000012144,2.0,42.893086,23.113691,18.008822,2.3013080000018817,3.2148400000005495,1,1,False,False,DEV,TARGET
7843,2026-08-06 07:32:05.508,-1,5.0,0.0,-4.326592000001256,-1.0,33.455641,22.204919,17.988539,2.3848440000001574,3.287395999999717,0,0,False,False,DEV,TARGET
7844,2026-08-06 07:32:09.020,-1,2.0,3.0,-1.3651280000012775,4.0,30.455887,21.910182,18.006088,2.858720000000176,3.4463439999999537,1,1,False,False,DEV,TARGET
7850,2026-08-06 07:33:05.968,-1,5.0,0.0,-4.699616000001697,1.0,-16.461476,2.06028,8.292079,1.3297760000023118,3.0921159999998054,1,1,False,False,DEV,STOP
7864,2026-08-06 07:35:11.988,1,0.0,0.0,3.7582079999992857,-1.0,58.431363,40.175221,21.126557,4.515559999999823,0.16370000000097207,0,0,False,False,DEV,TARGET
7865,2026-08-06 07:35:29.868,1,0.0,5.0,1.034164000000601,4.0,56.097808,40.589258,22.316347,5.2576999999982945,0.6578599999993457,0,0,False,False,DEV,TARGET
7868,2026-08-06 07:36:00.548,1,1.0,4.0,2.2657319999998435,5.0,51.477157,41.220277,25.059484,6.397956000000704,1.883320000000822,1,10,False,True,DEV,STOP
7879,2026-08-06 07:37:28.884,-1,4.0,1.0,2.4461039999987406,2.0,64.238001,42.724364,23.409093,4.497476000000461,0.5085160000016913,10,10,False,False,DEV,TARGET
7883,2026-08-06 07:38:32.344,-1,2.0,3.0,0.14145600000119884,4.0,37.675618,32.860304,19.719614,5.148799999999028,1.7158520000011777,1,2,False,False,DEV,TARGET
7884,2026-08-06 07:38:48.968,-1,2.0,3.0,2.110020000000077,4.0,54.758663,41.592397,26.02036,6.0370159999984025,2.2313840000024356,3,10,False,True,DEV,TARGET
7885,2026-08-06 07:38:59.048,-1,4.0,1.0,2.0855719999999565,2.0,61.498083,47.288745,30.953117,6.8496999999988475,2.761640000000625,10,10,False,True,DEV,TARGET
7889,2026-08-06 07:39:29.120,-1,4.0,1.0,-0.20919599999979255,2.0,44.444841,42.44995,30.289632,7.365467999999964,4.172743999999511,1,2,False,False,DEV,TARGET
7890,2026-08-06 07:39:33.212,-1,1.0,4.0,2.6150679999991553,5.0,57.631501,48.615115,35.183633,8.168703999999707,4.708812000000762,3,10,False,True,DEV,TARGET
7891,2026-08-06 07:39:58.200,-1,2.0,3.0,4.033943999998883,4.0,63.90702,53.214305,39.390741,9.167123999999603,5.331024000002799,10,10,True,True,DEV,TARGET
7892,2026-08-06 07:40:01.456,-1,1.0,4.0,5.915288000000146,5.0,69.146787,58.055078,44.184865,10.42969599999924,6.068200000001525,10,10,True,True,DEV,STOP
7917,2026-08-06 07:43:50.848,1,3.0,2.0,1.5553399999989779,3.0,58.242521,47.359388,26.502227,7.434860000001208,0.3408239999989746,1,1,False,False,DEV,TARGET
7918,2026-08-06 07:44:05.524,1,2.0,3.0,3.2097079999985,4.0,62.526764,51.094501,30.825503,8.341276000002836,1.06117599999925,10,10,False,False,DEV,STOP
7927,2026-08-06 07:45:25.372,-1,1.0,4.0,5.772504000000481,5.0,68.010322,42.156602,22.770674,3.5064839999977266,0.46322800000052666,10,10,False,False,DEV,TARGET
7934,2026-08-06 07:46:51.032,-1,1.0,4.0,1.9113719999986643,5.0,48.321313,36.997524,23.858114,5.458496000002924,2.581739999997808,1,5,False,True,DEV,TARGET
7936,2026-08-06 07:47:24.664,-1,4.0,1.0,-2.0289239999983693,-0.0,52.537457,41.652585,28.164062,5.805979999997362,3.1786560000000463,0,0,False,True,DEV,TARGET
7939,2026-08-06 07:48:27.872,-1,2.0,3.0,-0.827052000000549,4.0,30.937468,33.337503,24.381382,5.630664000000252,3.7924160000002303,1,1,False,False,DEV,TARGET
7943,2026-08-06 07:50:00.072,-1,1.0,4.0,1.2673759999997856,5.0,41.400668,35.984044,27.201793,5.813595999999961,4.557616000001872,1,10,False,False,DEV,TARGET
7949,2026-08-06 07:51:47.084,-1,3.0,2.0,-2.9031680000007327,3.0,-8.654498,14.826683,17.454181,3.53074800000104,4.689679999999498,1,2,False,False,DEV,STOP
7968,2026-08-06 07:54:59.132,1,3.0,2.0,6.070532000001549,3.0,71.145247,52.676143,30.615125,6.52491199999713,0.2068520000029821,10,10,False,False,DEV,TARGET
7970,2026-08-06 07:55:14.244,1,1.0,4.0,3.425383999998303,3.0,68.98255,55.216569,35.454146,8.381000000001222,1.5862799999995332,0,0,False,True,DEV,TARGET
7976,2026-08-06 07:55:51.976,1,4.0,1.0,-1.9220639999984996,2.0,23.437307,36.191533,25.358054,6.840055999997276,3.4989520000017365,1,1,False,False,DEV,TARGET
7977,2026-08-06 07:56:04.060,1,3.0,2.0,-0.27271599999949103,3.0,42.915713,41.555794,29.24566,7.157267999999021,3.888591999999335,5,5,False,False,DEV,TARGET
7978,2026-08-06 07:56:14.760,1,4.0,1.0,0.23233199999958742,2.0,51.15322,45.063311,32.189296,7.541455999999016,4.30236800000057,8,10,False,True,DEV,TARGET
7980,2026-08-06 07:56:32.088,1,3.0,2.0,-2.8718000000008033,1.0,40.904385,41.902875,31.223779,7.064332000001741,4.76204399999915,0,0,False,False,DEV,TARGET
7981,2026-08-06 07:56:46.216,1,3.0,2.0,-1.011399999999412,3.0,36.793201,40.43826,30.773321,7.228532000000996,5.072559999996884,1,1,False,False,DEV,TARGET
7982,2026-08-06 07:56:57.072,1,2.0,3.0,1.2133560000002035,4.0,49.583261,44.92469,34.086659,7.7864039999985835,5.494256000001769,2,10,False,True,DEV,TARGET
7984,2026-08-06 07:57:34.372,1,2.0,3.0,0.3142520000001241,2.0,57.307624,49.622016,38.344805,8.375144000001455,6.227227999999741,0,0,False,True,DEV,TARGET
7985,2026-08-06 07:57:41.688,1,0.0,5.0,3.7999759999984235,6.0,61.00556,52.328326,40.845959,9.314268000001903,6.786039999999048,1,10,True,True,DEV,TARGET
7986,2026-08-06 07:57:48.404,1,2.0,3.0,4.9555360000013025,4.0,66.431631,56.51261,44.640679,10.38956799999869,7.421836000001349,10,10,True,True,DEV,STOP
7989,2026-08-06 07:58:17.552,1,4.0,1.0,-2.9372440000006463,0.0,43.957611,49.652026,41.425174,9.750867999999173,8.306115999999747,0,0,False,False,DEV,STOP
7996,2026-08-06 07:59:48.784,1,3.0,2.0,-0.1362440000011702,3.0,34.80888,34.575412,33.053407,5.8566720000017085,8.149355999998079,5,7,False,False,DEV,TARGET
8666,2026-08-06 11:00:04.228,1,2.0,3.0,2.9204639999989013,4.0,59.818296,45.067603,31.517645,6.437904000002163,3.9621039999983623,1,10,False,True,DEV,STOP
8670,2026-08-06 11:00:45.072,1,3.0,2.0,-1.4037439999992785,3.0,22.306234,32.441177,25.758264,5.946560000000318,4.729291999999987,1,2,False,False,DEV,TARGET
8672,2026-08-06 11:02:34.844,1,0.0,0.0,0.1878599999981816,-1.0,25.577308,32.461613,26.365542,5.276380000002973,4.903439999998227,0,0,False,False,DEV,TARGET
8674,2026-08-06 11:03:44.964,1,3.0,2.0,-1.3431479999999283,3.0,27.844199,31.821783,26.439808,5.420880000001489,5.2213080000001355,1,1,False,False,DEV,TARGET
8675,2026-08-06 11:03:59.588,1,4.0,1.0,-0.6002240000016172,2.0,42.903196,37.146666,29.651694,5.791736000002857,5.468347999998514,3,7,False,False,DEV,TARGET
8676,2026-08-06 11:04:27.252,1,2.0,3.0,1.533156000001327,4.0,54.258127,43.136198,33.607841,6.523035999998683,5.832691999999952,10,10,False,True,DEV,NONE
8677,2026-08-06 11:05:36.956,1,4.0,1.0,1.636900000001333,2.0,59.136816,47.079198,36.616346,7.214796000000206,6.218015999998897,10,10,False,True,DEV,STOP
8687,2026-08-06 11:12:23.752,1,4.0,1.0,-1.6478080000015325,2.0,28.208718,27.001983,26.427593,4.221488000002864,6.385947999999189,1,1,False,False,DEV,TARGET
8690,2026-08-06 11:14:15.764,1,1.0,4.0,1.003843999998935,5.0,38.053238,31.038098,28.517063,4.764536000002408,6.56122399999731,1,10,False,False,DEV,TARGET
8691,2026-08-06 11:14:19.524,1,1.0,4.0,3.5585439999995288,5.0,58.717887,42.829224,35.185382,5.94836800000121,6.947019999999611,10,10,False,True,DEV,TARGET
8700,2026-08-06 11:16:16.748,1,1.0,4.0,1.0568879999991623,5.0,31.475148,15.102137,19.201607,1.819972000001144,5.503504000000248,5,6,False,False,DEV,TARGET
8701,2026-08-06 11:16:21.144,1,3.0,2.0,2.0442440000006172,3.0,56.54116,31.865299,27.366863,2.962467999997898,5.731288000002678,7,7,False,True,DEV,TARGET
8702,2026-08-06 11:16:42.048,1,3.0,2.0,2.8121920000012324,3.0,63.34004,40.866691,32.664313,4.1539840000004915,6.036999999996624,8,9,False,True,DEV,TARGET
8703,2026-08-06 11:16:53.984,1,1.0,4.0,4.965036000001419,5.0,67.070626,47.448121,37.226069,5.643843999998353,6.492207999999664,10,10,False,True,DEV,TARGET
8704,2026-08-06 11:16:57.160,1,1.0,4.0,6.639471999998932,5.0,70.35648,53.44773,41.984011,7.320700000000215,7.078128000001016,10,10,True,True,DEV,TARGET
8705,2026-08-06 11:16:59.028,1,1.0,4.0,7.941812000000937,5.0,73.09389,58.641577,46.686871,9.101543999997375,7.777756000003137,10,10,True,True,DEV,TARGET
8706,2026-08-06 11:17:00.712,1,2.0,3.0,8.176963999998407,4.0,74.459553,62.028653,50.243646,10.782924000002822,8.534907999997813,10,10,True,True,DEV,STOP
8707,2026-08-06 11:17:02.220,1,5.0,0.0,6.026527999998507,1.0,74.2158,63.423765,52.124189,11.936568000000989,9.218176000002131,10,10,True,True,DEV,STOP
8709,2026-08-06 11:17:03.384,1,1.0,4.0,1.5839479999995092,3.0,65.533185,59.775853,50.179751,12.226416000001336,10.086307999998098,0,0,True,True,DEV,STOP
8717,2026-08-06 11:20:30.944,1,4.0,1.0,-3.71846000000005,2.0,-18.551389,18.931409,28.646309,4.839756000001216,9.317391999997199,1,3,False,False,DEV,TARGET
8718,2026-08-06 11:21:02.788,1,3.0,2.0,-1.6699120000012044,3.0,22.079931,29.054359,32.7204,5.06150400000115,9.324007999999594,5,5,False,False,DEV,STOP
8722,2026-08-06 11:25:26.360,1,4.0,1.0,-1.1130120000016177,2.0,32.691001,31.477141,33.373076,5.076520000002347,9.120463999999629,1,2,False,False,DEV,STOP
8729,2026-08-06 11:28:46.612,1,5.0,0.0,-2.68272799999977,1.0,9.947449,8.02963,19.730119,1.3400839999994787,7.034063999999489,3,3,False,False,DEV,STOP
8746,2026-08-06 11:41:32.996,-1,0.0,5.0,0.3689960000010615,4.0,51.081955,45.233658,25.38307,7.521091999999044,0.5655679999981658,0,0,False,False,DEV,TARGET
8747,2026-08-06 11:41:55.020,-1,1.0,4.0,3.064775999999256,5.0,57.270246,48.764601,29.268068,8.394108000000415,1.2730200000005425,1,10,False,False,DEV,TARGET
8748,2026-08-06 11:42:00.300,-1,1.0,4.0,5.161491999999271,5.0,66.010715,54.901433,35.809306,9.58067999999912,2.098288000001048,10,10,False,True,DEV,STOP
8760,2026-08-06 11:49:23.924,-1,4.0,1.0,-2.461960000000545,2.0,7.730491,5.140074,7.856469,0.9123240000008082,2.382868000000599,4,5,False,False,DEV,TARGET
8763,2026-08-06 11:52:59.688,-1,2.0,3.0,-0.8963680000015302,4.0,25.554153,13.619751,11.879362,1.619860000002518,2.478667999999743,1,9,False,False,DEV,STOP
8775,2026-08-06 12:02:34.760,1,0.0,5.0,6.7334479999990435,6.0,69.10302,49.05284,28.409513,5.792836000000534,0.7195160000010219,10,10,False,False,DEV,TARGET
8778,2026-08-06 12:04:18.336,1,0.0,5.0,0.27102000000013504,4.0,56.087866,46.322164,29.344508,7.113511999999901,2.1746800000000803,0,0,False,True,DEV,TARGET
8779,2026-08-06 12:04:50.840,1,1.0,4.0,2.988571999998385,5.0,56.785157,47.643327,31.195253,8.005196000001888,2.7984160000014526,1,2,False,True,DEV,STOP
8786,2026-08-06 12:09:32.320,1,1.0,4.0,1.860051999999996,5.0,45.248909,40.21334,29.551863,6.786651999998867,4.558852000001934,5,10,False,True,DEV,TARGET
8787,2026-08-06 12:10:21.648,1,2.0,3.0,3.4467079999994894,4.0,61.234653,49.019535,36.04491,7.7882600000011735,5.099783999998181,10,10,False,True,DEV,STOP
8788,2026-08-06 12:12:07.476,1,5.0,0.0,2.34744000000137,1.0,65.132734,52.972795,39.68999,8.508731999998417,5.602707999998529,10,10,True,True,DEV,STOP
