BarNumber,Time,Direction,Entry,Families,SignalBarStopPlus1,TicksSeen,SameSecondAmbiguous,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10
9555,2026-08-07 05:29:54.424,1,7756.25,EMA8,6,80,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9557,2026-08-07 05:29:58.440,1,7757.0,EMA8,6,19,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9560,2026-08-07 05:30:00.396,1,7758.0,EMA8,6,62,True,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9564,2026-08-07 05:30:00.732,1,7758.25,EMA8,6,63,True,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
9566,2026-08-07 05:30:00.812,1,7758.25,EMA8,6,63,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
9576,2026-08-07 05:30:01.440,1,7761.5,EMA8,6,24,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
9612,2026-08-07 05:30:03.652,1,7771.0,PIN,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
9710,2026-08-07 05:30:43.408,-1,7768.0,EMA50,6,703,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
9744,2026-08-07 05:32:26.668,-1,7765.25,EMA50,6,227,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9796,2026-08-07 05:38:25.380,1,7772.25,EMA8,6,223,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9800,2026-08-07 05:39:20.732,1,7773.75,EMA8,6,243,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9804,2026-08-07 05:40:33.072,1,7774.75,EMA8,6,1208,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
9806,2026-08-07 05:40:56.780,1,7774.5,EMA8,6,109,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9810,2026-08-07 05:41:29.668,1,7774.0,EMA24,6,3357,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9816,2026-08-07 05:43:48.468,1,7775.75,EMA8,6,880,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
9844,2026-08-07 05:55:20.260,1,7777.25,EMA24,6,8400,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
9858,2026-08-07 06:03:36.068,-1,7771.25,EMA8,6,1476,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9864,2026-08-07 06:07:08.020,-1,7768.75,EMA8,6,279,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9868,2026-08-07 06:09:13.888,-1,7764.5,PIN,6,8062,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
9873,2026-08-07 06:10:41.076,-1,7765.0,EMA8,6,2457,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9898,2026-08-07 06:25:02.148,-1,7761.0,EMA24,6,149,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
9976,2026-08-07 06:32:21.132,1,7760.75,EMA8,6,9353,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10033,2026-08-07 06:36:39.064,-1,7755.25,EMA8,6,930,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10058,2026-08-07 06:39:17.644,1,7760.5,EMA24,6,4551,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10092,2026-08-07 06:41:51.860,1,7762.75,EMA8,6,1511,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10119,2026-08-07 06:44:04.288,1,7767.25,PIN,6,16453,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10122,2026-08-07 06:44:38.264,1,7766.25,EMA8,6,2631,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10126,2026-08-07 06:45:01.304,1,7767.5,EMA8,6,1958,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10150,2026-08-07 06:46:41.492,-1,7760.75,EMA8,6,18147,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
10199,2026-08-07 06:50:50.084,1,7767.0,EMA8,6,12604,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10206,2026-08-07 06:51:36.192,1,7765.0,EMA50,6,5413,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10219,2026-08-07 06:53:26.492,1,7767.25,EMA24,6,1307,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10265,2026-08-07 06:57:46.972,-1,7753.5,EMA8,6,12324,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10272,2026-08-07 06:58:15.472,-1,7755.25,EMA24,6,516,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10314,2026-08-07 07:01:12.332,1,7760.75,EMA24,6,9360,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10381,2026-08-07 07:06:28.088,-1,7754.5,EMA50,6,4662,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10421,2026-08-07 07:10:15.448,-1,7752.0,EMA8,6,7812,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10492,2026-08-07 07:17:33.552,1,7755.25,EMA8,6,494,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10499,2026-08-07 07:17:51.784,1,7757.25,EMA8,6,21708,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10506,2026-08-07 07:18:36.064,1,7757.0,EMA8,6,2272,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10533,2026-08-07 07:22:35.944,1,7764.75,EMA24,6,12442,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
10548,2026-08-07 07:24:15.416,1,7768.75,EMA8,6,11815,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
10550,2026-08-07 07:24:30.576,1,7768.5,EMA8,6,7955,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10555,2026-08-07 07:25:38.068,1,7773.0,PIN,6,3925,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10562,2026-08-07 07:27:00.716,1,7775.25,EMA8,6,11723,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
10569,2026-08-07 07:28:15.872,1,7776.5,EMA8,6,3968,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10571,2026-08-07 07:28:27.940,1,7777.0,EMA8,6,2729,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10578,2026-08-07 07:29:34.648,1,7778.75,EMA8,6,2717,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10581,2026-08-07 07:30:03.296,1,7780.25,EMA8,6,7206,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10590,2026-08-07 07:31:18.680,1,7775.25,EMA50,6,5904,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10627,2026-08-07 07:36:09.288,-1,7770.75,EMA8,6,242,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10630,2026-08-07 07:36:18.460,-1,7769.5,EMA8,6,8530,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10668,2026-08-07 07:40:36.996,-1,7768.25,EMA24,6,16255,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10670,2026-08-07 07:40:54.744,-1,7768.75,EMA50,6,9923,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
10674,2026-08-07 07:41:13.296,-1,7768.75,EMA50,6,3689,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10714,2026-08-07 07:46:07.560,1,7772.0,EMA8,6,6780,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
10795,2026-08-07 07:59:29.136,1,7774.75,EMA24,6,2602,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10800,2026-08-07 08:00:22.120,1,7775.5,EMA24,6,16967,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10844,2026-08-07 08:13:01.968,1,7776.25,EMA50,6,10063,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
10892,2026-08-07 08:31:21.168,1,7786.25,EMA8,6,11498,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10894,2026-08-07 08:32:49.364,1,7785.75,EMA8,6,803,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10926,2026-08-07 08:44:24.576,-1,7780.0,EMA24,6,4828,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
10934,2026-08-07 08:46:11.084,-1,7779.25,EMA50,6,21943,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
10972,2026-08-07 09:04:28.672,-1,7776.5,EMA8,6,2952,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11030,2026-08-07 09:25:40.800,-1,7765.25,PIN,6,1392,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11071,2026-08-07 09:31:28.924,-1,7759.75,EMA8,6,6251,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11073,2026-08-07 09:31:43.196,-1,7759.5,EMA8,6,2485,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11104,2026-08-07 09:40:44.216,1,7771.75,PIN,6,8253,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11111,2026-08-07 09:43:24.576,1,7771.5,EMA8,6,1081,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11205,2026-08-07 10:34:15.516,-1,7767.25,EMA50,6,14611,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11256,2026-08-07 11:17:21.284,-1,7763.0,EMA8,6,6702,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11261,2026-08-07 11:20:49.996,-1,7764.25,EMA24,6,4195,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
11331,2026-08-07 12:07:24.296,1,7773.0,PIN,6,9545,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
11342,2026-08-07 12:13:23.056,1,7777.25,EMA8,6,8947,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11344,2026-08-07 12:15:08.788,1,7777.5,EMA8,6,2351,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11489,2026-08-07 13:43:18.820,-1,7776.0,EMA24,6,6364,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11526,2026-08-09 15:04:37.584,-1,7772.5,EMA8,6,372,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11536,2026-08-09 15:11:12.956,-1,7772.75,EMA24,6,422,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11600,2026-08-09 17:04:01.928,-1,7768.25,EMA24+EMA50,6,3993,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11622,2026-08-09 17:22:41.660,1,7774.5,EMA24,6,2790,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11666,2026-08-09 18:22:00.632,1,7778.75,EMA8,6,3207,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11706,2026-08-09 21:03:43.052,1,7784.5,EMA8,6,3120,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
11708,2026-08-09 21:07:59.396,1,7783.5,EMA24,6,310,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11734,2026-08-09 22:50:55.060,1,7790.0,EMA8,6,2320,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11847,2026-08-10 04:00:26.148,-1,7785.25,EMA8,6,457,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11906,2026-08-10 05:30:28.504,-1,7778.0,EMA8,6,1895,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11913,2026-08-10 05:38:35.240,-1,7775.0,EMA8,6,708,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11924,2026-08-10 05:58:04.704,-1,7772.75,EMA8,6,3328,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
11928,2026-08-10 06:00:53.152,-1,7774.5,EMA24,6,475,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11995,2026-08-10 06:31:48.184,1,7779.5,EMA24,6,786,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
11999,2026-08-10 06:32:38.048,1,7781.25,EMA8,6,757,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
12030,2026-08-10 06:36:08.676,-1,7774.5,EMA24,6,2248,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
12120,2026-08-10 06:49:34.088,1,7778.0,EMA8,6,9863,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
12148,2026-08-10 06:52:33.044,-1,7774.25,EMA24,6,8819,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
12171,2026-08-10 06:56:24.156,1,7778.0,EMA50,6,11320,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
12231,2026-08-10 07:18:36.816,1,7787.75,EMA24,6,6069,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
