bar,time,direction,entry,families,segment,outcome
19382,2026-08-18 07:25:15.764,1,7728.5,EMA8,DEV,TARGET
19389,2026-08-18 07:26:38.012,1,7728.5,EMA24,DEV,TARGET
19396,2026-08-18 07:27:53.628,1,7728.25,EMA50,DEV,TARGET
19416,2026-08-18 07:31:38.556,1,7729.25,EMA24,DEV,TARGET
19484,2026-08-18 07:50:09.792,-1,7725.25,EMA50,DEV,TARGET
19499,2026-08-18 07:53:22.356,-1,7722.75,PIN7,DEV,TARGET
19501,2026-08-18 07:53:24.428,-1,7721.5,PIN7,DEV,TARGET
19510,2026-08-18 07:54:06.944,-1,7721.25,EMA8,DEV,TARGET
19524,2026-08-18 07:57:23.440,-1,7720.0,EMA24,DEV,TARGET
19832,2026-08-18 11:05:24.816,-1,7716.5,EMA8,DEV,TARGET
19878,2026-08-18 11:54:47.008,-1,7718.75,PIN7,DEV,TARGET
19883,2026-08-18 12:00:01.880,-1,7716.75,PIN7,DEV,STOP
19929,2026-08-18 12:56:14.180,-1,7715.0,EMA8,DEV,TARGET
19931,2026-08-18 12:57:11.036,-1,7714.25,EMA8,DEV,TARGET
20715,2026-08-19 06:31:07.624,-1,7743.75,EMA50,DEV,TARGET
20719,2026-08-19 06:31:21.180,-1,7743.5,EMA50,DEV,TARGET
20721,2026-08-19 06:31:25.820,-1,7743.5,EMA50,DEV,TARGET
20747,2026-08-19 06:33:40.184,-1,7740.25,EMA8,DEV,TARGET
20805,2026-08-19 06:40:27.852,-1,7734.25,EMA8,DEV,TARGET
20808,2026-08-19 06:40:56.512,-1,7733.25,EMA8,DEV,STOP
20812,2026-08-19 06:41:19.264,-1,7735.0,EMA24,DEV,TARGET
20836,2026-08-19 06:44:39.044,1,7742.0,EMA8,DEV,TARGET
21042,2026-08-19 07:03:58.088,-1,7735.5,PIN7,DEV,STOP
21095,2026-08-19 07:11:11.092,-1,7733.25,PIN7,DEV,TARGET
21099,2026-08-19 07:12:07.208,-1,7730.75,PIN7,DEV,STOP
21101,2026-08-19 07:12:18.104,-1,7731.5,EMA8,DEV,TARGET
21103,2026-08-19 07:12:23.824,-1,7731.5,EMA8,DEV,TARGET
21110,2026-08-19 07:13:12.024,-1,7733.25,EMA50,DEV,TARGET
21143,2026-08-19 07:17:23.944,1,7737.25,EMA8,DEV,TARGET
21161,2026-08-19 07:19:44.832,1,7738.75,EMA24,DEV,STOP
21165,2026-08-19 07:20:09.140,1,7737.5,EMA50,DEV,TARGET
21206,2026-08-19 07:26:29.780,-1,7734.25,EMA24,DEV,TARGET
21225,2026-08-19 07:30:24.964,1,7739.0,EMA8,DEV,TARGET
21228,2026-08-19 07:30:58.048,1,7739.25,EMA8,DEV,TARGET
21232,2026-08-19 07:31:33.448,1,7740.0,EMA8,DEV,TARGET
21237,2026-08-19 07:32:54.000,1,7742.25,EMA8,DEV,TARGET
21239,2026-08-19 07:33:26.236,1,7742.5,EMA8,DEV,TARGET
21245,2026-08-19 07:34:57.468,1,7741.25,EMA24,DEV,TARGET
21252,2026-08-19 07:36:54.752,1,7744.75,EMA8,DEV,TARGET
21255,2026-08-19 07:37:32.544,1,7748.0,PIN,DEV,TARGET
21256,2026-08-19 07:38:00.032,1,7748.5,PIN7,DEV,TARGET
21274,2026-08-19 07:43:46.760,1,7750.75,EMA8,DEV,TARGET
21308,2026-08-19 07:56:09.676,1,7755.0,PIN7,DEV,TARGET
21309,2026-08-19 07:56:12.928,1,7755.75,PIN7,DEV,TARGET
21311,2026-08-19 07:56:46.280,1,7757.75,PIN,DEV,TARGET
21700,2026-08-19 11:01:15.076,1,7739.0,PIN7,DEV,TARGET
21716,2026-08-19 11:05:12.540,1,7740.75,EMA24,DEV,TARGET
21734,2026-08-19 11:08:32.724,-1,7730.0,PIN7,DEV,STOP
21737,2026-08-19 11:09:12.024,-1,7730.75,EMA8,DEV,TARGET
21739,2026-08-19 11:09:47.120,-1,7729.75,EMA8,DEV,STOP
21741,2026-08-19 11:10:30.596,-1,7730.0,EMA8,DEV,STOP
21743,2026-08-19 11:11:16.744,-1,7730.0,EMA8,DEV,STOP
21791,2026-08-19 11:34:12.500,1,7737.75,EMA8,DEV,TARGET
21795,2026-08-19 11:35:52.824,1,7738.5,EMA8,DEV,TARGET
21837,2026-08-19 12:09:37.936,1,7738.75,PIN7,DEV,STOP
21882,2026-08-19 12:40:34.820,-1,7732.5,EMA8,DEV,TARGET
21893,2026-08-19 12:45:43.884,-1,7729.5,EMA8,DEV,TARGET
21905,2026-08-19 12:48:30.592,-1,7728.5,EMA24,DEV,TARGET
21908,2026-08-19 12:50:00.024,-1,7726.75,EMA8,DEV,TARGET
21920,2026-08-19 12:52:00.224,-1,7724.0,EMA8,DEV,TARGET
21958,2026-08-19 12:59:57.512,1,7730.75,PIN7,DEV,TARGET
22989,2026-08-20 06:31:16.112,1,7702.0,PIN7,DEV,TARGET
23000,2026-08-20 06:32:55.440,1,7703.5,EMA24,DEV,TARGET
23015,2026-08-20 06:34:23.120,1,7707.0,EMA8,DEV,TARGET
23017,2026-08-20 06:34:37.024,1,7707.5,EMA8,DEV,TARGET
23024,2026-08-20 06:35:15.608,1,7706.5,EMA24,DEV,TARGET
23033,2026-08-20 06:35:29.792,1,7713.5,PIN7,DEV,TARGET
23061,2026-08-20 06:39:36.900,1,7713.0,PIN7,DEV,STOP
23079,2026-08-20 06:41:02.996,-1,7707.75,EMA50,DEV,STOP
23096,2026-08-20 06:43:25.136,1,7714.5,EMA8,DEV,TARGET
23098,2026-08-20 06:43:43.292,1,7714.25,EMA8,DEV,TARGET
23100,2026-08-20 06:44:03.852,1,7716.0,PIN7,DEV,STOP
23102,2026-08-20 06:44:19.000,1,7716.0,EMA8,DEV,STOP
23266,2026-08-20 07:03:58.616,-1,7701.25,EMA24,DEV,TARGET
23275,2026-08-20 07:05:05.376,-1,7697.75,PIN7,DEV,TARGET
23305,2026-08-20 07:08:35.256,-1,7697.5,PIN7,DEV,STOP
23314,2026-08-20 07:09:51.876,1,7704.5,PIN7,DEV,TARGET
23315,2026-08-20 07:09:58.196,1,7705.0,PIN7,DEV,STOP
23316,2026-08-20 07:10:07.588,1,7705.25,PIN7,DEV,STOP
23318,2026-08-20 07:10:28.672,1,7704.75,EMA8,DEV,STOP
23327,2026-08-20 07:11:27.004,1,7703.0,EMA50,DEV,STOP
23366,2026-08-20 07:18:03.704,-1,7693.75,EMA8,DEV,STOP
23398,2026-08-20 07:21:36.476,1,7700.75,EMA8,DEV,STOP
23416,2026-08-20 07:23:44.936,1,7705.0,PIN7,DEV,TARGET
23424,2026-08-20 07:24:51.928,1,7706.25,EMA8,DEV,STOP
23430,2026-08-20 07:25:28.572,1,7705.25,EMA24,DEV,TARGET
23456,2026-08-20 07:29:16.044,-1,7698.5,PIN7,DEV,STOP
23460,2026-08-20 07:30:00.072,-1,7700.5,EMA24+EMA50,DEV,TARGET
23462,2026-08-20 07:30:10.116,-1,7700.0,EMA50,DEV,TARGET
23488,2026-08-20 07:33:32.992,1,7704.0,PIN7,DEV,TARGET
23489,2026-08-20 07:33:41.024,1,7704.75,PIN7,DEV,TARGET
23490,2026-08-20 07:34:10.376,1,7705.25,PIN7,DEV,TARGET
23517,2026-08-20 07:37:35.788,1,7706.25,PIN7,DEV,STOP
23552,2026-08-20 07:45:26.396,1,7710.75,EMA8,DEV,TARGET
23602,2026-08-20 07:57:00.696,-1,7705.25,EMA8,DEV,TARGET
23604,2026-08-20 07:57:21.260,-1,7705.75,EMA50,DEV,TARGET
24151,2026-08-20 11:10:09.464,-1,7674.5,EMA8,DEV,TARGET
24161,2026-08-20 11:14:29.476,-1,7673.75,EMA8,DEV,TARGET
24166,2026-08-20 11:16:50.604,-1,7669.75,PIN,DEV,STOP
24251,2026-08-20 12:20:26.560,-1,7671.25,PIN7,DEV,STOP
24270,2026-08-20 12:36:16.180,-1,7671.25,EMA24,DEV,STOP
24280,2026-08-20 12:43:56.612,-1,7670.0,PIN7,DEV,TARGET
24322,2026-08-20 12:55:25.872,-1,7666.25,EMA8,DEV,TARGET
24330,2026-08-20 12:57:06.812,-1,7662.25,EMA8,DEV,TARGET
24332,2026-08-20 12:57:26.816,-1,7660.75,PIN7,DEV,STOP
24334,2026-08-20 12:58:06.760,-1,7661.25,EMA8,DEV,STOP
24339,2026-08-20 12:59:00.448,-1,7663.25,EMA24,DEV,STOP
24345,2026-08-20 12:59:39.680,-1,7664.75,EMA50,DEV,TARGET
24353,2026-08-20 12:59:53.388,-1,7661.5,EMA8,DEV,STOP
24355,2026-08-20 12:59:55.408,-1,7662.0,EMA24,DEV,STOP
25008,2026-08-21 06:31:49.388,-1,7689.25,EMA24,DEV,TARGET
25013,2026-08-21 06:32:16.516,-1,7690.0,EMA50,DEV,TARGET
25038,2026-08-21 06:35:35.072,-1,7682.75,EMA8,DEV,TARGET
25088,2026-08-21 06:43:39.956,-1,7683.25,PIN7,DEV,STOP
25195,2026-08-21 07:04:44.068,1,7685.0,PIN7,DEV,TARGET
25213,2026-08-21 07:10:05.708,1,7688.25,EMA24,DEV,TARGET
25234,2026-08-21 07:14:36.880,-1,7682.5,EMA8,DEV,STOP
25236,2026-08-21 07:15:10.136,-1,7682.75,EMA8,DEV,STOP
25306,2026-08-21 07:35:51.960,-1,7679.25,PIN7,DEV,TARGET
25311,2026-08-21 07:36:54.256,-1,7679.25,EMA8,DEV,TARGET
25354,2026-08-21 07:51:14.888,1,7686.0,EMA8,DEV,TARGET
25356,2026-08-21 07:51:57.240,1,7685.5,EMA8,DEV,TARGET
25366,2026-08-21 07:54:53.580,1,7685.5,EMA24,DEV,TARGET
25689,2026-08-21 11:01:57.436,-1,7690.5,EMA24,DEV,STOP
25700,2026-08-21 11:13:49.524,-1,7689.5,EMA24,DEV,TARGET
25706,2026-08-21 11:22:40.132,-1,7690.25,EMA50,DEV,TARGET
25710,2026-08-21 11:30:21.212,-1,7687.75,PIN7,DEV,TARGET
25712,2026-08-21 11:33:05.704,-1,7686.25,PIN7,DEV,STOP
25743,2026-08-21 12:13:31.520,1,7695.25,EMA24,DEV,TARGET
25745,2026-08-21 12:17:19.764,1,7695.0,EMA50,DEV,TARGET
25770,2026-08-21 12:45:08.000,1,7700.0,PIN7,DEV,TARGET
25776,2026-08-21 12:49:23.516,1,7702.75,PIN7,DEV,STOP
25808,2026-08-21 12:59:40.164,-1,7693.75,PIN7,DEV,TARGET
26823,2026-08-24 06:31:01.644,-1,7670.75,PIN,HOLD,TARGET
26832,2026-08-24 06:31:30.156,-1,7672.75,EMA24,HOLD,STOP
26838,2026-08-24 06:32:02.968,-1,7675.0,EMA50,HOLD,TARGET
26853,2026-08-24 06:33:54.080,-1,7668.5,EMA8,HOLD,TARGET
26860,2026-08-24 06:35:10.788,-1,7666.75,PIN7,HOLD,STOP
26871,2026-08-24 06:36:21.780,-1,7669.5,EMA50,HOLD,STOP
26891,2026-08-24 06:39:00.164,-1,7666.75,EMA8,HOLD,STOP
26930,2026-08-24 06:43:43.568,-1,7662.25,EMA8,HOLD,TARGET
26932,2026-08-24 06:44:19.540,-1,7662.0,EMA8,HOLD,TARGET
27036,2026-08-24 07:00:00.856,1,7669.0,EMA50,HOLD,TARGET
27038,2026-08-24 07:00:06.180,1,7669.25,EMA50,HOLD,TARGET
27040,2026-08-24 07:00:12.372,1,7669.25,EMA50,HOLD,TARGET
27069,2026-08-24 07:03:32.376,-1,7664.75,EMA8,HOLD,TARGET
27097,2026-08-24 07:09:28.340,-1,7660.75,PIN7,HOLD,STOP
27110,2026-08-24 07:13:01.032,-1,7659.75,PIN7,HOLD,STOP
27151,2026-08-24 07:23:59.072,1,7666.0,EMA24,HOLD,STOP
27177,2026-08-24 07:33:34.588,1,7670.75,PIN,HOLD,TARGET
27183,2026-08-24 07:36:09.316,1,7671.0,EMA8,HOLD,TARGET
27185,2026-08-24 07:36:27.016,1,7671.5,EMA8,HOLD,TARGET
27190,2026-08-24 07:38:34.228,1,7672.25,EMA8,HOLD,TARGET
27207,2026-08-24 07:45:30.984,1,7671.0,EMA50,HOLD,TARGET
27236,2026-08-24 07:58:49.856,1,7671.5,EMA50,HOLD,TARGET
27562,2026-08-24 11:14:21.836,1,7675.5,PIN7,HOLD,TARGET
27581,2026-08-24 11:28:57.680,1,7681.75,PIN7,HOLD,TARGET
27654,2026-08-24 12:50:00.032,-1,7672.75,EMA50,HOLD,TARGET
27659,2026-08-24 12:52:00.084,-1,7670.25,PIN7,HOLD,TARGET
27671,2026-08-24 12:56:03.724,-1,7670.75,EMA50,HOLD,STOP
28463,2026-08-25 06:37:54.456,1,7699.5,PIN7,HOLD,STOP
28553,2026-08-25 07:00:05.964,-1,7689.0,EMA8,HOLD,TARGET
28568,2026-08-25 07:03:45.636,-1,7688.5,EMA24,HOLD,TARGET
28574,2026-08-25 07:05:59.660,-1,7688.0,EMA24,HOLD,TARGET
28582,2026-08-25 07:08:25.876,-1,7685.5,EMA8,HOLD,STOP
28614,2026-08-25 07:22:41.676,-1,7684.0,PIN7,HOLD,TARGET
28615,2026-08-25 07:22:58.988,-1,7683.5,PIN7,HOLD,TARGET
28616,2026-08-25 07:23:21.644,-1,7682.75,PIN7,HOLD,TARGET
28645,2026-08-25 07:30:28.516,-1,7671.25,EMA8,HOLD,TARGET
28702,2026-08-25 07:31:24.300,1,7677.75,EMA8,HOLD,TARGET
28706,2026-08-25 07:32:14.608,1,7679.5,PIN7,HOLD,TARGET
28715,2026-08-25 07:34:01.968,1,7680.75,EMA8,HOLD,STOP
28724,2026-08-25 07:36:06.064,1,7678.5,EMA50,HOLD,TARGET
28757,2026-08-25 07:48:17.324,-1,7675.75,EMA50,HOLD,TARGET
29029,2026-08-25 11:45:29.616,1,7689.5,PIN7,HOLD,TARGET
29035,2026-08-25 11:59:02.464,1,7689.75,EMA8,HOLD,TARGET
29751,2026-08-26 06:33:03.000,1,7685.5,EMA24,HOLD,TARGET
29760,2026-08-26 06:34:08.404,1,7687.5,PIN7,HOLD,TARGET
29761,2026-08-26 06:34:20.020,1,7688.25,PIN7,HOLD,TARGET
29764,2026-08-26 06:34:43.184,1,7688.75,EMA8,HOLD,TARGET
29767,2026-08-26 06:35:01.308,1,7689.5,EMA8,HOLD,STOP
29802,2026-08-26 06:39:26.060,1,7688.0,EMA24,HOLD,TARGET
29826,2026-08-26 06:43:30.880,1,7691.5,PIN7,HOLD,TARGET
29831,2026-08-26 06:43:34.616,1,7697.5,PIN,HOLD,STOP
29835,2026-08-26 06:43:43.896,1,7696.5,EMA8,HOLD,TARGET
29837,2026-08-26 06:44:02.284,1,7696.0,EMA8,HOLD,TARGET
29900,2026-08-26 07:00:17.256,1,7699.75,EMA24,HOLD,TARGET
29904,2026-08-26 07:02:09.948,1,7700.0,EMA24,HOLD,TARGET
29910,2026-08-26 07:05:35.964,1,7700.5,EMA24,HOLD,TARGET
29935,2026-08-26 07:15:28.088,-1,7693.75,EMA8,HOLD,TARGET
29941,2026-08-26 07:18:26.280,-1,7694.75,EMA24,HOLD,TARGET
29946,2026-08-26 07:20:58.876,-1,7691.75,PIN7,HOLD,TARGET
29954,2026-08-26 07:23:51.400,-1,7689.5,EMA8,HOLD,TARGET
29957,2026-08-26 07:25:01.820,-1,7686.25,PIN7,HOLD,TARGET
29958,2026-08-26 07:25:46.456,-1,7686.0,PIN7,HOLD,TARGET
29962,2026-08-26 07:27:01.112,-1,7682.25,PIN,HOLD,TARGET
29979,2026-08-26 07:32:17.356,-1,7682.25,EMA8,HOLD,STOP
30019,2026-08-26 07:54:49.608,1,7689.5,EMA8,HOLD,TARGET
30026,2026-08-26 07:59:54.072,1,7690.5,EMA8,HOLD,TARGET
30316,2026-08-26 11:52:20.032,1,7695.5,EMA8,HOLD,TARGET
30321,2026-08-26 11:57:24.740,1,7696.75,EMA8,HOLD,TARGET
30345,2026-08-26 12:15:07.732,1,7702.25,EMA24,HOLD,TARGET
30405,2026-08-26 12:59:00.164,-1,7691.25,PIN7,HOLD,TARGET
30416,2026-08-26 12:59:55.268,-1,7691.0,EMA24,HOLD,TARGET
31396,2026-08-27 06:31:59.912,-1,7707.0,PIN,HOLD,TARGET
31456,2026-08-27 06:37:47.704,-1,7708.0,EMA50,HOLD,TARGET
31497,2026-08-27 06:43:34.728,1,7716.75,EMA8,HOLD,TARGET
31501,2026-08-27 06:44:04.728,1,7717.25,EMA8,HOLD,TARGET
31677,2026-08-27 07:01:42.060,1,7718.25,EMA8,HOLD,STOP
31682,2026-08-27 07:02:17.404,1,7717.75,EMA24,HOLD,TARGET
31700,2026-08-27 07:04:47.928,1,7719.5,EMA24,HOLD,TARGET
31706,2026-08-27 07:05:40.492,1,7721.5,EMA8,HOLD,STOP
31722,2026-08-27 07:07:27.932,-1,7714.25,EMA8,HOLD,STOP
31729,2026-08-27 07:08:22.492,-1,7715.5,EMA50,HOLD,TARGET
31760,2026-08-27 07:13:25.644,1,7719.25,EMA50,HOLD,TARGET
31773,2026-08-27 07:16:48.264,1,7720.5,EMA24,HOLD,TARGET
31778,2026-08-27 07:18:28.068,1,7723.0,PIN7,HOLD,TARGET
31783,2026-08-27 07:20:02.780,1,7723.5,EMA8,HOLD,TARGET
31786,2026-08-27 07:21:01.624,1,7726.25,PIN7,HOLD,STOP
31790,2026-08-27 07:22:06.456,1,7723.75,EMA24,HOLD,TARGET
31843,2026-08-27 07:36:50.584,1,7729.5,PIN7,HOLD,TARGET
31844,2026-08-27 07:37:07.932,1,7730.0,PIN7,HOLD,TARGET
31888,2026-08-27 07:49:51.540,1,7734.25,PIN,HOLD,TARGET
31921,2026-08-27 07:59:29.788,1,7735.5,PIN7,HOLD,TARGET
32186,2026-08-27 11:01:52.068,-1,7740.75,PIN7,HOLD,TARGET
32190,2026-08-27 11:02:18.828,-1,7737.75,PIN,HOLD,STOP
32192,2026-08-27 11:03:29.028,-1,7738.75,EMA8,HOLD,TARGET
32194,2026-08-27 11:04:11.016,-1,7739.0,EMA8,HOLD,TARGET
32208,2026-08-27 11:12:07.420,-1,7735.25,EMA8,HOLD,TARGET
32211,2026-08-27 11:13:17.364,-1,7734.75,EMA8,HOLD,TARGET
32213,2026-08-27 11:13:57.080,-1,7733.25,PIN7,HOLD,TARGET
32221,2026-08-27 11:16:20.984,-1,7733.0,EMA8,HOLD,STOP
32237,2026-08-27 11:26:33.700,-1,7730.25,PIN7,HOLD,TARGET
32238,2026-08-27 11:27:01.020,-1,7729.5,PIN7,HOLD,TARGET
32245,2026-08-27 11:29:02.884,-1,7726.25,EMA8,HOLD,TARGET
32287,2026-08-27 11:49:46.440,-1,7728.25,PIN7,HOLD,TARGET
32333,2026-08-27 12:15:41.932,1,7731.5,EMA50,HOLD,TARGET
32348,2026-08-27 12:26:08.756,1,7731.25,EMA50,HOLD,TARGET
32359,2026-08-27 12:33:42.088,1,7735.25,PIN7,HOLD,TARGET
32360,2026-08-27 12:34:39.128,1,7735.75,PIN7,HOLD,TARGET
32378,2026-08-27 12:50:40.340,1,7736.75,EMA24,HOLD,TARGET
32393,2026-08-27 12:55:12.044,1,7743.0,EMA8,HOLD,STOP
32395,2026-08-27 12:55:30.552,1,7742.75,EMA8,HOLD,TARGET
32397,2026-08-27 12:56:18.680,1,7741.75,EMA24,HOLD,TARGET
32898,2026-08-28 06:38:18.376,1,7751.0,EMA24,HOLD,TARGET
32900,2026-08-28 06:39:16.380,1,7750.75,EMA24,HOLD,TARGET
32919,2026-08-28 06:44:57.920,1,7755.25,EMA24,HOLD,STOP
33012,2026-08-28 07:00:00.488,-1,7743.75,EMA24,HOLD,STOP
33133,2026-08-28 07:00:15.744,1,7753.25,PIN7,HOLD,TARGET
33140,2026-08-28 07:00:19.516,1,7757.0,PIN7,HOLD,TARGET
33143,2026-08-28 07:00:20.956,1,7756.25,EMA8,HOLD,TARGET
33145,2026-08-28 07:00:22.072,1,7757.25,EMA8,HOLD,TARGET
33149,2026-08-28 07:00:23.412,1,7758.5,EMA8,HOLD,STOP
33162,2026-08-28 07:00:32.000,1,7755.0,EMA50,HOLD,TARGET
33167,2026-08-28 07:00:39.456,1,7758.0,PIN7,HOLD,TARGET
33168,2026-08-28 07:00:39.704,1,7758.75,PIN7,HOLD,TARGET
33198,2026-08-28 07:01:49.600,-1,7749.75,EMA8,HOLD,STOP
33200,2026-08-28 07:01:51.768,-1,7750.0,EMA8,HOLD,TARGET
33202,2026-08-28 07:01:53.808,-1,7749.75,EMA8,HOLD,STOP
33205,2026-08-28 07:02:09.844,-1,7751.0,EMA24,HOLD,TARGET
33220,2026-08-28 07:02:57.652,-1,7750.25,EMA50,HOLD,TARGET
33235,2026-08-28 07:03:52.036,-1,7745.5,EMA8,HOLD,TARGET
33239,2026-08-28 07:04:06.452,-1,7742.25,PIN7,HOLD,STOP
33242,2026-08-28 07:04:17.184,-1,7743.0,EMA8,HOLD,TARGET
33280,2026-08-28 07:06:31.036,-1,7736.25,PIN7,HOLD,STOP
33284,2026-08-28 07:06:52.520,-1,7736.75,EMA8,HOLD,TARGET
33290,2026-08-28 07:07:12.584,-1,7735.75,EMA8,HOLD,STOP
33294,2026-08-28 07:07:30.536,-1,7737.5,EMA24,HOLD,TARGET
33335,2026-08-28 07:10:46.692,-1,7736.25,PIN7,HOLD,TARGET
33336,2026-08-28 07:11:16.484,-1,7735.5,PIN7,HOLD,TARGET
33338,2026-08-28 07:11:31.348,-1,7736.0,EMA8,HOLD,TARGET
33341,2026-08-28 07:11:46.592,-1,7733.0,PIN7,HOLD,STOP
33342,2026-08-28 07:11:52.832,-1,7732.5,PIN7,HOLD,STOP
33351,2026-08-28 07:12:54.552,-1,7734.5,EMA24,HOLD,TARGET
33358,2026-08-28 07:13:33.236,-1,7728.5,PIN,HOLD,TARGET
33362,2026-08-28 07:14:03.996,-1,7728.5,EMA8,HOLD,STOP
33399,2026-08-28 07:17:46.304,1,7739.5,PIN7,HOLD,TARGET
33401,2026-08-28 07:18:10.060,1,7741.25,PIN,HOLD,TARGET
33405,2026-08-28 07:18:31.644,1,7741.25,EMA8,HOLD,TARGET
33407,2026-08-28 07:18:43.252,1,7743.5,PIN7,HOLD,TARGET
33411,2026-08-28 07:19:24.168,1,7744.5,PIN7,HOLD,TARGET
33415,2026-08-28 07:19:43.604,1,7745.0,EMA8,HOLD,TARGET
33472,2026-08-28 07:26:09.456,-1,7740.0,PIN7,HOLD,TARGET
33487,2026-08-28 07:27:42.952,-1,7737.5,PIN7,HOLD,TARGET
33494,2026-08-28 07:28:44.952,-1,7736.5,EMA8,HOLD,STOP
33502,2026-08-28 07:29:32.816,-1,7739.0,EMA50,HOLD,STOP
33536,2026-08-28 07:31:35.132,1,7743.5,PIN7,HOLD,STOP
33548,2026-08-28 07:32:23.584,1,7741.75,EMA50,HOLD,TARGET
33559,2026-08-28 07:33:42.908,1,7746.75,PIN7,HOLD,TARGET
33566,2026-08-28 07:34:31.848,1,7749.5,EMA8,HOLD,TARGET
33568,2026-08-28 07:34:47.396,1,7749.5,EMA8,HOLD,TARGET
33571,2026-08-28 07:35:25.568,1,7751.25,PIN7,HOLD,TARGET
33577,2026-08-28 07:36:15.276,1,7752.75,PIN7,HOLD,TARGET
33586,2026-08-28 07:37:43.952,1,7752.75,EMA8,HOLD,TARGET
33589,2026-08-28 07:38:14.104,1,7753.75,EMA8,HOLD,TARGET
33598,2026-08-28 07:40:16.532,1,7753.5,EMA24,HOLD,TARGET
33610,2026-08-28 07:42:52.428,1,7758.25,EMA8,HOLD,TARGET
33616,2026-08-28 07:43:56.116,1,7759.5,EMA8,HOLD,TARGET
33620,2026-08-28 07:44:33.828,1,7763.75,PIN,HOLD,TARGET
33621,2026-08-28 07:44:42.492,1,7764.5,PIN,HOLD,STOP
33627,2026-08-28 07:45:29.024,1,7764.5,EMA8,HOLD,STOP
33631,2026-08-28 07:46:09.628,1,7762.5,EMA24,HOLD,TARGET
33637,2026-08-28 07:47:08.924,1,7765.25,EMA8,HOLD,TARGET
33647,2026-08-28 07:50:20.836,1,7768.5,PIN7,HOLD,TARGET
33648,2026-08-28 07:50:25.360,1,7769.25,PIN7,HOLD,TARGET
33652,2026-08-28 07:51:32.292,1,7769.75,EMA8,HOLD,TARGET
33657,2026-08-28 07:52:30.424,1,7770.75,EMA8,HOLD,TARGET
33659,2026-08-28 07:53:01.616,1,7771.75,PIN7,HOLD,TARGET
33661,2026-08-28 07:53:12.428,1,7771.5,EMA8,HOLD,TARGET
33665,2026-08-28 07:54:02.320,1,7775.75,PIN,HOLD,TARGET
33670,2026-08-28 07:55:47.512,1,7775.5,EMA8,HOLD,TARGET
33672,2026-08-28 07:56:25.168,1,7777.5,PIN7,HOLD,TARGET
33676,2026-08-28 07:57:37.104,1,7777.75,EMA8,HOLD,TARGET
33678,2026-08-28 07:59:12.924,1,7778.75,PIN7,HOLD,TARGET
34528,2026-08-28 11:01:55.176,1,7723.75,EMA50,HOLD,TARGET
34537,2026-08-28 11:05:06.168,1,7724.75,EMA24,HOLD,TARGET
34543,2026-08-28 11:07:14.452,1,7724.5,EMA50,HOLD,TARGET
34597,2026-08-28 11:29:21.288,-1,7720.75,EMA50,HOLD,TARGET
34607,2026-08-28 11:32:42.864,-1,7720.5,EMA50,HOLD,STOP
34643,2026-08-28 11:51:04.068,-1,7713.5,PIN,HOLD,TARGET
34661,2026-08-28 11:59:46.716,-1,7716.0,EMA50,HOLD,TARGET
34688,2026-08-28 12:12:51.752,1,7721.5,EMA8,HOLD,NONE
34691,2026-08-28 12:14:26.916,1,7720.5,EMA24,HOLD,TARGET
34704,2026-08-28 12:22:03.272,1,7723.5,EMA8,HOLD,STOP
34709,2026-08-28 12:25:16.408,1,7722.75,EMA24,HOLD,TARGET
34732,2026-08-28 12:39:40.992,1,7724.0,PIN7,HOLD,TARGET
34759,2026-08-28 12:50:25.512,1,7726.0,EMA8,HOLD,STOP
34785,2026-08-28 12:56:40.660,1,7727.0,PIN7,HOLD,TARGET
34786,2026-08-28 12:57:14.780,1,7727.5,PIN7,HOLD,STOP
34813,2026-08-28 12:59:58.116,-1,7720.75,EMA8,HOLD,STOP
35869,2026-08-31 06:31:36.588,1,7701.25,EMA50,HOLD,TARGET
35892,2026-08-31 06:33:26.868,-1,7692.75,PIN,HOLD,TARGET
35893,2026-08-31 06:33:30.488,-1,7692.25,PIN7,HOLD,STOP
35902,2026-08-31 06:34:25.472,-1,7692.5,EMA8,HOLD,TARGET
35905,2026-08-31 06:34:56.056,-1,7691.75,EMA8,HOLD,TARGET
35930,2026-08-31 06:37:30.532,-1,7690.5,EMA50,HOLD,TARGET
35979,2026-08-31 06:43:55.208,-1,7687.5,EMA8,HOLD,TARGET
36124,2026-08-31 07:05:58.588,-1,7687.75,EMA50,HOLD,TARGET
36195,2026-08-31 07:25:13.844,-1,7676.25,PIN,HOLD,TARGET
36245,2026-08-31 07:41:20.552,1,7686.0,EMA8,HOLD,TARGET
36247,2026-08-31 07:41:45.384,1,7687.75,PIN7,HOLD,TARGET
36249,2026-08-31 07:42:27.436,1,7687.25,EMA8,HOLD,TARGET
36287,2026-08-31 07:55:27.204,1,7687.0,PIN7,HOLD,TARGET
36292,2026-08-31 07:56:43.872,1,7689.5,PIN7,HOLD,TARGET
36658,2026-08-31 11:38:07.212,-1,7684.25,PIN,HOLD,TARGET
36673,2026-08-31 11:45:11.620,-1,7680.75,EMA8,HOLD,STOP
36701,2026-08-31 12:10:01.120,1,7688.5,PIN7,HOLD,TARGET
36706,2026-08-31 12:13:47.980,1,7688.75,EMA8,HOLD,TARGET
36721,2026-08-31 12:26:38.088,1,7691.75,EMA8,HOLD,TARGET
36730,2026-08-31 12:31:13.152,1,7692.25,EMA24,HOLD,STOP
36733,2026-08-31 12:33:56.760,1,7691.0,EMA50,HOLD,TARGET
