bar,time,text_time,direction,entry,early,result,won,tail,body,finish,s8,s24,s50,gap824,gap2450,body_distance8,bar_distance8,close_extension,prior_streak
1408,63921424507,2026-08-03 07:15:07.836,1,7591.5,True,TARGET,True,4.0,1.0,0.0,48.690791,25.537573,21.075507,2.3344880000004196,4.109391999998479,4.209603999999672,0.20960399999967194,2.0,3
1409,63921424532,2026-08-03 07:15:32.676,1,7592.0,True,TARGET,True,4.0,1.0,0.0,55.911481,33.140183,25.400199,3.1730999999999767,4.337488000001031,4.607467999998335,0.6074679999983346,2.0,4
1410,63921424560,2026-08-03 07:16:00.104,1,7592.5,True,TARGET,True,4.0,1.0,0.0,57.893152,37.258807,28.131161,4.001199999998789,4.607072000002518,4.916919999999664,0.9169199999996636,2.0,4
1413,63921424613,2026-08-03 07:16:53.480,1,7595.25,True,TARGET,True,3.0,2.0,0.0,68.19292,52.676031,40.033668,7.564399999999296,6.021412000001874,7.419072000000597,4.419072000000597,3.0,4
1424,63921424913,2026-08-03 07:21:53.416,1,7596.5,True,TARGET,True,3.0,2.0,0.0,25.473473,36.344601,34.313553,6.879363999996713,8.39121200000227,2.026484000001801,-0.9735159999981988,3.0,1
1428,63921425036,2026-08-03 07:23:56.052,1,7598.5,True,TARGET,True,5.0,0.0,0.0,59.778466,49.7723,42.56783,8.22074799999973,9.216367999997601,6.426092000001518,1.4260920000015176,1.0,2
1444,63921425472,2026-08-03 07:31:12.984,1,7597.5,True,TARGET,True,5.0,0.0,0.0,-1.698166,9.140924,21.091871,1.9398399999990943,7.418888000000152,1.0090479999998934,-3.9909520000001066,1.0,2
1477,63921426698,2026-08-03 07:51:38.272,1,7602.0,True,TARGET,True,3.0,2.0,0.0,24.138311,17.361721,21.57874,2.436388000001898,6.0911919999998645,1.697199999998702,-1.302800000001298,3.0,1
1485,63921426936,2026-08-03 07:55:36.664,1,7603.0,True,TARGET,True,3.0,2.0,0.0,25.830242,23.694255,24.279592,3.5164799999984098,6.024500000003172,1.0313679999999295,-1.9686320000000705,3.0,1
1489,63921427138,2026-08-03 07:58:58.816,1,7605.0,True,TARGET,True,4.0,1.0,0.0,59.76902,45.944509,37.347315,6.282712000000174,7.029704000000493,3.3207320000001346,-0.6792679999998654,0.0,0
1490,63921427187,2026-08-03 07:59:47.844,1,7605.5,True,STOP,False,4.0,1.0,0.0,54.631371,44.348407,36.732069,6.679044000000431,7.268051999999443,3.9161239999993995,-0.08387600000060047,2.0,1
1491,63921427247,2026-08-03 08:00:47.420,1,7606.25,True,STOP,False,3.0,2.0,0.0,55.702454,45.920041,38.037597,7.270571999997628,7.5782840000028955,4.156984000001103,1.1569840000011027,3.0,2
1520,63921428106,2026-08-03 08:15:06.628,1,7603.0,True,TARGET,True,4.0,1.0,0.0,13.466527,2.122207,4.278016,0.07749600000170176,1.4547399999974004,1.8145199999999022,-2.185480000000098,2.0,1
1525,63921428400,2026-08-03 08:20:00.136,1,7606.0,True,TARGET,True,3.0,2.0,0.0,58.490835,38.094578,25.104793,4.309247999997751,2.848836000001029,5.1051120000011,2.1051120000010997,3.0,2
1528,63921428447,2026-08-03 08:20:47.176,1,7607.25,True,TARGET,True,3.0,2.0,0.0,64.785559,50.403338,35.968012,7.053599999999278,4.2985719999996945,3.7339560000000347,0.7339560000000347,1.0,0
1530,63921428502,2026-08-03 08:21:42.040,1,7607.0,True,TARGET,True,3.0,2.0,0.0,48.032473,43.520452,32.301534,7.013999999999214,4.836296000001312,1.0365879999990284,-1.9634120000009716,1.0,0
1546,63921428794,2026-08-03 08:26:34.156,1,7607.5,True,STOP,False,3.0,2.0,0.0,18.201245,13.764199,17.044,2.0920680000017455,4.727603999999701,1.6330119999984163,-1.3669880000015837,3.0,1
1572,63921429513,2026-08-03 08:38:33.744,1,7606.5,True,TARGET,True,4.0,1.0,0.0,25.426046,12.730496,8.767447,1.3900240000002668,1.3155960000003688,2.1895799999983865,-1.8104200000016135,2.0,1
1582,63921429940,2026-08-03 08:45:40.208,1,7610.0,True,TARGET,True,3.0,2.0,0.0,36.98627,35.79868,26.575229,5.987600000000384,4.256756000002497,2.7642999999989115,-0.23570000000108848,3.0,1
1586,63921430160,2026-08-03 08:49:20.752,1,7612.25,True,TARGET,True,4.0,1.0,0.0,60.282249,50.769727,38.733486,8.47867199999746,6.00032000000283,5.33868000000075,1.3386800000007497,2.0,1
1589,63921430245,2026-08-03 08:50:45.028,1,7613.25,True,STOP,False,4.0,1.0,0.0,55.234533,50.280636,39.964876,9.18962399999873,7.097187999999733,5.016692000001058,1.0166920000010577,2.0,1
1592,63921430436,2026-08-03 08:53:56.200,1,7613.25,True,STOP,False,5.0,0.0,0.0,39.525246,45.198816,37.953142,8.64396399999896,7.778172000002087,3.54146000000037,-1.4585399999996298,1.0,1
1618,63921432086,2026-08-03 09:21:26.720,1,7613.5,True,TARGET,True,3.0,2.0,0.0,58.120825,32.340549,25.311403,2.4553280000000086,4.458075999998982,2.86657600000035,-0.13342399999964982,1.0,0
