bar,time,text_time,direction,entry,early,result,won,tail,body,finish,s8,s24,s50,gap824,gap2450,body_distance8,bar_distance8,close_extension,prior_streak
11701,63921991493,2026-08-09 20:44:53.640,1,7785.75,True,STOP,False,3.0,2.0,0.0,65.784269,53.311266,43.805413,8.674783999998908,8.513244000001578,6.937691999999515,3.9376919999995152,3.0,4
11714,63921993983,2026-08-09 21:26:23.308,1,7787.75,True,STOP,False,3.0,2.0,0.0,60.386538,48.708838,42.179904,7.711651999998139,9.399520000002667,5.446572000000742,2.4465720000007423,3.0,2
11736,63922000230,2026-08-09 23:10:30.492,1,7792.0,True,STOP,False,3.0,2.0,0.0,59.640791,49.144255,43.18545,8.088471999999456,9.99195200000031,5.56153600000107,2.5615360000010696,3.0,2
11775,63922005388,2026-08-10 00:36:28.068,1,7793.0,True,TARGET,True,4.0,1.0,0.0,64.940968,51.748658,37.660182,8.064256000001478,4.8685199999999895,7.131539999998495,3.1315399999984947,2.0,2
11777,63922005912,2026-08-10 00:45:12.500,1,7794.25,True,TARGET,True,5.0,0.0,0.0,67.764368,56.833893,43.292004,9.897111999998742,6.084092000000965,8.116612000001624,3.1166120000016235,1.0,4
11837,63922016212,2026-08-10 03:36:52.496,-1,7787.75,True,TARGET,True,4.0,1.0,0.0,38.257151,26.68872,16.856324,3.5288839999993797,1.90807599999971,3.27825600000142,-0.72174399999858,2.0,3
11839,63922016413,2026-08-10 03:40:13.792,-1,7786.0,True,TARGET,True,3.0,2.0,0.0,59.823812,42.327866,27.606531,5.412395999999717,2.7893960000001243,5.341167999999016,2.3411679999990156,3.0,4
11844,63922017479,2026-08-10 03:57:59.392,-1,7785.25,True,TARGET,True,4.0,1.0,0.0,47.363656,40.588446,29.352118,6.472836000000825,4.273204000000987,4.071515999999974,0.07151599999997416,2.0,2
11852,63922017831,2026-08-10 04:03:51.584,-1,7781.75,True,TARGET,True,3.0,2.0,0.0,62.801947,52.845417,41.45264,9.124683999998524,6.951403999999457,5.944004000000859,2.9440040000008594,3.0,2
11855,63922018345,2026-08-10 04:12:25.804,-1,7780.5,True,TARGET,True,4.0,1.0,0.0,63.321243,56.109187,45.584432,10.62902000000031,8.355584000000817,5.973652000000584,1.973652000000584,2.0,4
11884,63922021129,2026-08-10 04:58:49.372,-1,7782.0,True,STOP,False,5.0,-0.0,0.0,14.169414,18.213947,18.80686,3.0667839999987336,4.610204000000522,2.2688920000000508,-2.7311079999999492,1.0,1
11897,63922022163,2026-08-10 05:16:03.888,-1,7780.25,True,TARGET,True,3.0,2.0,0.0,63.562713,35.626951,24.751861,2.638043999999354,3.3971920000003593,6.371824000001652,3.371824000001652,3.0,4
11900,63922022494,2026-08-10 05:21:34.468,-1,7779.25,True,TARGET,True,3.0,2.0,0.0,60.764722,42.639948,30.790555,5.235655999997107,4.372008000002097,5.011708000001818,2.0117080000018177,3.0,1
11901,63922022533,2026-08-10 05:22:13.020,-1,7778.75,True,TARGET,True,4.0,1.0,0.0,62.34276,45.953077,33.585394,6.098468000000139,4.781624000002921,6.009107999998378,2.0091079999983776,2.0,2
11902,63922022604,2026-08-10 05:23:24.992,-1,7778.5,True,TARGET,True,5.0,-0.0,0.0,62.592565,48.013217,35.618643,6.749663999999029,5.169475999999122,6.229304000000411,1.2293040000004112,1.0,3
11907,63922023054,2026-08-10 05:30:54.580,-1,7777.75,True,TARGET,True,5.0,-0.0,0.0,37.65306,42.003544,34.443379,7.61088799999925,6.672796000002563,3.144963999999163,-1.8550360000008368,1.0,1
11911,63922023387,2026-08-10 05:36:27.352,-1,7774.0,True,TARGET,True,4.0,1.0,0.0,68.190634,58.3539,47.51327,10.789740000000165,8.645911999999953,7.837992000000668,3.8379920000006678,2.0,4
11913,63922023515,2026-08-10 05:38:35.240,-1,7775.0,True,TARGET,True,5.0,-0.0,0.0,56.941498,54.337929,45.550316,10.39986399999907,9.215768000001844,2.753848000000289,-2.246151999999711,-1.0,0
11920,63922024200,2026-08-10 05:50:00.372,-1,7773.75,True,TARGET,True,3.0,2.0,0.0,7.302619,36.824647,37.330284,7.944915999996738,10.139264000001276,1.098096000001533,-1.901903999998467,3.0,1
11922,63922024379,2026-08-10 05:52:59.020,-1,7772.0,True,STOP,False,3.0,2.0,0.0,55.444761,49.486461,44.21188,8.865160000001197,10.635871999998926,4.627243999999337,1.6272439999993367,3.0,3
11924,63922024684,2026-08-10 05:58:04.704,-1,7772.75,True,STOP,False,3.0,2.0,0.0,46.430265,46.779618,43.098433,8.280072000001383,10.740367999998853,0.36709999999948195,-2.632900000000518,1.0,0
11952,63922026331,2026-08-10 06:25:31.056,-1,7773.25,True,TARGET,True,4.0,1.0,0.0,11.027509,15.960102,18.224856,2.8239919999978156,4.813676000001578,1.6956720000016503,-2.3043279999983497,2.0,1
11954,63922026440,2026-08-10 06:27:20.080,-1,7771.0,True,STOP,False,3.0,2.0,0.0,58.377735,39.685782,30.898323,4.916559999997844,5.449523999999656,5.593680000001768,2.5936800000017683,3.0,3
11984,63922026643,2026-08-10 06:30:43.460,1,7777.5,True,TARGET,True,5.0,0.0,0.0,24.185921,25.448705,15.302358,3.988207999998849,1.4570720000010624,2.28535600000032,-2.71464399999968,1.0,1
11991,63922026687,2026-08-10 06:31:27.164,1,7780.5,True,TARGET,True,4.0,1.0,0.0,50.397472,43.316523,30.62567,6.9512160000012955,4.032811999997648,3.890508000000409,-0.10949199999959092,2.0,1
11992,63922026695,2026-08-10 06:31:35.164,1,7781.25,True,STOP,False,3.0,2.0,0.0,55.566005,46.509547,33.436411,7.517324000000372,4.47997199999736,4.137060000000929,1.137060000000929,3.0,2
12004,63922026799,2026-08-10 06:33:19.172,1,7782.0,True,TARGET,True,4.0,1.0,0.0,12.793036,28.905196,26.929381,5.547599999998056,6.20870400000058,1.7814800000014657,-2.2185199999985343,2.0,1
12022,63922026925,2026-08-10 06:35:25.900,-1,7773.75,True,TARGET,True,3.0,2.0,0.0,3.390258,35.907432,23.755769,7.815927999999985,2.798376000002463,0.6605119999985618,-2.339488000001438,3.0,1
12049,63922027077,2026-08-10 06:37:57.512,-1,7774.75,True,TARGET,True,4.0,1.0,0.0,1.942402,4.433172,6.45357,0.948499999998603,1.9005839999990712,0.7588040000009642,-3.241195999999036,2.0,1
12056,63922027162,2026-08-10 06:39:22.584,-1,7771.75,True,STOP,False,4.0,1.0,0.0,52.602622,35.903412,24.919085,4.531599999998434,3.3884760000000824,4.917108000001463,0.9171080000014626,2.0,2
12068,63922027280,2026-08-10 06:41:20.900,-1,7773.25,True,STOP,False,5.0,-0.0,0.0,19.298351,14.622127,13.907562,1.7621880000006058,3.0569680000007793,0.3531519999996817,-4.646848000000318,-1.0,0
12069,63922027292,2026-08-10 06:41:32.304,-1,7773.0,True,STOP,False,5.0,-0.0,0.0,15.234932,13.496897,13.382164,1.813664000001154,3.064143999999942,1.052451999999903,-3.947548000000097,1.0,1
12080,63922027387,2026-08-10 06:43:07.480,1,7776.75,True,STOP,False,3.0,2.0,0.0,41.130418,30.497052,15.472255,3.9471360000025015,0.3100319999975909,0.9083319999990636,-2.0916680000009364,1.0,0
12088,63922027437,2026-08-10 06:43:57.296,1,7776.0,True,STOP,False,5.0,0.0,0.0,11.722886,9.478378,5.345655,1.4235440000011295,0.49624799999946845,1.8951400000005378,-3.104859999999462,1.0,1
12100,63922027521,2026-08-10 06:45:21.556,1,7777.0,True,STOP,False,4.0,1.0,0.0,51.7666,21.434411,10.929001,1.1371800000015355,0.49901600000157487,4.813623999998526,0.8136239999985264,2.0,3
12120,63922027774,2026-08-10 06:49:34.088,1,7778.0,True,TARGET,True,4.0,1.0,0.0,58.376814,37.123842,22.423449,3.608639999998559,1.7041400000016438,3.0753880000011122,-0.9246119999988878,0.0,0
12169,63922028153,2026-08-10 06:55:53.500,1,7778.25,True,TARGET,True,5.0,0.0,0.0,6.442824,21.875418,15.082708,4.047279999998864,2.1311879999993835,1.135232000000542,-3.864767999999458,1.0,1
12184,63922028385,2026-08-10 06:59:45.384,1,7781.0,True,TARGET,True,3.0,2.0,0.0,23.346856,29.558187,23.797801,5.062224000001152,4.447540000001027,1.1454799999992247,-1.8545200000007753,3.0,1
12188,63922028427,2026-08-10 07:00:27.148,1,7782.75,True,TARGET,True,5.0,0.0,0.0,50.859628,42.37889,32.759115,6.622328000001289,5.57802399999855,4.8714079999990645,-0.1285920000009355,1.0,1
12220,63922029041,2026-08-10 07:10:41.420,1,7788.75,True,STOP,False,3.0,2.0,0.0,65.979824,51.179417,41.219214,7.571928000001208,7.606056000000535,6.992183999998815,3.992183999998815,3.0,3
12224,63922029167,2026-08-10 07:12:47.032,1,7787.5,True,TARGET,True,3.0,2.0,0.0,8.907408,31.594038,31.254069,6.301179999998567,7.844639999999345,0.4126240000005055,-2.5873759999994945,3.0,1
12234,63922029571,2026-08-10 07:19:31.920,1,7788.75,True,TARGET,True,3.0,2.0,0.0,9.641556,22.211185,27.106259,4.240067999999155,7.833127999998396,1.2093520000016724,-1.7906479999983276,3.0,1
12253,63922030021,2026-08-10 07:27:01.424,1,7788.25,True,TARGET,True,4.0,1.0,0.0,52.547945,22.237052,19.552297,0.7312839999976859,4.011539999999513,1.9723960000010266,-2.0276039999989734,0.0,0
12257,63922030138,2026-08-10 07:28:58.888,1,7789.25,True,TARGET,True,4.0,1.0,0.0,33.531406,20.98141,19.337744,2.501956000000064,4.266088000000309,2.434951999999612,-1.5650480000003881,2.0,1
12258,63922030161,2026-08-10 07:29:21.308,1,7789.75,True,TARGET,True,4.0,1.0,0.0,43.826616,27.149317,22.567964,3.074771999999939,4.422492000001512,3.227183999999397,-0.7728160000006028,2.0,2
12282,63922030815,2026-08-10 07:40:15.356,1,7790.75,True,TARGET,True,4.0,1.0,0.0,-13.504489,-3.965358,8.59087,0.12908000000243192,4.343659999998636,0.028171999998448882,-3.971828000001551,2.0,2
12319,63922031751,2026-08-10 07:55:51.924,-1,7784.75,True,STOP,False,3.0,2.0,0.0,32.743669,45.875306,33.485407,9.499620000002324,4.76685599999837,2.2168759999985923,-0.7831240000014077,3.0,1
12329,63922031965,2026-08-10 07:59:25.072,-1,7784.0,True,TARGET,True,3.0,2.0,0.0,43.051159,36.947356,30.117424,5.779443999999785,5.795108000002074,2.99294799999916,-0.007052000000840053,3.0,1
12335,63922032015,2026-08-10 08:00:15.604,-1,7781.0,True,TARGET,True,3.0,2.0,0.0,60.367281,50.895126,41.1436,8.682796000000963,7.669563999999809,5.442903999999544,2.442903999999544,3.0,1
12376,63922032744,2026-08-10 08:12:24.288,-1,7783.0,True,TARGET,True,5.0,-0.0,0.0,8.795731,7.851152,8.81967,1.3616080000028887,2.2802599999995437,2.262223999998241,-2.737776000001759,1.0,2
12393,63922033161,2026-08-10 08:19:21.132,1,7786.5,True,TARGET,True,4.0,1.0,0.0,8.665232,14.677578,9.201642,2.579064000001381,1.1041239999976824,1.074663999999757,-2.925336000000243,2.0,1
12408,63922033579,2026-08-10 08:26:19.364,-1,7781.75,True,STOP,False,4.0,1.0,0.0,67.485017,43.044529,23.119666,3.856315999997605,0.30024000000048545,8.1150000000016,4.115000000001601,2.0,3
12418,63922033878,2026-08-10 08:31:18.260,-1,7783.25,True,TARGET,True,3.0,2.0,0.0,3.961918,7.322111,5.891757,1.5546119999999064,1.172204000002239,0.9411079999990761,-2.058892000000924,3.0,1
12423,63922034014,2026-08-10 08:33:34.856,-1,7781.75,True,TARGET,True,3.0,2.0,0.0,47.967314,32.967878,21.38734,3.9473519999992277,2.3823039999988396,1.5375920000005863,-1.4624079999994137,1.0,0
12424,63922034052,2026-08-10 08:34:12.248,-1,7781.25,True,TARGET,True,4.0,1.0,0.0,47.3356,34.087074,22.56279,4.419136000000435,2.6757160000015574,3.307015999998839,-0.6929840000011609,2.0,1
12425,63922034076,2026-08-10 08:34:36.860,-1,7780.5,True,TARGET,True,3.0,2.0,0.0,52.182202,38.046172,25.530792,5.104827999999543,3.0490280000012717,3.683231999999407,0.683231999999407,3.0,2
12426,63922034123,2026-08-10 08:35:23.892,-1,7780.25,True,TARGET,True,5.0,-0.0,0.0,55.343092,41.347049,28.250738,5.64694000000236,3.410227999997005,5.198071999999229,0.19807199999922886,1.0,3
12458,63922035180,2026-08-10 08:53:00.316,1,7788.0,True,TARGET,True,3.0,2.0,0.0,69.036063,52.219716,33.176363,7.095012000001589,1.8786359999976412,7.968103999999585,4.968103999999585,3.0,4
12459,63922035244,2026-08-10 08:54:04.184,1,7788.75,True,TARGET,True,3.0,2.0,0.0,70.632562,55.958252,37.666149,8.37176399999953,2.623220000001311,8.086304000000382,5.086304000000382,3.0,4
12460,63922035272,2026-08-10 08:54:32.124,1,7789.25,True,TARGET,True,4.0,1.0,0.0,70.379986,57.590129,40.239481,9.420964000000822,3.354719999999361,8.400455999999394,4.400455999999394,2.0,4
12467,63922035629,2026-08-10 09:00:29.444,1,7790.75,True,STOP,False,5.0,0.0,0.0,60.239561,53.50801,41.129857,9.925492000002123,6.3614679999991495,6.511955999998463,1.511955999998463,1.0,2
12499,63922037278,2026-08-10 09:27:58.396,-1,7781.75,True,TARGET,True,3.0,2.0,0.0,43.40709,28.020693,17.843084,3.478719999999157,2.056455999998434,3.2780280000006314,0.27802800000063144,3.0,3
12501,63922037384,2026-08-10 09:29:44.768,-1,7781.25,True,TARGET,True,3.0,2.0,0.0,54.529558,37.955337,24.843033,4.602516000002652,2.6875199999994948,2.575595999998768,-0.4244040000012319,1.0,4
12503,63922037461,2026-08-10 09:31:01.120,-1,7779.75,True,TARGET,True,5.0,-0.0,0.0,60.546267,45.52844,31.249162,6.349931999997352,3.609204000000318,6.570424000001367,1.570424000001367,1.0,4
12509,63922037519,2026-08-10 09:31:59.700,-1,7775.0,True,TARGET,True,3.0,2.0,0.0,73.246888,61.919148,48.367112,11.415951999999379,6.812432000002445,10.119999999998981,7.119999999998981,3.0,4
12528,63922037519,2026-08-10 09:31:59.896,-1,7769.0,True,TARGET,True,4.0,1.0,0.0,62.374816,59.407984,53.644347,12.708264000000781,14.094327999999223,3.8398720000004687,-0.1601279999995313,-0.0,0
12532,63922037519,2026-08-10 09:31:59.944,-1,7766.75,True,TARGET,True,5.0,-0.0,0.0,65.649779,62.386743,56.74989,14.126804000003176,15.661499999998341,4.802243999998609,-0.19775600000139093,-1.0,0
12549,63922037522,2026-08-10 09:32:02.412,-1,7765.5,True,STOP,False,4.0,1.0,0.0,38.58806,32.573538,39.907565,4.941200000001118,13.018936000000394,3.3033399999985704,-0.6966600000014296,2.0,2
12573,63922037597,2026-08-10 09:33:17.008,1,7774.25,True,TARGET,True,4.0,1.0,0.0,-7.737115,26.466273,16.068514,5.837783999999374,1.579303999998956,0.30620400000043446,-3.6937959999995655,2.0,1
12576,63922037648,2026-08-10 09:34:08.120,1,7774.75,True,TARGET,True,4.0,1.0,0.0,11.279573,26.107967,17.052178,4.9659279999978025,2.1293280000027153,1.707856000000902,-2.292143999999098,2.0,1
12581,63922037723,2026-08-10 09:35:23.048,1,7774.75,True,TARGET,True,3.0,2.0,0.0,5.613135,18.926038,14.700555,3.584020000002056,2.6113359999981185,0.2568199999986973,-2.7431800000013027,3.0,1
12609,63922038362,2026-08-10 09:46:02.060,-1,7767.0,True,STOP,False,4.0,1.0,0.0,52.048921,48.505816,35.49886,8.515203999999358,4.847411999999167,2.4180840000008175,-1.5819159999991825,-0.0,0
12629,63922038977,2026-08-10 09:56:17.708,1,7773.0,True,TARGET,True,4.0,1.0,0.0,52.571797,34.800262,17.498757,3.7490360000010696,0.05274799999824609,1.975399999999354,-2.024600000000646,0.0,0
12631,63922039037,2026-08-10 09:57:17.924,1,7774.75,True,TARGET,True,3.0,2.0,0.0,54.924773,39.488604,22.17847,5.284144000001106,0.9936799999995856,4.553019999999378,1.5530199999993783,3.0,2
12632,63922039097,2026-08-10 09:58:17.824,1,7775.25,True,TARGET,True,4.0,1.0,0.0,60.594975,44.945006,26.990416,6.077843999999459,1.5190480000019306,5.65234799999962,1.6523479999996198,2.0,3
12647,63922039759,2026-08-10 10:09:19.080,1,7777.0,True,TARGET,True,4.0,1.0,0.0,60.378909,39.744296,27.91202,4.517360000001645,3.800144000000728,6.372579999999289,2.3725799999992887,2.0,3
12667,63922041034,2026-08-10 10:30:34.072,1,7778.75,True,STOP,False,3.0,2.0,0.0,34.871061,19.35864,20.555524,2.3379879999993136,5.242612000001827,3.1219359999995504,0.1219359999995504,3.0,2
12668,63922041080,2026-08-10 10:31:20.888,1,7779.25,True,STOP,False,4.0,1.0,0.0,53.609063,31.656746,26.751531,3.1638480000001437,5.422836000001553,4.539283999998588,0.5392839999985881,2.0,3
12711,63922044251,2026-08-10 11:24:11.420,-1,7772.5,True,TARGET,True,5.0,-0.0,0.0,22.21916,19.466188,12.663017,2.9084600000023784,1.6263679999974556,2.6847879999986617,-2.3152120000013383,1.0,1
12714,63922044602,2026-08-10 11:30:02.064,-1,7771.5,True,TARGET,True,3.0,2.0,0.0,34.735011,25.459377,16.741871,3.5601519999981974,2.1522560000012163,2.604776000000129,-0.395223999999871,3.0,1
12742,63922046619,2026-08-10 12:03:39.052,1,7779.25,True,TARGET,True,3.0,2.0,0.0,34.376354,37.987236,27.630823,6.802304000000731,4.17318399999931,2.580175999999483,-0.4198240000005171,3.0,1
12753,63922047861,2026-08-10 12:24:21.896,1,7780.25,True,STOP,False,5.0,0.0,0.0,8.835428,27.892663,26.275645,5.3871799999978975,6.085156000001007,1.7563440000012633,-3.2436559999987367,1.0,1
12782,63922049509,2026-08-10 12:51:49.560,-1,7772.25,True,TARGET,True,3.0,2.0,0.0,67.544238,48.491834,29.248815,5.912508000001253,1.3623479999987467,7.460259999999835,4.460259999999835,3.0,3
12796,63922049840,2026-08-10 12:57:20.016,-1,7771.0,True,STOP,False,3.0,2.0,0.0,51.553546,35.895847,26.69569,4.716932000002998,4.305547999996634,4.368171999998594,1.3681719999985944,3.0,2
12838,63922057200,2026-08-10 15:00:00.844,1,7779.0,True,TARGET,True,3.0,2.0,0.0,56.584517,34.767706,20.329653,3.6882560000012745,1.4916559999983292,5.776276000000507,2.7762760000005073,6.0,1
12840,63922057219,2026-08-10 15:00:19.588,1,7780.75,True,STOP,False,3.0,2.0,0.0,68.305612,50.290263,33.027787,6.3919239999995625,2.685543999999936,7.457256000001507,4.457256000001507,3.0,3
12903,63922065697,2026-08-10 17:21:37.976,1,7775.5,True,TARGET,True,3.0,2.0,0.0,6.280162,26.602587,15.785227,5.271803999999975,1.436863999999332,0.5420760000015434,-2.4579239999984566,3.0,1
12911,63922066977,2026-08-10 17:42:57.836,1,7778.5,True,TARGET,True,5.0,0.0,0.0,52.511891,46.208325,33.23098,7.697112000001653,4.446188000001712,4.563719999998284,-0.43628000000171596,1.0,1
12919,63922068587,2026-08-10 18:09:47.360,1,7779.75,True,TARGET,True,4.0,1.0,0.0,-3.061387,31.839539,29.381517,7.022068000002037,6.7777919999971346,1.0335919999997714,-2.9664080000002286,2.0,1
12923,63922068798,2026-08-10 18:13:18.792,1,7784.0,True,TARGET,True,3.0,2.0,0.0,68.940323,58.116469,47.329469,10.428847999999562,8.653612000001885,7.679567999999563,4.679567999999563,3.0,4
12938,63922070881,2026-08-10 18:48:01.512,1,7785.25,True,TARGET,True,4.0,1.0,0.0,11.383248,32.242485,36.212541,6.44609599999967,10.654707999998209,1.7128760000014154,-2.2871239999985846,2.0,1
12939,63922070967,2026-08-10 18:49:27.832,1,7786.0,True,STOP,False,3.0,2.0,0.0,39.463177,39.362306,39.391398,6.742903999998816,10.732771999999386,2.4433480000006966,-0.5566519999993034,3.0,2
12957,63922077454,2026-08-10 20:37:34.452,1,7788.0,True,TARGET,True,4.0,1.0,0.0,59.937647,47.596286,41.143258,6.7442599999994854,8.940112000000227,2.5901799999992363,-1.4098200000007637,0.0,0
12959,63922078486,2026-08-10 20:54:46.020,1,7788.0,True,TARGET,True,3.0,2.0,0.0,37.128985,38.804117,36.638509,6.475991999999678,9.009475999999268,0.34467600000061793,-2.655323999999382,1.0,0
12964,63922080686,2026-08-10 21:31:26.500,1,7788.75,True,STOP,False,3.0,2.0,0.0,24.444987,29.6007,31.740237,5.167664000000514,8.657372000001487,1.9682639999991807,-1.0317360000008193,3.0,1
13013,63922089208,2026-08-10 23:53:28.720,-1,7774.0,True,STOP,False,3.0,2.0,0.0,35.629094,27.023566,30.689323,3.8561119999976654,8.680120000000898,2.6670520000006945,-0.33294799999930547,3.0,1
13014,63922089291,2026-08-10 23:54:51.968,-1,7773.25,True,STOP,False,3.0,2.0,0.0,52.392449,36.349605,35.028488,4.63804799999707,8.809683999999834,3.9632640000018,0.9632640000018,3.0,2
13025,63922090179,2026-08-11 00:09:39.188,-1,7772.75,True,STOP,False,3.0,2.0,0.0,57.127235,38.292106,33.645903,4.267096000003221,7.339099999997416,2.70531199999823,-0.29468800000177,1.0,0
13032,63922090957,2026-08-11 00:22:37.756,-1,7772.0,True,TARGET,True,4.0,1.0,0.0,46.18312,30.479997,28.713179,3.8633240000017395,6.789047999998729,4.462171999999555,0.46217199999955483,2.0,2
13072,63922094604,2026-08-11 01:23:24.112,-1,7770.5,True,STOP,False,4.0,1.0,0.0,56.824669,47.886493,33.014485,7.923591999999189,3.6963439999999537,5.253772000000026,1.2537720000000263,2.0,1
13112,63922098660,2026-08-11 02:31:00.388,1,7778.25,True,TARGET,True,3.0,2.0,0.0,45.998026,31.309834,19.77753,4.094992000002094,2.154207999999926,3.7706919999982347,0.7706919999982347,3.0,2
13113,63922098748,2026-08-11 02:32:28.492,1,7779.0,True,TARGET,True,3.0,2.0,0.0,58.316347,40.461472,26.071066,5.0147799999977,2.5944479999998293,4.821648000001005,1.8216480000010051,3.0,3
13115,63922098772,2026-08-11 02:32:52.516,1,7778.0,True,TARGET,True,4.0,1.0,0.0,45.602518,36.660684,24.87687,4.92583200000081,2.996052000002237,0.7069239999982528,-3.293076000001747,0.0,0
13119,63922099669,2026-08-11 02:47:49.892,1,7779.5,True,STOP,False,3.0,2.0,0.0,50.503203,42.375903,30.653798,6.246060000001307,4.271275999999489,0.7990119999994931,-2.200988000000507,1.0,0
13128,63922101758,2026-08-11 03:22:38.776,1,7780.25,True,TARGET,True,3.0,2.0,0.0,56.831879,33.294127,24.29524,3.2883919999985665,3.8030560000006517,5.089088000000629,2.089088000000629,3.0,3
13130,63922101788,2026-08-11 03:23:08.400,1,7782.0,True,TARGET,True,4.0,1.0,0.0,67.508929,48.779256,35.401246,5.9867879999983415,4.7717479999992065,7.868708000001789,3.8687080000017886,2.0,4
13131,63922101880,2026-08-11 03:24:40.632,1,7782.75,True,TARGET,True,3.0,2.0,0.0,69.104004,52.786497,39.12988,7.195840000000317,5.312844000000041,7.231216000000131,4.231216000000131,3.0,4
13132,63922101914,2026-08-11 03:25:14.176,1,7783.0,True,TARGET,True,5.0,0.0,0.0,68.052812,53.902386,40.6979,8.07528000000093,5.815247999998974,7.957611999998335,2.957611999998335,1.0,4
13135,63922102000,2026-08-11 03:26:40.732,1,7784.75,True,TARGET,True,3.0,2.0,0.0,68.491607,58.813089,46.746168,10.731808000000456,7.582728000001225,5.344939999999042,2.344939999999042,1.0,0
13136,63922102062,2026-08-11 03:27:42.140,1,7785.5,True,TARGET,True,3.0,2.0,0.0,66.22469,58.416886,47.029986,11.344544000003225,8.144963999999163,6.046063999998296,3.046063999998296,3.0,1
13147,63922103315,2026-08-11 03:48:35.624,1,7785.5,True,TARGET,True,3.0,2.0,0.0,34.299969,33.905877,34.027466,5.659012000000075,8.891476000000694,2.5749639999994542,-0.42503600000054576,3.0,3
13150,63922104065,2026-08-11 04:01:05.716,1,7786.25,True,TARGET,True,3.0,2.0,0.0,43.230692,38.302593,36.355739,6.109752000000299,9.05273600000146,2.754747999999381,-0.24525200000061886,3.0,1
13152,63922104067,2026-08-11 04:01:07.044,1,7788.5,True,TARGET,True,3.0,2.0,0.0,64.444403,51.526695,44.259717,8.194820000000618,9.772607999999309,6.839292000000569,3.839292000000569,3.0,3
13158,63922104077,2026-08-11 04:01:17.904,1,7791.5,True,TARGET,True,4.0,1.0,0.0,63.716662,60.984766,53.759413,13.372584000000643,12.995975999998336,3.128364000000147,-0.8716359999998531,0.0,0
13161,63922104085,2026-08-11 04:01:25.928,1,7792.25,True,TARGET,True,3.0,2.0,0.0,37.654752,52.018067,48.758412,11.845140000001265,13.416443999998592,2.813483999998425,-0.18651600000157487,3.0,1
13164,63922104095,2026-08-11 04:01:35.668,1,7792.5,True,TARGET,True,3.0,2.0,0.0,32.17705,48.143839,47.0289,10.383959999999206,13.544784000001528,1.9259600000004866,-1.0740399999995134,3.0,1
13187,63922104278,2026-08-11 04:04:38.092,1,7794.75,True,STOP,False,4.0,1.0,0.0,49.179403,37.880498,38.621934,4.917076000001543,10.527824000000692,1.0705759999982547,-2.9294240000017453,0.0,0
13215,63922105935,2026-08-11 04:32:15.288,-1,7787.25,True,TARGET,True,3.0,2.0,0.0,48.732831,45.265469,25.822946,7.998776000000362,0.8317800000004354,3.7944040000002133,0.7944040000002133,3.0,1
13240,63922108877,2026-08-11 05:21:17.656,1,7793.75,True,STOP,False,5.0,0.0,0.0,56.209492,45.837746,28.942811,6.722895999999309,2.0985639999998966,2.8954720000001544,-2.1045279999998456,-1.0,0
13257,63922109038,2026-08-11 05:23:58.684,-1,7785.75,True,STOP,False,3.0,2.0,0.0,68.822363,49.19913,30.734428,5.730412000000797,1.86063600000125,7.637291999999434,4.637291999999434,3.0,4
13269,63922110760,2026-08-11 05:52:40.220,-1,7787.5,True,STOP,False,5.0,-0.0,0.0,32.536525,16.260034,12.715698,1.6965280000003986,2.315471999998408,3.550436000001355,-1.4495639999986452,1.0,3
13295,63922112870,2026-08-11 06:27:50.256,1,7792.75,True,STOP,False,4.0,1.0,0.0,45.442842,33.331435,20.168084,4.559344000001147,1.7852600000005623,3.8834999999999127,-0.11650000000008731,2.0,2
13306,63922113024,2026-08-11 06:30:24.292,-1,7786.5,True,TARGET,True,4.0,1.0,0.0,61.461668,42.054094,23.471283,4.892951999998331,0.7652240000024904,5.8242559999998775,1.8242559999998775,2.0,1
13307,63922113026,2026-08-11 06:30:26.552,-1,7785.75,True,TARGET,True,3.0,2.0,0.0,63.693837,46.213414,27.553913,5.89874399999826,1.3354440000002796,5.641088000000309,2.641088000000309,3.0,2
13309,63922113039,2026-08-11 06:30:39.904,-1,7786.75,True,TARGET,True,4.0,1.0,0.0,50.363071,41.376766,25.693638,5.871879999998782,1.9645280000004277,1.202632000000449,-2.797367999999551,-0.0,0
13313,63922113065,2026-08-11 06:31:05.016,-1,7785.25,True,TARGET,True,4.0,1.0,0.0,42.302169,39.613784,27.04423,6.531248000002961,3.33147199999803,3.0942719999984547,-0.9057280000015453,2.0,1
13314,63922113069,2026-08-11 06:31:09.704,-1,7784.75,True,TARGET,True,4.0,1.0,0.0,49.045659,42.659423,29.635982,6.875491999999213,3.7157479999987117,3.7399880000011763,-0.26001199999882374,2.0,2
13329,63922113162,2026-08-11 06:32:42.888,-1,7780.5,True,TARGET,True,3.0,2.0,0.0,48.232935,48.31542,41.10732,8.770683999999164,8.647555999999895,0.8036439999996219,-2.196356000000378,1.0,0
13341,63922113310,2026-08-11 06:35:10.428,-1,7779.5,True,TARGET,True,3.0,2.0,0.0,40.683695,36.495978,35.030945,5.41989200000171,8.655287999998109,0.1102839999985008,-2.889716000001499,1.0,0
13342,63922113318,2026-08-11 06:35:18.080,-1,7779.0,True,TARGET,True,4.0,1.0,0.0,33.767061,34.241719,33.961135,5.57087600000159,8.704544000000169,2.19688799999858,-1.8031120000014198,2.0,1
