BarNumber,Time,Families,Direction,Horizon,TargetTicks,ExitReason,PnlTicks
34072,2026-08-28 09:19:59.812,EMA24,-1,12,25,TIME,14.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,12,30,TIME,14.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,5,TARGET,5.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,10,TARGET,10.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,15,TARGET,15.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,20,TARGET,20.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,25,TIME,14.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,24,30,TIME,14.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,5,TARGET,5.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,10,TARGET,10.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,15,TARGET,15.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,20,TARGET,20.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,25,TARGET,25.0000
34072,2026-08-28 09:19:59.812,EMA24,-1,48,30,TARGET,30.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,5,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,10,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,15,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,20,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,25,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,12,30,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,5,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,10,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,15,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,20,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,25,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,24,30,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,5,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,10,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,15,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,20,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,25,HARD_STOP,-10.0000
34085,2026-08-28 09:21:18.652,EMA8,-1,48,30,HARD_STOP,-10.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,5,TARGET,5.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,10,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,15,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,20,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,25,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,12,30,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,5,TARGET,5.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,10,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,15,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,20,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,25,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,24,30,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,5,TARGET,5.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,10,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,15,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,20,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,25,BREAK_EVEN,0.0000
34091,2026-08-28 09:22:03.092,EMA24,-1,48,30,BREAK_EVEN,0.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,5,TARGET,5.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,10,TARGET,10.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,15,TARGET,15.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,20,TARGET,20.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,25,TIME,8.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,12,30,TIME,8.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,5,TARGET,5.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,10,TARGET,10.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,15,TARGET,15.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,20,TARGET,20.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,25,BREAK_EVEN,0.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,24,30,BREAK_EVEN,0.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,5,TARGET,5.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,10,TARGET,10.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,15,TARGET,15.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,20,TARGET,20.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,25,BREAK_EVEN,0.0000
34105,2026-08-28 09:23:44.820,EMA24,-1,48,30,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,5,TARGET,5.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,10,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,15,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,20,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,25,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,12,30,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,5,TARGET,5.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,10,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,15,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,20,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,25,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,24,30,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,5,TARGET,5.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,10,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,15,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,20,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,25,BREAK_EVEN,0.0000
34161,2026-08-28 09:30:25.372,EMA50,1,48,30,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,5,TARGET,5.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,10,TARGET,10.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,15,TARGET,15.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,20,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,25,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,12,30,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,5,TARGET,5.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,10,TARGET,10.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,15,TARGET,15.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,20,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,25,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,24,30,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,5,TARGET,5.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,10,TARGET,10.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,15,TARGET,15.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,20,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,25,BREAK_EVEN,0.0000
34173,2026-08-28 09:32:28.016,EMA8,1,48,30,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,5,TARGET,5.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,10,TARGET,10.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,15,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,20,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,25,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,12,30,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,5,TARGET,5.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,10,TARGET,10.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,15,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,20,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,25,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,24,30,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,5,TARGET,5.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,10,TARGET,10.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,15,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,20,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,25,BREAK_EVEN,0.0000
34196,2026-08-28 09:37:21.180,EMA8,1,48,30,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,5,TARGET,5.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,10,TARGET,10.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,15,TIME,3.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,20,TIME,3.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,25,TIME,3.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,12,30,TIME,3.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,5,TARGET,5.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,10,TARGET,10.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,15,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,20,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,25,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,24,30,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,5,TARGET,5.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,10,TARGET,10.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,15,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,20,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,25,BREAK_EVEN,0.0000
34221,2026-08-28 09:42:26.384,EMA8,-1,48,30,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,5,TARGET,5.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,10,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,15,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,20,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,25,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,12,30,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,5,TARGET,5.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,10,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,15,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,20,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,25,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,24,30,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,5,TARGET,5.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,10,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,15,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,20,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,25,BREAK_EVEN,0.0000
34246,2026-08-28 09:47:25.096,EMA8,1,48,30,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,5,TARGET,5.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,10,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,15,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,20,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,25,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,12,30,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,5,TARGET,5.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,10,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,15,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,20,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,25,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,24,30,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,5,TARGET,5.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,10,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,15,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,20,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,25,BREAK_EVEN,0.0000
34252,2026-08-28 09:48:29.544,EMA8,1,48,30,BREAK_EVEN,0.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,5,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,10,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,15,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,20,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,25,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,12,30,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,5,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,10,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,15,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,20,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,25,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,24,30,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,5,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,10,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,15,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,20,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,25,HARD_STOP,-10.0000
34255,2026-08-28 09:49:00.668,EMA8,1,48,30,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,5,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,10,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,15,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,20,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,25,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,12,30,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,5,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,10,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,15,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,20,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,25,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,24,30,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,5,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,10,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,15,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,20,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,25,HARD_STOP,-10.0000
34259,2026-08-28 09:49:58.672,EMA24,1,48,30,HARD_STOP,-10.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,5,TARGET,5.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,10,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,15,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,20,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,25,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,12,30,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,5,TARGET,5.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,10,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,15,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,20,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,25,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,24,30,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,5,TARGET,5.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,10,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,15,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,20,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,25,BREAK_EVEN,0.0000
34286,2026-08-28 09:56:01.664,EMA8,-1,48,30,BREAK_EVEN,0.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,5,TARGET,5.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,10,TARGET,10.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,15,TARGET,15.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,20,TARGET,20.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,25,TARGET,25.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,12,30,TARGET,30.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,5,TARGET,5.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,10,TARGET,10.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,15,TARGET,15.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,20,TARGET,20.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,25,TARGET,25.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,24,30,TARGET,30.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,5,TARGET,5.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,10,TARGET,10.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,15,TARGET,15.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,20,TARGET,20.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,25,TARGET,25.0000
34294,2026-08-28 09:58:39.536,EMA50,-1,48,30,TARGET,30.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,5,TARGET,5.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,10,TARGET,10.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,15,TARGET,15.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,20,TARGET,20.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,25,TIME,21.0000
34302,2026-08-28 10:00:33.952,PIN,-1,12,30,TIME,21.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,5,TARGET,5.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,10,TARGET,10.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,15,TARGET,15.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,20,TARGET,20.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,25,BREAK_EVEN,0.0000
34302,2026-08-28 10:00:33.952,PIN,-1,24,30,BREAK_EVEN,0.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,5,TARGET,5.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,10,TARGET,10.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,15,TARGET,15.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,20,TARGET,20.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,25,BREAK_EVEN,0.0000
34302,2026-08-28 10:00:33.952,PIN,-1,48,30,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,5,TARGET,5.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,10,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,15,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,20,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,25,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,12,30,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,5,TARGET,5.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,10,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,15,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,20,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,25,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,24,30,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,5,TARGET,5.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,10,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,15,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,20,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,25,BREAK_EVEN,0.0000
34305,2026-08-28 10:00:59.276,PIN,-1,48,30,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,5,TARGET,5.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,10,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,15,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,20,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,25,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,12,30,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,5,TARGET,5.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,10,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,15,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,20,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,25,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,24,30,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,5,TARGET,5.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,10,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,15,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,20,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,25,BREAK_EVEN,0.0000
34307,2026-08-28 10:01:14.704,PIN,-1,48,30,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,5,TARGET,5.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,10,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,15,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,20,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,25,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,12,30,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,5,TARGET,5.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,10,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,15,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,20,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,25,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,24,30,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,5,TARGET,5.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,10,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,15,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,20,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,25,BREAK_EVEN,0.0000
34310,2026-08-28 10:01:25.500,EMA8,-1,48,30,BREAK_EVEN,0.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,5,TARGET,5.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,10,TIME,9.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,15,TIME,9.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,20,TIME,9.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,25,TIME,9.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,12,30,TIME,9.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,24,5,TARGET,5.0000
34350,2026-08-28 10:07:37.692,EMA8,-1,24,10,TARGET,10.0000
