BarNumber,Time,Families,Direction,Horizon,TargetTicks,ExitReason,PnlTicks
11928,2026-08-10 06:00:53.152,EMA24,-1,12,30,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,5,TARGET,5.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,10,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,15,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,20,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,25,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,24,30,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,5,TARGET,5.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,10,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,15,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,20,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,25,BREAK_EVEN,0.0000
11928,2026-08-10 06:00:53.152,EMA24,-1,48,30,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,5,TARGET,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,10,TARGET,10.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,15,TARGET,15.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,20,TIME,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,25,TIME,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,12,30,TIME,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,5,TARGET,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,10,TARGET,10.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,15,TARGET,15.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,20,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,25,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,24,30,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,5,TARGET,5.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,10,TARGET,10.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,15,TARGET,15.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,20,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,25,BREAK_EVEN,0.0000
11995,2026-08-10 06:31:48.184,EMA24,1,48,30,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,5,TARGET,5.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,10,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,15,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,20,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,25,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,12,30,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,5,TARGET,5.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,10,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,15,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,20,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,25,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,24,30,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,5,TARGET,5.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,10,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,15,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,20,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,25,BREAK_EVEN,0.0000
11999,2026-08-10 06:32:38.048,EMA8,1,48,30,BREAK_EVEN,0.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,5,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,10,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,15,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,20,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,25,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,12,30,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,5,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,10,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,15,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,20,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,25,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,24,30,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,5,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,10,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,15,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,20,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,25,HARD_STOP,-10.0000
12030,2026-08-10 06:36:08.676,EMA24,-1,48,30,HARD_STOP,-10.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,5,TARGET,5.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,10,TARGET,10.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,15,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,20,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,25,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,12,30,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,5,TARGET,5.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,10,TARGET,10.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,15,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,20,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,25,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,24,30,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,5,TARGET,5.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,10,TARGET,10.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,15,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,20,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,25,BREAK_EVEN,0.0000
12120,2026-08-10 06:49:34.088,EMA8,1,48,30,BREAK_EVEN,0.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,5,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,10,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,15,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,20,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,25,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,12,30,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,5,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,10,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,15,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,20,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,25,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,24,30,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,5,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,10,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,15,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,20,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,25,HARD_STOP,-10.0000
12148,2026-08-10 06:52:33.044,EMA24,-1,48,30,HARD_STOP,-10.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,5,TARGET,5.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,10,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,15,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,20,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,25,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,12,30,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,5,TARGET,5.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,10,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,15,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,20,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,25,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,24,30,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,5,TARGET,5.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,10,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,15,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,20,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,25,BREAK_EVEN,0.0000
12171,2026-08-10 06:56:24.156,EMA50,1,48,30,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,5,TARGET,5.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,10,TARGET,10.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,15,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,20,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,25,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,12,30,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,5,TARGET,5.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,10,TARGET,10.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,15,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,20,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,25,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,24,30,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,5,TARGET,5.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,10,TARGET,10.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,15,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,20,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,25,BREAK_EVEN,0.0000
12231,2026-08-10 07:18:36.816,EMA24,1,48,30,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,5,TARGET,5.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,10,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,15,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,20,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,25,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,12,30,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,5,TARGET,5.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,10,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,15,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,20,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,25,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,24,30,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,5,TARGET,5.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,10,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,15,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,20,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,25,BREAK_EVEN,0.0000
12323,2026-08-10 07:56:57.028,EMA24,-1,48,30,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,5,TARGET,5.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,10,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,15,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,20,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,25,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,12,30,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,5,TARGET,5.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,10,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,15,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,20,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,25,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,24,30,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,5,TARGET,5.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,10,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,15,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,20,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,25,BREAK_EVEN,0.0000
12326,2026-08-10 07:57:25.276,EMA8,-1,48,30,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,5,TARGET,5.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,10,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,15,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,20,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,25,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,12,30,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,5,TARGET,5.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,10,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,15,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,20,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,25,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,24,30,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,5,TARGET,5.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,10,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,15,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,20,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,25,BREAK_EVEN,0.0000
12328,2026-08-10 07:58:32.656,EMA8,-1,48,30,BREAK_EVEN,0.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,5,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,10,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,15,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,20,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,25,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,12,30,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,5,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,10,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,15,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,20,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,25,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,24,30,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,5,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,10,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,15,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,20,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,25,HARD_STOP,-10.0000
12434,2026-08-10 08:38:30.072,EMA8,-1,48,30,HARD_STOP,-10.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,5,TARGET,5.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,10,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,15,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,20,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,25,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,12,30,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,5,TARGET,5.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,10,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,15,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,20,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,25,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,24,30,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,5,TARGET,5.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,10,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,15,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,20,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,25,BREAK_EVEN,0.0000
12436,2026-08-10 08:39:56.156,EMA8,-1,48,30,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,5,TARGET,5.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,10,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,15,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,20,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,25,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,12,30,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,5,TARGET,5.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,10,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,15,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,20,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,25,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,24,30,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,5,TARGET,5.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,10,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,15,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,20,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,25,BREAK_EVEN,0.0000
12460,2026-08-10 08:54:32.124,PIN,1,48,30,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,5,TARGET,5.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,10,TARGET,10.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,15,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,20,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,25,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,12,30,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,5,TARGET,5.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,10,TARGET,10.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,15,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,20,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,25,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,24,30,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,5,TARGET,5.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,10,TARGET,10.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,15,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,20,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,25,BREAK_EVEN,0.0000
12463,2026-08-10 08:57:03.272,EMA8,1,48,30,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,5,TARGET,5.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,10,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,15,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,20,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,25,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,12,30,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,5,TARGET,5.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,10,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,15,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,20,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,25,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,24,30,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,5,TARGET,5.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,10,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,15,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,20,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,25,BREAK_EVEN,0.0000
12465,2026-08-10 08:57:50.420,EMA8,1,48,30,BREAK_EVEN,0.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,5,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,10,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,15,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,20,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,25,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,12,30,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,5,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,10,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,15,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,20,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,25,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,24,30,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,5,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,10,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,15,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,20,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,25,HARD_STOP,-10.0000
12471,2026-08-10 09:05:38.908,EMA24,1,48,30,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,5,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,10,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,15,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,20,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,25,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,12,30,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,5,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,10,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,15,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,20,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,25,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,24,30,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,5,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,10,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,15,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,20,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,25,HARD_STOP,-10.0000
12473,2026-08-10 09:07:34.128,EMA24,1,48,30,HARD_STOP,-10.0000
12489,2026-08-10 09:21:01.120,EMA50,-1,12,5,TARGET,5.0000
12489,2026-08-10 09:21:01.120,EMA50,-1,12,10,TARGET,10.0000
12489,2026-08-10 09:21:01.120,EMA50,-1,12,15,BREAK_EVEN,0.0000
12489,2026-08-10 09:21:01.120,EMA50,-1,12,20,BREAK_EVEN,0.0000
