Prior8Min,Prior24Min,Gap824Min,PenMin,PenMax,Current8Min,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
20,10,4,1,2.5,15,115,88,76.52,123,86,69.92
20,10,5,0,4.5,-999,216,156,72.22,255,181,70.98
20,10,5,0,4.5,0,214,154,71.96,251,178,70.92
20,10,5,0,4.5,15,196,143,72.96,230,162,70.43
20,10,5,0.5,4.5,-999,199,144,72.36,244,173,70.9
20,10,5,0.5,4.5,0,197,142,72.08,240,170,70.83
20,10,5,0.5,4.5,15,179,131,73.18,219,154,70.32
20,10,5,1,4.5,-999,176,128,72.73,220,159,72.27
20,10,5,1,4.5,0,174,126,72.41,216,156,72.22
20,10,5,1,4.5,15,156,115,73.72,195,140,71.79
20,10,5,1,2.5,-999,89,71,79.78,108,79,73.15
20,10,5,1,2.5,0,89,71,79.78,108,79,73.15
20,10,5,1,2.5,15,89,71,79.78,108,79,73.15
20,20,1.5,0,4.5,-999,372,265,71.24,430,305,70.93
20,20,1.5,0,4.5,0,353,250,70.82,411,290,70.56
20,20,1.5,0,4.5,15,302,215,71.19,337,237,70.33
20,20,1.5,0.5,4.5,-999,354,253,71.47,418,296,70.81
20,20,1.5,0.5,4.5,0,335,238,71.04,399,281,70.43
20,20,1.5,0.5,4.5,15,284,203,71.48,325,228,70.15
20,20,1.5,1,4.5,-999,331,237,71.6,388,278,71.65
20,20,1.5,1,4.5,0,312,222,71.15,369,263,71.27
20,20,1.5,1,4.5,15,261,187,71.65,295,210,71.19
20,20,1.5,1,2.5,-999,144,108,75.0,145,102,70.34
20,20,1.5,1,2.5,0,144,108,75.0,145,102,70.34
20,20,1.5,1,2.5,15,144,108,75.0,145,102,70.34
20,20,3,0,4.5,-999,321,230,71.65,366,257,70.22
20,20,3,0,4.5,0,309,220,71.2,350,243,69.43
20,20,3,0,4.5,15,273,195,71.43,300,208,69.33
20,20,3,0.5,4.5,-999,303,218,71.95,354,248,70.06
20,20,3,0.5,4.5,0,291,208,71.48,338,234,69.23
20,20,3,0.5,4.5,15,255,183,71.76,288,199,69.1
20,20,3,1,4.5,-999,280,202,72.14,327,232,70.95
20,20,3,1,4.5,0,268,192,71.64,311,218,70.1
20,20,3,1,4.5,15,232,167,71.98,261,183,70.11
20,20,3,1,2.5,-999,130,99,76.15,136,93,68.38
20,20,3,1,2.5,0,130,99,76.15,136,93,68.38
20,20,3,1,2.5,15,130,99,76.15,136,93,68.38
20,20,4,0,4.5,-999,270,192,71.11,301,213,70.76
20,20,4,0,4.5,0,264,186,70.45,294,207,70.41
20,20,4,0,4.5,15,240,169,70.42,263,185,70.34
20,20,4,0.5,4.5,-999,252,180,71.43,290,205,70.69
20,20,4,0.5,4.5,0,246,174,70.73,283,199,70.32
20,20,4,0.5,4.5,15,222,157,70.72,252,177,70.24
20,20,4,1,4.5,-999,229,164,71.62,264,189,71.59
20,20,4,1,4.5,0,223,158,70.85,257,183,71.21
20,20,4,1,4.5,15,199,141,70.85,226,161,71.24
20,20,4,1,2.5,-999,115,88,76.52,123,86,69.92
20,20,4,1,2.5,0,115,88,76.52,123,86,69.92
20,20,4,1,2.5,15,115,88,76.52,123,86,69.92
20,20,5,0,4.5,-999,216,156,72.22,255,181,70.98
20,20,5,0,4.5,0,214,154,71.96,251,178,70.92
20,20,5,0,4.5,15,196,143,72.96,230,162,70.43
20,20,5,0.5,4.5,-999,199,144,72.36,244,173,70.9
20,20,5,0.5,4.5,0,197,142,72.08,240,170,70.83
20,20,5,0.5,4.5,15,179,131,73.18,219,154,70.32
20,20,5,1,4.5,-999,176,128,72.73,220,159,72.27
20,20,5,1,4.5,0,174,126,72.41,216,156,72.22
20,20,5,1,4.5,15,156,115,73.72,195,140,71.79
20,20,5,1,2.5,-999,89,71,79.78,108,79,73.15
20,20,5,1,2.5,0,89,71,79.78,108,79,73.15
20,20,5,1,2.5,15,89,71,79.78,108,79,73.15
20,30,1.5,0,4.5,-999,333,239,71.77,387,274,70.8
20,30,1.5,0,4.5,0,321,228,71.03,369,260,70.46
20,30,1.5,0,4.5,15,282,201,71.28,314,221,70.38
20,30,1.5,0.5,4.5,-999,315,227,72.06,375,265,70.67
20,30,1.5,0.5,4.5,0,303,216,71.29,357,251,70.31
20,30,1.5,0.5,4.5,15,264,189,71.59,302,212,70.2
20,30,1.5,1,4.5,-999,292,211,72.26,346,247,71.39
20,30,1.5,1,4.5,0,280,200,71.43,328,233,71.04
20,30,1.5,1,4.5,15,241,173,71.78,273,194,71.06
20,30,1.5,1,2.5,-999,132,100,75.76,138,96,69.57
20,30,1.5,1,2.5,0,132,100,75.76,138,96,69.57
20,30,1.5,1,2.5,15,132,100,75.76,138,96,69.57
20,30,3,0,4.5,-999,316,228,72.15,361,253,70.08
20,30,3,0,4.5,0,305,218,71.48,345,239,69.28
20,30,3,0,4.5,15,271,194,71.59,297,206,69.36
20,30,3,0.5,4.5,-999,298,216,72.48,349,244,69.91
20,30,3,0.5,4.5,0,287,206,71.78,333,230,69.07
20,30,3,0.5,4.5,15,253,182,71.94,285,197,69.12
20,30,3,1,4.5,-999,275,200,72.73,322,228,70.81
20,30,3,1,4.5,0,264,190,71.97,306,214,69.93
20,30,3,1,4.5,15,230,166,72.17,258,181,70.16
20,30,3,1,2.5,-999,130,99,76.15,134,92,68.66
20,30,3,1,2.5,0,130,99,76.15,134,92,68.66
20,30,3,1,2.5,15,130,99,76.15,134,92,68.66
20,30,4,0,4.5,-999,270,192,71.11,301,213,70.76
20,30,4,0,4.5,0,264,186,70.45,294,207,70.41
20,30,4,0,4.5,15,240,169,70.42,263,185,70.34
20,30,4,0.5,4.5,-999,252,180,71.43,290,205,70.69
20,30,4,0.5,4.5,0,246,174,70.73,283,199,70.32
20,30,4,0.5,4.5,15,222,157,70.72,252,177,70.24
20,30,4,1,4.5,-999,229,164,71.62,264,189,71.59
20,30,4,1,4.5,0,223,158,70.85,257,183,71.21
20,30,4,1,4.5,15,199,141,70.85,226,161,71.24
20,30,4,1,2.5,-999,115,88,76.52,123,86,69.92
20,30,4,1,2.5,0,115,88,76.52,123,86,69.92
20,30,4,1,2.5,15,115,88,76.52,123,86,69.92
20,30,5,0,4.5,-999,216,156,72.22,255,181,70.98
20,30,5,0,4.5,0,214,154,71.96,251,178,70.92
20,30,5,0,4.5,15,196,143,72.96,230,162,70.43
20,30,5,0.5,4.5,-999,199,144,72.36,244,173,70.9
20,30,5,0.5,4.5,0,197,142,72.08,240,170,70.83
20,30,5,0.5,4.5,15,179,131,73.18,219,154,70.32
20,30,5,1,4.5,-999,176,128,72.73,220,159,72.27
20,30,5,1,4.5,0,174,126,72.41,216,156,72.22
20,30,5,1,4.5,15,156,115,73.72,195,140,71.79
20,30,5,1,2.5,-999,89,71,79.78,108,79,73.15
20,30,5,1,2.5,0,89,71,79.78,108,79,73.15
20,30,5,1,2.5,15,89,71,79.78,108,79,73.15
20,39,1.5,0,4.5,-999,254,183,72.05,291,209,71.82
20,39,1.5,0,4.5,0,250,179,71.6,282,201,71.28
20,39,1.5,0,4.5,15,227,163,71.81,256,181,70.7
20,39,1.5,0.5,4.5,-999,236,171,72.46,280,201,71.79
20,39,1.5,0.5,4.5,0,232,167,71.98,271,193,71.22
20,39,1.5,0.5,4.5,15,209,151,72.25,245,173,70.61
20,39,1.5,1,4.5,-999,214,155,72.43,255,186,72.94
20,39,1.5,1,4.5,0,210,151,71.9,246,178,72.36
20,39,1.5,1,4.5,15,187,135,72.19,220,158,71.82
20,39,1.5,1,2.5,-999,109,86,78.9,118,85,72.03
20,39,1.5,1,2.5,0,109,86,78.9,118,85,72.03
20,39,1.5,1,2.5,15,109,86,78.9,118,85,72.03
20,39,3,0,4.5,-999,254,183,72.05,291,209,71.82
20,39,3,0,4.5,0,250,179,71.6,282,201,71.28
20,39,3,0,4.5,15,227,163,71.81,256,181,70.7
20,39,3,0.5,4.5,-999,236,171,72.46,280,201,71.79
20,39,3,0.5,4.5,0,232,167,71.98,271,193,71.22
20,39,3,0.5,4.5,15,209,151,72.25,245,173,70.61
20,39,3,1,4.5,-999,214,155,72.43,255,186,72.94
20,39,3,1,4.5,0,210,151,71.9,246,178,72.36
20,39,3,1,4.5,15,187,135,72.19,220,158,71.82
20,39,3,1,2.5,-999,109,86,78.9,118,85,72.03
20,39,3,1,2.5,0,109,86,78.9,118,85,72.03
20,39,3,1,2.5,15,109,86,78.9,118,85,72.03
20,39,4,0,4.5,-999,244,174,71.31,279,203,72.76
20,39,4,0,4.5,0,241,171,70.95,274,198,72.26
20,39,4,0,4.5,15,219,156,71.23,250,179,71.6
20,39,4,0.5,4.5,-999,226,162,71.68,268,195,72.76
20,39,4,0.5,4.5,0,223,159,71.3,263,190,72.24
20,39,4,0.5,4.5,15,201,144,71.64,239,171,71.55
20,39,4,1,4.5,-999,204,146,71.57,243,180,74.07
20,39,4,1,4.5,0,201,143,71.14,238,175,73.53
20,39,4,1,4.5,15,179,128,71.51,214,156,72.9
20,39,4,1,2.5,-999,105,83,79.05,114,84,73.68
20,39,4,1,2.5,0,105,83,79.05,114,84,73.68
20,39,4,1,2.5,15,105,83,79.05,114,84,73.68
20,39,5,0,4.5,-999,213,155,72.77,251,180,71.71
20,39,5,0,4.5,0,211,153,72.51,248,177,71.37
20,39,5,0,4.5,15,193,142,73.58,227,161,70.93
20,39,5,0.5,4.5,-999,196,143,72.96,240,172,71.67
20,39,5,0.5,4.5,0,194,141,72.68,237,169,71.31
20,39,5,0.5,4.5,15,176,130,73.86,216,153,70.83
20,39,5,1,4.5,-999,174,127,72.99,216,158,73.15
20,39,5,1,4.5,0,172,125,72.67,213,155,72.77
20,39,5,1,4.5,15,154,114,74.03,192,139,72.4
20,39,5,1,2.5,-999,88,71,80.68,106,79,74.53
20,39,5,1,2.5,0,88,71,80.68,106,79,74.53
20,39,5,1,2.5,15,88,71,80.68,106,79,74.53
30,10,1.5,0,4.5,-999,367,264,71.93,428,303,70.79
30,10,1.5,0,4.5,0,350,249,71.14,410,289,70.49
30,10,1.5,0,4.5,15,302,215,71.19,339,238,70.21
30,10,1.5,0.5,4.5,-999,349,252,72.21,416,294,70.67
30,10,1.5,0.5,4.5,0,332,237,71.39,398,280,70.35
30,10,1.5,0.5,4.5,15,284,203,71.48,327,229,70.03
30,10,1.5,1,4.5,-999,326,236,72.39,386,276,71.5
30,10,1.5,1,4.5,0,309,221,71.52,368,262,71.2
30,10,1.5,1,4.5,15,261,187,71.65,297,211,71.04
30,10,1.5,1,2.5,-999,145,109,75.17,145,102,70.34
30,10,1.5,1,2.5,0,145,109,75.17,145,102,70.34
30,10,1.5,1,2.5,15,145,109,75.17,145,102,70.34
30,10,3,0,4.5,-999,319,230,72.1,363,254,69.97
30,10,3,0,4.5,0,308,220,71.43,348,241,69.25
30,10,3,0,4.5,15,273,195,71.43,300,208,69.33
30,10,3,0.5,4.5,-999,301,218,72.43,351,245,69.8
30,10,3,0.5,4.5,0,290,208,71.72,336,232,69.05
30,10,3,0.5,4.5,15,255,183,71.76,288,199,69.1
30,10,3,1,4.5,-999,278,202,72.66,324,229,70.68
30,10,3,1,4.5,0,267,192,71.91,309,216,69.9
30,10,3,1,4.5,15,232,167,71.98,261,183,70.11
30,10,3,1,2.5,-999,130,99,76.15,136,93,68.38
30,10,3,1,2.5,0,130,99,76.15,136,93,68.38
30,10,3,1,2.5,15,130,99,76.15,136,93,68.38
30,10,4,0,4.5,-999,270,192,71.11,300,212,70.67
30,10,4,0,4.5,0,264,186,70.45,294,207,70.41
30,10,4,0,4.5,15,240,169,70.42,263,185,70.34
30,10,4,0.5,4.5,-999,252,180,71.43,289,204,70.59
30,10,4,0.5,4.5,0,246,174,70.73,283,199,70.32
30,10,4,0.5,4.5,15,222,157,70.72,252,177,70.24
30,10,4,1,4.5,-999,229,164,71.62,263,188,71.48
30,10,4,1,4.5,0,223,158,70.85,257,183,71.21
30,10,4,1,4.5,15,199,141,70.85,226,161,71.24
30,10,4,1,2.5,-999,115,88,76.52,123,86,69.92
30,10,4,1,2.5,0,115,88,76.52,123,86,69.92
30,10,4,1,2.5,15,115,88,76.52,123,86,69.92
30,10,5,0,4.5,-999,216,156,72.22,255,181,70.98
30,10,5,0,4.5,0,214,154,71.96,251,178,70.92
30,10,5,0,4.5,15,196,143,72.96,230,162,70.43
30,10,5,0.5,4.5,-999,199,144,72.36,244,173,70.9
30,10,5,0.5,4.5,0,197,142,72.08,240,170,70.83
30,10,5,0.5,4.5,15,179,131,73.18,219,154,70.32
30,10,5,1,4.5,-999,176,128,72.73,220,159,72.27
30,10,5,1,4.5,0,174,126,72.41,216,156,72.22
30,10,5,1,4.5,15,156,115,73.72,195,140,71.79
30,10,5,1,2.5,-999,89,71,79.78,108,79,73.15
30,10,5,1,2.5,0,89,71,79.78,108,79,73.15
30,10,5,1,2.5,15,89,71,79.78,108,79,73.15
30,20,1.5,0,4.5,-999,365,262,71.78,426,302,70.89
30,20,1.5,0,4.5,0,348,247,70.98,408,288,70.59
30,20,1.5,0,4.5,15,301,214,71.1,337,237,70.33
30,20,1.5,0.5,4.5,-999,347,250,72.05,414,293,70.77
30,20,1.5,0.5,4.5,0,330,235,71.21,396,279,70.45
30,20,1.5,0.5,4.5,15,283,202,71.38,325,228,70.15
30,20,1.5,1,4.5,-999,324,234,72.22,384,275,71.61
30,20,1.5,1,4.5,0,307,219,71.34,366,261,71.31
30,20,1.5,1,4.5,15,260,186,71.54,295,210,71.19
30,20,1.5,1,2.5,-999,144,108,75.0,145,102,70.34
30,20,1.5,1,2.5,0,144,108,75.0,145,102,70.34
30,20,1.5,1,2.5,15,144,108,75.0,145,102,70.34
30,20,3,0,4.5,-999,319,230,72.1,363,254,69.97
30,20,3,0,4.5,0,308,220,71.43,348,241,69.25
30,20,3,0,4.5,15,273,195,71.43,300,208,69.33
30,20,3,0.5,4.5,-999,301,218,72.43,351,245,69.8
30,20,3,0.5,4.5,0,290,208,71.72,336,232,69.05
30,20,3,0.5,4.5,15,255,183,71.76,288,199,69.1
30,20,3,1,4.5,-999,278,202,72.66,324,229,70.68
30,20,3,1,4.5,0,267,192,71.91,309,216,69.9
30,20,3,1,4.5,15,232,167,71.98,261,183,70.11
30,20,3,1,2.5,-999,130,99,76.15,136,93,68.38
30,20,3,1,2.5,0,130,99,76.15,136,93,68.38
30,20,3,1,2.5,15,130,99,76.15,136,93,68.38
30,20,4,0,4.5,-999,270,192,71.11,300,212,70.67
30,20,4,0,4.5,0,264,186,70.45,294,207,70.41
30,20,4,0,4.5,15,240,169,70.42,263,185,70.34
30,20,4,0.5,4.5,-999,252,180,71.43,289,204,70.59
30,20,4,0.5,4.5,0,246,174,70.73,283,199,70.32
30,20,4,0.5,4.5,15,222,157,70.72,252,177,70.24
30,20,4,1,4.5,-999,229,164,71.62,263,188,71.48
30,20,4,1,4.5,0,223,158,70.85,257,183,71.21
30,20,4,1,4.5,15,199,141,70.85,226,161,71.24
30,20,4,1,2.5,-999,115,88,76.52,123,86,69.92
30,20,4,1,2.5,0,115,88,76.52,123,86,69.92
30,20,4,1,2.5,15,115,88,76.52,123,86,69.92
30,20,5,0,4.5,-999,216,156,72.22,255,181,70.98
30,20,5,0,4.5,0,214,154,71.96,251,178,70.92
30,20,5,0,4.5,15,196,143,72.96,230,162,70.43
30,20,5,0.5,4.5,-999,199,144,72.36,244,173,70.9
30,20,5,0.5,4.5,0,197,142,72.08,240,170,70.83
30,20,5,0.5,4.5,15,179,131,73.18,219,154,70.32
30,20,5,1,4.5,-999,176,128,72.73,220,159,72.27
