bar,time,direction,family,version,segment,outcome
13341,2026-08-11 06:35:10.428,-1,EMA8,CURRENT,DEV,TARGET
13341,2026-08-11 06:35:10.428,-1,EMA8,NO_50_ORDER,DEV,TARGET
13341,2026-08-11 06:35:10.428,-1,EMA8,NO_50_ALL,DEV,TARGET
13344,2026-08-11 06:35:35.276,-1,PIN7,CURRENT,DEV,TARGET
13344,2026-08-11 06:35:35.276,-1,PIN7,NO_50_ORDER,DEV,TARGET
13344,2026-08-11 06:35:35.276,-1,PIN7,NO_50_ALL,DEV,TARGET
13345,2026-08-11 06:35:49.752,-1,PIN7,CURRENT,DEV,STOP
13345,2026-08-11 06:35:49.752,-1,PIN7,NO_50_ORDER,DEV,STOP
13345,2026-08-11 06:35:49.752,-1,PIN7,NO_50_ALL,DEV,STOP
13346,2026-08-11 06:36:02.564,-1,PIN7,CURRENT,DEV,STOP
13346,2026-08-11 06:36:02.564,-1,PIN7,NO_50_ORDER,DEV,STOP
13346,2026-08-11 06:36:02.564,-1,PIN7,NO_50_ALL,DEV,STOP
13351,2026-08-11 06:36:56.020,-1,EMA24,CURRENT,DEV,STOP
13351,2026-08-11 06:36:56.020,-1,EMA24,NO_50_ORDER,DEV,STOP
13351,2026-08-11 06:36:56.020,-1,EMA24,NO_50_ALL,DEV,STOP
13355,2026-08-11 06:37:32.920,1,PIN7,NO_50_ORDER,DEV,STOP
13355,2026-08-11 06:37:32.920,1,PIN7,NO_50_ALL,DEV,STOP
13379,2026-08-11 06:42:11.036,1,PIN7,NO_50_ORDER,DEV,STOP
13379,2026-08-11 06:42:11.036,1,PIN7,NO_50_ALL,DEV,STOP
13384,2026-08-11 06:42:56.928,1,EMA24,NO_50_ALL,DEV,TARGET
13389,2026-08-11 06:44:24.384,-1,PIN7,CURRENT,DEV,STOP
13389,2026-08-11 06:44:24.384,-1,PIN7,NO_50_ORDER,DEV,STOP
13389,2026-08-11 06:44:24.384,-1,PIN7,NO_50_ALL,DEV,STOP
13554,2026-08-11 07:29:44.388,1,PIN7,NO_50_ORDER,DEV,TARGET
13554,2026-08-11 07:29:44.388,1,PIN7,NO_50_ALL,DEV,TARGET
13576,2026-08-11 07:40:32.620,-1,EMA24,CURRENT,DEV,STOP
13576,2026-08-11 07:40:32.620,-1,EMA24,NO_50_ORDER,DEV,STOP
13576,2026-08-11 07:40:32.620,-1,EMA24,NO_50_ALL,DEV,STOP
13902,2026-08-11 11:23:31.400,-1,PIN7,CURRENT,DEV,TARGET
13902,2026-08-11 11:23:31.400,-1,PIN7,NO_50_ORDER,DEV,TARGET
13902,2026-08-11 11:23:31.400,-1,PIN7,NO_50_ALL,DEV,TARGET
13910,2026-08-11 11:29:04.884,-1,PIN_STRICT,CURRENT,DEV,TARGET
13910,2026-08-11 11:29:04.884,-1,PIN_STRICT,NO_50_ORDER,DEV,TARGET
13910,2026-08-11 11:29:04.884,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
13916,2026-08-11 11:29:56.236,-1,PIN_STRICT,CURRENT,DEV,STOP
13916,2026-08-11 11:29:56.236,-1,PIN_STRICT,NO_50_ORDER,DEV,STOP
13916,2026-08-11 11:29:56.236,-1,PIN_STRICT,NO_50_ALL,DEV,STOP
13941,2026-08-11 11:48:25.332,1,PIN7,NO_50_ORDER,DEV,TARGET
13941,2026-08-11 11:48:25.332,1,PIN7,NO_50_ALL,DEV,TARGET
13949,2026-08-11 11:57:36.860,1,EMA8,NO_50_ORDER,DEV,STOP
13949,2026-08-11 11:57:36.860,1,EMA8,NO_50_ALL,DEV,STOP
13967,2026-08-11 12:13:17.960,1,PIN7,NO_50_ORDER,DEV,TARGET
13967,2026-08-11 12:13:17.960,1,PIN7,NO_50_ALL,DEV,TARGET
13972,2026-08-11 12:23:11.516,1,PIN7,CURRENT,DEV,TARGET
13972,2026-08-11 12:23:11.516,1,PIN7,NO_50_ORDER,DEV,TARGET
13972,2026-08-11 12:23:11.516,1,PIN7,NO_50_ALL,DEV,TARGET
13985,2026-08-11 12:36:35.848,1,EMA8,CURRENT,DEV,TARGET
13985,2026-08-11 12:36:35.848,1,EMA8,NO_50_ORDER,DEV,TARGET
13985,2026-08-11 12:36:35.848,1,EMA8,NO_50_ALL,DEV,TARGET
13987,2026-08-11 12:38:21.000,1,PIN7,CURRENT,DEV,STOP
13987,2026-08-11 12:38:21.000,1,PIN7,NO_50_ORDER,DEV,STOP
13987,2026-08-11 12:38:21.000,1,PIN7,NO_50_ALL,DEV,STOP
14000,2026-08-11 12:48:44.936,-1,PIN7,NO_50_ORDER,DEV,TARGET
14000,2026-08-11 12:48:44.936,-1,PIN7,NO_50_ALL,DEV,TARGET
14005,2026-08-11 12:50:02.580,-1,PIN7,NO_50_ORDER,DEV,TARGET
14005,2026-08-11 12:50:02.580,-1,PIN7,NO_50_ALL,DEV,TARGET
14018,2026-08-11 12:54:13.412,-1,EMA8,CURRENT,DEV,STOP
14018,2026-08-11 12:54:13.412,-1,EMA8,NO_50_ORDER,DEV,STOP
14018,2026-08-11 12:54:13.412,-1,EMA8,NO_50_ALL,DEV,STOP
14043,2026-08-11 12:59:39.544,-1,PIN7,CURRENT,DEV,STOP
14043,2026-08-11 12:59:39.544,-1,PIN7,NO_50_ORDER,DEV,STOP
14043,2026-08-11 12:59:39.544,-1,PIN7,NO_50_ALL,DEV,STOP
14765,2026-08-12 06:31:20.752,-1,PIN_STRICT,CURRENT,DEV,TARGET
14765,2026-08-12 06:31:20.752,-1,PIN_STRICT,NO_50_ORDER,DEV,TARGET
14765,2026-08-12 06:31:20.752,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
14766,2026-08-12 06:31:26.692,-1,PIN_STRICT,CURRENT,DEV,TARGET
14766,2026-08-12 06:31:26.692,-1,PIN_STRICT,NO_50_ORDER,DEV,TARGET
14766,2026-08-12 06:31:26.692,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
14782,2026-08-12 06:33:10.604,-1,EMA8,CURRENT,DEV,STOP
14782,2026-08-12 06:33:10.604,-1,EMA8,NO_50_ORDER,DEV,STOP
14782,2026-08-12 06:33:10.604,-1,EMA8,NO_50_ALL,DEV,STOP
14787,2026-08-12 06:33:51.856,-1,EMA24,CURRENT,DEV,TARGET
14787,2026-08-12 06:33:51.856,-1,EMA24,NO_50_ORDER,DEV,TARGET
14787,2026-08-12 06:33:51.856,-1,EMA24,NO_50_ALL,DEV,TARGET
14814,2026-08-12 06:36:16.776,1,PIN7,NO_50_ORDER,DEV,STOP
14814,2026-08-12 06:36:16.776,1,PIN7,NO_50_ALL,DEV,STOP
14815,2026-08-12 06:36:30.096,1,PIN7,NO_50_ORDER,DEV,STOP
14815,2026-08-12 06:36:30.096,1,PIN7,NO_50_ALL,DEV,STOP
14831,2026-08-12 06:38:44.284,-1,PIN7,CURRENT,DEV,TARGET
14831,2026-08-12 06:38:44.284,-1,PIN7,NO_50_ORDER,DEV,TARGET
14831,2026-08-12 06:38:44.284,-1,PIN7,NO_50_ALL,DEV,TARGET
14836,2026-08-12 06:40:03.360,-1,PIN7,CURRENT,DEV,TARGET
14836,2026-08-12 06:40:03.360,-1,PIN7,NO_50_ORDER,DEV,TARGET
14836,2026-08-12 06:40:03.360,-1,PIN7,NO_50_ALL,DEV,TARGET
14975,2026-08-12 07:02:32.248,-1,PIN7,CURRENT,DEV,TARGET
14975,2026-08-12 07:02:32.248,-1,PIN7,NO_50_ORDER,DEV,TARGET
14975,2026-08-12 07:02:32.248,-1,PIN7,NO_50_ALL,DEV,TARGET
15020,2026-08-12 07:16:09.928,1,PIN7,CURRENT,DEV,TARGET
15020,2026-08-12 07:16:09.928,1,PIN7,NO_50_ORDER,DEV,TARGET
15020,2026-08-12 07:16:09.928,1,PIN7,NO_50_ALL,DEV,TARGET
15028,2026-08-12 07:18:18.288,1,PIN7,CURRENT,DEV,TARGET
15028,2026-08-12 07:18:18.288,1,PIN7,NO_50_ORDER,DEV,TARGET
15028,2026-08-12 07:18:18.288,1,PIN7,NO_50_ALL,DEV,TARGET
15041,2026-08-12 07:21:12.152,-1,EMA24,NO_50_ALL,DEV,STOP
15094,2026-08-12 07:31:10.180,-1,EMA8,CURRENT,DEV,TARGET
15094,2026-08-12 07:31:10.180,-1,EMA8,NO_50_ORDER,DEV,TARGET
15094,2026-08-12 07:31:10.180,-1,EMA8,NO_50_ALL,DEV,TARGET
15096,2026-08-12 07:31:10.232,-1,EMA8,CURRENT,DEV,TARGET
15096,2026-08-12 07:31:10.232,-1,EMA8,NO_50_ORDER,DEV,TARGET
15096,2026-08-12 07:31:10.232,-1,EMA8,NO_50_ALL,DEV,TARGET
15098,2026-08-12 07:31:10.312,-1,EMA8,CURRENT,DEV,TARGET
15098,2026-08-12 07:31:10.312,-1,EMA8,NO_50_ORDER,DEV,TARGET
15098,2026-08-12 07:31:10.312,-1,EMA8,NO_50_ALL,DEV,TARGET
15125,2026-08-12 07:31:17.752,1,PIN7,NO_50_ORDER,DEV,TARGET
15125,2026-08-12 07:31:17.752,1,PIN7,NO_50_ALL,DEV,TARGET
15139,2026-08-12 07:31:20.008,1,EMA24,CURRENT,DEV,TARGET
15139,2026-08-12 07:31:20.008,1,EMA24,NO_50_ORDER,DEV,TARGET
15139,2026-08-12 07:31:20.008,1,EMA24,NO_50_ALL,DEV,TARGET
15146,2026-08-12 07:31:46.028,1,PIN7,CURRENT,DEV,STOP
15146,2026-08-12 07:31:46.028,1,PIN7,NO_50_ORDER,DEV,STOP
15146,2026-08-12 07:31:46.028,1,PIN7,NO_50_ALL,DEV,STOP
15148,2026-08-12 07:32:03.888,1,EMA8,CURRENT,DEV,STOP
15148,2026-08-12 07:32:03.888,1,EMA8,NO_50_ORDER,DEV,STOP
15148,2026-08-12 07:32:03.888,1,EMA8,NO_50_ALL,DEV,STOP
15175,2026-08-12 07:37:31.176,1,PIN7,CURRENT,DEV,TARGET
15175,2026-08-12 07:37:31.176,1,PIN7,NO_50_ORDER,DEV,TARGET
15175,2026-08-12 07:37:31.176,1,PIN7,NO_50_ALL,DEV,TARGET
15177,2026-08-12 07:38:09.784,1,PIN7,CURRENT,DEV,STOP
15177,2026-08-12 07:38:09.784,1,PIN7,NO_50_ORDER,DEV,STOP
15177,2026-08-12 07:38:09.784,1,PIN7,NO_50_ALL,DEV,STOP
15182,2026-08-12 07:39:18.036,1,EMA24,CURRENT,DEV,TARGET
15182,2026-08-12 07:39:18.036,1,EMA24,NO_50_ORDER,DEV,TARGET
15182,2026-08-12 07:39:18.036,1,EMA24,NO_50_ALL,DEV,TARGET
15196,2026-08-12 07:43:43.552,1,EMA8,CURRENT,DEV,TARGET
15196,2026-08-12 07:43:43.552,1,EMA8,NO_50_ORDER,DEV,TARGET
15196,2026-08-12 07:43:43.552,1,EMA8,NO_50_ALL,DEV,TARGET
15226,2026-08-12 07:53:06.900,-1,EMA24,CURRENT,DEV,TARGET
15226,2026-08-12 07:53:06.900,-1,EMA24,NO_50_ORDER,DEV,TARGET
15226,2026-08-12 07:53:06.900,-1,EMA24,NO_50_ALL,DEV,TARGET
15236,2026-08-12 07:55:56.424,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
15240,2026-08-12 07:56:17.312,-1,EMA24,CURRENT,DEV,TARGET
15240,2026-08-12 07:56:17.312,-1,EMA24,NO_50_ORDER,DEV,TARGET
15240,2026-08-12 07:56:17.312,-1,EMA24,NO_50_ALL,DEV,TARGET
15513,2026-08-12 11:36:03.720,1,PIN7,CURRENT,DEV,TARGET
15513,2026-08-12 11:36:03.720,1,PIN7,NO_50_ORDER,DEV,TARGET
15513,2026-08-12 11:36:03.720,1,PIN7,NO_50_ALL,DEV,TARGET
15514,2026-08-12 11:40:25.116,1,PIN7,CURRENT,DEV,TARGET
15514,2026-08-12 11:40:25.116,1,PIN7,NO_50_ORDER,DEV,TARGET
15514,2026-08-12 11:40:25.116,1,PIN7,NO_50_ALL,DEV,TARGET
15518,2026-08-12 11:48:22.108,1,EMA8,CURRENT,DEV,TARGET
15518,2026-08-12 11:48:22.108,1,EMA8,NO_50_ORDER,DEV,TARGET
15518,2026-08-12 11:48:22.108,1,EMA8,NO_50_ALL,DEV,TARGET
15548,2026-08-12 12:42:11.932,-1,PIN7,CURRENT,DEV,TARGET
15548,2026-08-12 12:42:11.932,-1,PIN7,NO_50_ORDER,DEV,TARGET
15548,2026-08-12 12:42:11.932,-1,PIN7,NO_50_ALL,DEV,TARGET
15553,2026-08-12 12:45:32.068,-1,EMA24,CURRENT,DEV,TARGET
15553,2026-08-12 12:45:32.068,-1,EMA24,NO_50_ORDER,DEV,TARGET
15553,2026-08-12 12:45:32.068,-1,EMA24,NO_50_ALL,DEV,TARGET
15567,2026-08-12 12:54:35.500,-1,PIN7,CURRENT,DEV,TARGET
15567,2026-08-12 12:54:35.500,-1,PIN7,NO_50_ORDER,DEV,TARGET
15567,2026-08-12 12:54:35.500,-1,PIN7,NO_50_ALL,DEV,TARGET
15570,2026-08-12 12:54:50.036,-1,EMA8,CURRENT,DEV,TARGET
15570,2026-08-12 12:54:50.036,-1,EMA8,NO_50_ORDER,DEV,TARGET
15570,2026-08-12 12:54:50.036,-1,EMA8,NO_50_ALL,DEV,TARGET
15573,2026-08-12 12:55:17.252,-1,PIN7,CURRENT,DEV,STOP
15573,2026-08-12 12:55:17.252,-1,PIN7,NO_50_ORDER,DEV,STOP
15573,2026-08-12 12:55:17.252,-1,PIN7,NO_50_ALL,DEV,STOP
16016,2026-08-13 06:34:21.652,1,EMA8,CURRENT,DEV,TARGET
16016,2026-08-13 06:34:21.652,1,EMA8,NO_50_ORDER,DEV,TARGET
16016,2026-08-13 06:34:21.652,1,EMA8,NO_50_ALL,DEV,TARGET
16026,2026-08-13 06:35:48.232,1,PIN7,CURRENT,DEV,TARGET
16026,2026-08-13 06:35:48.232,1,PIN7,NO_50_ORDER,DEV,TARGET
16026,2026-08-13 06:35:48.232,1,PIN7,NO_50_ALL,DEV,TARGET
16030,2026-08-13 06:36:43.512,1,PIN7,CURRENT,DEV,TARGET
16030,2026-08-13 06:36:43.512,1,PIN7,NO_50_ORDER,DEV,TARGET
16030,2026-08-13 06:36:43.512,1,PIN7,NO_50_ALL,DEV,TARGET
16037,2026-08-13 06:39:21.008,1,EMA8,CURRENT,DEV,TARGET
16037,2026-08-13 06:39:21.008,1,EMA8,NO_50_ORDER,DEV,TARGET
16037,2026-08-13 06:39:21.008,1,EMA8,NO_50_ALL,DEV,TARGET
16040,2026-08-13 06:39:57.076,1,PIN7,CURRENT,DEV,STOP
16040,2026-08-13 06:39:57.076,1,PIN7,NO_50_ORDER,DEV,STOP
16040,2026-08-13 06:39:57.076,1,PIN7,NO_50_ALL,DEV,STOP
16104,2026-08-13 07:01:09.296,1,PIN_STRICT,CURRENT,DEV,TARGET
16104,2026-08-13 07:01:09.296,1,PIN_STRICT,NO_50_ORDER,DEV,TARGET
16104,2026-08-13 07:01:09.296,1,PIN_STRICT,NO_50_ALL,DEV,TARGET
16111,2026-08-13 07:04:44.408,1,EMA8,CURRENT,DEV,TARGET
16111,2026-08-13 07:04:44.408,1,EMA8,NO_50_ORDER,DEV,TARGET
16111,2026-08-13 07:04:44.408,1,EMA8,NO_50_ALL,DEV,TARGET
16122,2026-08-13 07:08:55.156,1,EMA24,CURRENT,DEV,TARGET
16122,2026-08-13 07:08:55.156,1,EMA24,NO_50_ORDER,DEV,TARGET
16122,2026-08-13 07:08:55.156,1,EMA24,NO_50_ALL,DEV,TARGET
16127,2026-08-13 07:12:43.788,1,PIN7,CURRENT,DEV,STOP
16127,2026-08-13 07:12:43.788,1,PIN7,NO_50_ORDER,DEV,STOP
16127,2026-08-13 07:12:43.788,1,PIN7,NO_50_ALL,DEV,STOP
16132,2026-08-13 07:15:52.120,1,EMA8,CURRENT,DEV,STOP
16132,2026-08-13 07:15:52.120,1,EMA8,NO_50_ORDER,DEV,STOP
16132,2026-08-13 07:15:52.120,1,EMA8,NO_50_ALL,DEV,STOP
16156,2026-08-13 07:25:26.124,1,EMA8,CURRENT,DEV,TARGET
16156,2026-08-13 07:25:26.124,1,EMA8,NO_50_ORDER,DEV,TARGET
16156,2026-08-13 07:25:26.124,1,EMA8,NO_50_ALL,DEV,TARGET
16159,2026-08-13 07:27:01.668,1,EMA8,CURRENT,DEV,TARGET
16159,2026-08-13 07:27:01.668,1,EMA8,NO_50_ORDER,DEV,TARGET
16159,2026-08-13 07:27:01.668,1,EMA8,NO_50_ALL,DEV,TARGET
16173,2026-08-13 07:35:26.280,1,EMA8,CURRENT,DEV,TARGET
16173,2026-08-13 07:35:26.280,1,EMA8,NO_50_ORDER,DEV,TARGET
16173,2026-08-13 07:35:26.280,1,EMA8,NO_50_ALL,DEV,TARGET
16192,2026-08-13 07:46:01.700,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
16195,2026-08-13 07:47:27.768,-1,EMA8,CURRENT,DEV,TARGET
16195,2026-08-13 07:47:27.768,-1,EMA8,NO_50_ORDER,DEV,TARGET
16195,2026-08-13 07:47:27.768,-1,EMA8,NO_50_ALL,DEV,TARGET
16200,2026-08-13 07:49:10.108,-1,PIN_STRICT,CURRENT,DEV,TARGET
16200,2026-08-13 07:49:10.108,-1,PIN_STRICT,NO_50_ORDER,DEV,TARGET
16200,2026-08-13 07:49:10.108,-1,PIN_STRICT,NO_50_ALL,DEV,TARGET
16202,2026-08-13 07:49:21.080,-1,PIN_STRICT,CURRENT,DEV,STOP
16202,2026-08-13 07:49:21.080,-1,PIN_STRICT,NO_50_ORDER,DEV,STOP
16202,2026-08-13 07:49:21.080,-1,PIN_STRICT,NO_50_ALL,DEV,STOP
16206,2026-08-13 07:50:03.240,-1,EMA8,CURRENT,DEV,STOP
16206,2026-08-13 07:50:03.240,-1,EMA8,NO_50_ORDER,DEV,STOP
16206,2026-08-13 07:50:03.240,-1,EMA8,NO_50_ALL,DEV,STOP
16549,2026-08-13 11:35:43.984,1,PIN7,CURRENT,DEV,TARGET
16549,2026-08-13 11:35:43.984,1,PIN7,NO_50_ORDER,DEV,TARGET
16549,2026-08-13 11:35:43.984,1,PIN7,NO_50_ALL,DEV,TARGET
16551,2026-08-13 11:41:33.092,1,PIN_STRICT,NO_50_ALL,DEV,TARGET
16556,2026-08-13 11:50:33.608,1,PIN7,CURRENT,DEV,TARGET
16556,2026-08-13 11:50:33.608,1,PIN7,NO_50_ORDER,DEV,TARGET
16556,2026-08-13 11:50:33.608,1,PIN7,NO_50_ALL,DEV,TARGET
16561,2026-08-13 12:00:25.748,1,EMA8,CURRENT,DEV,TARGET
16561,2026-08-13 12:00:25.748,1,EMA8,NO_50_ORDER,DEV,TARGET
16561,2026-08-13 12:00:25.748,1,EMA8,NO_50_ALL,DEV,TARGET
16564,2026-08-13 12:05:25.360,1,EMA8,CURRENT,DEV,TARGET
16564,2026-08-13 12:05:25.360,1,EMA8,NO_50_ORDER,DEV,TARGET
16564,2026-08-13 12:05:25.360,1,EMA8,NO_50_ALL,DEV,TARGET
16567,2026-08-13 12:07:08.992,1,PIN7,CURRENT,DEV,TARGET
16567,2026-08-13 12:07:08.992,1,PIN7,NO_50_ORDER,DEV,TARGET
16567,2026-08-13 12:07:08.992,1,PIN7,NO_50_ALL,DEV,TARGET
16568,2026-08-13 12:08:40.384,1,PIN7,CURRENT,DEV,TARGET
16568,2026-08-13 12:08:40.384,1,PIN7,NO_50_ORDER,DEV,TARGET
16568,2026-08-13 12:08:40.384,1,PIN7,NO_50_ALL,DEV,TARGET
16577,2026-08-13 12:17:46.332,1,EMA24,CURRENT,DEV,TARGET
16577,2026-08-13 12:17:46.332,1,EMA24,NO_50_ORDER,DEV,TARGET
16577,2026-08-13 12:17:46.332,1,EMA24,NO_50_ALL,DEV,TARGET
16581,2026-08-13 12:22:47.596,1,PIN7,CURRENT,DEV,STOP
16581,2026-08-13 12:22:47.596,1,PIN7,NO_50_ORDER,DEV,STOP
16581,2026-08-13 12:22:47.596,1,PIN7,NO_50_ALL,DEV,STOP
16582,2026-08-13 12:25:08.080,1,PIN7,CURRENT,DEV,STOP
16582,2026-08-13 12:25:08.080,1,PIN7,NO_50_ORDER,DEV,STOP
16582,2026-08-13 12:25:08.080,1,PIN7,NO_50_ALL,DEV,STOP
16585,2026-08-13 12:27:53.456,1,EMA24,CURRENT,DEV,TARGET
16585,2026-08-13 12:27:53.456,1,EMA24,NO_50_ORDER,DEV,TARGET
16585,2026-08-13 12:27:53.456,1,EMA24,NO_50_ALL,DEV,TARGET
16609,2026-08-13 12:51:07.016,-1,PIN7,NO_50_ORDER,DEV,STOP
16609,2026-08-13 12:51:07.016,-1,PIN7,NO_50_ALL,DEV,STOP
16615,2026-08-13 12:54:40.028,-1,EMA24,NO_50_ALL,DEV,TARGET
16624,2026-08-13 12:59:10.604,1,PIN7,NO_50_ORDER,DEV,TARGET
16624,2026-08-13 12:59:10.604,1,PIN7,NO_50_ALL,DEV,TARGET
16885,2026-08-14 06:31:24.252,-1,EMA8,CURRENT,DEV,TARGET
16885,2026-08-14 06:31:24.252,-1,EMA8,NO_50_ORDER,DEV,TARGET
16885,2026-08-14 06:31:24.252,-1,EMA8,NO_50_ALL,DEV,TARGET
16914,2026-08-14 06:40:04.108,-1,EMA24,CURRENT,DEV,STOP
16914,2026-08-14 06:40:04.108,-1,EMA24,NO_50_ORDER,DEV,STOP
16914,2026-08-14 06:40:04.108,-1,EMA24,NO_50_ALL,DEV,STOP
16923,2026-08-14 06:44:15.204,1,PIN_STRICT,NO_50_ALL,DEV,TARGET
16999,2026-08-14 07:09:12.716,1,EMA8,CURRENT,DEV,STOP
16999,2026-08-14 07:09:12.716,1,EMA8,NO_50_ORDER,DEV,STOP
16999,2026-08-14 07:09:12.716,1,EMA8,NO_50_ALL,DEV,STOP
17002,2026-08-14 07:10:06.516,1,EMA24,CURRENT,DEV,STOP
17002,2026-08-14 07:10:06.516,1,EMA24,NO_50_ORDER,DEV,STOP
17002,2026-08-14 07:10:06.516,1,EMA24,NO_50_ALL,DEV,STOP
17014,2026-08-14 07:15:27.364,-1,PIN7,NO_50_ORDER,DEV,TARGET
17014,2026-08-14 07:15:27.364,-1,PIN7,NO_50_ALL,DEV,TARGET
17041,2026-08-14 07:23:01.072,-1,EMA8,CURRENT,DEV,TARGET
17041,2026-08-14 07:23:01.072,-1,EMA8,NO_50_ORDER,DEV,TARGET
17041,2026-08-14 07:23:01.072,-1,EMA8,NO_50_ALL,DEV,TARGET
17046,2026-08-14 07:24:38.732,-1,EMA8,CURRENT,DEV,TARGET
17046,2026-08-14 07:24:38.732,-1,EMA8,NO_50_ORDER,DEV,TARGET
17046,2026-08-14 07:24:38.732,-1,EMA8,NO_50_ALL,DEV,TARGET
17053,2026-08-14 07:26:40.256,-1,EMA8,CURRENT,DEV,TARGET
17053,2026-08-14 07:26:40.256,-1,EMA8,NO_50_ORDER,DEV,TARGET
17053,2026-08-14 07:26:40.256,-1,EMA8,NO_50_ALL,DEV,TARGET
17055,2026-08-14 07:27:23.612,-1,EMA8,CURRENT,DEV,TARGET
17055,2026-08-14 07:27:23.612,-1,EMA8,NO_50_ORDER,DEV,TARGET
17055,2026-08-14 07:27:23.612,-1,EMA8,NO_50_ALL,DEV,TARGET
17063,2026-08-14 07:30:14.040,-1,EMA24,CURRENT,DEV,TARGET
17063,2026-08-14 07:30:14.040,-1,EMA24,NO_50_ORDER,DEV,TARGET
17063,2026-08-14 07:30:14.040,-1,EMA24,NO_50_ALL,DEV,TARGET
17066,2026-08-14 07:30:44.692,-1,PIN7,CURRENT,DEV,TARGET
17066,2026-08-14 07:30:44.692,-1,PIN7,NO_50_ORDER,DEV,TARGET
17066,2026-08-14 07:30:44.692,-1,PIN7,NO_50_ALL,DEV,TARGET
17067,2026-08-14 07:30:57.944,-1,PIN7,CURRENT,DEV,TARGET
17067,2026-08-14 07:30:57.944,-1,PIN7,NO_50_ORDER,DEV,TARGET
17067,2026-08-14 07:30:57.944,-1,PIN7,NO_50_ALL,DEV,TARGET
17069,2026-08-14 07:31:38.368,-1,EMA8,CURRENT,DEV,TARGET
17069,2026-08-14 07:31:38.368,-1,EMA8,NO_50_ORDER,DEV,TARGET
17069,2026-08-14 07:31:38.368,-1,EMA8,NO_50_ALL,DEV,TARGET
17071,2026-08-14 07:32:19.432,-1,EMA8,CURRENT,DEV,TARGET
17071,2026-08-14 07:32:19.432,-1,EMA8,NO_50_ORDER,DEV,TARGET
17071,2026-08-14 07:32:19.432,-1,EMA8,NO_50_ALL,DEV,TARGET
17075,2026-08-14 07:33:20.016,-1,EMA8,CURRENT,DEV,STOP
17075,2026-08-14 07:33:20.016,-1,EMA8,NO_50_ORDER,DEV,STOP
17075,2026-08-14 07:33:20.016,-1,EMA8,NO_50_ALL,DEV,STOP
17078,2026-08-14 07:34:58.808,-1,EMA8,CURRENT,DEV,STOP
17078,2026-08-14 07:34:58.808,-1,EMA8,NO_50_ORDER,DEV,STOP
17078,2026-08-14 07:34:58.808,-1,EMA8,NO_50_ALL,DEV,STOP
17324,2026-08-14 11:08:08.760,1,EMA8,NO_50_ORDER,DEV,TARGET
17324,2026-08-14 11:08:08.760,1,EMA8,NO_50_ALL,DEV,TARGET
17326,2026-08-14 11:10:46.004,1,PIN7,CURRENT,DEV,TARGET
17326,2026-08-14 11:10:46.004,1,PIN7,NO_50_ORDER,DEV,TARGET
17326,2026-08-14 11:10:46.004,1,PIN7,NO_50_ALL,DEV,TARGET
17344,2026-08-14 11:43:01.040,1,PIN7,CURRENT,DEV,TARGET
17344,2026-08-14 11:43:01.040,1,PIN7,NO_50_ORDER,DEV,TARGET
17344,2026-08-14 11:43:01.040,1,PIN7,NO_50_ALL,DEV,TARGET
17728,2026-08-17 06:32:50.512,-1,PIN7,CURRENT,DEV,TARGET
17728,2026-08-17 06:32:50.512,-1,PIN7,NO_50_ORDER,DEV,TARGET
17728,2026-08-17 06:32:50.512,-1,PIN7,NO_50_ALL,DEV,TARGET
17729,2026-08-17 06:33:01.284,-1,PIN7,CURRENT,DEV,STOP
17729,2026-08-17 06:33:01.284,-1,PIN7,NO_50_ORDER,DEV,STOP
17729,2026-08-17 06:33:01.284,-1,PIN7,NO_50_ALL,DEV,STOP
17735,2026-08-17 06:34:11.060,-1,PIN7,CURRENT,DEV,TARGET
17735,2026-08-17 06:34:11.060,-1,PIN7,NO_50_ORDER,DEV,TARGET
17735,2026-08-17 06:34:11.060,-1,PIN7,NO_50_ALL,DEV,TARGET
17748,2026-08-17 06:36:21.240,-1,EMA24,CURRENT,DEV,TARGET
17748,2026-08-17 06:36:21.240,-1,EMA24,NO_50_ORDER,DEV,TARGET
17748,2026-08-17 06:36:21.240,-1,EMA24,NO_50_ALL,DEV,TARGET
17750,2026-08-17 06:37:30.608,-1,EMA24,CURRENT,DEV,TARGET
17750,2026-08-17 06:37:30.608,-1,EMA24,NO_50_ORDER,DEV,TARGET
17750,2026-08-17 06:37:30.608,-1,EMA24,NO_50_ALL,DEV,TARGET
17823,2026-08-17 07:00:14.276,-1,EMA8,CURRENT,DEV,TARGET
17823,2026-08-17 07:00:14.276,-1,EMA8,NO_50_ORDER,DEV,TARGET
17823,2026-08-17 07:00:14.276,-1,EMA8,NO_50_ALL,DEV,TARGET
17840,2026-08-17 07:03:12.332,-1,PIN7,CURRENT,DEV,STOP
17840,2026-08-17 07:03:12.332,-1,PIN7,NO_50_ORDER,DEV,STOP
17840,2026-08-17 07:03:12.332,-1,PIN7,NO_50_ALL,DEV,STOP
17881,2026-08-17 07:22:17.260,-1,PIN7,CURRENT,DEV,NONE
17881,2026-08-17 07:22:17.260,-1,PIN7,NO_50_ORDER,DEV,NONE
17881,2026-08-17 07:22:17.260,-1,PIN7,NO_50_ALL,DEV,NONE
