Configuration,BarNumber,Time,Direction,Families,Segment,Outcome,TicksSeen
R4_TAIL2_4,29320,2026-08-19 12:59:53.368,1,EMA50,DEV,TARGET,120
R4_TAIL2_4,29323,2026-08-19 12:59:56.464,1,PIN7,DEV,TARGET,479
R4_TAIL2_4,29324,2026-08-19 12:59:57.400,1,PIN7,DEV,TARGET,1798
R4_TAIL2_4,29326,2026-08-19 12:59:59.392,1,EMA8,DEV,TARGET,1
R4_TAIL2_4,30807,2026-08-20 06:31:16.016,1,PIN7,DEV,TARGET,1
R4_TAIL2_4,30843,2026-08-20 06:33:57.060,1,PIN7,DEV,TARGET,2800
R4_TAIL2_4,30849,2026-08-20 06:34:23.036,1,EMA8,DEV,TARGET,444
R4_TAIL2_4,30851,2026-08-20 06:34:34.340,1,EMA8,DEV,TARGET,608
R4_TAIL2_4,30854,2026-08-20 06:34:43.136,1,PIN,DEV,STOP,4608
R4_TAIL2_4,30856,2026-08-20 06:34:47.524,1,EMA8,DEV,STOP,3825
R4_TAIL2_4,30863,2026-08-20 06:35:15.608,1,EMA50,DEV,TARGET,1
R4_TAIL2_4,30876,2026-08-20 06:35:29.752,1,PIN7,DEV,TARGET,57
R4_TAIL2_4,30878,2026-08-20 06:35:35.292,1,PIN,DEV,TARGET,8515
R4_TAIL2_4,30885,2026-08-20 06:36:15.252,1,EMA8,DEV,STOP,7541
R4_TAIL2_4,30887,2026-08-20 06:36:35.376,1,EMA8,DEV,STOP,3503
R4_TAIL2_4,30890,2026-08-20 06:36:56.128,1,EMA24,DEV,STOP,12108
R4_TAIL2_4,30927,2026-08-20 06:40:13.024,-1,PIN7,DEV,TARGET,19
R4_TAIL2_4,30955,2026-08-20 06:42:17.416,1,EMA8,DEV,TARGET,5728
R4_TAIL2_4,30957,2026-08-20 06:42:26.684,1,EMA50,DEV,TARGET,2461
R4_TAIL2_4,30960,2026-08-20 06:42:38.880,1,PIN7,DEV,TARGET,162
R4_TAIL2_4,30967,2026-08-20 06:43:41.752,1,EMA8,DEV,TARGET,612
R4_TAIL2_4,30969,2026-08-20 06:44:02.420,1,PIN7,DEV,STOP,8586
R4_TAIL2_4,31167,2026-08-20 07:00:27.872,1,PIN7,DEV,STOP,7003
R4_TAIL2_4,31168,2026-08-20 07:00:34.016,1,PIN7,DEV,STOP,1430
R4_TAIL2_4,31243,2026-08-20 07:06:00.240,-1,EMA24,DEV,TARGET,549
R4_TAIL2_4,31293,2026-08-20 07:09:48.400,1,PIN7,DEV,TARGET,784
R4_TAIL2_4,31294,2026-08-20 07:09:51.776,1,PIN7,DEV,TARGET,1782
R4_TAIL2_4,31303,2026-08-20 07:10:28.656,1,EMA8,DEV,STOP,5253
R4_TAIL2_4,31349,2026-08-20 07:14:46.596,-1,PIN7,DEV,TARGET,3143
R4_TAIL2_4,31350,2026-08-20 07:15:02.548,-1,PIN7,DEV,STOP,7811
R4_TAIL2_4,31356,2026-08-20 07:15:29.092,-1,EMA24,DEV,TARGET,2590
R4_TAIL2_4,31366,2026-08-20 07:16:31.088,-1,EMA8,DEV,TARGET,1675
R4_TAIL2_4,31372,2026-08-20 07:17:35.248,-1,EMA8,DEV,TARGET,1420
R4_TAIL2_4,31386,2026-08-20 07:18:49.200,-1,EMA50,DEV,TARGET,882
R4_TAIL2_4,31411,2026-08-20 07:20:58.440,1,EMA8,DEV,STOP,4066
R4_TAIL2_4,31416,2026-08-20 07:21:22.704,1,EMA24,DEV,TARGET,1356
R4_TAIL2_4,31420,2026-08-20 07:21:33.532,1,EMA8,DEV,STOP,5540
R4_TAIL2_4,31446,2026-08-20 07:23:39.080,1,PIN7,DEV,TARGET,1879
R4_TAIL2_4,31447,2026-08-20 07:23:40.788,1,PIN7,DEV,TARGET,2269
R4_TAIL2_4,31448,2026-08-20 07:23:46.940,1,PIN7,DEV,TARGET,2192
R4_TAIL2_4,31449,2026-08-20 07:23:52.256,1,PIN7,DEV,TARGET,1822
R4_TAIL2_4,31450,2026-08-20 07:23:58.804,1,PIN,DEV,TARGET,573
R4_TAIL2_4,31455,2026-08-20 07:24:39.700,1,EMA8,DEV,STOP,9999
R4_TAIL2_4,31488,2026-08-20 07:27:35.700,-1,PIN7,DEV,TARGET,1333
R4_TAIL2_4,31506,2026-08-20 07:29:15.924,-1,PIN7,DEV,STOP,5763
R4_TAIL2_4,31552,2026-08-20 07:33:46.308,1,PIN7,DEV,TARGET,4229
R4_TAIL2_4,31595,2026-08-20 07:38:46.112,1,EMA24,DEV,TARGET,1
R4_TAIL2_4,31604,2026-08-20 07:40:15.580,1,EMA8,DEV,STOP,3723
R4_TAIL2_4,31609,2026-08-20 07:40:47.596,1,EMA24,DEV,TARGET,1609
R4_TAIL2_4,31611,2026-08-20 07:40:56.840,1,EMA24,DEV,STOP,6615
R4_TAIL2_4,31625,2026-08-20 07:42:35.152,1,EMA50,DEV,TARGET,143
R4_TAIL2_4,31628,2026-08-20 07:42:50.724,1,PIN7,DEV,TARGET,1986
R4_TAIL2_4,31637,2026-08-20 07:45:02.044,1,EMA8,DEV,TARGET,5152
R4_TAIL2_4,31668,2026-08-20 07:50:13.048,-1,EMA8,DEV,TARGET,1971
R4_TAIL2_4,31676,2026-08-20 07:51:21.436,-1,EMA24,DEV,TARGET,1279
R4_TAIL2_4,31688,2026-08-20 07:53:35.188,1,PIN7,DEV,STOP,5856
R4_TAIL2_4,31706,2026-08-20 07:56:21.800,-1,PIN7,DEV,STOP,6506
R4_TAIL2_4,31712,2026-08-20 07:57:00.248,-1,EMA24,DEV,TARGET,4238
R4_TAIL2_4,32479,2026-08-20 11:05:41.124,-1,EMA8,DEV,TARGET,413
R4_TAIL2_4,32487,2026-08-20 11:07:35.888,-1,PIN7,DEV,TARGET,11545
R4_TAIL2_4,32489,2026-08-20 11:07:58.164,-1,EMA8,DEV,TARGET,645
R4_TAIL2_4,32494,2026-08-20 11:10:02.448,-1,EMA8,DEV,TARGET,1003
R4_TAIL2_4,32498,2026-08-20 11:11:02.532,-1,PIN7,DEV,STOP,2916
R4_TAIL2_4,32504,2026-08-20 11:12:44.148,-1,EMA24,DEV,TARGET,636
R4_TAIL2_4,32514,2026-08-20 11:16:13.020,-1,PIN7,DEV,TARGET,123
R4_TAIL2_4,32516,2026-08-20 11:16:50.200,-1,PIN,DEV,STOP,6072
R4_TAIL2_4,32554,2026-08-20 11:33:38.512,-1,PIN7,DEV,TARGET,2937
R4_TAIL2_4,32555,2026-08-20 11:34:36.680,-1,PIN7,DEV,STOP,2210
R4_TAIL2_4,32557,2026-08-20 11:35:42.172,-1,EMA8,DEV,STOP,4715
R4_TAIL2_4,32562,2026-08-20 11:38:26.692,-1,EMA50,DEV,TARGET,4103
R4_TAIL2_4,32564,2026-08-20 11:39:51.972,-1,EMA50,DEV,TARGET,788
R4_TAIL2_4,32607,2026-08-20 12:01:49.448,-1,EMA8,DEV,TARGET,364
R4_TAIL2_4,32611,2026-08-20 12:03:53.524,-1,EMA24,DEV,STOP,5643
R4_TAIL2_4,32635,2026-08-20 12:15:40.676,1,PIN7,DEV,STOP,4889
R4_TAIL2_4,32752,2026-08-20 12:57:26.160,-1,PIN7,DEV,STOP,9494
R4_TAIL2_4,32755,2026-08-20 12:58:06.076,-1,EMA8,DEV,TARGET,3422
R4_TAIL2_4,32757,2026-08-20 12:58:30.080,-1,EMA8,DEV,STOP,1966
R4_TAIL2_4,32777,2026-08-20 12:59:48.600,-1,PIN,DEV,STOP,1407
R4_TAIL2_4,33735,2026-08-21 06:31:46.760,-1,EMA24,DEV,TARGET,2120
R4_TAIL2_4,33746,2026-08-21 06:32:30.008,-1,PIN7,DEV,TARGET,65
R4_TAIL2_4,33749,2026-08-21 06:33:01.072,-1,EMA8,DEV,TARGET,578
R4_TAIL2_4,33756,2026-08-21 06:33:38.976,-1,EMA24,DEV,TARGET,1946
R4_TAIL2_4,33782,2026-08-21 06:36:06.492,-1,EMA24,DEV,TARGET,3475
R4_TAIL2_4,33814,2026-08-21 06:39:50.524,-1,EMA24,DEV,STOP,1038
R4_TAIL2_4,33829,2026-08-21 06:41:06.248,1,EMA24,DEV,TARGET,333
R4_TAIL2_4,33856,2026-08-21 06:44:17.952,-1,EMA50,DEV,TARGET,657
R4_TAIL2_4,33996,2026-08-21 07:02:52.940,1,EMA50,DEV,TARGET,8976
R4_TAIL2_4,34021,2026-08-21 07:06:43.948,1,PIN7,DEV,STOP,1952
R4_TAIL2_4,34028,2026-08-21 07:08:07.520,1,EMA24,DEV,TARGET,7141
R4_TAIL2_4,34059,2026-08-21 07:14:36.228,-1,EMA8,DEV,TARGET,254
R4_TAIL2_4,34066,2026-08-21 07:16:01.528,-1,EMA24,DEV,TARGET,1438
R4_TAIL2_4,34101,2026-08-21 07:22:12.424,-1,EMA50,DEV,STOP,2731
R4_TAIL2_4,34132,2026-08-21 07:28:22.624,1,EMA50,DEV,TARGET,593
R4_TAIL2_4,34172,2026-08-21 07:35:49.216,-1,EMA8,DEV,TARGET,1746
R4_TAIL2_4,34174,2026-08-21 07:36:01.696,-1,PIN7,DEV,STOP,7200
R4_TAIL2_4,34176,2026-08-21 07:36:21.044,-1,EMA8,DEV,STOP,3749
R4_TAIL2_4,34179,2026-08-21 07:36:50.164,-1,EMA24,DEV,TARGET,739
R4_TAIL2_4,34182,2026-08-21 07:37:58.024,-1,EMA8,DEV,STOP,8476
R4_TAIL2_4,34204,2026-08-21 07:41:56.216,-1,PIN7,DEV,STOP,6826
R4_TAIL2_4,34207,2026-08-21 07:42:56.636,-1,EMA24,DEV,STOP,3695
R4_TAIL2_4,34227,2026-08-21 07:46:32.744,1,EMA8,DEV,TARGET,660
R4_TAIL2_4,34238,2026-08-21 07:49:29.820,1,PIN7,DEV,TARGET,1089
R4_TAIL2_4,34243,2026-08-21 07:50:32.984,1,PIN7,DEV,STOP,1328
R4_TAIL2_4,34248,2026-08-21 07:51:45.780,1,EMA24,DEV,TARGET,4987
R4_TAIL2_4,34250,2026-08-21 07:52:10.352,1,EMA24,DEV,TARGET,825
R4_TAIL2_4,34260,2026-08-21 07:54:47.096,1,EMA50,DEV,TARGET,1234
R4_TAIL2_4,34278,2026-08-21 07:59:10.148,1,PIN7,DEV,TARGET,772
R4_TAIL2_4,34279,2026-08-21 07:59:19.520,1,PIN7,DEV,TARGET,8074
R4_TAIL2_4,34721,2026-08-21 11:01:56.276,-1,EMA24,DEV,STOP,4120
R4_TAIL2_4,34733,2026-08-21 11:13:39.240,-1,EMA24,DEV,TARGET,1775
R4_TAIL2_4,34739,2026-08-21 11:22:27.924,-1,EMA50,DEV,TARGET,2553
R4_TAIL2_4,34741,2026-08-21 11:24:00.576,-1,EMA50,DEV,TARGET,2958
R4_TAIL2_4,34745,2026-08-21 11:28:45.928,-1,PIN7,DEV,TARGET,3155
R4_TAIL2_4,34779,2026-08-21 11:56:07.056,1,EMA8,DEV,TARGET,2929
R4_TAIL2_4,34784,2026-08-21 12:00:03.080,1,PIN,DEV,TARGET,8079
R4_TAIL2_4,34815,2026-08-21 12:28:44.344,1,EMA50,DEV,TARGET,389
R4_TAIL2_4,34825,2026-08-21 12:33:25.732,1,EMA50,DEV,TARGET,10000
R4_TAIL2_4,34835,2026-08-21 12:42:30.004,1,EMA50,DEV,TARGET,451
R4_TAIL2_4,34843,2026-08-21 12:45:48.548,1,EMA8,DEV,TARGET,4486
R4_TAIL2_4,34845,2026-08-21 12:46:47.976,1,EMA8,DEV,TARGET,708
R4_TAIL2_4,34903,2026-08-21 12:59:47.160,-1,PIN,DEV,TARGET,1261
R4_TAIL2_4,34904,2026-08-21 12:59:50.592,-1,PIN,DEV,STOP,4138
R4_TAIL2_4,36374,2026-08-24 06:31:00.224,-1,PIN,HOLD,TARGET,419
R4_TAIL2_4,36375,2026-08-24 06:31:01.220,-1,PIN,HOLD,TARGET,1
R4_TAIL2_4,36376,2026-08-24 06:31:01.884,-1,PIN,HOLD,STOP,2327
R4_TAIL2_4,36386,2026-08-24 06:31:30.052,-1,EMA24,HOLD,STOP,2799
R4_TAIL2_4,36406,2026-08-24 06:33:02.916,-1,PIN7,HOLD,TARGET,1308
R4_TAIL2_4,36410,2026-08-24 06:33:28.304,-1,PIN,HOLD,STOP,3286
R4_TAIL2_4,36417,2026-08-24 06:34:02.052,-1,EMA8,HOLD,TARGET,14249
R4_TAIL2_4,36420,2026-08-24 06:34:42.624,-1,EMA24,HOLD,TARGET,588
R4_TAIL2_4,36512,2026-08-24 06:42:32.720,-1,PIN7,HOLD,TARGET,517
R4_TAIL2_4,36513,2026-08-24 06:42:34.992,-1,PIN7,HOLD,TARGET,446
R4_TAIL2_4,36516,2026-08-24 06:42:55.912,-1,PIN,HOLD,TARGET,1887
R4_TAIL2_4,36517,2026-08-24 06:43:02.584,-1,PIN,HOLD,TARGET,4593
R4_TAIL2_4,36524,2026-08-24 06:43:32.888,-1,EMA8,HOLD,TARGET,2827
R4_TAIL2_4,36526,2026-08-24 06:43:42.084,-1,EMA8,HOLD,TARGET,8522
R4_TAIL2_4,36528,2026-08-24 06:43:59.548,-1,EMA8,HOLD,TARGET,5238
R4_TAIL2_4,36723,2026-08-24 07:02:55.976,-1,EMA8,HOLD,TARGET,2471
R4_TAIL2_4,36726,2026-08-24 07:03:32.312,-1,EMA8,HOLD,TARGET,1426
R4_TAIL2_4,36728,2026-08-24 07:03:39.644,-1,EMA8,HOLD,TARGET,83
R4_TAIL2_4,36770,2026-08-24 07:10:05.124,-1,EMA24,HOLD,TARGET,1418
R4_TAIL2_4,36782,2026-08-24 07:12:13.832,-1,PIN7,HOLD,TARGET,6586
R4_TAIL2_4,36783,2026-08-24 07:12:49.108,-1,PIN7,HOLD,TARGET,1750
R4_TAIL2_4,36784,2026-08-24 07:12:59.188,-1,PIN7,HOLD,STOP,6644
R4_TAIL2_4,36788,2026-08-24 07:13:53.564,-1,EMA50,HOLD,TARGET,2627
R4_TAIL2_4,36790,2026-08-24 07:14:06.472,-1,EMA50,HOLD,STOP,3446
R4_TAIL2_4,36816,2026-08-24 07:18:16.064,-1,PIN7,HOLD,STOP,8215
R4_TAIL2_4,36828,2026-08-24 07:20:21.504,1,PIN7,HOLD,TARGET,11659
R4_TAIL2_4,36834,2026-08-24 07:21:40.164,1,PIN7,HOLD,TARGET,2902
R4_TAIL2_4,36839,2026-08-24 07:22:33.024,1,EMA8,HOLD,TARGET,895
R4_TAIL2_4,36860,2026-08-24 07:27:35.920,-1,EMA8,HOLD,STOP,10505
R4_TAIL2_4,36886,2026-08-24 07:32:20.372,1,EMA8,HOLD,TARGET,3129
R4_TAIL2_4,36889,2026-08-24 07:33:02.136,1,EMA8,HOLD,TARGET,4595
R4_TAIL2_4,36894,2026-08-24 07:34:50.636,1,EMA8,HOLD,TARGET,3101
R4_TAIL2_4,36896,2026-08-24 07:35:11.420,1,EMA8,HOLD,TARGET,12149
R4_TAIL2_4,36902,2026-08-24 07:36:25.560,1,EMA8,HOLD,TARGET,293
R4_TAIL2_4,36917,2026-08-24 07:38:58.140,1,EMA24,HOLD,STOP,10721
R4_TAIL2_4,36925,2026-08-24 07:40:36.860,1,EMA50,HOLD,TARGET,772
R4_TAIL2_4,36931,2026-08-24 07:41:55.644,1,PIN7,HOLD,STOP,4290
R4_TAIL2_4,36935,2026-08-24 07:43:21.972,1,EMA24,HOLD,STOP,3031
R4_TAIL2_4,36963,2026-08-24 07:50:03.048,1,PIN7,HOLD,STOP,2048
R4_TAIL2_4,37474,2026-08-24 11:07:10.024,1,PIN7,HOLD,TARGET,5789
R4_TAIL2_4,37484,2026-08-24 11:14:21.112,1,PIN7,HOLD,TARGET,306
R4_TAIL2_4,37487,2026-08-24 11:15:47.272,1,PIN,HOLD,TARGET,2540
R4_TAIL2_4,37499,2026-08-24 11:21:59.624,1,PIN7,HOLD,TARGET,180
R4_TAIL2_4,37511,2026-08-24 11:30:01.540,1,PIN7,HOLD,TARGET,1697
R4_TAIL2_4,37512,2026-08-24 11:30:16.068,1,PIN7,HOLD,TARGET,400
R4_TAIL2_4,37516,2026-08-24 11:30:55.968,1,EMA8,HOLD,STOP,4047
R4_TAIL2_4,37555,2026-08-24 12:00:57.100,-1,PIN7,HOLD,TARGET,461
R4_TAIL2_4,37558,2026-08-24 12:03:08.216,-1,EMA8,HOLD,TARGET,676
R4_TAIL2_4,37594,2026-08-24 12:34:42.380,-1,PIN7,HOLD,TARGET,913
R4_TAIL2_4,37602,2026-08-24 12:44:49.404,-1,EMA8,HOLD,TARGET,5508
R4_TAIL2_4,37621,2026-08-24 12:51:50.296,-1,PIN7,HOLD,TARGET,659
R4_TAIL2_4,37622,2026-08-24 12:52:02.012,-1,PIN7,HOLD,TARGET,472
R4_TAIL2_4,37639,2026-08-24 12:55:47.452,-1,EMA50,HOLD,STOP,2634
R4_TAIL2_4,38741,2026-08-25 06:31:53.524,-1,EMA24,HOLD,STOP,3066
R4_TAIL2_4,38771,2026-08-25 06:34:56.704,1,PIN7,HOLD,STOP,3566
R4_TAIL2_4,38784,2026-08-25 06:36:09.888,1,EMA50,HOLD,STOP,3844
R4_TAIL2_4,38801,2026-08-25 06:37:53.456,1,PIN7,HOLD,STOP,11074
R4_TAIL2_4,38806,2026-08-25 06:38:55.572,-1,PIN7,HOLD,TARGET,2458
R4_TAIL2_4,38841,2026-08-25 06:43:28.436,-1,PIN7,HOLD,TARGET,910
R4_TAIL2_4,38849,2026-08-25 06:44:36.380,-1,EMA24,HOLD,STOP,5669
R4_TAIL2_4,38851,2026-08-25 06:44:54.416,-1,EMA24+EMA50,HOLD,STOP,3728
R4_TAIL2_4,38976,2026-08-25 07:04:18.744,-1,PIN7,HOLD,STOP,7147
R4_TAIL2_4,39014,2026-08-25 07:15:27.088,-1,PIN7,HOLD,STOP,3138
R4_TAIL2_4,39041,2026-08-25 07:23:18.988,-1,PIN7,HOLD,TARGET,5234
R4_TAIL2_4,39048,2026-08-25 07:25:39.280,-1,EMA24,HOLD,TARGET,2511
R4_TAIL2_4,39052,2026-08-25 07:27:16.812,-1,EMA24,HOLD,TARGET,9916
R4_TAIL2_4,39057,2026-08-25 07:29:28.572,-1,PIN7,HOLD,TARGET,1327
R4_TAIL2_4,39059,2026-08-25 07:30:02.060,-1,PIN,HOLD,TARGET,3427
R4_TAIL2_4,39060,2026-08-25 07:30:24.248,-1,PIN,HOLD,TARGET,385
R4_TAIL2_4,39076,2026-08-25 07:30:28.400,-1,EMA8,HOLD,TARGET,1
R4_TAIL2_4,39078,2026-08-25 07:30:28.516,-1,EMA8,HOLD,TARGET,1
R4_TAIL2_4,39087,2026-08-25 07:30:29.104,-1,EMA8,HOLD,TARGET,1
R4_TAIL2_4,39090,2026-08-25 07:30:29.268,-1,PIN,HOLD,STOP,491
R4_TAIL2_4,39094,2026-08-25 07:30:29.916,-1,EMA8,HOLD,STOP,449
R4_TAIL2_4,39133,2026-08-25 07:30:38.196,1,EMA24,HOLD,TARGET,831
R4_TAIL2_4,39144,2026-08-25 07:30:46.996,1,EMA24,HOLD,TARGET,1154
R4_TAIL2_4,39158,2026-08-25 07:31:45.208,1,PIN7,HOLD,TARGET,5484
R4_TAIL2_4,39159,2026-08-25 07:31:52.284,1,PIN7,HOLD,TARGET,3920
R4_TAIL2_4,39170,2026-08-25 07:33:23.188,1,EMA24,HOLD,TARGET,1685
R4_TAIL2_4,39172,2026-08-25 07:33:32.780,1,EMA24,HOLD,TARGET,1367
R4_TAIL2_4,39195,2026-08-25 07:39:06.428,1,PIN7,HOLD,TARGET,1107
R4_TAIL2_4,39214,2026-08-25 07:45:01.616,-1,EMA8,HOLD,TARGET,683
R4_TAIL2_4,39216,2026-08-25 07:45:13.736,-1,EMA8,HOLD,STOP,11222
R4_TAIL2_4,39218,2026-08-25 07:45:41.228,-1,EMA8,HOLD,STOP,7186
R4_TAIL2_4,39220,2026-08-25 07:46:02.124,-1,EMA8,HOLD,STOP,4677
R4_TAIL2_4,39224,2026-08-25 07:46:38.044,-1,EMA50,HOLD,TARGET,530
R4_TAIL2_4,39600,2026-08-25 11:07:42.020,-1,EMA50,HOLD,TARGET,1573
R4_TAIL2_4,39608,2026-08-25 11:16:39.816,-1,PIN7,HOLD,STOP,7722
R4_TAIL2_4,39612,2026-08-25 11:23:13.512,-1,EMA50,HOLD,TARGET,2985
R4_TAIL2_4,39627,2026-08-25 11:41:28.040,1,EMA8,HOLD,TARGET,2007
R4_TAIL2_4,39630,2026-08-25 11:45:05.896,1,PIN,HOLD,TARGET,1280
R4_TAIL2_4,39631,2026-08-25 11:45:29.836,1,PIN,HOLD,TARGET,240
R4_TAIL2_4,39639,2026-08-25 11:52:10.996,1,EMA8,HOLD,STOP,7974
R4_TAIL2_4,39696,2026-08-25 12:53:09.972,1,PIN7,HOLD,TARGET,1783
R4_TAIL2_4,39710,2026-08-25 12:56:38.320,1,EMA24,HOLD,TARGET,491
R4_TAIL2_4,39715,2026-08-25 12:58:00.072,1,EMA8,HOLD,STOP,8490
R4_TAIL2_4,40700,2026-08-26 06:31:31.176,1,PIN7,HOLD,TARGET,6763
R4_TAIL2_4,40710,2026-08-26 06:32:06.848,1,PIN,HOLD,STOP,7539
R4_TAIL2_4,40732,2026-08-26 06:34:06.808,1,PIN7,HOLD,TARGET,3355
R4_TAIL2_4,40733,2026-08-26 06:34:19.780,1,PIN7,HOLD,TARGET,509
R4_TAIL2_4,40737,2026-08-26 06:34:39.980,1,EMA8,HOLD,TARGET,1537
R4_TAIL2_4,40758,2026-08-26 06:36:02.508,-1,EMA8,HOLD,TARGET,7388
R4_TAIL2_4,40771,2026-08-26 06:36:40.796,-1,EMA50,HOLD,STOP,3481
R4_TAIL2_4,40781,2026-08-26 06:37:32.940,1,PIN7,HOLD,STOP,2693
R4_TAIL2_4,40795,2026-08-26 06:39:25.244,1,EMA24,HOLD,TARGET,2588
R4_TAIL2_4,40826,2026-08-26 06:43:05.556,1,PIN7,HOLD,TARGET,5938
R4_TAIL2_4,40840,2026-08-26 06:43:35.632,1,EMA8,HOLD,TARGET,9832
R4_TAIL2_4,40987,2026-08-26 07:15:26.416,-1,EMA8,HOLD,TARGET,370
R4_TAIL2_4,40989,2026-08-26 07:16:09.796,-1,PIN7,HOLD,STOP,11015
R4_TAIL2_4,41007,2026-08-26 07:22:16.728,-1,PIN7,HOLD,TARGET,655
R4_TAIL2_4,41023,2026-08-26 07:26:08.448,-1,PIN,HOLD,TARGET,2180
R4_TAIL2_4,41024,2026-08-26 07:26:18.648,-1,PIN,HOLD,TARGET,8311
R4_TAIL2_4,41039,2026-08-26 07:29:42.916,-1,EMA24,HOLD,TARGET,2406
R4_TAIL2_4,41049,2026-08-26 07:32:17.072,-1,EMA24,HOLD,STOP,14727
R4_TAIL2_4,41100,2026-08-26 07:49:49.832,1,PIN7,HOLD,TARGET,1024
R4_TAIL2_4,41115,2026-08-26 07:55:45.556,1,EMA24,HOLD,TARGET,674
R4_TAIL2_4,41492,2026-08-26 11:05:23.532,1,EMA50,HOLD,TARGET,4267
R4_TAIL2_4,41540,2026-08-26 11:52:15.044,1,EMA8,HOLD,TARGET,1358
R4_TAIL2_4,41551,2026-08-26 12:00:31.376,1,EMA8,HOLD,TARGET,396
R4_TAIL2_4,41558,2026-08-26 12:02:02.552,1,EMA8,HOLD,TARGET,235
R4_TAIL2_4,41565,2026-08-26 12:04:56.364,1,PIN7,HOLD,STOP,5724
R4_TAIL2_4,41598,2026-08-26 12:29:39.560,1,EMA50,HOLD,STOP,14470
R4_TAIL2_4,41625,2026-08-26 12:49:55.364,1,PIN7,HOLD,TARGET,371
R4_TAIL2_4,41650,2026-08-26 12:55:00.120,-1,EMA8,HOLD,TARGET,1774
R4_TAIL2_4,41652,2026-08-26 12:55:05.364,-1,EMA8,HOLD,TARGET,291
R4_TAIL2_4,41667,2026-08-26 12:58:45.512,-1,PIN,HOLD,TARGET,1628
R4_TAIL2_4,41671,2026-08-26 12:59:08.340,-1,PIN7,HOLD,TARGET,3519
R4_TAIL2_4,43121,2026-08-27 06:31:41.968,-1,EMA8,HOLD,TARGET,516
R4_TAIL2_4,43127,2026-08-27 06:31:59.260,-1,PIN,HOLD,TARGET,1081
R4_TAIL2_4,43171,2026-08-27 06:34:06.324,-1,PIN7,HOLD,TARGET,2992
R4_TAIL2_4,43172,2026-08-27 06:34:13.212,-1,PIN7,HOLD,TARGET,740
R4_TAIL2_4,43174,2026-08-27 06:34:23.472,-1,PIN7,HOLD,TARGET,446
R4_TAIL2_4,43178,2026-08-27 06:34:32.404,-1,EMA8,HOLD,TARGET,69
R4_TAIL2_4,43180,2026-08-27 06:34:49.428,-1,PIN7,HOLD,STOP,2599
R4_TAIL2_4,43186,2026-08-27 06:35:17.484,-1,PIN7,HOLD,STOP,4901
R4_TAIL2_4,43189,2026-08-27 06:35:24.176,-1,EMA8,HOLD,STOP,4506
R4_TAIL2_4,43245,2026-08-27 06:39:51.720,1,PIN7,HOLD,TARGET,69
R4_TAIL2_4,43252,2026-08-27 06:40:21.108,1,EMA8,HOLD,TARGET,3690
R4_TAIL2_4,43254,2026-08-27 06:40:31.812,1,EMA8,HOLD,TARGET,626
R4_TAIL2_4,43257,2026-08-27 06:40:57.380,1,EMA8,HOLD,TARGET,2056
R4_TAIL2_4,43259,2026-08-27 06:41:05.276,1,EMA8,HOLD,TARGET,19
R4_TAIL2_4,43261,2026-08-27 06:41:07.696,1,PIN7,HOLD,TARGET,1327
R4_TAIL2_4,43526,2026-08-27 07:00:08.268,1,EMA8,HOLD,TARGET,1376
R4_TAIL2_4,43533,2026-08-27 07:00:27.048,1,EMA50,HOLD,TARGET,1797
R4_TAIL2_4,43548,2026-08-27 07:01:29.612,1,PIN7,HOLD,TARGET,119
R4_TAIL2_4,43555,2026-08-27 07:01:53.256,1,EMA24,HOLD,TARGET,634
R4_TAIL2_4,43567,2026-08-27 07:02:37.956,1,EMA50,HOLD,TARGET,1412
R4_TAIL2_4,43569,2026-08-27 07:02:41.148,1,EMA50,HOLD,TARGET,71
R4_TAIL2_4,43576,2026-08-27 07:03:21.268,1,EMA50,HOLD,TARGET,2937
R4_TAIL2_4,43578,2026-08-27 07:03:30.188,1,EMA50,HOLD,TARGET,733
R4_TAIL2_4,43584,2026-08-27 07:03:57.584,1,PIN7,HOLD,TARGET,246
R4_TAIL2_4,43591,2026-08-27 07:04:47.756,1,EMA24,HOLD,TARGET,4472
R4_TAIL2_4,43600,2026-08-27 07:05:51.280,1,EMA8,HOLD,STOP,4322
R4_TAIL2_4,43614,2026-08-27 07:06:52.708,-1,PIN7,HOLD,TARGET,1485
R4_TAIL2_4,43615,2026-08-27 07:06:56.912,-1,PIN7,HOLD,TARGET,1016
R4_TAIL2_4,43664,2026-08-27 07:11:32.128,1,EMA8,HOLD,TARGET,46
R4_TAIL2_4,43669,2026-08-27 07:12:02.796,1,EMA8,HOLD,TARGET,1336
R4_TAIL2_4,43739,2026-08-27 07:24:48.248,1,EMA50,HOLD,TARGET,338
R4_TAIL2_4,43751,2026-08-27 07:26:51.536,1,PIN7,HOLD,TARGET,1595
R4_TAIL2_4,43756,2026-08-27 07:27:33.176,1,PIN,HOLD,STOP,7219
R4_TAIL2_4,43762,2026-08-27 07:29:11.616,1,EMA24,HOLD,TARGET,5041
R4_TAIL2_4,43796,2026-08-27 07:35:43.688,1,PIN7,HOLD,TARGET,1102
R4_TAIL2_4,43801,2026-08-27 07:37:08.296,1,PIN7,HOLD,TARGET,927
R4_TAIL2_4,43858,2026-08-27 07:48:44.048,1,PIN7,HOLD,TARGET,1040
R4_TAIL2_4,43863,2026-08-27 07:49:41.584,1,PIN,HOLD,TARGET,7527
R4_TAIL2_4,43909,2026-08-27 07:59:56.632,1,EMA8,HOLD,TARGET,965
