Configuration,BarNumber,Time,Direction,Families,Segment,Outcome,TicksSeen
R4_TAIL3_4,52802,2026-09-01 07:29:51.588,1,EMA50,HOLD,TARGET,1440
R4_TAIL3_4,52805,2026-09-01 07:30:20.184,1,PIN7,HOLD,TARGET,1403
R4_TAIL3_4,52815,2026-09-01 07:33:36.132,1,PIN7,HOLD,TARGET,3512
R4_TAIL3_4,52861,2026-09-01 07:47:54.652,1,PIN7,HOLD,TARGET,4291
R4_TAIL3_4,52884,2026-09-01 07:53:51.600,-1,EMA8,HOLD,TARGET,665
R4_TAIL3_4,52896,2026-09-01 07:59:32.044,-1,EMA8,HOLD,STOP,7389
R4_TAIL3_4,53538,2026-09-01 11:05:16.024,-1,PIN7,HOLD,TARGET,494
R4_TAIL3_4,53547,2026-09-01 11:10:04.320,-1,EMA50,HOLD,TARGET,2461
R4_TAIL3_4,53549,2026-09-01 11:10:35.396,-1,EMA50,HOLD,TARGET,333
R4_TAIL3_4,53553,2026-09-01 11:12:59.448,-1,EMA50,HOLD,TARGET,693
R4_TAIL3_4,53578,2026-09-01 11:25:46.520,-1,EMA8,HOLD,TARGET,4729
R4_TAIL3_4,53580,2026-09-01 11:26:44.444,-1,EMA50,HOLD,TARGET,1176
R4_TAIL3_4,53589,2026-09-01 11:31:36.172,-1,PIN7,HOLD,TARGET,368
R4_TAIL3_4,53591,2026-09-01 11:31:57.192,-1,PIN7,HOLD,STOP,2933
R4_TAIL3_4,53602,2026-09-01 11:36:57.100,-1,EMA8,HOLD,TARGET,596
R4_TAIL3_4,53610,2026-09-01 11:41:00.256,-1,EMA8,HOLD,TARGET,2693
R4_TAIL3_4,53615,2026-09-01 11:42:52.112,-1,PIN,HOLD,TARGET,865
R4_TAIL3_4,53682,2026-09-01 11:57:58.700,1,EMA8,HOLD,TARGET,1478
R4_TAIL3_4,53691,2026-09-01 12:00:28.164,1,PIN7,HOLD,STOP,5566
R4_TAIL3_4,53697,2026-09-01 12:01:53.960,1,EMA24,HOLD,TARGET,1286
R4_TAIL3_4,53699,2026-09-01 12:03:00.472,1,EMA24,HOLD,TARGET,2177
R4_TAIL3_4,53733,2026-09-01 12:12:23.568,1,EMA24,HOLD,TARGET,921
R4_TAIL3_4,53736,2026-09-01 12:13:38.732,1,EMA8,HOLD,TARGET,2892
R4_TAIL3_4,53803,2026-09-01 12:36:32.744,-1,PIN7,HOLD,TARGET,10953
R4_TAIL3_4,53836,2026-09-01 12:49:52.212,1,EMA24,HOLD,STOP,767
R4_TAIL3_4,53856,2026-09-01 12:53:01.056,-1,PIN7,HOLD,TARGET,1990
R4_TAIL3_4,53865,2026-09-01 12:54:40.016,-1,EMA8,HOLD,TARGET,840
R4_TAIL3_4,53886,2026-09-01 12:58:02.048,-1,EMA50,HOLD,STOP,4860
R4_TAIL3_4,53912,2026-09-01 12:59:50.476,1,EMA8,HOLD,TARGET,554
R4_TAIL3_4,53917,2026-09-01 12:59:57.908,1,EMA8,HOLD,TARGET,1036
R4_TAIL3_4,55215,2026-09-02 06:34:46.304,1,EMA50,HOLD,TARGET,523
R4_TAIL3_4,55239,2026-09-02 06:36:57.332,-1,PIN7,HOLD,TARGET,67
R4_TAIL3_4,55245,2026-09-02 06:37:31.124,-1,EMA24,HOLD,STOP,3352
R4_TAIL3_4,55280,2026-09-02 06:41:24.140,1,EMA8,HOLD,TARGET,1601
R4_TAIL3_4,55283,2026-09-02 06:41:42.072,1,EMA8,HOLD,TARGET,8681
R4_TAIL3_4,55415,2026-09-02 07:00:38.972,1,EMA8,HOLD,TARGET,3062
R4_TAIL3_4,55432,2026-09-02 07:02:37.172,1,EMA24,HOLD,TARGET,1
R4_TAIL3_4,55452,2026-09-02 07:04:36.212,1,EMA24,HOLD,TARGET,685
R4_TAIL3_4,55457,2026-09-02 07:05:38.932,1,PIN7,HOLD,TARGET,11204
R4_TAIL3_4,55461,2026-09-02 07:06:32.676,1,EMA8,HOLD,TARGET,962
R4_TAIL3_4,55509,2026-09-02 07:16:59.008,1,PIN7,HOLD,TARGET,2688
R4_TAIL3_4,55510,2026-09-02 07:17:18.524,1,PIN7,HOLD,TARGET,250
R4_TAIL3_4,55522,2026-09-02 07:19:24.944,1,PIN,HOLD,TARGET,15342
R4_TAIL3_4,55525,2026-09-02 07:20:25.100,1,EMA8,HOLD,TARGET,251
R4_TAIL3_4,55529,2026-09-02 07:21:05.772,1,EMA8,HOLD,TARGET,302
R4_TAIL3_4,55536,2026-09-02 07:22:21.324,1,PIN,HOLD,STOP,8711
R4_TAIL3_4,55539,2026-09-02 07:23:00.560,1,EMA8,HOLD,STOP,4022
R4_TAIL3_4,55554,2026-09-02 07:27:35.008,1,EMA8,HOLD,STOP,14735
R4_TAIL3_4,55585,2026-09-02 07:34:40.684,1,PIN7,HOLD,TARGET,1245
R4_TAIL3_4,55599,2026-09-02 07:37:57.496,1,EMA8,HOLD,STOP,2651
R4_TAIL3_4,55603,2026-09-02 07:39:03.052,1,EMA24,HOLD,TARGET,4201
R4_TAIL3_4,55616,2026-09-02 07:42:05.240,1,EMA8,HOLD,TARGET,818
R4_TAIL3_4,55625,2026-09-02 07:44:25.308,1,PIN7,HOLD,STOP,6834
R4_TAIL3_4,55633,2026-09-02 07:47:59.028,1,EMA50,HOLD,STOP,6689
R4_TAIL3_4,55677,2026-09-02 07:58:26.612,-1,EMA50,HOLD,TARGET,952
R4_TAIL3_4,56130,2026-09-02 11:08:23.744,1,EMA24,HOLD,TARGET,15508
R4_TAIL3_4,56132,2026-09-02 11:10:35.752,1,EMA24,HOLD,TARGET,8798
R4_TAIL3_4,56160,2026-09-02 11:18:57.400,1,EMA24,HOLD,STOP,3491
R4_TAIL3_4,56192,2026-09-02 11:36:35.336,-1,PIN7,HOLD,TARGET,1642
R4_TAIL3_4,56197,2026-09-02 11:41:01.264,-1,PIN,HOLD,TARGET,1355
R4_TAIL3_4,56211,2026-09-02 11:49:58.332,-1,EMA24,HOLD,TARGET,3514
R4_TAIL3_4,56231,2026-09-02 12:04:07.156,-1,EMA50,HOLD,STOP,4509
R4_TAIL3_4,56242,2026-09-02 12:13:38.084,1,PIN7,HOLD,STOP,6530
R4_TAIL3_4,56246,2026-09-02 12:17:06.680,1,EMA8,HOLD,TARGET,4945
R4_TAIL3_4,56253,2026-09-02 12:21:13.876,1,EMA50,HOLD,TARGET,273
R4_TAIL3_4,56323,2026-09-02 12:56:24.640,-1,EMA8,HOLD,STOP,10858
R4_TAIL3_4,56326,2026-09-02 12:57:15.596,-1,EMA24,HOLD,TARGET,10919
R4_TAIL3_4,56333,2026-09-02 12:59:15.032,-1,EMA50,HOLD,TARGET,1041
R4_TAIL3_4,57821,2026-09-03 06:31:08.660,1,EMA24,HOLD,STOP,1635
R4_TAIL3_4,57829,2026-09-03 06:31:31.384,1,PIN7,HOLD,STOP,5426
R4_TAIL3_4,57850,2026-09-03 06:32:58.904,1,EMA24,HOLD,TARGET,337
R4_TAIL3_4,57856,2026-09-03 06:33:27.860,1,PIN7,HOLD,TARGET,460
R4_TAIL3_4,57866,2026-09-03 06:34:15.688,1,EMA8,HOLD,TARGET,2023
R4_TAIL3_4,57868,2026-09-03 06:34:21.168,1,EMA8,HOLD,STOP,7852
R4_TAIL3_4,57913,2026-09-03 06:38:15.124,1,PIN,HOLD,TARGET,3748
R4_TAIL3_4,57919,2026-09-03 06:38:58.784,1,EMA8,HOLD,TARGET,4442
R4_TAIL3_4,57921,2026-09-03 06:39:14.552,1,EMA8,HOLD,TARGET,175
R4_TAIL3_4,57924,2026-09-03 06:39:41.600,1,EMA8,HOLD,TARGET,1883
R4_TAIL3_4,57932,2026-09-03 06:40:27.880,1,EMA24,HOLD,TARGET,742
R4_TAIL3_4,57950,2026-09-03 06:42:37.212,1,EMA24,HOLD,STOP,6125
R4_TAIL3_4,57957,2026-09-03 06:44:15.216,1,EMA50,HOLD,TARGET,2935
R4_TAIL3_4,58069,2026-09-03 07:00:21.620,-1,EMA8,HOLD,STOP,3063
R4_TAIL3_4,58105,2026-09-03 07:03:12.132,-1,EMA24,HOLD,STOP,5152
R4_TAIL3_4,58125,2026-09-03 07:05:22.888,-1,EMA8,HOLD,TARGET,3234
R4_TAIL3_4,58153,2026-09-03 07:08:21.068,-1,EMA8,HOLD,TARGET,1
R4_TAIL3_4,58161,2026-09-03 07:09:01.432,-1,EMA8,HOLD,STOP,2410
R4_TAIL3_4,58206,2026-09-03 07:13:46.292,1,PIN7,HOLD,STOP,4047
R4_TAIL3_4,58223,2026-09-03 07:15:47.264,1,PIN7,HOLD,STOP,9318
R4_TAIL3_4,58225,2026-09-03 07:16:11.004,1,EMA8,HOLD,STOP,5147
R4_TAIL3_4,58230,2026-09-03 07:16:48.320,1,EMA24,HOLD,STOP,9627
R4_TAIL3_4,58246,2026-09-03 07:19:21.376,1,PIN7,HOLD,TARGET,2450
R4_TAIL3_4,58247,2026-09-03 07:19:31.948,1,PIN7,HOLD,TARGET,552
R4_TAIL3_4,58251,2026-09-03 07:20:15.052,1,PIN,HOLD,TARGET,5652
R4_TAIL3_4,58317,2026-09-03 07:33:20.444,-1,EMA24,HOLD,TARGET,6514
R4_TAIL3_4,58327,2026-09-03 07:34:55.352,-1,PIN,HOLD,TARGET,230
R4_TAIL3_4,58416,2026-09-03 07:48:26.052,1,EMA8,HOLD,TARGET,72
R4_TAIL3_4,58422,2026-09-03 07:49:17.260,1,EMA8,HOLD,TARGET,7639
R4_TAIL3_4,58456,2026-09-03 07:56:11.128,1,PIN7,HOLD,STOP,1462
R4_TAIL3_4,58483,2026-09-03 07:56:23.768,-1,EMA24,HOLD,STOP,1082
R4_TAIL3_4,58501,2026-09-03 07:56:44.900,1,EMA8,HOLD,TARGET,6992
R4_TAIL3_4,58503,2026-09-03 07:56:48.456,1,EMA8,HOLD,TARGET,1731
R4_TAIL3_4,58512,2026-09-03 07:57:37.284,1,EMA50,HOLD,TARGET,785
R4_TAIL3_4,58518,2026-09-03 07:58:12.116,1,PIN7,HOLD,TARGET,30
R4_TAIL3_4,58523,2026-09-03 07:59:09.700,1,PIN,HOLD,TARGET,2843
R4_TAIL3_4,58934,2026-09-03 11:00:49.348,1,PIN7,HOLD,TARGET,6
R4_TAIL3_4,58978,2026-09-03 11:35:03.244,1,PIN7,HOLD,STOP,8899
R4_TAIL3_4,59071,2026-09-03 12:55:05.988,-1,PIN7,HOLD,TARGET,1170
R4_TAIL3_4,59081,2026-09-03 12:59:03.160,-1,EMA8,HOLD,TARGET,1914
R4_TAIL3_4,60330,2026-09-04 06:31:10.056,1,EMA24,HOLD,TARGET,2482
R4_TAIL3_4,60339,2026-09-04 06:31:38.104,1,EMA24,HOLD,TARGET,148
R4_TAIL3_4,60361,2026-09-04 06:34:01.056,1,EMA8,HOLD,TARGET,755
R4_TAIL3_4,60412,2026-09-04 06:41:31.132,-1,EMA24,HOLD,TARGET,14699
R4_TAIL3_4,60443,2026-09-04 06:44:41.892,-1,EMA8,HOLD,STOP,3021
R4_TAIL3_4,60528,2026-09-04 07:01:44.120,-1,PIN7,HOLD,TARGET,8162
R4_TAIL3_4,60538,2026-09-04 07:03:27.368,-1,EMA24,HOLD,TARGET,1738
R4_TAIL3_4,60540,2026-09-04 07:04:25.480,-1,EMA24,HOLD,TARGET,2336
R4_TAIL3_4,60571,2026-09-04 07:10:58.800,-1,PIN,HOLD,TARGET,7411
R4_TAIL3_4,60576,2026-09-04 07:12:21.488,-1,PIN,HOLD,TARGET,3892
R4_TAIL3_4,60607,2026-09-04 07:18:17.972,-1,PIN7,HOLD,TARGET,10030
R4_TAIL3_4,60610,2026-09-04 07:19:01.168,-1,EMA24,HOLD,TARGET,1385
R4_TAIL3_4,60612,2026-09-04 07:19:37.432,-1,PIN7,HOLD,TARGET,2056
R4_TAIL3_4,60717,2026-09-04 07:45:55.476,-1,EMA8,HOLD,TARGET,8492
R4_TAIL3_4,60721,2026-09-04 07:47:05.688,-1,EMA8,HOLD,TARGET,1149
R4_TAIL3_4,60726,2026-09-04 07:47:40.440,-1,EMA8,HOLD,TARGET,1050
R4_TAIL3_4,60733,2026-09-04 07:49:21.724,-1,EMA8,HOLD,TARGET,693
R4_TAIL3_4,60737,2026-09-04 07:49:49.640,-1,PIN7,HOLD,STOP,9419
R4_TAIL3_4,60762,2026-09-04 07:54:33.788,-1,PIN7,HOLD,TARGET,2676
R4_TAIL3_4,60773,2026-09-04 07:56:49.788,-1,PIN7,HOLD,TARGET,897
R4_TAIL3_4,61186,2026-09-04 11:16:14.352,1,EMA8,HOLD,TARGET,5056
R4_TAIL3_4,61200,2026-09-04 11:33:16.240,1,EMA8,HOLD,TARGET,1328
R4_TAIL3_4,61203,2026-09-04 11:40:22.352,1,EMA24,HOLD,TARGET,283
R4_TAIL3_4,61212,2026-09-04 11:46:30.688,1,PIN7,HOLD,TARGET,11825
R4_TAIL3_4,61213,2026-09-04 11:48:03.376,1,PIN7,HOLD,TARGET,18797
R4_TAIL3_4,61214,2026-09-04 11:52:30.748,1,PIN7,HOLD,TARGET,11014
R4_TAIL3_4,61224,2026-09-04 12:01:00.048,1,EMA24,HOLD,STOP,5926
R4_TAIL3_4,61226,2026-09-04 12:01:51.008,1,EMA24,HOLD,STOP,2768
R4_TAIL3_4,61243,2026-09-04 12:17:59.568,-1,EMA8,HOLD,STOP,18462
R4_TAIL3_4,61247,2026-09-04 12:22:35.724,-1,EMA24,HOLD,TARGET,450
R4_TAIL3_4,61276,2026-09-04 12:49:17.024,1,PIN7,HOLD,TARGET,1887
R4_TAIL3_4,61277,2026-09-04 12:50:00.016,1,PIN7,HOLD,TARGET,1
R4_TAIL3_4,61278,2026-09-04 12:50:00.048,1,PIN7,HOLD,TARGET,3
R4_TAIL3_4,61285,2026-09-04 12:50:29.588,1,EMA24,HOLD,TARGET,837
R4_TAIL3_4,61298,2026-09-04 12:55:05.476,1,EMA24,HOLD,TARGET,1015
R4_TAIL3_4,61322,2026-09-04 12:59:46.992,-1,EMA24,HOLD,STOP,1560
R4_TAIL3_4,61928,2026-09-07 06:31:37.976,1,EMA8,HOLD,TARGET,359
R4_TAIL3_4,61932,2026-09-07 06:33:48.920,1,EMA8,HOLD,STOP,2677
R4_TAIL3_4,61939,2026-09-07 06:37:38.320,1,EMA50,HOLD,TARGET,7785
R4_TAIL3_4,61987,2026-09-07 07:35:07.616,-1,PIN7,HOLD,STOP,2290
R4_TAIL3_4,62003,2026-09-07 07:58:19.540,-1,PIN7,HOLD,TARGET,411
R4_TAIL3_4,63386,2026-09-08 06:31:14.496,-1,PIN7,HOLD,TARGET,181
R4_TAIL3_4,63392,2026-09-08 06:31:40.196,-1,EMA8,HOLD,TARGET,5096
R4_TAIL3_4,63399,2026-09-08 06:32:18.884,-1,EMA24,HOLD,TARGET,508
R4_TAIL3_4,63403,2026-09-08 06:32:35.876,-1,EMA50,HOLD,TARGET,4218
R4_TAIL3_4,63409,2026-09-08 06:33:03.152,-1,PIN7,HOLD,TARGET,657
R4_TAIL3_4,63410,2026-09-08 06:33:05.812,-1,PIN7,HOLD,TARGET,4899
R4_TAIL3_4,63416,2026-09-08 06:33:48.992,-1,EMA8,HOLD,STOP,1582
R4_TAIL3_4,63431,2026-09-08 06:35:10.372,-1,PIN7,HOLD,TARGET,1242
R4_TAIL3_4,63437,2026-09-08 06:35:44.868,-1,EMA8,HOLD,TARGET,1526
R4_TAIL3_4,63456,2026-09-08 06:38:33.112,-1,EMA50,HOLD,TARGET,11341
R4_TAIL3_4,63458,2026-09-08 06:38:39.444,-1,EMA50,HOLD,TARGET,10297
R4_TAIL3_4,63472,2026-09-08 06:40:47.968,-1,PIN,HOLD,TARGET,2186
R4_TAIL3_4,63491,2026-09-08 06:42:55.136,-1,EMA8,HOLD,TARGET,1846
R4_TAIL3_4,63500,2026-09-08 06:44:10.344,-1,EMA24,HOLD,TARGET,1771
R4_TAIL3_4,63657,2026-09-08 07:02:08.636,-1,PIN,HOLD,TARGET,809
R4_TAIL3_4,63673,2026-09-08 07:03:53.564,-1,EMA8,HOLD,TARGET,5561
R4_TAIL3_4,63681,2026-09-08 07:04:26.564,-1,EMA8,HOLD,STOP,4903
R4_TAIL3_4,63687,2026-09-08 07:05:02.244,-1,EMA50,HOLD,TARGET,1666
R4_TAIL3_4,63774,2026-09-08 07:19:04.524,-1,EMA8,HOLD,STOP,3851
R4_TAIL3_4,63793,2026-09-08 07:21:54.196,1,EMA8,HOLD,TARGET,6547
R4_TAIL3_4,63795,2026-09-08 07:22:20.844,1,EMA8,HOLD,TARGET,2421
R4_TAIL3_4,63805,2026-09-08 07:23:58.324,1,PIN7,HOLD,TARGET,2839
R4_TAIL3_4,63866,2026-09-08 07:34:13.348,1,PIN7,HOLD,TARGET,41
R4_TAIL3_4,63875,2026-09-08 07:35:49.580,1,EMA24,HOLD,TARGET,1096
R4_TAIL3_4,63914,2026-09-08 07:43:51.392,1,EMA50,HOLD,TARGET,4232
R4_TAIL3_4,63916,2026-09-08 07:44:10.292,1,EMA50,HOLD,TARGET,1845
R4_TAIL3_4,63961,2026-09-08 07:54:51.440,1,EMA8,HOLD,TARGET,832
R4_TAIL3_4,63974,2026-09-08 07:59:10.904,1,EMA50,HOLD,TARGET,3226
R4_TAIL3_4,64404,2026-09-08 11:07:00.016,1,PIN7,HOLD,TARGET,22792
R4_TAIL3_4,64412,2026-09-08 11:19:58.172,1,EMA24,HOLD,TARGET,470
R4_TAIL3_4,64429,2026-09-08 11:36:00.192,-1,PIN7,HOLD,TARGET,11702
R4_TAIL3_4,64433,2026-09-08 11:39:04.388,-1,EMA8,HOLD,TARGET,525
R4_TAIL3_4,64436,2026-09-08 11:41:45.556,-1,PIN7,HOLD,STOP,4653
R4_TAIL3_4,64468,2026-09-08 11:48:35.576,-1,EMA8,HOLD,TARGET,2891
R4_TAIL3_4,64470,2026-09-08 11:48:41.672,-1,EMA8,HOLD,TARGET,1009
R4_TAIL3_4,64474,2026-09-08 11:48:54.040,-1,PIN,HOLD,TARGET,1216
R4_TAIL3_4,64525,2026-09-08 11:50:57.796,1,EMA8,HOLD,TARGET,164
R4_TAIL3_4,64530,2026-09-08 11:51:29.932,1,EMA8,HOLD,TARGET,1872
R4_TAIL3_4,64690,2026-09-08 12:50:11.936,-1,EMA8,HOLD,TARGET,1
R4_TAIL3_4,64709,2026-09-08 12:51:21.372,-1,PIN7,HOLD,STOP,2571
R4_TAIL3_4,64724,2026-09-08 12:53:50.380,-1,EMA8,HOLD,TARGET,902
R4_TAIL3_4,64730,2026-09-08 12:54:40.096,-1,PIN7,HOLD,STOP,3557
R4_TAIL3_4,64732,2026-09-08 12:54:50.020,-1,EMA8,HOLD,STOP,1464
R4_TAIL3_4,64736,2026-09-08 12:55:00.088,-1,EMA24,HOLD,STOP,1
R4_TAIL3_4,64755,2026-09-08 12:58:01.020,-1,PIN7,HOLD,TARGET,694
R4_TAIL3_4,64778,2026-09-08 12:59:53.048,1,PIN7,HOLD,STOP,9232
R4_TAIL3_4,66031,2026-09-09 06:32:00.932,1,PIN7,HOLD,STOP,6775
R4_TAIL3_4,66044,2026-09-09 06:32:54.536,-1,PIN7,HOLD,STOP,21749
R4_TAIL3_4,66066,2026-09-09 06:35:17.304,1,EMA24,HOLD,TARGET,6138
R4_TAIL3_4,66245,2026-09-09 07:00:10.904,1,EMA8,HOLD,STOP,7243
R4_TAIL3_4,66313,2026-09-09 07:15:56.420,-1,PIN7,HOLD,TARGET,2614
R4_TAIL3_4,66314,2026-09-09 07:16:07.588,-1,PIN7,HOLD,TARGET,1834
R4_TAIL3_4,66322,2026-09-09 07:17:24.628,-1,EMA8,HOLD,TARGET,7278
R4_TAIL3_4,66324,2026-09-09 07:17:40.256,-1,EMA8,HOLD,TARGET,3869
R4_TAIL3_4,66333,2026-09-09 07:19:05.988,-1,EMA8,HOLD,TARGET,284
R4_TAIL3_4,66342,2026-09-09 07:20:21.216,-1,EMA24,HOLD,TARGET,2396
R4_TAIL3_4,66344,2026-09-09 07:20:29.836,-1,EMA24,HOLD,TARGET,402
R4_TAIL3_4,66397,2026-09-09 07:27:25.388,1,EMA8,HOLD,TARGET,804
R4_TAIL3_4,66400,2026-09-09 07:27:43.520,1,EMA8,HOLD,TARGET,596
R4_TAIL3_4,66410,2026-09-09 07:29:14.148,1,PIN,HOLD,TARGET,120
R4_TAIL3_4,66416,2026-09-09 07:29:59.616,1,EMA8,HOLD,STOP,16214
R4_TAIL3_4,66418,2026-09-09 07:30:15.004,1,EMA8,HOLD,TARGET,1036
R4_TAIL3_4,66423,2026-09-09 07:31:23.140,1,EMA24,HOLD,TARGET,6219
R4_TAIL3_4,66506,2026-09-09 07:50:33.288,1,PIN7,HOLD,STOP,8749
R4_TAIL3_4,67213,2026-09-09 11:00:13.504,1,EMA24,HOLD,TARGET,518
R4_TAIL3_4,67230,2026-09-09 11:15:36.056,-1,PIN,HOLD,STOP,9049
R4_TAIL3_4,67231,2026-09-09 11:16:06.676,-1,PIN,HOLD,STOP,5656
R4_TAIL3_4,67241,2026-09-09 11:22:11.416,-1,EMA50,HOLD,STOP,2257
R4_TAIL3_4,67276,2026-09-09 11:55:05.032,1,PIN7,HOLD,STOP,6661
R4_TAIL3_4,67305,2026-09-09 12:18:07.752,1,PIN7,HOLD,TARGET,487
R4_TAIL3_4,67308,2026-09-09 12:21:40.288,1,EMA8,HOLD,TARGET,5061
R4_TAIL3_4,67310,2026-09-09 12:23:34.232,1,EMA8,HOLD,TARGET,685
R4_TAIL3_4,67316,2026-09-09 12:30:34.684,1,EMA24,HOLD,STOP,4377
R4_TAIL3_4,67326,2026-09-09 12:42:35.748,-1,PIN7,HOLD,TARGET,1521
R4_TAIL3_4,67337,2026-09-09 12:49:40.024,-1,EMA24+EMA50,HOLD,TARGET,1493
R4_TAIL3_4,67352,2026-09-09 12:54:47.588,-1,EMA24,HOLD,TARGET,161
R4_TAIL3_4,67356,2026-09-09 12:55:01.588,-1,PIN7,HOLD,STOP,5406
R4_TAIL3_4,68808,2026-09-10 06:34:26.772,1,EMA24,HOLD,TARGET,255
R4_TAIL3_4,68853,2026-09-10 06:36:27.596,1,EMA8,HOLD,TARGET,3225
R4_TAIL3_4,68918,2026-09-10 06:41:01.528,1,EMA24,HOLD,TARGET,2903
R4_TAIL3_4,68924,2026-09-10 06:41:23.492,1,EMA24,HOLD,TARGET,1532
R4_TAIL3_4,69157,2026-09-10 07:01:48.432,1,PIN7,HOLD,TARGET,338
R4_TAIL3_4,69215,2026-09-10 07:09:02.268,-1,EMA8,HOLD,TARGET,1643
R4_TAIL3_4,69220,2026-09-10 07:09:45.176,-1,EMA8,HOLD,STOP,3658
R4_TAIL3_4,69223,2026-09-10 07:10:04.432,-1,EMA24,HOLD,STOP,10768
R4_TAIL3_4,69254,2026-09-10 07:12:55.148,1,EMA8,HOLD,TARGET,1222
R4_TAIL3_4,69262,2026-09-10 07:13:57.920,1,EMA8,HOLD,STOP,11165
R4_TAIL3_4,69310,2026-09-10 07:19:08.432,1,PIN7,HOLD,TARGET,1628
R4_TAIL3_4,69317,2026-09-10 07:19:50.388,1,PIN7,HOLD,TARGET,4943
R4_TAIL3_4,69326,2026-09-10 07:20:31.268,1,EMA8,HOLD,TARGET,1064
R4_TAIL3_4,69328,2026-09-10 07:20:38.384,1,PIN7,HOLD,STOP,11419
R4_TAIL3_4,69330,2026-09-10 07:20:44.528,1,EMA8,HOLD,STOP,9574
R4_TAIL3_4,69332,2026-09-10 07:21:20.744,1,EMA8,HOLD,STOP,1539
R4_TAIL3_4,69335,2026-09-10 07:21:30.844,1,EMA24,HOLD,TARGET,3064
R4_TAIL3_4,69421,2026-09-10 07:25:15.316,1,PIN7,HOLD,TARGET,5650
R4_TAIL3_4,69422,2026-09-10 07:25:19.900,1,PIN7,HOLD,TARGET,3195
R4_TAIL3_4,69461,2026-09-10 07:27:25.880,-1,EMA8,HOLD,TARGET,322
R4_TAIL3_4,69477,2026-09-10 07:29:19.148,-1,PIN7,HOLD,TARGET,330
R4_TAIL3_4,69480,2026-09-10 07:29:42.740,-1,EMA8,HOLD,TARGET,904
R4_TAIL3_4,69541,2026-09-10 07:37:56.888,1,PIN7,HOLD,STOP,17161
R4_TAIL3_4,69543,2026-09-10 07:38:42.464,1,EMA8,HOLD,TARGET,1132
R4_TAIL3_4,69546,2026-09-10 07:39:13.848,1,EMA8,HOLD,STOP,4401
R4_TAIL3_4,69570,2026-09-10 07:43:14.304,-1,PIN7,HOLD,TARGET,3027
R4_TAIL3_4,69571,2026-09-10 07:43:30.820,-1,PIN7,HOLD,TARGET,63
R4_TAIL3_4,69574,2026-09-10 07:44:28.824,-1,PIN,HOLD,TARGET,8384
R4_TAIL3_4,69578,2026-09-10 07:45:00.828,-1,EMA8,HOLD,TARGET,1095
R4_TAIL3_4,69588,2026-09-10 07:46:09.836,-1,EMA24,HOLD,STOP,3713
R4_TAIL3_4,69601,2026-09-10 07:47:57.784,-1,PIN7,HOLD,TARGET,1492
R4_TAIL3_4,69605,2026-09-10 07:48:34.056,-1,EMA24,HOLD,STOP,9880
R4_TAIL3_4,69620,2026-09-10 07:50:40.028,-1,EMA50,HOLD,TARGET,352
R4_TAIL3_4,69625,2026-09-10 07:51:24.592,-1,EMA24,HOLD,STOP,3430
R4_TAIL3_4,69655,2026-09-10 07:56:07.684,1,EMA50,HOLD,TARGET,324
R4_TAIL3_4,70388,2026-09-10 11:06:00.060,-1,EMA8,HOLD,STOP,4454
R4_TAIL3_4,70456,2026-09-10 11:38:11.048,-1,EMA50,HOLD,STOP,4236
R4_TAIL3_4,70496,2026-09-10 11:51:19.324,1,PIN7,HOLD,TARGET,2938
R4_TAIL3_4,70505,2026-09-10 11:51:48.656,1,PIN7,HOLD,STOP,2152
R4_TAIL3_4,70539,2026-09-10 11:59:34.532,-1,EMA8,HOLD,TARGET,2651
R4_TAIL3_4,70556,2026-09-10 12:04:29.852,-1,EMA8,HOLD,TARGET,1004
R4_TAIL3_4,70642,2026-09-10 12:35:23.816,1,EMA8,HOLD,STOP,7507
R4_TAIL3_4,70644,2026-09-10 12:36:20.156,1,EMA8,HOLD,STOP,4398
R4_TAIL3_4,70651,2026-09-10 12:38:46.444,1,EMA50,HOLD,TARGET,1
R4_TAIL3_4,70660,2026-09-10 12:41:59.872,1,EMA8,HOLD,TARGET,552
R4_TAIL3_4,70668,2026-09-10 12:45:03.772,1,EMA24,HOLD,TARGET,919
R4_TAIL3_4,70701,2026-09-10 12:53:42.544,-1,EMA8,HOLD,STOP,4765
R4_TAIL3_4,72909,2026-09-11 06:32:40.044,1,EMA24,HOLD,STOP,872
R4_TAIL3_4,72938,2026-09-11 06:34:06.800,1,EMA8,HOLD,TARGET,5686
R4_TAIL3_4,72940,2026-09-11 06:34:18.308,1,EMA8,HOLD,TARGET,1395
R4_TAIL3_4,72945,2026-09-11 06:34:37.676,1,EMA8,HOLD,TARGET,1094
R4_TAIL3_4,72950,2026-09-11 06:34:52.252,1,PIN7,HOLD,TARGET,12
R4_TAIL3_4,72959,2026-09-11 06:35:20.884,1,EMA8,HOLD,NONE,14198
R4_TAIL3_4,72962,2026-09-11 06:35:31.652,1,EMA8,HOLD,STOP,4913
R4_TAIL3_4,72964,2026-09-11 06:35:34.724,1,EMA8,HOLD,STOP,3699
R4_TAIL3_4,72966,2026-09-11 06:35:38.556,1,EMA8,HOLD,STOP,1972
R4_TAIL3_4,72969,2026-09-11 06:35:47.700,1,EMA24,HOLD,TARGET,704
R4_TAIL3_4,73069,2026-09-11 06:40:38.424,1,EMA8,HOLD,STOP,281
R4_TAIL3_4,73096,2026-09-11 06:41:21.668,1,PIN7,HOLD,TARGET,900
