ident,anchor_index,arm_index,side,anchor_time,arm_time,arm_key,trigger_deadline_key,trigger_price,clear_depth,strong_slopes,strong_gaps,moderate_slopes,moderate_gaps,triggered,trigger_key,trigger_bar_index,trigger_lag_bars,fill_price,outcome_end_key,outcome,outcome_key,outcome_price,ticks_seen,second_ambiguous
539,36646,36647,-1,2026-08-31 11:35:58.760,2026-08-31 11:36:28.824,63923859388,63923859542,7685.0,10,True,False,True,False,True,63923859398,36647,0,7685.0,63923859736,TARGET,63923859492,7683.75,6327,False
540,36652,36653,-1,2026-08-31 11:38:49.160,2026-08-31 11:39:02.668,63923859542,63923859736,7680.25,10,True,True,True,True,True,63923859718,36658,5,7680.25,63923860354,TARGET,63923859810,7679.0,20306,False
541,36662,36663,-1,2026-08-31 11:44:03.600,2026-08-31 11:44:23.096,63923859863,63923860272,7677.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,26598,False
542,36708,36709,1,2026-08-31 12:23:32.500,2026-08-31 12:23:41.320,63923862221,63923862492,7693.0,10,False,True,True,True,True,63923862453,36712,3,7693.0,63923862836,TARGET,63923862480,7694.25,13181,False
543,36715,36716,1,2026-08-31 12:28:12.464,2026-08-31 12:28:23.412,63923862503,63923862701,7695.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,13763,False
544,36734,36735,1,2026-08-31 12:43:55.068,2026-08-31 12:44:26.508,63923863466,63923863663,7700.0,10,True,True,True,True,True,63923863567,36737,2,7700.0,63923863801,STOP,63923863602,7697.5,10253,False
545,36750,36751,1,2026-08-31 12:50:02.636,2026-08-31 12:50:02.744,63923863802,63923863838,7702.75,10,True,True,True,True,True,63923863804,36751,0,7702.75,63923863927,TARGET,63923863805,7704.0,1546,False
546,36753,36754,1,2026-08-31 12:50:06.416,2026-08-31 12:50:07.764,63923863807,63923863881,7704.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,13227,False
547,36798,36799,1,2026-08-31 12:59:21.176,2026-08-31 12:59:25.388,63923864365,63923864380,7708.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,6907,False
548,36818,36819,-1,2026-08-31 12:59:56.460,2026-08-31 12:59:57.068,63923864397,63923864399,7696.25,10,False,False,True,False,True,63923864398,36820,1,7695.5,63923864402,TARGET,63923864398,7694.25,1210,False
549,36821,36822,-1,2026-08-31 12:59:58.792,2026-08-31 12:59:59.168,63923864399,63923864399,7694.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
550,37806,37807,1,2026-09-01 06:35:25.428,2026-09-01 06:35:32.984,63923927732,63923927784,7650.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,15378,False
551,37850,37851,-1,2026-09-01 06:41:10.672,2026-09-01 06:41:16.528,63923928076,63923928161,7641.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,20212,False
552,37959,37960,1,2026-09-01 07:01:42.028,2026-09-01 07:02:11.100,63923929331,63923929364,7652.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,5823,False
553,37980,37981,1,2026-09-01 07:06:21.028,2026-09-01 07:06:39.820,63923929599,63923929676,7653.25,10,False,True,True,True,True,63923929612,37981,0,7653.25,63923929800,TARGET,63923929619,7654.5,2599,False
554,37984,37985,1,2026-09-01 07:07:20.044,2026-09-01 07:07:21.212,63923929641,63923929771,7656.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,19490,False
555,37993,37994,1,2026-09-01 07:10:00.252,2026-09-01 07:10:17.128,63923929817,63923929896,7657.0,7,False,True,True,True,True,63923929847,37995,1,7657.0,63923929999,STOP,63923929899,7654.5,12479,False
556,38017,38018,1,2026-09-01 07:16:21.944,2026-09-01 07:16:36.496,63923930196,63923930324,7662.0,10,True,True,True,True,True,63923930215,38019,1,7662.0,63923930468,STOP,63923930254,7659.5,9362,False
557,38032,38033,1,2026-09-01 07:21:40.928,2026-09-01 07:21:53.300,63923930513,63923930573,7663.5,10,True,True,True,True,True,63923930542,38034,1,7663.5,63923930681,TARGET,63923930546,7664.75,4044,False
558,38036,38037,1,2026-09-01 07:22:30.224,2026-09-01 07:22:39.988,63923930559,63923930645,7666.0,10,True,True,True,True,True,63923930570,38037,0,7666.0,63923930747,TARGET,63923930573,7667.25,2161,False
559,38039,38040,1,2026-09-01 07:22:53.104,2026-09-01 07:22:58.772,63923930578,63923930681,7667.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,11954,False
560,38062,38063,1,2026-09-01 07:31:28.056,2026-09-01 07:31:57.248,63923931117,63923931394,7671.25,10,True,True,True,True,True,63923931191,38064,1,7671.25,63923931555,TARGET,63923931249,7672.5,13440,False
561,38066,38067,1,2026-09-01 07:35:07.340,2026-09-01 07:35:24.700,63923931324,63923931494,7673.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,16825,False
562,38111,38112,-1,2026-09-01 07:54:37.116,2026-09-01 07:55:01.312,63923932501,63923932698,7661.75,10,False,False,True,True,True,63923932651,38116,4,7661.75,63923932960,TARGET,63923932717,7660.5,21134,False
563,38565,38566,-1,2026-09-01 11:15:17.068,2026-09-01 11:15:45.596,63923944545,63923944906,7639.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,19863,False
564,38583,38584,-1,2026-09-01 11:28:09.568,2026-09-01 11:29:57.804,63923945397,63923945643,7637.5,10,False,True,True,True,True,63923945453,38585,1,7637.5,63923945924,TARGET,63923945499,7636.25,9528,False
565,38586,38587,-1,2026-09-01 11:31:38.008,2026-09-01 11:32:12.256,63923945532,63923945774,7636.5,10,False,True,True,True,True,63923945595,38587,0,7636.5,63923945973,TARGET,63923945631,7635.25,6814,False
566,38591,38592,-1,2026-09-01 11:34:30.856,2026-09-01 11:34:47.720,63923945687,63923945950,7633.75,10,True,True,True,True,True,63923945827,38594,2,7633.75,63923946215,TARGET,63923945946,7632.5,18557,False
567,38598,38599,-1,2026-09-01 11:39:10.020,2026-09-01 11:39:33.396,63923945973,63923946195,7632.0,10,False,True,True,True,True,63923945999,38599,0,7632.0,63923946307,TARGET,63923946112,7630.75,10126,False
568,38604,38605,-1,2026-09-01 11:42:52.120,2026-09-01 11:43:15.184,63923946195,63923946307,7627.25,10,True,True,True,True,True,63923946206,38605,0,7627.25,63923946393,TARGET,63923946218,7626.0,2532,False
569,38608,38609,-1,2026-09-01 11:44:25.032,2026-09-01 11:44:38.176,63923946278,63923946350,7624.75,10,True,True,True,True,True,63923946291,38609,0,7624.75,63923946442,TARGET,63923946311,7623.5,5421,False
570,38615,38616,-1,2026-09-01 11:45:50.128,2026-09-01 11:46:13.276,63923946373,63923946458,7622.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,14435,False
571,38653,38654,1,2026-09-01 11:58:19.736,2026-09-01 11:58:58.704,63923947138,63923947240,7636.25,10,False,False,True,True,True,63923947215,38658,4,7636.25,63923947528,STOP,63923947309,7633.75,20209,False
572,38659,38660,1,2026-09-01 12:00:26.068,2026-09-01 12:00:40.308,63923947240,63923947437,7637.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,18488,False
573,38668,38669,1,2026-09-01 12:04:28.624,2026-09-01 12:05:10.396,63923947510,63923947630,7639.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,9559,False
574,38685,38686,1,2026-09-01 12:11:32.136,2026-09-01 12:11:51.028,63923947911,63923948074,7641.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,11413,False
575,38693,38694,1,2026-09-01 12:15:01.528,2026-09-01 12:15:08.492,63923948108,63923948272,7642.75,10,False,True,True,True,True,63923948123,38694,0,7642.75,63923948423,STOP,63923948267,7640.25,13553,False
576,38738,38739,-1,2026-09-01 12:40:14.860,2026-09-01 12:40:18.808,63923949618,63923949775,7634.25,8,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,10707,False
577,38775,38776,-1,2026-09-01 12:53:40.044,2026-09-01 12:54:00.048,63923950440,63923950500,7633.75,10,False,False,True,False,True,63923950486,38779,3,7633.75,63923950643,STOP,63923950492,7636.25,8329,False
578,38789,38790,-1,2026-09-01 12:56:19.160,2026-09-01 12:56:44.332,63923950604,63923950727,7633.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,14920,False
579,38808,38809,1,2026-09-01 12:59:38.396,2026-09-01 12:59:41.148,63923950781,63923950798,7643.0,10,False,False,True,True,True,63923950790,38811,2,7643.0,63923950819,TARGET,63923950795,7644.25,9313,False
580,38813,38814,1,2026-09-01 12:59:54.676,2026-09-01 12:59:56.148,63923950796,63923950807,7644.0,10,False,True,True,True,True,63923950798,38814,0,7644.0,63923950842,TARGET,63923950799,7645.25,3861,False
581,39663,39664,-1,2026-09-02 06:31:51.976,2026-09-02 06:31:59.912,63924013919,63924013953,7643.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,10456,False
582,39695,39696,-1,2026-09-02 06:37:05.884,2026-09-02 06:37:12.048,63924014232,63924014271,7643.5,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,8825,False
583,39720,39721,1,2026-09-02 06:40:31.764,2026-09-02 06:40:46.972,63924014446,63924014497,7652.75,10,False,False,True,True,True,63924014488,39725,4,7652.75,63924014648,STOP,63924014586,7650.25,27886,False
584,39809,39810,1,2026-09-02 06:59:55.040,2026-09-02 07:00:01.440,63924015601,63924015660,7657.0,10,False,True,True,True,True,63924015614,39811,1,7657.0,63924015736,TARGET,63924015624,7658.25,4374,False
585,39812,39813,1,2026-09-02 07:00:23.032,2026-09-02 07:00:32.876,63924015632,63924015684,7658.25,10,True,True,True,True,True,63924015659,39814,1,7658.25,63924015753,TARGET,63924015659,7659.5,5444,False
586,39819,39820,1,2026-09-02 07:01:24.208,2026-09-02 07:01:30.412,63924015690,63924015753,7662.5,10,True,True,True,True,True,63924015703,39821,1,7662.5,63924015792,STOP,63924015715,7660.0,7666,False
587,39836,39837,1,2026-09-02 07:04:14.336,2026-09-02 07:04:24.372,63924015864,63924015949,7662.25,10,False,True,True,True,True,63924015882,39839,2,7662.25,63924016141,TARGET,63924015892,7663.5,3847,False
588,39842,39843,1,2026-09-02 07:05:39.660,2026-09-02 07:05:49.836,63924015949,63924016094,7665.75,10,True,True,True,True,True,63924016006,39845,2,7665.75,63924016200,TARGET,63924016020,7667.0,11676,False
589,39847,39848,1,2026-09-02 07:07:15.132,2026-09-02 07:08:05.760,63924016085,63924016190,7667.75,10,True,True,True,True,True,63924016094,39848,0,7667.75,63924016228,STOP,63924016158,7665.25,10856,False
590,39874,39875,1,2026-09-02 07:15:01.688,2026-09-02 07:15:09.368,63924016509,63924016657,7670.25,10,True,True,True,True,True,63924016589,39878,3,7670.25,63924016832,TARGET,63924016640,7671.5,18307,False
591,39880,39881,1,2026-09-02 07:17:19.568,2026-09-02 07:17:37.652,63924016657,63924016760,7671.25,10,True,True,True,True,True,63924016660,39881,0,7671.25,63924016897,TARGET,63924016711,7672.5,5875,False
592,39887,39888,1,2026-09-02 07:19:20.648,2026-09-02 07:19:56.512,63924016796,63924016909,7676.0,10,True,True,True,True,True,63924016827,39888,0,7676.0,63924017024,TARGET,63924016878,7677.25,12665,False
593,39895,39896,1,2026-09-02 07:22:21.820,2026-09-02 07:22:31.024,63924016951,63924017082,7680.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,17414,False
594,39907,39908,1,2026-09-02 07:26:37.156,2026-09-02 07:27:17.092,63924017237,63924017417,7682.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,23366,False
595,39931,39932,1,2026-09-02 07:35:35.976,2026-09-02 07:36:02.840,63924017762,63924017946,7684.5,10,True,True,True,True,True,63924017826,39933,1,7684.5,63924018051,STOP,63924017905,7682.0,16172,False
596,39943,39944,1,2026-09-02 07:40:21.972,2026-09-02 07:40:38.308,63924018038,63924018183,7686.25,10,True,True,True,True,True,63924018042,39944,0,7686.25,63924018340,TARGET,63924018074,7687.5,3307,False
597,39948,39949,1,2026-09-02 07:42:26.836,2026-09-02 07:42:49.580,63924018169,63924018330,7688.75,10,True,True,True,True,True,63924018242,39952,3,7688.75,63924018610,TARGET,63924018265,7690.0,9430,False
598,39954,39955,1,2026-09-02 07:44:26.996,2026-09-02 07:45:30.708,63924018330,63924018530,7690.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,19141,False
599,40294,40295,1,2026-09-02 11:05:28.732,2026-09-02 11:07:25.460,63924030445,63924030910,7680.5,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,23509,False
600,40309,40310,1,2026-09-02 11:18:48.348,2026-09-02 11:18:48.676,63924031128,63924031137,7686.5,10,True,True,True,True,True,63924031130,40311,1,7686.5,63924031213,STOP,63924031131,7684.0,3211,False
601,40344,40345,-1,2026-09-02 11:41:01.280,2026-09-02 11:42:26.876,63924032546,63924032887,7673.5,10,True,False,True,True,True,63924032567,40345,0,7673.5,63924033211,STOP,63924032956,7676.0,18072,False
602,40426,40427,-1,2026-09-02 12:56:06.532,2026-09-02 12:56:18.528,63924036978,63924037180,7674.5,10,False,False,True,False,True,63924037175,40432,5,7674.5,63924037200,STOP,63924037185,7677.0,17668,False
603,41497,41498,1,2026-09-03 06:33:33.316,2026-09-03 06:33:39.988,63924100419,63924100466,7717.0,10,True,True,True,True,True,63924100434,41499,1,7717.0,63924100511,STOP,63924100500,7714.5,20283,False
604,41534,41535,1,2026-09-03 06:38:32.784,2026-09-03 06:38:44.344,63924100724,63924100789,7721.0,10,True,True,True,True,True,63924100741,41537,2,7721.0,63924100854,TARGET,63924100791,7722.25,15344,False
605,41542,41543,1,2026-09-03 06:39:55.556,2026-09-03 06:40:03.476,63924100803,63924100854,7723.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,14705,False
606,41558,41559,1,2026-09-03 06:42:00.788,2026-09-03 06:42:06.592,63924100926,63924101066,7724.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,22781,False
607,41641,41642,-1,2026-09-03 07:00:14.124,2026-09-03 07:00:17.764,63924102017,63924102059,7716.0,10,False,True,True,True,True,63924102054,41647,5,7716.0,63924102144,TARGET,63924102059,7714.75,12392,False
608,41654,41655,-1,2026-09-03 07:01:56.496,2026-09-03 07:02:06.828,63924102126,63924102162,7709.75,10,True,True,True,True,True,63924102127,41655,0,7709.75,63924102204,TARGET,63924102135,7708.5,3723,False
609,41657,41658,-1,2026-09-03 07:02:15.888,2026-09-03 07:02:20.492,63924102140,63924102179,7708.25,10,True,True,True,True,True,63924102166,41661,3,7708.25,63924102232,STOP,63924102189,7710.75,15452,False
610,41679,41680,-1,2026-09-03 07:05:05.144,2026-09-03 07:05:09.532,63924102309,63924102370,7706.0,10,False,True,True,True,True,63924102334,41681,1,7706.0,63924102439,STOP,63924102358,7708.5,15677,False
611,41682,41683,-1,2026-09-03 07:05:34.372,2026-09-03 07:05:43.664,63924102343,63924102397,7705.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,16503,False
612,41699,41700,-1,2026-09-03 07:07:58.344,2026-09-03 07:08:10.516,63924102490,63924102548,7702.75,10,True,True,True,True,True,63924102493,41700,0,7702.75,63924102615,NONE,,,32415,False
613,41743,41744,1,2026-09-03 07:15:46.568,2026-09-03 07:15:58.564,63924102958,63924103058,7712.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,22219,False
614,41761,41762,1,2026-09-03 07:20:45.632,2026-09-03 07:20:51.732,63924103251,63924103341,7715.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,17134,False
615,41772,41773,1,2026-09-03 07:23:24.540,2026-09-03 07:23:40.068,63924103420,63924103537,7715.75,9,False,True,True,True,True,63924103456,41774,1,7715.75,63924103681,STOP,63924103505,7713.25,10737,False
616,41807,41808,-1,2026-09-03 07:32:35.492,2026-09-03 07:32:38.432,63924103958,63924104026,7708.0,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,15383,False
617,41818,41819,-1,2026-09-03 07:34:55.140,2026-09-03 07:35:10.592,63924104110,63924104178,7704.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,16334,False
618,41915,41916,1,2026-09-03 07:56:13.100,2026-09-03 07:56:21.556,63924105381,63924105381,7714.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
619,41924,41925,-1,2026-09-03 07:56:21.752,2026-09-03 07:56:21.752,63924105381,63924105383,7703.75,10,False,False,True,False,True,63924105382,41926,1,7703.5,63924105387,TARGET,63924105382,7702.25,32,True
620,41930,41931,-1,2026-09-03 07:56:23.040,2026-09-03 07:56:23.288,63924105383,63924105386,7699.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,1762,False
621,41960,41961,1,2026-09-03 07:58:18.556,2026-09-03 07:58:23.188,63924105503,63924105619,7715.25,10,False,True,True,True,True,63924105512,41962,1,7715.25,63924105755,TARGET,63924105552,7716.5,6772,False
622,42236,42237,1,2026-09-03 11:01:14.944,2026-09-03 11:01:45.052,63924116505,63924116710,7765.0,10,True,True,True,True,True,63924116523,42237,0,7765.0,63924117104,NONE,,,32260,False
623,42296,42297,-1,2026-09-03 12:24:39.500,2026-09-03 12:26:40.752,63924121600,63924122173,7757.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,29149,False
624,42328,42329,-1,2026-09-03 12:56:16.900,2026-09-03 12:57:03.540,63924123423,63924123544,7753.5,10,False,True,True,True,True,63924123512,42331,2,7753.5,63924123598,TARGET,63924123572,7752.25,25499,False
625,43220,43221,1,2026-09-04 06:33:16.972,2026-09-04 06:33:28.200,63924186808,63924186900,7750.0,10,False,True,True,True,True,63924186814,43221,0,7750.0,63924186987,NONE,,,40568,False
626,43259,43260,-1,2026-09-04 06:41:14.984,2026-09-04 06:41:21.624,63924187281,63924187356,7742.5,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,20073,False
627,43276,43277,-1,2026-09-04 06:44:34.252,2026-09-04 06:44:34.596,63924187474,63924187541,7741.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,15380,False
628,43334,43335,-1,2026-09-04 07:02:56.308,2026-09-04 07:02:58.620,63924188578,63924188685,7739.75,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,14362,False
629,43359,43360,-1,2026-09-04 07:10:01.684,2026-09-04 07:10:14.388,63924189014,63924189120,7736.5,10,False,True,True,True,True,63924189038,43361,1,7736.5,63924189256,TARGET,63924189042,7735.25,6165,False
630,43363,43364,-1,2026-09-04 07:11:03.124,2026-09-04 07:11:26.536,63924189086,63924189194,7734.25,10,True,True,True,True,True,63924189094,43365,1,7734.25,63924189316,TARGET,63924189120,7733.0,6702,False
631,43368,43369,-1,2026-09-04 07:12:40.320,2026-09-04 07:12:59.320,63924189179,63924189278,7731.25,10,True,True,True,True,True,63924189184,43369,0,7731.25,63924189384,STOP,63924189206,7733.75,6353,False
632,43391,43392,-1,2026-09-04 07:19:37.432,2026-09-04 07:20:07.208,63924189607,63924189683,7732.25,10,False,True,True,True,True,63924189611,43392,0,7732.25,63924189877,TARGET,63924189623,7731.0,3402,False
633,43394,43395,-1,2026-09-04 07:20:26.580,2026-09-04 07:20:45.424,63924189645,63924189776,7730.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,21208,False
634,43410,43411,-1,2026-09-04 07:26:45.648,2026-09-04 07:27:09.220,63924190029,63924190207,7729.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,25333,False
635,43452,43453,-1,2026-09-04 07:42:47.744,2026-09-04 07:43:14.396,63924190994,63924191132,7726.5,10,False,True,True,True,True,63924191004,43453,0,7726.5,63924191237,TARGET,63924191010,7725.25,3544,False
636,43455,43456,-1,2026-09-04 07:43:55.960,2026-09-04 07:44:23.280,63924191063,63924191217,7724.5,10,True,True,True,True,True,63924191202,43460,4,7724.5,63924191375,TARGET,63924191232,7723.25,34901,False
637,43464,43465,-1,2026-09-04 07:47:14.224,2026-09-04 07:47:17.588,63924191237,63924191365,7722.5,10,False,True,True,True,True,63924191267,43467,2,7722.5,63924191495,TARGET,63924191374,7721.25,25308,False
638,43473,43474,-1,2026-09-04 07:49:49.640,2026-09-04 07:50:21.124,63924191421,63924191521,7719.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,18671,False
639,43490,43491,-1,2026-09-04 07:55:01.824,2026-09-04 07:55:13.952,63924191713,63924191833,7716.75,10,True,True,True,True,True,63924191792,43493,2,7716.75,63924191999,TARGET,63924191815,7715.5,15255,False
640,43496,43497,-1,2026-09-04 07:56:57.068,2026-09-04 07:57:13.592,63924191833,63924191969,7714.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,20521,False
641,43789,43790,1,2026-09-04 11:52:30.856,2026-09-04 11:55:22.036,63924206122,63924206444,7725.25,10,False,True,True,True,True,63924206277,43791,1,7725.25,63924206643,STOP,63924206451,7722.75,14163,False
642,43792,43793,1,2026-09-04 11:58:00.016,2026-09-04 11:58:55.360,63924206335,63924206513,7726.0,10,False,True,True,True,True,63924206418,43794,1,7726.0,63924206868,STOP,63924206431,7723.5,4740,False
643,43835,43836,1,2026-09-04 12:50:00.048,2026-09-04 12:50:03.052,63924209403,63924209640,7725.25,10,False,False,True,True,True,63924209450,43838,2,7725.25,63924209755,TARGET,63924209700,7726.5,21915,False
644,43844,43845,1,2026-09-04 12:55:00.024,2026-09-04 12:55:00.204,63924209700,63924209825,7727.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,11648,False
645,44280,44281,1,2026-09-07 06:31:57.396,2026-09-07 06:32:54.628,63924445974,63924446273,7717.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,10336,False
646,44317,44318,-1,2026-09-07 07:34:48.056,2026-09-07 07:36:30.980,63924449790,63924450323,7707.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,9518,False
647,45313,45314,-1,2026-09-08 06:33:05.644,2026-09-08 06:33:17.408,63924532397,63924532447,7708.0,10,False,False,True,True,True,63924532399,45314,0,7708.0,63924532513,STOP,63924532436,7710.5,9994,False
648,45327,45328,-1,2026-09-08 06:35:24.440,2026-09-08 06:35:35.936,63924532535,63924532632,7706.0,10,False,True,True,True,True,63924532546,45328,0,7706.0,63924532732,TARGET,63924532573,7704.75,10451,False
649,45331,45332,-1,2026-09-08 06:36:13.868,2026-09-08 06:36:21.884,63924532581,63924532677,7704.5,10,False,True,True,True,True,63924532586,45332,0,7704.5,63924532781,TARGET,63924532632,7703.25,10782,False
650,45335,45336,-1,2026-09-08 06:37:14.200,2026-09-08 06:37:29.352,63924532649,63924532765,7701.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,24747,False
651,45356,45357,-1,2026-09-08 06:42:23.288,2026-09-08 06:42:35.752,63924532955,63924533023,7691.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,18199,False
652,45461,45462,-1,2026-09-08 07:02:12.656,2026-09-08 07:02:28.708,63924534148,63924534202,7686.25,10,True,True,True,True,True,63924534174,45463,1,7686.25,63924534249,STOP,63924534178,7688.75,9375,False
653,45507,45508,-1,2026-09-08 07:10:23.292,2026-09-08 07:10:30.428,63924534630,63924534702,7681.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,18361,False
654,45544,45545,-1,2026-09-08 07:18:27.312,2026-09-08 07:18:39.748,63924535119,63924535189,7681.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,13759,False
655,45569,45570,1,2026-09-08 07:24:00.568,2026-09-08 07:24:30.580,63924535470,63924535605,7690.5,10,False,False,True,True,True,63924535472,45570,0,7690.5,63924535687,TARGET,63924535486,7691.75,2876,False
656,45572,45573,1,2026-09-08 07:24:46.816,2026-09-08 07:25:47.752,63924535547,63924535633,7691.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,17147,False
657,45660,45661,1,2026-09-08 07:50:01.384,2026-09-08 07:50:12.620,63924537012,63924537130,7694.0,10,False,True,True,True,True,63924537032,45662,1,7694.0,63924537317,TARGET,63924537048,7695.25,5434,False
658,45665,45666,1,2026-09-08 07:51:30.352,2026-09-08 07:51:50.616,63924537110,63924537273,7697.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,20006,False
659,45675,45676,1,2026-09-08 07:55:57.064,2026-09-08 07:56:16.012,63924537376,63924537582,7700.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,20797,False
660,45984,45985,-1,2026-09-08 11:36:02.300,2026-09-08 11:36:34.356,63924550594,63924550993,7693.0,10,False,False,True,False,True,63924550756,45987,2,7693.0,63924551274,TARGET,63924550806,7691.75,11736,False
661,45989,45990,-1,2026-09-08 11:41:45.556,2026-09-08 11:42:15.024,63924550935,63924551265,7691.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,14454,False
662,46003,46004,-1,2026-09-08 11:48:03.552,2026-09-08 11:48:05.328,63924551285,63924551308,7687.5,10,True,True,True,True,True,63924551308,46008,4,7687.5,63924551338,TARGET,63924551324,7686.25,19111,True
663,46023,46024,-1,2026-09-08 11:49:00.784,2026-09-08 11:49:02.112,63924551342,63924551349,7678.25,10,True,True,True,True,True,63924551343,46024,0,7678.25,63924551366,TARGET,63924551344,7677.0,1803,False
664,46026,46027,-1,2026-09-08 11:49:04.424,2026-09-08 11:49:05.336,63924551345,63924551358,7676.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,8890,False
665,46068,46069,1,2026-09-08 11:54:17.116,2026-09-08 11:54:44.312,63924551684,63924551829,7691.0,10,False,False,True,False,True,63924551716,46070,1,7691.0,63924552010,STOP,63924551899,7688.5,21135,False
666,46157,46158,-1,2026-09-08 12:50:03.020,2026-09-08 12:50:09.812,63924555009,63924555013,7682.75,10,False,True,True,True,True,63924555010,46158,0,7682.75,63924555043,TARGET,63924555011,7681.5,507,False
667,46160,46161,-1,2026-09-08 12:50:11.180,2026-09-08 12:50:11.396,63924555011,63924555027,7680.75,10,False,True,True,True,True,63924555012,46163,2,7680.25,63924555086,TARGET,63924555013,7679.0,1376,False
668,46164,46165,-1,2026-09-08 12:50:13.136,2026-09-08 12:50:14.468,63924555014,63924555058,7679.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,10393,False
669,46181,46182,-1,2026-09-08 12:53:18.064,2026-09-08 12:53:30.680,63924555210,63924555292,7678.25,10,False,True,True,True,True,63924555240,46182,0,7678.25,63924555306,TARGET,63924555250,7677.0,4838,False
670,46184,46185,-1,2026-09-08 12:54:10.056,2026-09-08 12:54:26.176,63924555266,63924555300,7676.75,10,True,True,True,True,True,63924555275,46185,0,7676.75,63924555349,STOP,63924555300,7679.25,6697,False
671,46207,46208,-1,2026-09-08 12:59:08.852,2026-09-08 12:59:10.264,63924555550,63924555576,7672.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,7527,False
672,47079,47080,1,2026-09-09 06:34:32.036,2026-09-09 06:34:43.120,63924618883,63924618930,7663.25,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,16748,False
673,47135,47136,-1,2026-09-09 06:43:39.772,2026-09-09 06:43:58.624,63924619438,63924619501,7653.75,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,17485,False
674,47264,47265,-1,2026-09-09 07:16:50.300,2026-09-09 07:16:59.040,63924621419,63924621481,7651.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,12558,False
675,47273,47274,-1,2026-09-09 07:18:26.740,2026-09-09 07:18:41.636,63924621521,63924621591,7649.0,10,True,True,True,True,True,63924621546,47275,1,7649.0,63924621640,TARGET,63924621570,7647.75,9949,False
676,47278,47279,-1,2026-09-09 07:19:30.904,2026-09-09 07:19:33.824,63924621573,63924621627,7647.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,11505,False
