ident,anchor_index,arm_index,side,anchor_time,arm_time,arm_key,trigger_deadline_key,trigger_price,clear_depth,strong_slopes,strong_gaps,moderate_slopes,moderate_gaps,triggered,trigger_key,trigger_bar_index,trigger_lag_bars,fill_price,outcome_end_key,outcome,outcome_key,outcome_price,ticks_seen,second_ambiguous
402,28607,28608,-1,2026-08-25 07:23:21.644,2026-08-25 07:23:37.416,63923325817,63923325984,7682.25,10,False,True,True,True,True,63923325834,28608,0,7682.25,63923326169,STOP,63923325918,7684.75,14927,False
403,28626,28627,-1,2026-08-25 07:30:28.156,2026-08-25 07:30:28.180,63923326228,63923326228,7672.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
404,28632,28633,-1,2026-08-25 07:30:28.312,2026-08-25 07:30:28.312,63923326228,63923326229,7669.25,10,True,True,True,True,True,63923326229,28638,5,7668.5,63923326230,TARGET,63923326229,7666.25,12,True
405,28640,28641,-1,2026-08-25 07:30:29.008,2026-08-25 07:30:29.012,63923326229,63923326229,7666.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
406,28645,28646,-1,2026-08-25 07:30:29.320,2026-08-25 07:30:29.516,63923326229,63923326231,7663.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,1309,False
407,28679,28680,1,2026-08-25 07:30:44.148,2026-08-25 07:30:44.208,63923326244,63923326250,7677.75,10,False,False,True,False,True,63923326250,28683,3,7678.5,63923326303,STOP,63923326252,7676.0,3301,True
408,28699,28700,1,2026-08-25 07:32:44.192,2026-08-25 07:32:53.648,63923326373,63923326441,7682.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,11873,False
409,28723,28724,1,2026-08-25 07:39:23.412,2026-08-25 07:40:21.488,63923326821,63923326976,7683.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,18637,False
410,29021,29022,1,2026-08-25 11:45:57.400,2026-08-25 11:47:38.096,63923341658,63923342485,7691.25,10,True,True,True,True,True,63923341673,29022,0,7691.25,63923343148,STOP,63923342229,7688.75,15952,False
411,29064,29065,1,2026-08-25 12:54:05.128,2026-08-25 12:54:17.088,63923345657,63923345800,7693.5,10,True,True,True,True,True,63923345668,29065,0,7693.5,63923345953,TARGET,63923345700,7694.75,4096,False
412,29067,29068,1,2026-08-25 12:55:00.028,2026-08-25 12:55:27.120,63923345727,63923345897,7695.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,13569,False
413,29734,29735,1,2026-08-26 06:32:07.184,2026-08-26 06:32:12.784,63923409132,63923409174,7688.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,11741,False
414,29753,29754,1,2026-08-26 06:34:24.420,2026-08-26 06:34:32.988,63923409272,63923409308,7690.0,10,False,True,True,True,True,63923409291,29755,1,7690.0,63923409347,STOP,63923409306,7687.5,9341,False
415,29786,29787,1,2026-08-26 06:37:58.972,2026-08-26 06:38:16.672,63923409496,63923409566,7688.75,10,False,False,True,True,True,63923409497,29787,0,7688.75,63923409612,TARGET,63923409517,7690.0,4969,False
416,29789,29790,1,2026-08-26 06:38:38.468,2026-08-26 06:38:56.568,63923409536,63923409590,7690.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,15833,False
417,29803,29804,1,2026-08-26 06:40:53.032,2026-08-26 06:40:55.120,63923409655,63923409723,7691.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,15947,False
418,29822,29823,1,2026-08-26 06:43:34.616,2026-08-26 06:43:34.720,63923409814,63923409848,7698.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,10848,False
419,29920,29921,-1,2026-08-26 07:13:22.948,2026-08-26 07:13:41.068,63923411621,63923411770,7693.25,10,False,False,True,False,True,63923411728,29925,4,7693.25,63923412058,TARGET,63923411774,7692.0,21994,False
420,29927,29928,-1,2026-08-26 07:16:10.640,2026-08-26 07:16:57.264,63923411817,63923411965,7692.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,17578,False
421,29938,29939,-1,2026-08-26 07:21:05.428,2026-08-26 07:21:09.116,63923412069,63923412231,7690.0,10,False,True,True,True,True,63923412122,29940,1,7690.0,63923412378,TARGET,63923412139,7688.75,10364,False
422,29942,29943,-1,2026-08-26 07:22:19.328,2026-08-26 07:23:08.768,63923412188,63923412346,7688.0,10,True,True,True,True,True,63923412238,29945,2,7688.0,63923412495,TARGET,63923412255,7686.75,8889,False
423,29953,29954,-1,2026-08-26 07:27:01.112,2026-08-26 07:27:10.556,63923412430,63923412524,7681.75,10,True,True,True,True,True,63923412453,29954,0,7681.75,63923412654,TARGET,63923412494,7680.5,12616,False
424,30007,30008,1,2026-08-26 07:52:18.816,2026-08-26 07:53:26.560,63923414006,63923414165,7690.75,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,16239,False
425,30281,30282,1,2026-08-26 11:20:48.584,2026-08-26 11:21:12.060,63923426472,63923426982,7692.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,14864,False
426,30303,30304,1,2026-08-26 11:47:47.612,2026-08-26 11:48:34.132,63923428114,63923428490,7696.75,10,True,True,True,True,True,63923428395,30307,3,7696.75,63923428859,TARGET,63923428413,7698.0,13357,False
427,30309,30310,1,2026-08-26 11:53:33.060,2026-08-26 11:54:50.968,63923428490,63923428832,7698.25,10,False,True,True,True,True,63923428722,30313,3,7698.25,63923428960,TARGET,63923428854,7699.5,17147,False
428,30319,30320,1,2026-08-26 12:00:59.196,2026-08-26 12:01:03.916,63923428863,63923429064,7702.25,10,True,True,True,True,True,63923428923,30321,1,7702.25,63923429507,TARGET,63923428940,7703.5,6770,False
429,30324,30325,1,2026-08-26 12:02:29.032,2026-08-26 12:02:40.900,63923428960,63923429296,7704.75,10,True,True,True,True,True,63923429075,30326,1,7704.75,63923429786,STOP,63923429258,7702.25,21685,False
430,30327,30328,1,2026-08-26 12:04:56.904,2026-08-26 12:05:13.760,63923429113,63923429550,7705.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,22158,False
431,30382,30383,-1,2026-08-26 12:54:45.628,2026-08-26 12:54:48.960,63923432088,63923432152,7692.5,10,True,False,True,True,True,63923432107,30386,3,7692.5,63923432353,STOP,63923432164,7695.0,12217,False
432,30397,30398,-1,2026-08-26 12:59:08.340,2026-08-26 12:59:13.252,63923432353,63923432390,7689.75,10,True,True,True,True,True,63923432363,30399,1,7689.75,63923432399,TARGET,63923432371,7688.5,3051,False
433,30401,30402,-1,2026-08-26 12:59:32.256,2026-08-26 12:59:43.836,63923432383,63923432396,7687.5,10,True,True,True,True,True,63923432385,30402,0,7687.5,63923432408,STOP,63923432391,7690.0,2962,False
434,31389,31390,-1,2026-08-27 06:32:18.356,2026-08-27 06:32:19.672,63923495539,63923495566,7705.0,10,True,True,True,True,True,63923495540,31390,0,7705.0,63923495597,TARGET,63923495541,7703.75,996,False
435,31392,31393,-1,2026-08-27 06:32:25.892,2026-08-27 06:32:28.316,63923495548,63923495581,7702.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,17091,False
436,31415,31416,-1,2026-08-27 06:34:24.792,2026-08-27 06:34:29.088,63923495669,63923495721,7705.75,10,False,True,True,True,True,63923495672,31416,0,7705.75,63923495751,TARGET,63923495689,7704.5,6287,False
437,31421,31422,-1,2026-08-27 06:35:16.656,2026-08-27 06:35:21.480,63923495721,63923495751,7703.25,10,True,True,True,True,True,63923495724,31422,0,7703.25,63923495793,STOP,63923495733,7705.75,6824,True
438,31463,31464,1,2026-08-27 06:40:09.052,2026-08-27 06:40:09.976,63923496009,63923496078,7715.0,10,False,False,True,True,True,63923496065,31467,3,7715.0,63923496145,TARGET,63923496067,7716.25,18648,False
439,31471,31472,1,2026-08-27 06:41:20.536,2026-08-27 06:41:30.072,63923496090,63923496145,7718.25,10,True,True,True,True,True,63923496092,31472,0,7718.25,63923496185,STOP,63923496115,7715.75,5550,False
440,31484,31485,1,2026-08-27 06:43:05.520,2026-08-27 06:43:13.648,63923496193,63923496232,7717.5,9,False,True,True,True,True,63923496199,31486,1,7717.5,63923496250,TARGET,63923496244,7722.25,15055,False
441,31495,31496,1,2026-08-27 06:44:04.728,2026-08-27 06:44:04.940,63923496244,63923496306,7722.25,10,True,True,True,True,True,63923496245,31496,0,7722.25,63923496338,TARGET,63923496293,7723.5,13079,False
442,31666,31667,1,2026-08-27 07:01:36.896,2026-08-27 07:01:41.356,63923497301,63923497337,7720.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,11805,False
443,31687,31688,1,2026-08-27 07:03:59.188,2026-08-27 07:04:07.772,63923497447,63923497512,7721.25,10,False,True,True,True,True,63923497455,31688,0,7721.25,63923497575,STOP,63923497465,7718.75,3873,False
444,31695,31696,1,2026-08-27 07:05:19.988,2026-08-27 07:05:22.560,63923497522,63923497585,7722.5,10,False,True,True,True,True,63923497543,31697,1,7722.5,63923497622,STOP,63923497574,7720.0,9646,False
445,31709,31710,-1,2026-08-27 07:07:02.832,2026-08-27 07:07:05.992,63923497625,63923497674,7712.0,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,14786,False
446,31738,31739,1,2026-08-27 07:10:57.824,2026-08-27 07:11:12.732,63923497872,63923497930,7721.25,10,False,False,True,False,True,63923497893,31741,2,7721.25,63923498041,STOP,63923497898,7718.75,4862,False
447,31770,31771,1,2026-08-27 07:18:38.056,2026-08-27 07:19:10.388,63923498350,63923498461,7725.0,10,False,True,True,True,True,63923498437,31774,3,7725.0,63923498600,TARGET,63923498461,7726.25,17621,False
448,31777,31778,1,2026-08-27 07:21:01.624,2026-08-27 07:21:29.192,63923498489,63923498568,7726.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,16907,False
449,31787,31788,1,2026-08-27 07:23:31.880,2026-08-27 07:23:38.212,63923498618,63923498688,7727.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,13197,False
450,31804,31805,1,2026-08-27 07:27:29.704,2026-08-27 07:27:53.200,63923498873,63923499009,7730.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,18990,False
451,31836,31837,1,2026-08-27 07:37:17.724,2026-08-27 07:37:25.032,63923499445,63923499551,7732.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,13259,False
452,31879,31880,1,2026-08-27 07:49:51.540,2026-08-27 07:50:02.528,63923500202,63923500358,7734.75,10,True,True,True,True,True,63923500239,31881,1,7734.75,63923500435,STOP,63923500281,7732.25,10047,False
453,31887,31888,1,2026-08-27 07:52:45.448,2026-08-27 07:52:52.996,63923500372,63923500452,7736.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,9367,False
454,31912,31913,1,2026-08-27 07:59:29.788,2026-08-27 07:59:31.984,63923500771,63923500956,7736.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,23731,False
455,32178,32179,-1,2026-08-27 11:01:53.084,2026-08-27 11:02:02.296,63923511722,63923511851,7738.75,10,True,True,True,True,True,63923511723,32179,0,7738.75,63923512057,TARGET,63923511738,7737.5,3148,False
456,32181,32182,-1,2026-08-27 11:02:18.828,2026-08-27 11:02:57.012,63923511777,63923511915,7737.25,10,True,True,True,True,True,63923511882,32186,4,7737.25,63923512288,TARGET,63923512062,7736.0,24522,False
457,32187,32188,-1,2026-08-27 11:04:45.500,2026-08-27 11:05:15.800,63923511915,63923512141,7736.5,10,False,True,True,True,True,63923512058,32191,3,7736.5,63923512409,TARGET,63923512152,7735.25,17365,False
458,32197,32198,-1,2026-08-27 11:10:46.468,2026-08-27 11:11:28.984,63923512288,63923512437,7734.25,10,False,True,True,True,True,63923512355,32199,1,7734.25,63923512571,TARGET,63923512437,7733.0,11714,False
459,32205,32206,-1,2026-08-27 11:14:08.348,2026-08-27 11:14:18.268,63923512458,63923512580,7731.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,9987,False
460,32233,32234,-1,2026-08-27 11:28:12.620,2026-08-27 11:28:20.328,63923513300,63923513400,7724.25,10,True,True,True,True,True,63923513374,32237,3,7724.25,63923513575,STOP,63923513406,7726.75,15073,False
461,32238,32239,-1,2026-08-27 11:29:48.352,2026-08-27 11:29:52.336,63923513392,63923513466,7723.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,10588,False
462,32280,32281,-1,2026-08-27 11:50:04.824,2026-08-27 11:50:08.164,63923514608,63923514943,7725.25,10,False,False,True,True,True,63923514617,32281,0,7725.25,63923515203,TARGET,63923514908,7724.0,26200,False
463,32285,32286,-1,2026-08-27 11:55:11.240,2026-08-27 11:55:31.064,63923514931,63923515124,7723.5,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,16597,False
464,32305,32306,1,2026-08-27 12:05:12.636,2026-08-27 12:05:16.944,63923515516,63923515625,7733.25,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,9996,False
465,32317,32318,1,2026-08-27 12:10:35.448,2026-08-27 12:10:50.692,63923515850,63923516141,7734.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,15427,False
466,32352,32353,1,2026-08-27 12:35:20.536,2026-08-27 12:36:15.612,63923517375,63923517788,7737.25,10,False,True,True,True,True,63923517464,32354,1,7737.25,63923518200,TARGET,63923517909,7738.5,24530,False
467,32357,32358,1,2026-08-27 12:41:32.856,2026-08-27 12:42:48.332,63923517768,63923518076,7738.5,10,False,True,True,True,True,63923517909,32361,3,7738.5,63923518338,TARGET,63923518114,7739.75,22285,False
468,32363,32364,1,2026-08-27 12:46:01.012,2026-08-27 12:47:56.872,63923518076,63923518273,7739.0,10,False,True,True,True,True,63923518091,32364,0,7739.0,63923518395,STOP,63923518200,7736.5,7713,False
469,32375,32376,1,2026-08-27 12:53:04.120,2026-08-27 12:53:15.012,63923518395,63923518500,7742.5,10,True,True,True,True,True,63923518470,32379,3,7742.5,63923518682,TARGET,63923518479,7743.75,6450,False
470,32381,32382,1,2026-08-27 12:54:42.844,2026-08-27 12:55:00.020,63923518500,63923518578,7744.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,11215,False
471,32883,32884,1,2026-08-28 06:37:20.920,2026-08-28 06:37:32.424,63923582252,63923582325,7753.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,13313,False
472,32897,32898,1,2026-08-28 06:40:36.384,2026-08-28 06:40:46.964,63923582446,63923582528,7755.25,10,False,True,True,True,True,63923582453,32898,0,7755.25,63923582697,TARGET,63923582473,7756.5,4105,False
473,32900,32901,1,2026-08-28 06:41:13.940,2026-08-28 06:41:43.436,63923582503,63923582592,7756.75,10,True,True,True,True,True,63923582513,32901,0,7756.75,63923582732,STOP,63923582669,7754.25,18623,False
474,32990,32991,-1,2026-08-28 07:00:00.236,2026-08-28 07:00:00.236,63923583600,63923583600,7742.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
475,33047,33048,-1,2026-08-28 07:00:01.708,2026-08-28 07:00:01.708,63923583601,63923583601,7741.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,0,False
476,33102,33103,1,2026-08-28 07:00:04.460,2026-08-28 07:00:04.812,63923583604,63923583606,7751.0,10,False,True,True,True,True,63923583605,33104,1,7751.0,63923583612,STOP,63923583605,7748.5,243,True
477,33126,33127,1,2026-08-28 07:00:16.108,2026-08-28 07:00:16.480,63923583616,63923583620,7756.0,10,True,True,True,True,True,63923583617,33127,0,7756.0,63923583622,TARGET,63923583619,7757.25,1306,True
478,33131,33132,1,2026-08-28 07:00:19.516,2026-08-28 07:00:19.884,63923583619,63923583622,7757.5,10,True,True,True,True,True,63923583621,33134,2,7757.5,63923583626,TARGET,63923583622,7760.0,1310,False
479,33137,33138,1,2026-08-28 07:00:22.260,2026-08-28 07:00:22.444,63923583622,63923583625,7759.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,1713,False
480,33159,33160,1,2026-08-28 07:00:39.704,2026-08-28 07:00:40.976,63923583640,63923583650,7759.25,10,False,True,True,True,True,63923583641,33160,0,7759.25,63923583673,TARGET,63923583643,7760.5,744,False
481,33181,33182,-1,2026-08-28 07:01:32.328,2026-08-28 07:01:32.936,63923583692,63923583706,7751.25,10,False,False,True,False,True,63923583698,33183,1,7751.25,63923583725,TARGET,63923583699,7750.0,3676,False
482,33186,33187,-1,2026-08-28 07:01:41.784,2026-08-28 07:01:42.984,63923583702,63923583713,7748.75,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,5805,False
483,33204,33205,-1,2026-08-28 07:02:34.996,2026-08-28 07:02:37.136,63923583757,63923583777,7745.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,11808,False
484,33222,33223,-1,2026-08-28 07:03:36.176,2026-08-28 07:03:44.244,63923583824,63923583842,7745.0,10,False,True,True,True,True,63923583826,33223,0,7745.0,63923583860,TARGET,63923583837,7743.75,5864,False
485,33230,33231,-1,2026-08-28 07:04:06.452,2026-08-28 07:04:11.696,63923583851,63923583864,7741.75,10,True,True,True,True,True,63923583859,33233,2,7741.75,63923583887,STOP,63923583862,7744.25,5620,False
486,33261,33262,-1,2026-08-28 07:05:57.764,2026-08-28 07:06:03.468,63923583963,63923583981,7739.5,10,False,True,True,True,True,63923583969,33263,1,7739.5,63923584012,TARGET,63923583975,7738.25,4959,False
487,33265,33266,-1,2026-08-28 07:06:13.596,2026-08-28 07:06:16.952,63923583976,63923583998,7738.5,10,False,True,True,True,True,63923583978,33266,0,7738.5,63923584023,TARGET,63923583986,7737.25,4139,False
488,33271,33272,-1,2026-08-28 07:06:31.036,2026-08-28 07:06:38.188,63923583998,63923584023,7735.75,10,True,True,True,True,True,63923584002,33272,0,7735.75,63923584046,STOP,63923584014,7738.25,8148,False
489,33327,33328,-1,2026-08-28 07:11:16.484,2026-08-28 07:11:24.232,63923584284,63923584313,7735.0,10,False,False,True,True,True,63923584291,33328,0,7735.0,63923584353,TARGET,63923584294,7733.75,3834,False
490,33333,33334,-1,2026-08-28 07:11:52.832,2026-08-28 07:11:53.952,63923584313,63923584353,7732.0,10,True,True,True,True,True,63923584342,33337,3,7732.0,63923584413,STOP,63923584353,7734.5,14903,False
491,33350,33351,-1,2026-08-28 07:13:45.600,2026-08-28 07:13:52.824,63923584432,63923584460,7727.0,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,13861,False
492,33393,33394,1,2026-08-28 07:18:17.220,2026-08-28 07:18:22.352,63923584702,63923584746,7742.75,10,True,True,True,True,True,63923584716,33396,2,7742.75,63923584805,TARGET,63923584752,7744.0,13796,False
493,33398,33399,1,2026-08-28 07:18:43.252,2026-08-28 07:18:46.808,63923584726,63923584774,7744.0,10,True,True,True,True,True,63923584752,33400,1,7744.0,63923584827,TARGET,63923584764,7745.25,9354,False
494,33403,33404,1,2026-08-28 07:19:24.772,2026-08-28 07:19:30.216,63923584770,63923584818,7746.5,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,14416,False
495,33412,33413,1,2026-08-28 07:20:27.204,2026-08-28 07:20:34.924,63923584834,63923584892,7748.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,18514,False
496,33421,33422,1,2026-08-28 07:21:44.644,2026-08-28 07:21:50.596,63923584910,63923584950,7749.25,10,False,True,True,True,True,63923584950,33426,4,7749.25,63923585042,TARGET,63923584951,7750.5,10010,True
497,33429,33430,1,2026-08-28 07:22:42.748,2026-08-28 07:22:55.908,63923584975,63923585027,7751.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,15583,False
498,33464,33465,-1,2026-08-28 07:26:14.476,2026-08-28 07:26:22.352,63923585182,63923585217,7738.5,10,False,False,True,True,True,63923585192,33466,1,7738.5,63923585262,STOP,63923585200,7741.0,5698,False
499,33478,33479,-1,2026-08-28 07:27:42.952,2026-08-28 07:27:45.972,63923585265,63923585324,7737.0,10,False,True,True,True,True,63923585268,33479,0,7737.0,63923585366,TARGET,63923585269,7735.75,1550,True
500,33481,33482,-1,2026-08-28 07:27:48.720,2026-08-28 07:28:18.576,63923585298,63923585336,7735.75,10,False,True,True,True,True,63923585299,33482,0,7735.75,63923585376,STOP,63923585328,7738.25,10908,False
501,33553,33554,1,2026-08-28 07:34:09.292,2026-08-28 07:34:14.276,63923585654,63923585699,7750.5,10,True,True,True,True,True,63923585656,33555,1,7750.5,63923585770,TARGET,63923585730,7751.75,16811,False
502,33562,33563,1,2026-08-28 07:35:25.568,2026-08-28 07:35:34.024,63923585734,63923585781,7751.75,10,False,True,True,True,True,63923585759,33565,2,7751.75,63923585863,TARGET,63923585775,7753.0,10556,False
503,33569,33570,1,2026-08-28 07:36:21.504,2026-08-28 07:36:23.404,63923585783,63923585860,7754.25,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,15946,False
504,33582,33583,1,2026-08-28 07:38:19.524,2026-08-28 07:38:36.024,63923585916,63923586016,7756.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,20655,False
505,33593,33594,1,2026-08-28 07:41:07.548,2026-08-28 07:41:13.060,63923586073,63923586164,7758.5,10,True,True,True,True,True,63923586159,33598,4,7758.5,63923586254,TARGET,63923586193,7759.75,21472,False
506,33599,33600,1,2026-08-28 07:42:41.132,2026-08-28 07:42:44.020,63923586164,63923586222,7759.0,10,False,True,True,True,True,63923586172,33600,0,7759.0,63923586282,TARGET,63923586195,7760.25,6233,False
507,33604,33605,1,2026-08-28 07:43:15.640,2026-08-28 07:43:19.680,63923586199,63923586273,7760.75,10,False,True,True,True,True,63923586243,33607,2,7760.75,63923586334,TARGET,63923586247,7762.0,7862,False
508,33612,33613,1,2026-08-28 07:44:42.492,2026-08-28 07:44:55.404,63923586295,63923586334,7765.0,10,True,True,True,True,True,63923586301,33614,1,7765.0,63923586407,STOP,63923586346,7762.5,13652,False
509,33626,33627,1,2026-08-28 07:46:47.060,2026-08-28 07:46:55.228,63923586415,63923586494,7766.0,10,False,True,True,True,True,63923586439,33628,1,7766.0,63923586637,STOP,63923586477,7763.5,11972,False
510,33640,33641,1,2026-08-28 07:50:37.992,2026-08-28 07:50:59.056,63923586659,63923586743,7770.75,10,True,True,True,True,True,63923586738,33646,5,7770.75,63923586871,TARGET,63923586781,7772.0,27097,False
511,33650,33651,1,2026-08-28 07:53:01.616,2026-08-28 07:53:08.032,63923586788,63923586862,7772.25,10,False,True,True,True,True,63923586795,33652,1,7772.25,63923586994,TARGET,63923586817,7773.5,5471,False
512,33656,33657,1,2026-08-28 07:54:02.320,2026-08-28 07:54:22.948,63923586862,63923586985,7776.25,10,True,True,True,True,True,63923586868,33657,0,7776.25,63923587152,TARGET,63923586968,7777.5,18923,False
513,33663,33664,1,2026-08-28 07:56:25.168,2026-08-28 07:56:34.428,63923586994,63923587172,7778.0,10,False,True,True,True,True,63923587013,33665,1,7778.0,63923587333,TARGET,63923587153,7779.25,23357,False
514,33669,33670,1,2026-08-28 07:59:12.924,2026-08-28 07:59:32.384,63923587172,63923587319,7779.25,10,False,True,True,True,True,63923587198,33670,0,7779.25,63923587389,TARGET,63923587237,7780.5,12156,False
515,34575,34576,-1,2026-08-28 11:23:37.924,2026-08-28 11:24:12.184,63923599452,63923599616,7718.75,10,False,False,True,True,True,63923599525,34577,1,7718.75,63923599800,STOP,63923599616,7721.25,14842,False
516,34628,34629,-1,2026-08-28 11:48:51.460,2026-08-28 11:49:24.744,63923600964,63923601068,7717.25,10,False,False,True,True,True,63923600969,34629,0,7717.25,63923601225,TARGET,63923601004,7716.0,2549,False
517,34634,34635,-1,2026-08-28 11:51:04.068,2026-08-28 11:51:08.128,63923601068,63923601225,7713.0,10,True,True,True,True,True,63923601164,34636,1,7713.0,63923601418,STOP,63923601235,7715.5,16440,False
518,34673,34674,1,2026-08-28 12:09:37.244,2026-08-28 12:10:20.732,63923602220,63923602382,7722.75,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,14728,False
519,34693,34694,1,2026-08-28 12:21:21.152,2026-08-28 12:21:32.860,63923602892,63923603116,7725.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,16058,False
520,34702,34703,1,2026-08-28 12:27:02.120,2026-08-28 12:28:58.108,63923603338,63923603456,7725.0,7,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,12348,False
521,34725,34726,1,2026-08-28 12:40:36.892,2026-08-28 12:41:22.068,63923604082,63923604329,7727.0,10,False,True,True,True,True,63923604222,34728,2,7727.0,63923604584,STOP,63923604320,7724.5,15431,False
522,34748,34749,1,2026-08-28 12:50:09.876,2026-08-28 12:50:13.044,63923604613,63923604694,7727.5,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,10643,False
523,34777,34778,1,2026-08-28 12:57:14.780,2026-08-28 12:57:36.084,63923605056,63923605140,7728.0,10,False,False,True,True,False,,,,,,NOT_TRIGGERED,,,10219,False
524,34801,34802,-1,2026-08-28 12:59:53.992,2026-08-28 12:59:55.848,63923605195,63923605203,7719.75,10,False,False,True,False,True,63923605198,34803,1,7719.75,63923605342,STOP,63923605199,7722.25,4639,False
525,35877,35878,-1,2026-08-31 06:32:59.336,2026-08-31 06:33:06.488,63923841186,63923841210,7695.25,10,False,False,True,False,True,63923841190,35878,0,7695.25,63923841240,TARGET,63923841202,7694.0,5180,False
526,35884,35885,-1,2026-08-31 06:33:30.488,2026-08-31 06:33:36.572,63923841216,63923841252,7691.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,12568,False
527,35901,35902,-1,2026-08-31 06:35:13.620,2026-08-31 06:35:18.300,63923841318,63923841379,7685.5,10,True,True,True,True,True,63923841370,35907,5,7685.5,63923841442,STOP,63923841390,7688.0,27716,False
528,36120,36121,-1,2026-08-31 07:06:57.300,2026-08-31 07:06:58.472,63923843218,63923843305,7682.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,14883,False
529,36136,36137,-1,2026-08-31 07:10:24.104,2026-08-31 07:10:52.424,63923843452,63923843550,7681.25,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,16357,False
530,36180,36181,-1,2026-08-31 07:23:32.408,2026-08-31 07:23:52.276,63923844232,63923844326,7680.25,10,False,False,True,False,True,63923844254,36181,0,7680.25,63923844423,TARGET,63923844291,7679.0,9026,False
531,36186,36187,-1,2026-08-31 07:25:13.844,2026-08-31 07:25:26.016,63923844326,63923844423,7675.75,10,True,True,True,True,True,63923844347,36187,0,7675.75,63923844568,STOP,63923844496,7678.25,34431,False
532,36225,36226,1,2026-08-31 07:37:34.712,2026-08-31 07:37:46.472,63923845066,63923845198,7686.25,10,False,False,True,False,False,,,,,,NOT_TRIGGERED,,,16886,False
533,36234,36235,1,2026-08-31 07:40:34.128,2026-08-31 07:40:59.164,63923845259,63923845370,7686.5,7,False,True,True,True,True,63923845282,36236,1,7686.5,63923845510,TARGET,63923845304,7687.75,4674,False
534,36238,36239,1,2026-08-31 07:41:45.384,2026-08-31 07:42:00.532,63923845320,63923845474,7688.25,10,False,True,True,True,True,63923845351,36240,1,7688.25,63923845583,STOP,63923845478,7685.75,15018,False
535,36241,36242,1,2026-08-31 07:42:50.764,2026-08-31 07:42:59.784,63923845379,63923845510,7689.0,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,14267,False
536,36278,36279,1,2026-08-31 07:55:27.204,2026-08-31 07:55:30.716,63923846130,63923846264,7687.5,10,False,False,True,True,True,63923846172,36280,1,7687.5,63923846427,TARGET,63923846184,7688.75,6302,False
537,36285,36286,1,2026-08-31 07:57:44.916,2026-08-31 07:58:18.404,63923846298,63923846427,7691.75,10,True,True,True,True,False,,,,,,NOT_TRIGGERED,,,16801,False
538,36629,36630,1,2026-08-31 11:20:36.312,2026-08-31 11:20:53.044,63923858453,63923858780,7696.75,10,False,True,True,True,False,,,,,,NOT_TRIGGERED,,,12133,False
