BarNumber,SignalTime,Direction,ReferenceEntryPrice,DiagnosticOutcome,StrictNextSecondTickOutcome,TickOutcomeTime,TickOutcomePrice,TicksSeen,SecondPrecisionAmbiguous
2139,2026-08-03 20:46:34.952,LONG,7643.000000,TARGET,TARGET,2026-08-03 20:48:52,7644.250000,3009,False
2323,2026-08-04 03:37:36.624,LONG,7640.000000,TARGET,TARGET,2026-08-04 03:44:26,7641.250000,7240,False
2357,2026-08-04 03:49:37.488,LONG,7646.250000,TARGET,TARGET,2026-08-04 03:49:55,7647.500000,595,False
2436,2026-08-04 04:45:40.824,LONG,7653.500000,TARGET,TARGET,2026-08-04 04:45:53,7654.750000,930,False
2648,2026-08-04 06:47:04.584,LONG,7673.250000,TARGET,TARGET,2026-08-04 06:47:07,7674.500000,872,False
3115,2026-08-04 09:38:59.900,LONG,7746.000000,TARGET,TARGET,2026-08-04 09:39:19,7747.250000,1043,False
3174,2026-08-04 10:13:25.544,LONG,7763.250000,TARGET,TARGET,2026-08-04 10:14:34,7764.500000,3182,False
3472,2026-08-04 12:16:19.744,LONG,7781.000000,TARGET,TARGET,2026-08-04 12:16:31,7782.250000,527,False
3716,2026-08-04 13:15:22.308,SHORT,7768.500000,TARGET,TARGET,2026-08-04 13:15:24,7767.250000,101,False
3738,2026-08-04 13:17:10.636,SHORT,7764.000000,TARGET,TARGET,2026-08-04 13:17:14,7762.750000,304,False
3742,2026-08-04 13:17:31.668,SHORT,7763.500000,STOP,STOP,2026-08-04 13:17:42,7766.000000,568,False
4167,2026-08-05 00:42:49.040,SHORT,7791.000000,TARGET,TARGET,2026-08-05 00:51:14,7789.750000,7447,False
4222,2026-08-05 01:37:20.776,SHORT,7784.500000,TARGET,TARGET,2026-08-05 01:38:40,7783.250000,1423,False
4312,2026-08-05 03:49:45.804,LONG,7794.000000,TARGET,TARGET,2026-08-05 03:52:51,7795.250000,2774,False
4323,2026-08-05 04:02:02.280,LONG,7796.500000,TARGET,TARGET,2026-08-05 04:09:01,7797.750000,7447,False
4443,2026-08-05 06:17:05.344,LONG,7805.750000,TARGET,TARGET,2026-08-05 06:17:11,7807.000000,504,False
4657,2026-08-05 06:47:32.076,SHORT,7808.750000,STOP,STOP,2026-08-05 06:48:04,7811.250000,8763,False
4698,2026-08-05 06:50:13.980,SHORT,7800.000000,TARGET,TARGET,2026-08-05 06:50:16,7798.750000,964,False
4711,2026-08-05 06:51:01.264,SHORT,7798.250000,TARGET,TARGET,2026-08-05 06:51:02,7797.000000,506,False
4752,2026-08-05 06:53:57.704,LONG,7805.500000,TARGET,TARGET,2026-08-05 06:54:02,7806.750000,1285,False
