bar,time,direction,body,tail,bar_distance8,close_depth,body_depth,core,strict,prime,segment,outcome
13663,2026-08-11 08:25:27.336,-1,1.0,4.0,-2.3245,4,4,False,False,False,DEV,TARGET
13667,2026-08-11 08:27:42.480,-1,2.0,3.0,-2.3523,2,1,False,False,False,DEV,TARGET
13670,2026-08-11 08:30:02.596,-1,0.0,5.0,-1.4977,1,1,False,False,False,DEV,TARGET
13678,2026-08-11 08:33:58.840,-1,2.0,3.0,-2.098,2,1,False,False,False,DEV,TARGET
13679,2026-08-11 08:34:06.296,-1,2.0,3.0,-0.4096,3,3,False,False,False,DEV,TARGET
13689,2026-08-11 08:35:31.164,-1,1.0,4.0,-3.7789,0,0,False,False,False,DEV,TARGET
13695,2026-08-11 08:37:39.852,-1,2.0,3.0,-1.2919,6,1,False,False,False,DEV,TARGET
13718,2026-08-11 08:48:00.424,-1,2.0,3.0,-1.1339,7,6,False,False,False,DEV,STOP
13745,2026-08-11 09:08:54.500,1,2.0,3.0,-1.8737,0,0,False,False,False,DEV,STOP
13778,2026-08-11 09:31:13.564,-1,0.0,5.0,-4.6693,1,1,False,False,False,DEV,TARGET
13791,2026-08-11 09:43:52.732,-1,2.0,3.0,-1.25,1,1,False,False,False,DEV,TARGET
13792,2026-08-11 09:45:22.672,-1,2.0,3.0,0.25,9,9,False,False,False,DEV,TARGET
13798,2026-08-11 09:51:03.376,-1,2.0,3.0,-0.371,2,1,False,False,False,DEV,TARGET
13801,2026-08-11 09:55:49.404,-1,1.0,4.0,-0.7287,5,1,False,False,False,DEV,TARGET
13812,2026-08-11 10:04:33.760,-1,1.0,4.0,-2.2213,0,0,False,False,False,DEV,TARGET
13819,2026-08-11 10:11:26.868,-1,1.0,4.0,1.1492,10,10,False,False,False,DEV,TARGET
13821,2026-08-11 10:12:06.584,-1,2.0,3.0,4.6828,10,10,True,True,False,DEV,TARGET
13822,2026-08-11 10:13:08.660,-1,2.0,3.0,4.8644,10,10,True,True,False,DEV,TARGET
13869,2026-08-11 10:48:11.508,1,0.0,5.0,1.291,1,1,False,False,False,DEV,STOP
13871,2026-08-11 10:50:13.500,1,2.0,3.0,-1.6264,0,0,False,False,False,DEV,STOP
13890,2026-08-11 11:09:54.400,-1,2.0,3.0,1.846,10,1,False,False,True,DEV,STOP
13902,2026-08-11 11:23:31.400,-1,1.0,4.0,3.8667,10,10,False,False,True,DEV,TARGET
13910,2026-08-11 11:29:04.884,-1,2.0,3.0,6.3168,10,10,True,True,True,DEV,TARGET
13916,2026-08-11 11:29:56.236,-1,1.0,4.0,6.3586,10,10,True,True,True,DEV,STOP
13972,2026-08-11 12:23:11.516,1,1.0,4.0,3.0604,10,10,False,False,True,DEV,TARGET
13987,2026-08-11 12:38:21.000,1,2.0,3.0,2.8471,10,10,True,False,True,DEV,STOP
14031,2026-08-11 12:57:10.548,-1,1.0,4.0,-0.0501,10,10,False,False,True,DEV,TARGET
14043,2026-08-11 12:59:39.544,-1,2.0,3.0,2.9821,10,10,False,False,True,DEV,STOP
14056,2026-08-11 13:00:00.140,1,2.0,3.0,0.4828,10,1,False,False,False,DEV,TARGET
14073,2026-08-11 13:14:34.024,1,2.0,3.0,1.9554,10,1,False,False,False,DEV,TARGET
14074,2026-08-11 13:16:38.208,1,1.0,4.0,1.9653,10,10,False,False,False,DEV,TARGET
14075,2026-08-11 13:21:36.236,1,2.0,3.0,2.7508,10,10,False,False,False,DEV,TARGET
14076,2026-08-11 13:22:40.456,1,2.0,3.0,3.3617,10,10,False,False,False,DEV,TARGET
14086,2026-08-11 15:00:00.080,1,1.0,4.0,1.9796,5,5,False,False,False,DEV,STOP
14090,2026-08-11 15:00:02.428,1,2.0,3.0,-1.1431,2,1,False,False,False,DEV,STOP
14134,2026-08-11 17:06:11.640,-1,2.0,3.0,-1.3089,5,1,False,False,False,DEV,TARGET
14154,2026-08-11 17:35:31.308,1,2.0,3.0,-2.9506,1,1,False,False,False,DEV,STOP
14157,2026-08-11 17:48:50.656,1,0.0,5.0,-4.6695,1,1,False,False,False,DEV,STOP
14162,2026-08-11 18:01:10.372,1,0.0,5.0,-3.422,1,1,False,False,False,DEV,STOP
14182,2026-08-11 18:56:27.232,-1,1.0,4.0,-0.5847,5,5,False,False,False,DEV,STOP
14198,2026-08-11 20:58:25.896,1,1.0,4.0,-2.2369,1,1,False,False,False,DEV,TARGET
14212,2026-08-11 22:30:24.328,1,1.0,4.0,-2.6745,3,3,False,False,False,DEV,TARGET
14223,2026-08-11 23:32:44.536,1,1.0,4.0,-1.5481,5,5,False,False,False,DEV,TARGET
14226,2026-08-11 23:45:16.904,1,0.0,5.0,-3.4815,0,0,False,False,False,DEV,TARGET
14229,2026-08-12 00:02:34.652,1,2.0,3.0,3.425,10,10,False,False,False,DEV,STOP
14230,2026-08-12 00:05:36.732,1,1.0,4.0,3.1084,10,10,False,False,False,DEV,STOP
14231,2026-08-12 00:11:57.540,1,0.0,5.0,2.0843,10,10,False,False,False,DEV,STOP
14251,2026-08-12 01:23:26.724,1,2.0,3.0,1.1338,2,1,False,False,False,DEV,STOP
14271,2026-08-12 02:24:44.772,1,1.0,4.0,0.3549,0,0,False,False,False,DEV,TARGET
14332,2026-08-12 04:08:49.184,1,2.0,3.0,0.2997,1,1,False,False,False,DEV,TARGET
14345,2026-08-12 04:43:34.596,1,2.0,3.0,0.7801,10,3,False,False,False,DEV,TARGET
14351,2026-08-12 05:00:44.812,1,2.0,3.0,-1.2931,0,0,False,False,False,DEV,TARGET
14360,2026-08-12 05:18:29.768,1,0.0,5.0,-4.5907,0,0,False,False,False,DEV,TARGET
14361,2026-08-12 05:20:59.128,1,1.0,4.0,-3.1261,1,1,False,False,False,DEV,TARGET
14362,2026-08-12 05:24:20.116,1,1.0,4.0,-1.987,2,2,False,False,False,DEV,TARGET
14367,2026-08-12 05:28:56.764,1,2.0,3.0,3.2885,10,1,True,False,False,DEV,TARGET
14378,2026-08-12 05:29:43.388,1,2.0,3.0,-1.2573,0,0,False,False,False,DEV,TARGET
14381,2026-08-12 05:29:49.276,1,2.0,3.0,-0.368,3,1,False,False,False,DEV,TARGET
14384,2026-08-12 05:29:51.016,1,1.0,4.0,-0.7273,7,1,False,False,False,DEV,TARGET
14394,2026-08-12 05:29:57.552,1,2.0,3.0,-0.0354,6,1,False,False,False,DEV,TARGET
