bar,time,direction,body,tail,bar_distance8,close_depth,body_depth,core,strict,prime,segment,outcome
24068,2026-08-20 10:19:43.100,-1,2.0,3.0,3.0982,1,1,True,False,False,DEV,TARGET
24079,2026-08-20 10:26:27.656,-1,2.0,3.0,0.2268,7,5,False,False,False,DEV,TARGET
24080,2026-08-20 10:27:24.260,-1,1.0,4.0,0.6208,9,8,False,False,False,DEV,TARGET
24084,2026-08-20 10:30:09.840,-1,2.0,3.0,1.7577,10,1,False,False,False,DEV,TARGET
24085,2026-08-20 10:30:09.844,-1,2.0,3.0,2.5894,10,10,True,False,False,DEV,STOP
24094,2026-08-20 10:34:49.712,-1,2.0,3.0,-0.5256,7,1,False,False,False,DEV,TARGET
24097,2026-08-20 10:36:35.344,-1,0.0,5.0,-2.3186,1,1,False,False,False,DEV,TARGET
24099,2026-08-20 10:37:21.560,-1,1.0,4.0,1.2023,10,10,False,False,False,DEV,TARGET
24105,2026-08-20 10:40:44.756,-1,2.0,3.0,-1.4149,2,1,False,False,False,DEV,TARGET
24106,2026-08-20 10:41:59.068,-1,2.0,3.0,0.1218,4,3,False,False,False,DEV,STOP
24135,2026-08-20 11:02:51.420,-1,2.0,3.0,4.0491,10,1,False,False,True,DEV,TARGET
24139,2026-08-20 11:05:41.992,-1,0.0,5.0,1.4568,1,1,False,False,True,DEV,TARGET
24166,2026-08-20 11:16:50.604,-1,2.0,3.0,4.2976,10,10,True,True,True,DEV,STOP
24187,2026-08-20 11:30:00.688,-1,2.0,3.0,-1.5235,2,1,False,False,True,DEV,TARGET
24195,2026-08-20 11:36:04.648,-1,2.0,3.0,-1.9216,0,0,False,False,True,DEV,STOP
24210,2026-08-20 11:46:33.416,-1,1.0,4.0,-3.2643,1,1,False,False,True,DEV,STOP
24228,2026-08-20 12:01:54.872,-1,2.0,3.0,-0.4977,0,0,False,False,True,DEV,STOP
24230,2026-08-20 12:04:02.464,-1,1.0,4.0,-2.8813,0,0,False,False,True,DEV,STOP
24251,2026-08-20 12:20:26.560,-1,0.0,5.0,2.0632,10,10,False,False,True,DEV,STOP
24259,2026-08-20 12:26:39.628,1,2.0,3.0,-2.3333,0,0,False,False,True,DEV,STOP
24280,2026-08-20 12:43:56.612,-1,2.0,3.0,2.4716,10,10,False,False,True,DEV,TARGET
24301,2026-08-20 12:50:47.800,-1,2.0,3.0,-1.1997,2,1,False,False,True,DEV,STOP
24320,2026-08-20 12:55:01.468,-1,1.0,4.0,2.1385,10,3,False,False,True,DEV,TARGET
24322,2026-08-20 12:55:25.872,-1,2.0,3.0,-2.3236,0,0,False,False,True,DEV,TARGET
24331,2026-08-20 12:57:13.532,-1,2.0,3.0,1.1062,10,1,False,False,True,DEV,TARGET
24332,2026-08-20 12:57:26.816,-1,2.0,3.0,2.0826,10,10,False,False,True,DEV,STOP
24334,2026-08-20 12:58:06.760,-1,2.0,3.0,-1.7525,0,0,False,False,True,DEV,STOP
24335,2026-08-20 12:58:34.604,-1,0.0,5.0,-1.6964,1,1,False,False,True,DEV,STOP
24356,2026-08-20 12:59:57.528,-1,0.0,5.0,-4.2089,1,1,False,False,True,DEV,STOP
24375,2026-08-20 13:08:30.852,-1,1.0,4.0,1.958,10,10,False,False,False,DEV,TARGET
24385,2026-08-20 13:15:51.388,-1,0.0,5.0,1.7149,10,10,False,False,False,DEV,TARGET
24386,2026-08-20 13:16:57.568,-1,0.0,5.0,1.0005,10,10,False,False,False,DEV,TARGET
24404,2026-08-20 13:52:57.832,1,0.0,5.0,0.0158,1,1,False,False,False,DEV,TARGET
24437,2026-08-20 15:36:07.136,1,2.0,3.0,1.2227,10,10,False,False,False,DEV,TARGET
24441,2026-08-20 15:45:47.364,1,2.0,3.0,-1.3155,2,1,False,False,False,DEV,TARGET
24466,2026-08-20 17:01:02.492,1,2.0,3.0,-1.7859,0,0,False,False,False,DEV,TARGET
24467,2026-08-20 17:01:27.524,1,2.0,3.0,-0.1668,1,1,False,False,False,DEV,TARGET
24474,2026-08-20 17:06:34.736,1,1.0,4.0,0.3136,4,3,False,False,False,DEV,TARGET
24514,2026-08-20 17:55:01.920,-1,1.0,4.0,1.9071,10,10,False,False,False,DEV,TARGET
24517,2026-08-20 18:00:02.776,-1,1.0,4.0,1.2841,10,1,False,False,False,DEV,STOP
24521,2026-08-20 18:05:08.492,-1,1.0,4.0,-2.7803,1,1,False,False,False,DEV,TARGET
24523,2026-08-20 18:07:59.952,-1,2.0,3.0,1.7008,10,10,False,False,False,DEV,TARGET
24524,2026-08-20 18:08:49.528,-1,2.0,3.0,2.5451,10,10,False,False,False,DEV,STOP
24551,2026-08-20 18:38:30.368,-1,2.0,3.0,2.1389,10,10,False,False,False,DEV,STOP
24571,2026-08-20 19:22:25.808,1,2.0,3.0,3.1556,10,10,False,False,False,DEV,TARGET
24574,2026-08-20 19:29:50.768,1,1.0,4.0,-0.0201,0,0,False,False,False,DEV,STOP
24644,2026-08-20 23:17:07.724,1,2.0,3.0,0.9133,10,10,False,False,False,DEV,TARGET
24650,2026-08-20 23:34:48.436,1,2.0,3.0,4.0287,10,10,False,False,False,DEV,TARGET
24661,2026-08-20 23:59:17.280,1,1.0,4.0,0.0258,7,7,False,False,False,DEV,TARGET
24665,2026-08-21 00:01:22.180,1,2.0,3.0,-2.0971,2,1,False,False,False,DEV,TARGET
24666,2026-08-21 00:01:48.784,1,1.0,4.0,-1.1866,3,3,False,False,False,DEV,TARGET
24677,2026-08-21 00:23:48.288,1,1.0,4.0,-0.3773,2,1,False,False,False,DEV,TARGET
24681,2026-08-21 00:32:43.992,1,1.0,4.0,-2.6938,1,1,False,False,False,DEV,TARGET
24687,2026-08-21 00:40:10.136,1,0.0,5.0,-0.5163,1,1,False,False,False,DEV,TARGET
24698,2026-08-21 00:53:22.620,1,1.0,4.0,-2.8057,0,0,False,False,False,DEV,TARGET
24702,2026-08-21 01:00:33.812,1,2.0,3.0,-0.0712,4,4,False,False,False,DEV,TARGET
24720,2026-08-21 01:21:15.324,1,1.0,4.0,-2.6353,0,0,False,False,False,DEV,TARGET
24724,2026-08-21 01:25:11.820,1,2.0,3.0,-2.3614,2,1,False,False,False,DEV,TARGET
24727,2026-08-21 01:30:47.672,1,1.0,4.0,2.7037,10,10,False,False,False,DEV,TARGET
24737,2026-08-21 01:51:18.176,1,2.0,3.0,0.3988,10,1,False,False,False,DEV,TARGET
24742,2026-08-21 01:58:13.200,1,1.0,4.0,-0.8946,1,1,False,False,False,DEV,STOP
24762,2026-08-21 02:35:14.000,1,0.0,5.0,-2.5595,1,1,False,False,False,DEV,TARGET
24763,2026-08-21 02:35:48.520,1,0.0,5.0,-2.324,2,2,False,False,False,DEV,TARGET
24765,2026-08-21 02:43:50.060,1,1.0,4.0,1.804,10,10,False,False,False,DEV,TARGET
24767,2026-08-21 02:49:50.784,1,1.0,4.0,-3.3038,0,0,False,False,False,DEV,TARGET
24775,2026-08-21 03:02:03.264,1,0.0,5.0,3.4492,10,10,False,False,False,DEV,STOP
24802,2026-08-21 04:06:04.516,1,1.0,4.0,1.3532,10,10,False,False,False,DEV,STOP
24804,2026-08-21 04:10:25.224,1,2.0,3.0,-2.7987,0,0,False,False,False,DEV,TARGET
24814,2026-08-21 04:22:37.016,1,0.0,5.0,-4.8637,0,0,False,False,False,DEV,TARGET
24821,2026-08-21 04:24:53.504,1,0.0,5.0,1.3576,1,1,False,False,False,DEV,STOP
24837,2026-08-21 04:29:17.444,1,0.0,5.0,-3.4265,1,1,False,False,False,DEV,TARGET
24840,2026-08-21 04:31:45.460,1,1.0,4.0,-1.6959,7,1,False,False,False,DEV,STOP
24851,2026-08-21 04:35:24.804,1,1.0,4.0,-1.2933,4,1,False,False,False,DEV,TARGET
24893,2026-08-21 05:26:56.196,1,2.0,3.0,2.9903,10,10,False,False,False,DEV,TARGET
24910,2026-08-21 05:41:24.104,1,1.0,4.0,-2.195,3,3,False,False,False,DEV,TARGET
24931,2026-08-21 06:13:33.736,-1,2.0,3.0,7.428,10,10,False,False,False,DEV,TARGET
24936,2026-08-21 06:17:49.144,-1,1.0,4.0,0.0119,0,0,False,False,False,DEV,TARGET
24939,2026-08-21 06:20:14.536,-1,2.0,3.0,3.9933,10,10,True,False,False,DEV,TARGET
25001,2026-08-21 06:30:54.904,-1,1.0,4.0,0.8561,10,1,False,False,False,DEV,TARGET
25004,2026-08-21 06:31:14.072,-1,2.0,3.0,1.0969,10,1,False,False,True,DEV,STOP
25009,2026-08-21 06:31:55.220,-1,2.0,3.0,-2.3453,2,1,False,False,True,DEV,STOP
25018,2026-08-21 06:33:01.124,-1,2.0,3.0,-0.4616,0,0,False,False,True,DEV,TARGET
25025,2026-08-21 06:33:48.388,-1,2.0,3.0,-1.8877,2,1,False,False,True,DEV,TARGET
25031,2026-08-21 06:34:56.160,-1,2.0,3.0,-1.941,4,1,False,False,True,DEV,TARGET
25036,2026-08-21 06:35:20.056,-1,1.0,4.0,1.3214,10,1,False,False,True,DEV,STOP
25038,2026-08-21 06:35:35.072,-1,2.0,3.0,-2.213,0,0,False,False,True,DEV,TARGET
25040,2026-08-21 06:35:48.368,-1,2.0,3.0,-2.5362,0,0,False,False,True,DEV,STOP
25077,2026-08-21 06:41:38.124,1,2.0,3.0,-1.2936,1,1,False,False,True,DEV,STOP
25083,2026-08-21 06:42:46.084,1,1.0,4.0,-1.8211,1,1,False,False,True,DEV,STOP
25088,2026-08-21 06:43:39.956,-1,0.0,5.0,2.143,10,10,False,False,True,DEV,STOP
25092,2026-08-21 06:44:29.092,-1,1.0,4.0,-1.891,1,1,False,False,True,DEV,STOP
25101,2026-08-21 06:45:25.448,1,1.0,4.0,1.2905,1,1,False,False,False,DEV,STOP
25108,2026-08-21 06:46:36.624,1,0.0,5.0,-1.7127,4,4,False,False,False,DEV,STOP
25132,2026-08-21 06:52:04.688,-1,2.0,3.0,3.3179,10,10,False,False,False,DEV,TARGET
25162,2026-08-21 06:57:35.784,-1,2.0,3.0,-1.1186,6,1,False,False,False,DEV,TARGET
25191,2026-08-21 07:03:36.032,1,2.0,3.0,-1.8127,4,3,False,False,True,DEV,TARGET
25195,2026-08-21 07:04:44.068,1,2.0,3.0,0.2921,10,9,False,False,True,DEV,TARGET
25200,2026-08-21 07:05:52.364,1,1.0,4.0,4.3693,10,10,False,False,True,DEV,TARGET
25203,2026-08-21 07:06:34.452,1,1.0,4.0,2.4426,10,1,False,False,True,DEV,TARGET
25210,2026-08-21 07:08:53.732,1,1.0,4.0,-3.587,1,1,False,False,True,DEV,TARGET
25253,2026-08-21 07:19:48.028,-1,1.0,4.0,-0.8772,9,1,False,False,True,DEV,TARGET
25270,2026-08-21 07:24:02.832,1,2.0,3.0,0.7278,4,3,False,False,True,DEV,STOP
25292,2026-08-21 07:31:50.204,-1,1.0,4.0,-2.3904,1,1,False,False,True,DEV,TARGET
25295,2026-08-21 07:32:05.812,-1,2.0,3.0,-2.111,1,1,False,False,True,DEV,TARGET
25304,2026-08-21 07:34:53.032,-1,1.0,4.0,-1.6255,1,1,False,False,True,DEV,TARGET
25306,2026-08-21 07:35:51.960,-1,2.0,3.0,2.3994,10,10,False,False,True,DEV,TARGET
25311,2026-08-21 07:36:54.256,-1,1.0,4.0,-3.9428,0,0,False,False,True,DEV,TARGET
25348,2026-08-21 07:48:49.044,1,2.0,3.0,-0.4132,3,3,False,False,True,DEV,TARGET
25349,2026-08-21 07:49:32.636,1,1.0,4.0,0.1231,5,4,False,False,True,DEV,TARGET
25354,2026-08-21 07:51:14.888,1,2.0,3.0,-2.1226,0,0,False,False,True,DEV,TARGET
25381,2026-08-21 08:00:51.060,1,1.0,4.0,0.4654,0,0,False,False,False,DEV,TARGET
25408,2026-08-21 08:07:29.612,1,1.0,4.0,-3.1731,0,0,False,False,False,DEV,STOP
25449,2026-08-21 08:32:45.672,1,2.0,3.0,-0.5502,1,1,False,False,False,DEV,TARGET
25452,2026-08-21 08:34:30.552,1,2.0,3.0,4.3337,10,10,False,False,False,DEV,TARGET
25463,2026-08-21 08:39:16.092,1,2.0,3.0,-1.2515,2,1,False,False,False,DEV,TARGET
25468,2026-08-21 08:40:46.020,1,2.0,3.0,2.9161,10,1,True,False,False,DEV,TARGET
25470,2026-08-21 08:41:25.296,1,1.0,4.0,4.974,10,10,True,True,False,DEV,TARGET
25474,2026-08-21 08:43:05.540,1,1.0,4.0,-2.8288,0,0,False,False,False,DEV,TARGET
25486,2026-08-21 08:50:37.396,1,2.0,3.0,-1.5362,4,3,False,False,False,DEV,TARGET
25488,2026-08-21 08:51:43.200,1,1.0,4.0,1.6756,10,8,False,False,False,DEV,TARGET
25517,2026-08-21 09:07:41.852,-1,2.0,3.0,-0.7618,0,0,False,False,False,DEV,TARGET
25540,2026-08-21 09:20:33.388,-1,0.0,5.0,0.7509,1,1,False,False,False,DEV,STOP
25555,2026-08-21 09:21:10.836,1,1.0,4.0,-0.4087,0,0,False,False,False,DEV,STOP
25566,2026-08-21 09:21:49.012,-1,2.0,3.0,1.4167,10,1,False,False,False,DEV,TARGET
25567,2026-08-21 09:21:56.648,-1,2.0,3.0,2.3241,10,10,False,False,False,DEV,TARGET
25573,2026-08-21 09:23:24.736,-1,2.0,3.0,0.4699,1,1,False,False,False,DEV,STOP
25575,2026-08-21 09:24:39.420,-1,2.0,3.0,-2.7281,0,0,False,False,False,DEV,STOP
25578,2026-08-21 09:26:15.148,-1,1.0,4.0,-3.0476,1,1,False,False,False,DEV,STOP
25606,2026-08-21 09:45:20.168,-1,2.0,3.0,-0.2095,9,1,False,False,False,DEV,TARGET
25637,2026-08-21 10:08:56.556,1,2.0,3.0,-1.1046,8,1,False,False,False,DEV,STOP
25638,2026-08-21 10:09:09.328,1,2.0,3.0,0.3631,10,10,False,False,False,DEV,STOP
25644,2026-08-21 10:14:06.224,-1,0.0,5.0,-0.0537,1,1,False,False,False,DEV,TARGET
25647,2026-08-21 10:20:13.108,-1,2.0,3.0,-1.0116,1,1,False,False,False,DEV,TARGET
25672,2026-08-21 10:44:33.400,-1,1.0,4.0,-2.3479,2,1,False,False,False,DEV,STOP
25679,2026-08-21 10:50:35.976,-1,0.0,5.0,-2.4584,3,3,False,False,False,DEV,TARGET
25686,2026-08-21 10:59:51.640,-1,1.0,4.0,-0.3219,10,10,False,False,False,DEV,TARGET
25701,2026-08-21 11:14:49.608,-1,2.0,3.0,-2.1496,1,1,False,False,True,DEV,STOP
25707,2026-08-21 11:24:01.028,-1,0.0,5.0,-4.8236,1,1,False,False,True,DEV,TARGET
25708,2026-08-21 11:25:47.252,-1,1.0,4.0,-3.3072,2,2,False,False,True,DEV,TARGET
25710,2026-08-21 11:30:21.212,-1,1.0,4.0,0.6043,10,10,False,False,True,DEV,TARGET
25712,2026-08-21 11:33:05.704,-1,0.0,5.0,2.1927,10,10,False,False,True,DEV,STOP
25753,2026-08-21 12:28:45.576,1,1.0,4.0,-3.2636,1,1,False,False,True,DEV,TARGET
25763,2026-08-21 12:37:47.556,1,2.0,3.0,-2.6336,3,1,False,False,True,DEV,TARGET
25770,2026-08-21 12:45:08.000,1,2.0,3.0,2.6003,10,10,False,False,True,DEV,TARGET
25776,2026-08-21 12:49:23.516,1,0.0,5.0,3.2261,10,10,False,False,True,DEV,STOP
25808,2026-08-21 12:59:40.164,-1,1.0,4.0,1.0633,8,8,False,False,True,DEV,TARGET
25815,2026-08-21 12:59:58.960,-1,2.0,3.0,-2.3674,0,0,False,False,True,DEV,TARGET
25822,2026-08-21 13:03:14.300,-1,2.0,3.0,-1.7409,2,1,False,False,False,DEV,TARGET
25825,2026-08-21 13:11:28.152,-1,2.0,3.0,-2.4103,1,1,False,False,False,DEV,TARGET
25826,2026-08-21 13:13:38.480,-1,1.0,4.0,-1.4303,6,2,False,False,False,DEV,TARGET
25830,2026-08-21 13:17:30.800,-1,1.0,4.0,-3.2733,2,1,False,False,False,DEV,TARGET
25837,2026-08-21 13:48:21.460,-1,1.0,4.0,-3.2726,0,0,False,False,False,DEV,TARGET
25855,2026-08-23 15:01:25.696,-1,2.0,3.0,2.5934,10,1,False,False,False,DEV,TARGET
25891,2026-08-23 15:06:16.724,-1,0.0,5.0,-1.7459,3,3,False,False,False,DEV,TARGET
25892,2026-08-23 15:06:50.324,-1,2.0,3.0,-0.1357,7,7,False,False,False,DEV,STOP
25899,2026-08-23 15:17:30.120,-1,0.0,5.0,-1.8151,1,1,False,False,False,DEV,TARGET
25917,2026-08-23 16:16:03.752,1,0.0,5.0,2.6956,1,1,False,False,False,DEV,TARGET
25919,2026-08-23 16:24:58.600,1,2.0,3.0,5.0134,10,10,True,True,False,DEV,TARGET
25922,2026-08-23 16:30:19.384,1,1.0,4.0,7.7196,10,10,True,True,False,DEV,TARGET
25926,2026-08-23 16:45:26.568,1,2.0,3.0,-0.8371,0,0,False,False,False,DEV,TARGET
25935,2026-08-23 16:54:02.468,1,1.0,4.0,0.0634,0,0,False,False,False,DEV,TARGET
25936,2026-08-23 16:56:33.012,1,0.0,5.0,-0.284,1,1,False,False,False,DEV,TARGET
25940,2026-08-23 17:00:10.060,1,2.0,3.0,0.8217,10,1,False,False,False,DEV,STOP
25972,2026-08-23 17:17:51.228,-1,0.0,5.0,2.0097,1,1,False,False,False,DEV,TARGET
25986,2026-08-23 17:26:27.456,-1,2.0,3.0,0.3317,3,3,False,False,False,DEV,TARGET
25988,2026-08-23 17:26:54.564,-1,2.0,3.0,3.5834,10,10,True,False,False,DEV,STOP
26000,2026-08-23 17:36:31.820,-1,0.0,5.0,-3.5118,1,1,False,False,False,DEV,STOP
26007,2026-08-23 17:43:57.104,-1,0.0,5.0,-3.5466,1,1,False,False,False,DEV,TARGET
26010,2026-08-23 17:46:26.008,-1,1.0,4.0,-1.8868,1,1,False,False,False,DEV,STOP
26022,2026-08-23 17:57:59.968,1,0.0,5.0,2.5085,0,0,False,False,False,DEV,TARGET
26023,2026-08-23 17:59:55.540,1,2.0,3.0,3.1733,1,1,False,False,False,DEV,TARGET
26043,2026-08-23 18:19:11.760,1,0.0,5.0,-1.4463,1,1,False,False,False,DEV,STOP
26083,2026-08-23 18:57:09.076,-1,2.0,3.0,3.8008,10,10,False,False,False,DEV,TARGET
26088,2026-08-23 19:00:56.412,-1,0.0,5.0,4.5669,10,10,False,False,False,DEV,TARGET
26090,2026-08-23 19:01:55.108,-1,2.0,3.0,0.3553,0,0,False,False,False,DEV,TARGET
26129,2026-08-23 19:44:52.576,1,0.0,5.0,-2.6151,1,1,False,False,False,DEV,TARGET
26143,2026-08-23 19:55:27.260,1,2.0,3.0,-2.3453,3,1,False,False,False,DEV,TARGET
26155,2026-08-23 20:08:56.988,-1,1.0,4.0,2.697,10,10,False,False,False,DEV,TARGET
26156,2026-08-23 20:10:55.976,-1,2.0,3.0,3.3199,10,10,False,False,False,DEV,TARGET
26161,2026-08-23 20:19:50.096,-1,0.0,5.0,0.6818,1,1,False,False,False,DEV,TARGET
26162,2026-08-23 20:21:21.596,-1,0.0,5.0,0.1969,3,3,False,False,False,DEV,TARGET
26182,2026-08-23 20:51:30.084,-1,2.0,3.0,-1.6544,2,1,False,False,False,DEV,TARGET
26190,2026-08-23 21:09:04.364,-1,0.0,5.0,-0.657,1,1,False,False,False,DEV,STOP
26196,2026-08-23 21:18:34.888,-1,1.0,4.0,-3.4708,1,1,False,False,False,DEV,TARGET
26211,2026-08-23 21:33:45.096,-1,0.0,5.0,-1.9168,1,1,False,False,False,DEV,TARGET
26222,2026-08-23 21:51:26.480,-1,1.0,4.0,-0.9836,5,5,False,False,False,DEV,TARGET
26223,2026-08-23 21:55:23.912,-1,1.0,4.0,-0.3206,8,6,False,False,False,DEV,STOP
26241,2026-08-23 22:25:02.856,-1,1.0,4.0,0.1923,10,10,False,False,False,DEV,TARGET
26242,2026-08-23 22:28:31.440,-1,2.0,3.0,1.3718,10,10,False,False,False,DEV,TARGET
26246,2026-08-23 22:33:13.644,-1,2.0,3.0,6.4016,10,10,True,True,False,DEV,TARGET
26247,2026-08-23 22:34:25.996,-1,1.0,4.0,5.4234,10,10,True,True,False,DEV,STOP
26265,2026-08-23 22:50:41.080,-1,2.0,3.0,-0.5432,0,0,False,False,False,DEV,TARGET
26268,2026-08-23 22:55:49.596,-1,1.0,4.0,-1.4147,1,1,False,False,False,DEV,TARGET
26275,2026-08-23 23:01:24.172,-1,2.0,3.0,-0.1495,4,3,False,False,False,DEV,TARGET
26277,2026-08-23 23:02:38.064,-1,1.0,4.0,1.9095,10,10,False,False,False,DEV,TARGET
26278,2026-08-23 23:04:08.552,-1,0.0,5.0,1.1519,10,10,False,False,False,DEV,TARGET
26283,2026-08-23 23:08:00.568,-1,1.0,4.0,-3.3801,0,0,False,False,False,DEV,TARGET
26296,2026-08-23 23:19:23.740,-1,1.0,4.0,0.8241,10,10,False,False,False,DEV,TARGET
26297,2026-08-23 23:19:52.960,-1,2.0,3.0,1.8632,10,10,False,False,False,DEV,TARGET
26307,2026-08-23 23:31:09.348,-1,2.0,3.0,-2.7273,3,3,False,False,False,DEV,STOP
26318,2026-08-23 23:45:42.732,-1,2.0,3.0,2.4105,10,10,False,False,False,DEV,STOP
26347,2026-08-24 00:12:48.192,1,2.0,3.0,1.8849,1,1,False,False,False,HOLD,TARGET
26348,2026-08-24 00:15:26.064,1,1.0,4.0,1.9105,10,10,False,False,False,HOLD,STOP
26365,2026-08-24 00:35:24.216,1,1.0,4.0,1.7182,10,10,False,False,False,HOLD,STOP
26375,2026-08-24 00:47:48.124,-1,1.0,4.0,-2.2629,0,0,False,False,False,HOLD,TARGET
26376,2026-08-24 00:48:20.708,-1,2.0,3.0,-0.5378,1,1,False,False,False,HOLD,TARGET
26379,2026-08-24 00:52:32.876,-1,1.0,4.0,-0.3367,10,1,False,False,False,HOLD,TARGET
26383,2026-08-24 00:56:24.056,-1,0.0,5.0,-0.7532,1,1,False,False,False,HOLD,TARGET
26386,2026-08-24 01:00:07.072,-1,1.0,4.0,-0.9085,10,1,False,False,False,HOLD,STOP
26390,2026-08-24 01:01:18.264,-1,1.0,4.0,-3.3438,2,1,False,False,False,HOLD,TARGET
26391,2026-08-24 01:01:32.584,-1,1.0,4.0,-2.1563,3,3,False,False,False,HOLD,TARGET
26453,2026-08-24 01:34:18.148,1,2.0,3.0,-2.7096,0,0,False,False,False,HOLD,TARGET
26454,2026-08-24 01:36:37.668,1,2.0,3.0,-0.8853,1,1,False,False,False,HOLD,TARGET
26455,2026-08-24 01:38:59.740,1,2.0,3.0,0.5337,10,2,False,False,False,HOLD,TARGET
26459,2026-08-24 01:43:01.400,1,1.0,4.0,1.7248,1,1,False,False,False,HOLD,TARGET
26471,2026-08-24 02:04:13.584,1,2.0,3.0,0.7209,5,5,False,False,False,HOLD,TARGET
26491,2026-08-24 02:47:45.632,1,1.0,4.0,-1.3059,2,2,False,False,False,HOLD,STOP
26497,2026-08-24 03:03:14.248,1,0.0,5.0,-4.6233,1,1,False,False,False,HOLD,STOP
26498,2026-08-24 03:05:09.620,1,2.0,3.0,-2.3736,3,2,False,False,False,HOLD,STOP
26520,2026-08-24 03:41:48.784,-1,2.0,3.0,2.3049,10,6,False,False,False,HOLD,TARGET
26524,2026-08-24 03:47:14.016,-1,2.0,3.0,2.8445,10,1,False,False,False,HOLD,TARGET
26549,2026-08-24 04:11:08.768,-1,0.0,5.0,-3.9461,1,1,False,False,False,HOLD,STOP
26575,2026-08-24 04:35:08.592,1,1.0,4.0,5.9919,10,10,True,True,False,HOLD,STOP
26588,2026-08-24 04:36:43.856,1,2.0,3.0,1.5478,10,10,False,False,False,HOLD,TARGET
26590,2026-08-24 04:36:50.752,1,2.0,3.0,-0.8661,0,0,False,False,False,HOLD,TARGET
26594,2026-08-24 04:37:34.780,1,0.0,5.0,-0.3718,1,1,False,False,False,HOLD,TARGET
26595,2026-08-24 04:37:49.076,1,2.0,3.0,0.933,10,2,False,False,False,HOLD,TARGET
26640,2026-08-24 05:03:27.484,-1,2.0,3.0,0.4975,10,9,False,False,False,HOLD,TARGET
26642,2026-08-24 05:06:59.864,-1,0.0,5.0,-3.662,0,0,False,False,False,HOLD,TARGET
26675,2026-08-24 05:32:53.164,-1,1.0,4.0,-2.0453,0,0,False,False,False,HOLD,TARGET
26677,2026-08-24 05:32:53.280,-1,2.0,3.0,2.7504,10,10,False,False,False,HOLD,TARGET
26680,2026-08-24 05:32:53.336,-1,0.0,5.0,-0.518,0,0,False,False,False,HOLD,TARGET
26681,2026-08-24 05:32:53.340,-1,2.0,3.0,0.8193,1,1,False,False,False,HOLD,TARGET
26724,2026-08-24 05:38:30.704,1,0.0,5.0,0.0603,10,10,False,False,False,HOLD,TARGET
26725,2026-08-24 05:38:53.284,1,2.0,3.0,1.2691,10,10,False,False,False,HOLD,TARGET
26758,2026-08-24 05:55:14.916,1,1.0,4.0,-3.0431,0,0,False,False,False,HOLD,TARGET
26759,2026-08-24 05:55:46.644,1,2.0,3.0,-1.1446,1,1,False,False,False,HOLD,NONE
26782,2026-08-24 06:17:10.180,1,0.0,5.0,-0.389,8,8,False,False,False,HOLD,STOP
26801,2026-08-24 06:29:54.208,1,1.0,4.0,-1.7217,0,0,False,False,False,HOLD,TARGET
26819,2026-08-24 06:30:37.200,-1,2.0,3.0,-2.0822,0,0,False,False,False,HOLD,TARGET
26820,2026-08-24 06:30:43.560,-1,2.0,3.0,-0.3973,1,1,False,False,False,HOLD,TARGET
26823,2026-08-24 06:31:01.644,-1,2.0,3.0,4.8762,10,10,True,True,True,HOLD,TARGET
26840,2026-08-24 06:32:22.920,-1,2.0,3.0,-1.1118,5,5,False,False,True,HOLD,TARGET
26854,2026-08-24 06:34:03.504,-1,0.0,5.0,-2.6211,1,1,False,False,True,HOLD,TARGET
26860,2026-08-24 06:35:10.788,-1,1.0,4.0,0.407,9,8,False,False,True,HOLD,STOP
26884,2026-08-24 06:38:26.960,-1,2.0,3.0,5.1898,10,10,False,False,True,HOLD,STOP
26885,2026-08-24 06:38:27.664,-1,1.0,4.0,4.481,10,10,False,False,True,HOLD,STOP
26919,2026-08-24 06:42:22.564,-1,1.0,4.0,-0.7633,10,1,False,False,True,HOLD,TARGET
26920,2026-08-24 06:42:30.656,-1,1.0,4.0,-0.1492,10,10,False,False,True,HOLD,TARGET
26923,2026-08-24 06:42:49.544,-1,2.0,3.0,4.5224,10,10,False,False,True,HOLD,TARGET
26937,2026-08-24 06:44:49.988,-1,1.0,4.0,2.2642,10,1,True,False,True,HOLD,TARGET
26948,2026-08-24 06:45:45.860,-1,1.0,4.0,-3.5001,1,1,False,False,False,HOLD,STOP
26998,2026-08-24 06:52:57.660,-1,1.0,4.0,0.8482,10,10,False,False,False,HOLD,STOP
27003,2026-08-24 06:54:00.932,1,1.0,4.0,1.7951,10,10,False,False,False,HOLD,TARGET
27004,2026-08-24 06:54:13.832,1,1.0,4.0,1.8406,10,10,False,False,False,HOLD,TARGET
27016,2026-08-24 06:56:17.120,1,1.0,4.0,-0.2378,7,1,False,False,False,HOLD,TARGET
27017,2026-08-24 06:56:22.720,1,2.0,3.0,1.0373,10,8,False,False,False,HOLD,STOP
27019,2026-08-24 06:56:29.680,1,0.0,5.0,-3.9404,0,0,False,False,False,HOLD,TARGET
27020,2026-08-24 06:56:33.832,1,2.0,3.0,-1.8425,1,1,False,False,False,HOLD,STOP
27021,2026-08-24 06:56:51.464,1,0.0,5.0,-1.7664,2,2,False,False,False,HOLD,STOP
27075,2026-08-24 07:04:15.620,-1,2.0,3.0,0.507,10,1,False,False,True,HOLD,STOP
27091,2026-08-24 07:07:35.572,-1,0.0,5.0,-0.8013,1,1,False,False,True,HOLD,TARGET
27092,2026-08-24 07:07:56.772,-1,0.0,5.0,-0.9566,2,2,False,False,True,HOLD,TARGET
