Version,Families,BarNumber,Time,Direction,Segment,TickOutcome,TicksSeen
NO_50_ORDER,PIN7,33659,2026-08-28 07:53:01.616,1,HOLD,TARGET,6645
NO_50_ORDER,EMA8,33661,2026-08-28 07:53:12.428,1,HOLD,TARGET,2331
NO_50_ORDER,PIN_STRICT,33665,2026-08-28 07:54:02.320,1,HOLD,TARGET,22833
NO_50_ORDER,EMA8,33670,2026-08-28 07:55:47.512,1,HOLD,TARGET,1858
NO_50_ORDER,PIN7,33672,2026-08-28 07:56:25.168,1,HOLD,TARGET,18331
NO_50_ORDER,EMA8,33676,2026-08-28 07:57:37.104,1,HOLD,TARGET,14031
NO_50_ORDER,PIN7,33678,2026-08-28 07:59:12.924,1,HOLD,TARGET,1100
NO_50_ORDER,EMA24,34537,2026-08-28 11:05:06.168,1,HOLD,TARGET,1037
NO_50_ORDER,PIN7,34561,2026-08-28 11:14:26.788,-1,HOLD,TARGET,992
NO_50_ORDER,PIN_STRICT,34643,2026-08-28 11:51:04.068,-1,HOLD,TARGET,14830
NO_50_ORDER,PIN7,34675,2026-08-28 12:05:38.800,1,HOLD,STOP,6845
NO_50_ORDER,EMA8,34688,2026-08-28 12:12:51.752,1,HOLD,TARGET,37792
NO_50_ORDER,EMA24,34691,2026-08-28 12:14:26.916,1,HOLD,TARGET,1528
NO_50_ORDER,EMA8,34704,2026-08-28 12:22:03.272,1,HOLD,STOP,7634
NO_50_ORDER,EMA24,34709,2026-08-28 12:25:16.408,1,HOLD,TARGET,2152
NO_50_ORDER,PIN7,34732,2026-08-28 12:39:40.992,1,HOLD,TARGET,830
NO_50_ORDER,EMA8,34759,2026-08-28 12:50:25.512,1,HOLD,STOP,7141
NO_50_ORDER,PIN7,34766,2026-08-28 12:51:46.044,-1,HOLD,STOP,24420
NO_50_ORDER,PIN7,34785,2026-08-28 12:56:40.660,1,HOLD,TARGET,2895
NO_50_ORDER,PIN7,34786,2026-08-28 12:57:14.780,1,HOLD,STOP,7939
NO_50_ORDER,EMA8,34813,2026-08-28 12:59:58.116,-1,HOLD,STOP,1872
NO_50_ORDER,PIN_STRICT,35892,2026-08-31 06:33:26.868,-1,HOLD,TARGET,2286
NO_50_ORDER,PIN7,35893,2026-08-31 06:33:30.488,-1,HOLD,STOP,4073
NO_50_ORDER,EMA8,35902,2026-08-31 06:34:25.472,-1,HOLD,TARGET,5434
NO_50_ORDER,EMA8,35905,2026-08-31 06:34:56.056,-1,HOLD,TARGET,1157
NO_50_ORDER,PIN7,35935,2026-08-31 06:38:19.040,1,HOLD,STOP,8991
NO_50_ORDER,EMA24,35938,2026-08-31 06:38:38.808,1,HOLD,STOP,8754
NO_50_ORDER,EMA8,35979,2026-08-31 06:43:55.208,-1,HOLD,TARGET,792
NO_50_ORDER,PIN_STRICT,36195,2026-08-31 07:25:13.844,-1,HOLD,TARGET,8471
NO_50_ORDER,EMA8,36245,2026-08-31 07:41:20.552,1,HOLD,TARGET,657
NO_50_ORDER,PIN7,36247,2026-08-31 07:41:45.384,1,HOLD,TARGET,6348
NO_50_ORDER,EMA8,36249,2026-08-31 07:42:27.436,1,HOLD,TARGET,1091
NO_50_ORDER,PIN7,36269,2026-08-31 07:50:01.892,-1,HOLD,STOP,6865
NO_50_ORDER,PIN7,36287,2026-08-31 07:55:27.204,1,HOLD,TARGET,6317
NO_50_ORDER,PIN7,36292,2026-08-31 07:56:43.872,1,HOLD,TARGET,3608
NO_50_ORDER,PIN7,36651,2026-08-31 11:33:56.028,-1,HOLD,TARGET,2189
NO_50_ORDER,PIN7,36652,2026-08-31 11:34:49.528,-1,HOLD,TARGET,1347
NO_50_ORDER,PIN_STRICT,36658,2026-08-31 11:38:07.212,-1,HOLD,TARGET,1130
NO_50_ORDER,EMA8,36673,2026-08-31 11:45:11.620,-1,HOLD,STOP,26317
NO_50_ORDER,EMA8,36687,2026-08-31 12:00:03.964,1,HOLD,TARGET,881
NO_50_ORDER,EMA8,36692,2026-08-31 12:02:30.020,1,HOLD,STOP,8446
NO_50_ORDER,PIN7,36701,2026-08-31 12:10:01.120,1,HOLD,TARGET,716
NO_50_ORDER,EMA8,36706,2026-08-31 12:13:47.980,1,HOLD,TARGET,1024
NO_50_ORDER,EMA8,36721,2026-08-31 12:26:38.088,1,HOLD,TARGET,2504
NO_50_ORDER,EMA24,36730,2026-08-31 12:31:13.152,1,HOLD,STOP,7927
NO_50_ORDER,PIN7,36736,2026-08-31 12:36:19.564,1,HOLD,TARGET,3969
NO_50_ORDER,PIN7,36737,2026-08-31 12:37:49.276,1,HOLD,TARGET,7170
NO_50_ORDER,PIN7,36738,2026-08-31 12:40:13.636,1,HOLD,TARGET,3461
NO_50_ORDER,PIN7,36739,2026-08-31 12:41:30.284,1,HOLD,TARGET,1142
NO_50_ORDER,PIN_STRICT,36742,2026-08-31 12:43:37.704,1,HOLD,TARGET,1255
NO_50_ORDER,EMA8,36746,2026-08-31 12:45:49.248,1,HOLD,TARGET,1375
NO_50_ORDER,PIN7,36802,2026-08-31 12:59:06.024,1,HOLD,TARGET,1405
NO_50_ORDER,PIN_STRICT,36807,2026-08-31 12:59:21.176,1,HOLD,STOP,5082
NO_50_ORDER,PIN7,36818,2026-08-31 12:59:47.540,-1,HOLD,TARGET,2054
NO_50_ORDER,PIN7,36819,2026-08-31 12:59:50.148,-1,HOLD,STOP,2116
NO_50_ORDER,EMA24,36822,2026-08-31 12:59:53.856,-1,HOLD,TARGET,606
NO_50_ORDER,PIN7,36825,2026-08-31 12:59:55.020,-1,HOLD,TARGET,570
NO_50_ORDER,PIN7,36826,2026-08-31 12:59:55.620,-1,HOLD,TARGET,683
NO_50_ORDER,PIN7,36827,2026-08-31 12:59:56.460,-1,HOLD,TARGET,830
NO_50_ORDER,EMA8,37861,2026-09-01 06:41:36.676,-1,HOLD,STOP,12041
NO_50_ORDER,PIN7,37876,2026-09-01 06:44:09.500,1,HOLD,TARGET,4874
NO_50_ORDER,EMA8,37972,2026-09-01 07:02:34.020,1,HOLD,STOP,1265
NO_50_ORDER,PIN7,37982,2026-09-01 07:04:26.172,1,HOLD,TARGET,15107
NO_50_ORDER,EMA24,37985,2026-09-01 07:05:08.536,1,HOLD,TARGET,359
NO_50_ORDER,EMA8,37996,2026-09-01 07:07:56.360,1,HOLD,TARGET,17213
NO_50_ORDER,EMA8,38004,2026-09-01 07:10:35.136,1,HOLD,TARGET,4636
NO_50_ORDER,EMA8,38007,2026-09-01 07:11:04.120,1,HOLD,STOP,4960
NO_50_ORDER,PIN7,38019,2026-09-01 07:14:28.956,1,HOLD,TARGET,684
NO_50_ORDER,PIN_STRICT,38025,2026-09-01 07:16:17.176,1,HOLD,TARGET,905
NO_50_ORDER,EMA24,38035,2026-09-01 07:19:26.340,1,HOLD,TARGET,1255
NO_50_ORDER,PIN7,38039,2026-09-01 07:20:26.060,1,HOLD,TARGET,9265
NO_50_ORDER,PIN7,38040,2026-09-01 07:21:08.968,1,HOLD,TARGET,10213
NO_50_ORDER,PIN7,38041,2026-09-01 07:21:40.928,1,HOLD,TARGET,5950
NO_50_ORDER,EMA8,38043,2026-09-01 07:22:21.592,1,HOLD,TARGET,770
NO_50_ORDER,EMA24,38061,2026-09-01 07:27:39.468,1,HOLD,TARGET,14849
NO_50_ORDER,PIN7,38070,2026-09-01 07:31:24.240,1,HOLD,TARGET,545
NO_50_ORDER,EMA8,38081,2026-09-01 07:37:55.328,1,HOLD,STOP,8695
NO_50_ORDER,PIN7,38095,2026-09-01 07:43:18.064,-1,HOLD,STOP,25928
NO_50_ORDER,PIN7,38112,2026-09-01 07:51:39.356,-1,HOLD,TARGET,1546
NO_50_ORDER,EMA8,38118,2026-09-01 07:53:23.512,-1,HOLD,TARGET,3341
NO_50_ORDER,EMA8,38128,2026-09-01 07:58:31.692,-1,HOLD,TARGET,21758
NO_50_ORDER,EMA24,38566,2026-09-01 11:09:42.592,-1,HOLD,TARGET,12128
NO_50_ORDER,PIN7,38573,2026-09-01 11:14:09.016,-1,HOLD,STOP,12606
NO_50_ORDER,PIN7,38574,2026-09-01 11:15:17.068,-1,HOLD,STOP,7501
NO_50_ORDER,PIN7,38599,2026-09-01 11:34:03.368,-1,HOLD,TARGET,3002
NO_50_ORDER,PIN7,38600,2026-09-01 11:34:30.856,-1,HOLD,TARGET,12412
NO_50_ORDER,EMA8,38603,2026-09-01 11:36:58.408,-1,HOLD,TARGET,1122
NO_50_ORDER,PIN_STRICT,38613,2026-09-01 11:42:52.120,-1,HOLD,TARGET,1239
NO_50_ORDER,PIN_STRICT,38617,2026-09-01 11:44:25.032,-1,HOLD,TARGET,3760
NO_50_ORDER,EMA8,38628,2026-09-01 11:46:50.436,-1,HOLD,STOP,5788
NO_50_ORDER,EMA24,38635,2026-09-01 11:48:33.336,-1,HOLD,TARGET,1054
NO_50_ORDER,EMA8,38654,2026-09-01 11:56:28.216,1,HOLD,TARGET,419
NO_50_ORDER,EMA8,38660,2026-09-01 11:58:02.884,1,HOLD,TARGET,1211
NO_50_ORDER,EMA8,38683,2026-09-01 12:06:45.404,1,HOLD,TARGET,13634
NO_50_ORDER,EMA24,38686,2026-09-01 12:07:55.020,1,HOLD,TARGET,7607
NO_50_ORDER,EMA8,38700,2026-09-01 12:13:38.804,1,HOLD,TARGET,4798
NO_50_ORDER,EMA8,38707,2026-09-01 12:17:24.136,1,HOLD,STOP,6093
NO_50_ORDER,PIN7,38718,2026-09-01 12:20:53.884,-1,HOLD,STOP,10164
NO_50_ORDER,PIN7,38719,2026-09-01 12:22:07.368,-1,HOLD,STOP,3855
NO_50_ORDER,PIN7,38737,2026-09-01 12:32:58.208,-1,HOLD,STOP,8806
NO_50_ORDER,PIN7,38782,2026-09-01 12:53:00.052,-1,HOLD,TARGET,2453
NO_50_ORDER,PIN7,38798,2026-09-01 12:56:19.160,-1,HOLD,STOP,8908
NO_50_ORDER,PIN7,39677,2026-09-02 06:32:20.540,1,HOLD,STOP,3651
NO_50_ORDER,EMA8,39727,2026-09-02 06:40:24.652,1,HOLD,TARGET,614
NO_50_ORDER,EMA8,39731,2026-09-02 06:41:11.004,1,HOLD,TARGET,4348
NO_50_ORDER,EMA8,39733,2026-09-02 06:41:16.432,1,HOLD,TARGET,313
NO_50_ORDER,EMA8,39823,2026-09-02 07:00:39.992,1,HOLD,TARGET,3700
NO_50_ORDER,PIN_STRICT,39826,2026-09-02 07:01:09.408,1,HOLD,TARGET,1892
NO_50_ORDER,PIN7,39827,2026-09-02 07:01:15.160,1,HOLD,TARGET,897
NO_50_ORDER,EMA8,39832,2026-09-02 07:02:16.096,1,HOLD,STOP,1233
NO_50_ORDER,EMA24,39836,2026-09-02 07:02:37.172,1,HOLD,TARGET,3876
NO_50_ORDER,EMA24,39840,2026-09-02 07:02:46.868,1,HOLD,TARGET,824
NO_50_ORDER,EMA8,39848,2026-09-02 07:04:37.776,1,HOLD,TARGET,1533
NO_50_ORDER,EMA8,39860,2026-09-02 07:09:01.324,1,HOLD,STOP,6953
NO_50_ORDER,EMA8,39886,2026-09-02 07:16:00.016,1,HOLD,TARGET,796
NO_50_ORDER,PIN7,39889,2026-09-02 07:17:19.568,1,HOLD,TARGET,1470
NO_50_ORDER,PIN7,39902,2026-09-02 07:21:37.324,1,HOLD,TARGET,1357
NO_50_ORDER,EMA8,39909,2026-09-02 07:23:44.032,1,HOLD,TARGET,1771
NO_50_ORDER,EMA8,39919,2026-09-02 07:29:14.872,1,HOLD,STOP,7388
NO_50_ORDER,EMA24,39923,2026-09-02 07:30:17.576,1,HOLD,STOP,8304
NO_50_ORDER,PIN_STRICT,39939,2026-09-02 07:35:13.772,1,HOLD,TARGET,31546
NO_50_ORDER,EMA8,39942,2026-09-02 07:36:20.628,1,HOLD,TARGET,775
NO_50_ORDER,PIN7,39952,2026-09-02 07:40:21.972,1,HOLD,TARGET,1432
NO_50_ORDER,PIN7,39963,2026-09-02 07:44:26.996,1,HOLD,STOP,7229
NO_50_ORDER,EMA24,39968,2026-09-02 07:48:02.332,1,HOLD,STOP,7869
NO_50_ORDER,PIN7,39977,2026-09-02 07:51:24.588,-1,HOLD,STOP,6104
NO_50_ORDER,EMA8,39981,2026-09-02 07:52:26.920,-1,HOLD,TARGET,4830
NO_50_ORDER,EMA8,39983,2026-09-02 07:53:07.036,-1,HOLD,TARGET,1093
NO_50_ORDER,PIN7,40297,2026-09-02 11:01:55.340,-1,HOLD,STOP,3345
NO_50_ORDER,EMA24,40308,2026-09-02 11:13:18.060,1,HOLD,TARGET,14535
NO_50_ORDER,EMA24,40310,2026-09-02 11:15:10.444,1,HOLD,TARGET,9223
NO_50_ORDER,PIN7,40337,2026-09-02 11:22:09.484,-1,HOLD,TARGET,16208
NO_50_ORDER,EMA8,40358,2026-09-02 11:46:10.584,-1,HOLD,TARGET,1668
NO_50_ORDER,PIN7,40382,2026-09-02 12:12:48.252,1,HOLD,TARGET,3247
NO_50_ORDER,PIN7,40411,2026-09-02 12:42:28.396,-1,HOLD,STOP,2866
NO_50_ORDER,PIN7,40452,2026-09-02 12:59:58.952,1,HOLD,TARGET,2336
NO_50_ORDER,EMA24,41481,2026-09-03 06:31:16.388,1,HOLD,TARGET,2170
NO_50_ORDER,EMA24,41500,2026-09-03 06:32:58.904,1,HOLD,TARGET,1251
NO_50_ORDER,PIN7,41503,2026-09-03 06:33:15.320,1,HOLD,TARGET,3817
NO_50_ORDER,PIN7,41504,2026-09-03 06:33:24.108,1,HOLD,TARGET,1307
NO_50_ORDER,EMA8,41512,2026-09-03 06:34:16.084,1,HOLD,STOP,9468
NO_50_ORDER,PIN_STRICT,41543,2026-09-03 06:38:32.784,1,HOLD,TARGET,10200
NO_50_ORDER,EMA8,41548,2026-09-03 06:39:14.564,1,HOLD,TARGET,492
NO_50_ORDER,EMA24,41560,2026-09-03 06:41:13.352,1,HOLD,TARGET,2089
NO_50_ORDER,PIN_STRICT,41660,2026-09-03 07:01:08.032,-1,HOLD,TARGET,226
NO_50_ORDER,EMA24,41678,2026-09-03 07:03:32.464,-1,HOLD,TARGET,1182
NO_50_ORDER,EMA24,41695,2026-09-03 07:06:10.032,-1,HOLD,TARGET,6860
NO_50_ORDER,EMA24,41697,2026-09-03 07:06:21.668,-1,HOLD,TARGET,3708
NO_50_ORDER,EMA24,41741,2026-09-03 07:13:26.136,1,HOLD,TARGET,602
NO_50_ORDER,PIN7,41749,2026-09-03 07:15:02.856,1,HOLD,TARGET,5558
NO_50_ORDER,PIN7,41750,2026-09-03 07:15:15.928,1,HOLD,TARGET,2716
NO_50_ORDER,PIN7,41751,2026-09-03 07:15:24.624,1,HOLD,TARGET,4708
NO_50_ORDER,PIN7,41767,2026-09-03 07:19:33.000,1,HOLD,TARGET,768
NO_50_ORDER,PIN_STRICT,41770,2026-09-03 07:20:45.632,1,HOLD,STOP,6421
NO_50_ORDER,EMA8,41894,2026-09-03 07:48:26.252,1,HOLD,TARGET,1014
NO_50_ORDER,EMA8,41901,2026-09-03 07:49:50.412,1,HOLD,TARGET,1116
NO_50_ORDER,EMA24,41906,2026-09-03 07:50:50.572,1,HOLD,STOP,7235
NO_50_ORDER,PIN_STRICT,41938,2026-09-03 07:56:22.816,-1,HOLD,TARGET,56
NO_50_ORDER,PIN7,41968,2026-09-03 07:58:12.480,1,HOLD,TARGET,511
NO_50_ORDER,PIN_STRICT,41975,2026-09-03 07:59:49.772,1,HOLD,TARGET,6311
NO_50_ORDER,EMA8,42250,2026-09-03 11:03:37.672,1,HOLD,TARGET,9396
NO_50_ORDER,EMA8,42252,2026-09-03 11:05:10.768,1,HOLD,TARGET,28948
NO_50_ORDER,EMA8,42259,2026-09-03 11:13:21.080,1,HOLD,TARGET,4834
NO_50_ORDER,PIN7,42298,2026-09-03 12:15:33.976,-1,HOLD,STOP,11959
NO_50_ORDER,EMA24,42309,2026-09-03 12:30:52.348,-1,HOLD,TARGET,10492
NO_50_ORDER,PIN7,42337,2026-09-03 12:56:16.900,-1,HOLD,TARGET,16375
NO_50_ORDER,EMA8,42340,2026-09-03 12:58:30.724,-1,HOLD,TARGET,568
NO_50_ORDER,EMA8,42344,2026-09-03 12:59:04.876,-1,HOLD,TARGET,7291
NO_50_ORDER,EMA24,43213,2026-09-04 06:31:14.084,1,HOLD,TARGET,4687
NO_50_ORDER,EMA24,43226,2026-09-04 06:32:11.324,1,HOLD,TARGET,1394
NO_50_ORDER,PIN7,43229,2026-09-04 06:33:16.972,1,HOLD,TARGET,38144
NO_50_ORDER,EMA8,43233,2026-09-04 06:33:52.528,1,HOLD,TARGET,4402
NO_50_ORDER,PIN7,43268,2026-09-04 06:41:14.984,-1,HOLD,STOP,5313
NO_50_ORDER,PIN7,43281,2026-09-04 06:44:14.788,1,HOLD,STOP,2833
NO_50_ORDER,PIN7,43343,2026-09-04 07:02:56.308,-1,HOLD,STOP,3079
NO_50_ORDER,EMA24,43347,2026-09-04 07:03:35.924,-1,HOLD,TARGET,24424
NO_50_ORDER,PIN7,43368,2026-09-04 07:10:01.684,-1,HOLD,TARGET,9457
NO_50_ORDER,PIN_STRICT,43377,2026-09-04 07:12:40.320,-1,HOLD,TARGET,2047
NO_50_ORDER,EMA24,43409,2026-09-04 07:22:17.208,-1,HOLD,TARGET,18168
NO_50_ORDER,PIN7,43426,2026-09-04 07:30:07.100,1,HOLD,STOP,4243
NO_50_ORDER,PIN7,43431,2026-09-04 07:31:41.084,-1,HOLD,STOP,16317
NO_50_ORDER,EMA8,43472,2026-09-04 07:47:11.120,-1,HOLD,TARGET,298
NO_50_ORDER,EMA8,43476,2026-09-04 07:47:41.676,-1,HOLD,TARGET,10229
NO_50_ORDER,EMA8,43478,2026-09-04 07:48:24.976,-1,HOLD,TARGET,9729
NO_50_ORDER,EMA24,43488,2026-09-04 07:51:35.100,-1,HOLD,TARGET,2791
NO_50_ORDER,EMA8,43491,2026-09-04 07:52:24.320,-1,HOLD,TARGET,14279
NO_50_ORDER,EMA8,43502,2026-09-04 07:56:29.648,-1,HOLD,TARGET,164
NO_50_ORDER,PIN7,43504,2026-09-04 07:56:50.116,-1,HOLD,TARGET,1237
NO_50_ORDER,PIN7,43771,2026-09-04 11:09:38.236,1,HOLD,TARGET,3158
NO_50_ORDER,PIN7,43779,2026-09-04 11:20:51.756,1,HOLD,TARGET,2464
NO_50_ORDER,EMA8,43784,2026-09-04 11:27:31.416,1,HOLD,TARGET,7285
NO_50_ORDER,EMA8,43788,2026-09-04 11:33:22.028,1,HOLD,TARGET,28020
NO_50_ORDER,PIN7,43797,2026-09-04 11:47:10.868,1,HOLD,TARGET,21305
NO_50_ORDER,PIN7,43798,2026-09-04 11:52:30.856,1,HOLD,TARGET,16993
NO_50_ORDER,EMA8,43803,2026-09-04 12:00:10.772,1,HOLD,STOP,2524
NO_50_ORDER,EMA8,43821,2026-09-04 12:19:21.332,-1,HOLD,STOP,16184
NO_50_ORDER,EMA8,43823,2026-09-04 12:22:37.860,-1,HOLD,STOP,9494
NO_50_ORDER,PIN7,43844,2026-09-04 12:50:00.048,1,HOLD,TARGET,90
NO_50_ORDER,EMA8,43855,2026-09-04 12:55:08.732,1,HOLD,STOP,4595
NO_50_ORDER,EMA24,43859,2026-09-04 12:55:55.200,1,HOLD,TARGET,5740
NO_50_ORDER,EMA8,44291,2026-09-07 06:33:49.640,1,HOLD,STOP,2643
NO_50_ORDER,PIN7,44316,2026-09-07 07:01:47.888,-1,HOLD,TARGET,11626
NO_50_ORDER,PIN7,44317,2026-09-07 07:04:17.948,-1,HOLD,STOP,3287
NO_50_ORDER,EMA24,44330,2026-09-07 07:40:14.212,-1,HOLD,TARGET,1379
NO_50_ORDER,PIN7,44338,2026-09-07 07:58:20.160,-1,HOLD,TARGET,2014
NO_50_ORDER,PIN7,45322,2026-09-08 06:33:05.644,-1,HOLD,TARGET,4899
NO_50_ORDER,PIN7,45336,2026-09-08 06:35:24.440,-1,HOLD,TARGET,7337
NO_50_ORDER,PIN7,45340,2026-09-08 06:36:13.868,-1,HOLD,TARGET,4685
NO_50_ORDER,PIN_STRICT,45357,2026-09-08 06:40:41.196,-1,HOLD,TARGET,3206
NO_50_ORDER,PIN_STRICT,45358,2026-09-08 06:40:49.060,-1,HOLD,TARGET,2231
NO_50_ORDER,PIN_STRICT,45361,2026-09-08 06:41:47.320,-1,HOLD,TARGET,4230
NO_50_ORDER,EMA8,45368,2026-09-08 06:42:43.928,-1,HOLD,TARGET,5055
NO_50_ORDER,EMA8,45474,2026-09-08 07:03:06.468,-1,HOLD,TARGET,21484
NO_50_ORDER,PIN7,45514,2026-09-08 07:10:00.740,-1,HOLD,TARGET,1152
NO_50_ORDER,EMA8,45519,2026-09-08 07:10:55.004,-1,HOLD,TARGET,13605
NO_50_ORDER,EMA8,45524,2026-09-08 07:11:45.268,-1,HOLD,TARGET,1550
NO_50_ORDER,PIN7,45533,2026-09-08 07:13:34.440,1,HOLD,TARGET,635
NO_50_ORDER,PIN7,45673,2026-09-08 07:50:55.056,1,HOLD,TARGET,2190
NO_50_ORDER,EMA8,45682,2026-09-08 07:55:00.168,1,HOLD,TARGET,1388
NO_50_ORDER,PIN7,45998,2026-09-08 11:41:45.556,-1,HOLD,STOP,4866
NO_50_ORDER,PIN7,46009,2026-09-08 11:47:59.508,-1,HOLD,TARGET,1503
NO_50_ORDER,PIN7,46010,2026-09-08 11:48:01.284,-1,HOLD,TARGET,217
NO_50_ORDER,EMA8,46015,2026-09-08 11:48:15.808,-1,HOLD,TARGET,6047
NO_50_ORDER,EMA8,46017,2026-09-08 11:48:21.080,-1,HOLD,TARGET,3436
NO_50_ORDER,EMA8,46019,2026-09-08 11:48:28.844,-1,HOLD,TARGET,6270
NO_50_ORDER,EMA8,46021,2026-09-08 11:48:37.004,-1,HOLD,TARGET,2596
NO_50_ORDER,EMA8,46023,2026-09-08 11:48:42.204,-1,HOLD,TARGET,958
NO_50_ORDER,PIN_STRICT,46026,2026-09-08 11:48:54.112,-1,HOLD,TARGET,1420
NO_50_ORDER,PIN7,46027,2026-09-08 11:48:56.640,-1,HOLD,TARGET,257
NO_50_ORDER,PIN_STRICT,46031,2026-09-08 11:49:00.632,-1,HOLD,TARGET,1
NO_50_ORDER,EMA24,46043,2026-09-08 11:49:23.908,-1,HOLD,TARGET,489
NO_50_ORDER,EMA8,46060,2026-09-08 11:50:58.040,1,HOLD,TARGET,374
NO_50_ORDER,EMA8,46083,2026-09-08 11:56:56.552,1,HOLD,TARGET,3629
NO_50_ORDER,EMA8,46160,2026-09-08 12:49:20.008,-1,HOLD,TARGET,2753
NO_50_ORDER,EMA24,46178,2026-09-08 12:50:37.784,-1,HOLD,TARGET,5995
NO_50_ORDER,PIN7,46190,2026-09-08 12:53:18.064,-1,HOLD,TARGET,4705
NO_50_ORDER,PIN7,47078,2026-09-09 06:32:56.500,-1,HOLD,STOP,21311
NO_50_ORDER,PIN7,47084,2026-09-09 06:34:08.672,1,HOLD,TARGET,1468
NO_50_ORDER,EMA24,47095,2026-09-09 06:35:30.800,1,HOLD,TARGET,1124
NO_50_ORDER,PIN7,47112,2026-09-09 06:38:05.948,-1,HOLD,STOP,10261
NO_50_ORDER,PIN7,47228,2026-09-09 07:02:27.740,-1,HOLD,TARGET,8253
NO_50_ORDER,PIN7,47270,2026-09-09 07:16:09.040,-1,HOLD,TARGET,1791
NO_50_ORDER,EMA8,47278,2026-09-09 07:17:40.312,-1,HOLD,TARGET,5628
NO_50_ORDER,EMA8,47280,2026-09-09 07:18:01.908,-1,HOLD,TARGET,2129
NO_50_ORDER,EMA8,47314,2026-09-09 07:24:52.240,-1,HOLD,TARGET,156
NO_50_ORDER,EMA8,47317,2026-09-09 07:24:58.740,-1,HOLD,TARGET,418
NO_50_ORDER,EMA8,47320,2026-09-09 07:25:07.004,-1,HOLD,STOP,5310
NO_50_ORDER,PIN7,47327,2026-09-09 07:26:11.256,1,HOLD,TARGET,4779
NO_50_ORDER,EMA8,47333,2026-09-09 07:27:26.704,1,HOLD,TARGET,1249
NO_50_ORDER,PIN_STRICT,47344,2026-09-09 07:29:14.564,1,HOLD,TARGET,573
NO_50_ORDER,EMA24,47358,2026-09-09 07:32:32.248,1,HOLD,STOP,11767
NO_50_ORDER,PIN7,47377,2026-09-09 07:37:26.108,-1,HOLD,STOP,23308
NO_50_ORDER,PIN7,47893,2026-09-09 11:10:18.540,-1,HOLD,TARGET,9457
NO_50_ORDER,PIN7,47894,2026-09-09 11:11:55.800,-1,HOLD,TARGET,5656
NO_50_ORDER,EMA24,47924,2026-09-09 11:50:52.012,1,HOLD,TARGET,4857
NO_50_ORDER,EMA8,47965,2026-09-09 12:45:27.720,-1,HOLD,TARGET,1018
NO_50_ORDER,PIN7,47974,2026-09-09 12:50:17.404,-1,HOLD,TARGET,2696
NO_50_ORDER,PIN7,47975,2026-09-09 12:50:57.004,-1,HOLD,TARGET,983
NO_50_ORDER,EMA24,47987,2026-09-09 12:56:49.956,-1,HOLD,TARGET,3309
NO_50_ORDER,EMA24,47992,2026-09-09 12:59:01.940,-1,HOLD,TARGET,2856
NO_50_ORDER,PIN7,48997,2026-09-10 06:35:12.024,1,HOLD,TARGET,8618
NO_50_ORDER,PIN7,48998,2026-09-10 06:35:17.220,1,HOLD,NONE,25476
NO_50_ORDER,EMA24,49225,2026-09-10 07:03:22.308,1,HOLD,TARGET,3934
NO_50_ORDER,EMA24,49284,2026-09-10 07:15:00.524,1,HOLD,STOP,6248
NO_50_ORDER,PIN7,49293,2026-09-10 07:16:34.300,1,HOLD,TARGET,4901
NO_50_ORDER,PIN7,49310,2026-09-10 07:19:10.484,1,HOLD,TARGET,1447
NO_50_ORDER,PIN7,49315,2026-09-10 07:19:46.184,1,HOLD,TARGET,1967
NO_50_ORDER,PIN7,49317,2026-09-10 07:19:56.224,1,HOLD,TARGET,4002
NO_50_ORDER,EMA8,49330,2026-09-10 07:22:38.468,1,HOLD,TARGET,739
NO_50_ORDER,PIN_STRICT,49348,2026-09-10 07:24:40.464,1,HOLD,TARGET,1
NO_50_ORDER,EMA24,49366,2026-09-10 07:24:50.576,1,HOLD,TARGET,12052
NO_50_ORDER,PIN7,49385,2026-09-10 07:25:19.952,1,HOLD,TARGET,3758
NO_50_ORDER,EMA24,49391,2026-09-10 07:25:35.384,1,HOLD,STOP,9602
NO_50_ORDER,PIN7,49403,2026-09-10 07:26:24.552,-1,HOLD,TARGET,1146
NO_50_ORDER,EMA8,49419,2026-09-10 07:27:47.396,-1,HOLD,TARGET,794
NO_50_ORDER,PIN7,49423,2026-09-10 07:29:06.552,-1,HOLD,TARGET,2824
NO_50_ORDER,EMA8,49462,2026-09-10 07:36:31.752,1,HOLD,TARGET,1906
NO_50_ORDER,EMA8,49466,2026-09-10 07:37:39.740,1,HOLD,TARGET,1009
NO_50_ORDER,PIN7,49468,2026-09-10 07:38:18.000,1,HOLD,STOP,13694
NO_50_ORDER,EMA8,49470,2026-09-10 07:38:48.388,1,HOLD,STOP,9346
NO_50_ORDER,PIN7,49487,2026-09-10 07:42:55.044,-1,HOLD,TARGET,955
NO_50_ORDER,PIN7,49489,2026-09-10 07:43:30.820,-1,HOLD,TARGET,311
NO_50_ORDER,EMA8,49497,2026-09-10 07:45:49.448,-1,HOLD,TARGET,1503
NO_50_ORDER,EMA24,49502,2026-09-10 07:46:30.040,-1,HOLD,TARGET,7202
NO_50_ORDER,PIN7,49551,2026-09-10 07:57:13.440,1,HOLD,TARGET,5595
NO_50_ORDER,EMA8,49557,2026-09-10 07:58:52.388,1,HOLD,STOP,19113
NO_50_ORDER,PIN7,50037,2026-09-10 11:02:19.680,-1,HOLD,TARGET,1032
NO_50_ORDER,PIN7,50039,2026-09-10 11:03:16.004,-1,HOLD,TARGET,8877
