Version,Families,BarNumber,Time,Direction,Segment,TickOutcome,TicksSeen
CURRENT,PIN_STRICT,41938,2026-09-03 07:56:22.816,-1,HOLD,TARGET,56
CURRENT,PIN7,41968,2026-09-03 07:58:12.480,1,HOLD,TARGET,511
CURRENT,PIN_STRICT,41975,2026-09-03 07:59:49.772,1,HOLD,TARGET,6311
CURRENT,EMA8,42250,2026-09-03 11:03:37.672,1,HOLD,TARGET,9396
CURRENT,EMA8,42252,2026-09-03 11:05:10.768,1,HOLD,TARGET,28948
CURRENT,EMA8,42259,2026-09-03 11:13:21.080,1,HOLD,TARGET,4834
CURRENT,PIN7,42298,2026-09-03 12:15:33.976,-1,HOLD,STOP,11959
CURRENT,EMA24,42309,2026-09-03 12:30:52.348,-1,HOLD,TARGET,10492
CURRENT,PIN7,42337,2026-09-03 12:56:16.900,-1,HOLD,TARGET,16375
CURRENT,EMA8,42340,2026-09-03 12:58:30.724,-1,HOLD,TARGET,568
CURRENT,EMA8,42344,2026-09-03 12:59:04.876,-1,HOLD,TARGET,7291
CURRENT,EMA24,43213,2026-09-04 06:31:14.084,1,HOLD,TARGET,4687
CURRENT,EMA24,43226,2026-09-04 06:32:11.324,1,HOLD,TARGET,1394
CURRENT,PIN7,43229,2026-09-04 06:33:16.972,1,HOLD,TARGET,38144
CURRENT,EMA8,43233,2026-09-04 06:33:52.528,1,HOLD,TARGET,4402
CURRENT,PIN7,43268,2026-09-04 06:41:14.984,-1,HOLD,STOP,5313
CURRENT,PIN7,43343,2026-09-04 07:02:56.308,-1,HOLD,STOP,3079
CURRENT,EMA24,43347,2026-09-04 07:03:35.924,-1,HOLD,TARGET,24424
CURRENT,PIN7,43368,2026-09-04 07:10:01.684,-1,HOLD,TARGET,9457
CURRENT,PIN_STRICT,43377,2026-09-04 07:12:40.320,-1,HOLD,TARGET,2047
CURRENT,EMA24,43409,2026-09-04 07:22:17.208,-1,HOLD,TARGET,18168
CURRENT,PIN7,43431,2026-09-04 07:31:41.084,-1,HOLD,STOP,16317
CURRENT,EMA8,43472,2026-09-04 07:47:11.120,-1,HOLD,TARGET,298
CURRENT,EMA8,43476,2026-09-04 07:47:41.676,-1,HOLD,TARGET,10229
CURRENT,EMA8,43478,2026-09-04 07:48:24.976,-1,HOLD,TARGET,9729
CURRENT,EMA24,43488,2026-09-04 07:51:35.100,-1,HOLD,TARGET,2791
CURRENT,EMA8,43491,2026-09-04 07:52:24.320,-1,HOLD,TARGET,14279
CURRENT,EMA8,43502,2026-09-04 07:56:29.648,-1,HOLD,TARGET,164
CURRENT,PIN7,43504,2026-09-04 07:56:50.116,-1,HOLD,TARGET,1237
CURRENT,EMA8,43784,2026-09-04 11:27:31.416,1,HOLD,TARGET,7285
CURRENT,EMA8,43788,2026-09-04 11:33:22.028,1,HOLD,TARGET,28020
CURRENT,PIN7,43797,2026-09-04 11:47:10.868,1,HOLD,TARGET,21305
CURRENT,PIN7,43798,2026-09-04 11:52:30.856,1,HOLD,TARGET,16993
CURRENT,EMA8,43803,2026-09-04 12:00:10.772,1,HOLD,STOP,2524
CURRENT,EMA8,43821,2026-09-04 12:19:21.332,-1,HOLD,STOP,16184
CURRENT,EMA8,43823,2026-09-04 12:22:37.860,-1,HOLD,STOP,9494
CURRENT,PIN7,43844,2026-09-04 12:50:00.048,1,HOLD,TARGET,90
CURRENT,EMA8,43855,2026-09-04 12:55:08.732,1,HOLD,STOP,4595
CURRENT,EMA24,43859,2026-09-04 12:55:55.200,1,HOLD,TARGET,5740
CURRENT,EMA8,44291,2026-09-07 06:33:49.640,1,HOLD,STOP,2643
CURRENT,EMA24,44330,2026-09-07 07:40:14.212,-1,HOLD,TARGET,1379
CURRENT,PIN7,44338,2026-09-07 07:58:20.160,-1,HOLD,TARGET,2014
CURRENT,PIN7,45322,2026-09-08 06:33:05.644,-1,HOLD,TARGET,4899
CURRENT,PIN7,45336,2026-09-08 06:35:24.440,-1,HOLD,TARGET,7337
CURRENT,PIN7,45340,2026-09-08 06:36:13.868,-1,HOLD,TARGET,4685
CURRENT,PIN_STRICT,45357,2026-09-08 06:40:41.196,-1,HOLD,TARGET,3206
CURRENT,PIN_STRICT,45358,2026-09-08 06:40:49.060,-1,HOLD,TARGET,2231
CURRENT,PIN_STRICT,45361,2026-09-08 06:41:47.320,-1,HOLD,TARGET,4230
CURRENT,EMA8,45368,2026-09-08 06:42:43.928,-1,HOLD,TARGET,5055
CURRENT,EMA8,45474,2026-09-08 07:03:06.468,-1,HOLD,TARGET,21484
CURRENT,PIN7,45514,2026-09-08 07:10:00.740,-1,HOLD,TARGET,1152
CURRENT,EMA8,45519,2026-09-08 07:10:55.004,-1,HOLD,TARGET,13605
CURRENT,EMA8,45524,2026-09-08 07:11:45.268,-1,HOLD,TARGET,1550
CURRENT,PIN7,45673,2026-09-08 07:50:55.056,1,HOLD,TARGET,2190
CURRENT,EMA8,45682,2026-09-08 07:55:00.168,1,HOLD,TARGET,1388
CURRENT,PIN7,45998,2026-09-08 11:41:45.556,-1,HOLD,STOP,4866
CURRENT,PIN7,46009,2026-09-08 11:47:59.508,-1,HOLD,TARGET,1503
CURRENT,PIN7,46010,2026-09-08 11:48:01.284,-1,HOLD,TARGET,217
CURRENT,EMA8,46015,2026-09-08 11:48:15.808,-1,HOLD,TARGET,6047
CURRENT,EMA8,46017,2026-09-08 11:48:21.080,-1,HOLD,TARGET,3436
CURRENT,EMA8,46019,2026-09-08 11:48:28.844,-1,HOLD,TARGET,6270
CURRENT,EMA8,46021,2026-09-08 11:48:37.004,-1,HOLD,TARGET,2596
CURRENT,EMA8,46023,2026-09-08 11:48:42.204,-1,HOLD,TARGET,958
CURRENT,PIN_STRICT,46026,2026-09-08 11:48:54.112,-1,HOLD,TARGET,1420
CURRENT,PIN7,46027,2026-09-08 11:48:56.640,-1,HOLD,TARGET,257
CURRENT,PIN_STRICT,46031,2026-09-08 11:49:00.632,-1,HOLD,TARGET,1
CURRENT,EMA24,46043,2026-09-08 11:49:23.908,-1,HOLD,TARGET,489
CURRENT,EMA8,46083,2026-09-08 11:56:56.552,1,HOLD,TARGET,3629
CURRENT,EMA8,46160,2026-09-08 12:49:20.008,-1,HOLD,TARGET,2753
CURRENT,EMA24,46178,2026-09-08 12:50:37.784,-1,HOLD,TARGET,5995
CURRENT,PIN7,46190,2026-09-08 12:53:18.064,-1,HOLD,TARGET,4705
CURRENT,PIN7,47078,2026-09-09 06:32:56.500,-1,HOLD,STOP,21311
CURRENT,EMA24,47095,2026-09-09 06:35:30.800,1,HOLD,TARGET,1124
CURRENT,PIN7,47270,2026-09-09 07:16:09.040,-1,HOLD,TARGET,1791
CURRENT,EMA8,47278,2026-09-09 07:17:40.312,-1,HOLD,TARGET,5628
CURRENT,EMA8,47280,2026-09-09 07:18:01.908,-1,HOLD,TARGET,2129
CURRENT,EMA8,47314,2026-09-09 07:24:52.240,-1,HOLD,TARGET,156
CURRENT,EMA8,47317,2026-09-09 07:24:58.740,-1,HOLD,TARGET,418
CURRENT,EMA8,47320,2026-09-09 07:25:07.004,-1,HOLD,STOP,5310
CURRENT,PIN_STRICT,47344,2026-09-09 07:29:14.564,1,HOLD,TARGET,573
CURRENT,EMA24,47358,2026-09-09 07:32:32.248,1,HOLD,STOP,11767
CURRENT,EMA24,47924,2026-09-09 11:50:52.012,1,HOLD,TARGET,4857
CURRENT,EMA8,47965,2026-09-09 12:45:27.720,-1,HOLD,TARGET,1018
CURRENT,PIN7,47974,2026-09-09 12:50:17.404,-1,HOLD,TARGET,2696
CURRENT,PIN7,47975,2026-09-09 12:50:57.004,-1,HOLD,TARGET,983
CURRENT,EMA24,47987,2026-09-09 12:56:49.956,-1,HOLD,TARGET,3309
CURRENT,EMA24,47992,2026-09-09 12:59:01.940,-1,HOLD,TARGET,2856
CURRENT,EMA24,49225,2026-09-10 07:03:22.308,1,HOLD,TARGET,3934
CURRENT,EMA24,49284,2026-09-10 07:15:00.524,1,HOLD,STOP,6248
CURRENT,PIN7,49293,2026-09-10 07:16:34.300,1,HOLD,TARGET,4901
CURRENT,PIN7,49310,2026-09-10 07:19:10.484,1,HOLD,TARGET,1447
CURRENT,PIN7,49315,2026-09-10 07:19:46.184,1,HOLD,TARGET,1967
CURRENT,PIN7,49317,2026-09-10 07:19:56.224,1,HOLD,TARGET,4002
CURRENT,EMA8,49330,2026-09-10 07:22:38.468,1,HOLD,TARGET,739
CURRENT,PIN_STRICT,49348,2026-09-10 07:24:40.464,1,HOLD,TARGET,1
CURRENT,EMA24,49366,2026-09-10 07:24:50.576,1,HOLD,TARGET,12052
CURRENT,PIN7,49385,2026-09-10 07:25:19.952,1,HOLD,TARGET,3758
CURRENT,EMA24,49391,2026-09-10 07:25:35.384,1,HOLD,STOP,9602
CURRENT,EMA8,49419,2026-09-10 07:27:47.396,-1,HOLD,TARGET,794
CURRENT,PIN7,49423,2026-09-10 07:29:06.552,-1,HOLD,TARGET,2824
CURRENT,EMA8,49462,2026-09-10 07:36:31.752,1,HOLD,TARGET,1906
CURRENT,EMA8,49466,2026-09-10 07:37:39.740,1,HOLD,TARGET,1009
CURRENT,PIN7,49468,2026-09-10 07:38:18.000,1,HOLD,STOP,13694
CURRENT,EMA8,49470,2026-09-10 07:38:48.388,1,HOLD,STOP,9346
CURRENT,EMA8,49497,2026-09-10 07:45:49.448,-1,HOLD,TARGET,1503
CURRENT,EMA24,49502,2026-09-10 07:46:30.040,-1,HOLD,TARGET,7202
CURRENT,PIN7,49551,2026-09-10 07:57:13.440,1,HOLD,TARGET,5595
CURRENT,EMA8,49557,2026-09-10 07:58:52.388,1,HOLD,STOP,19113
CURRENT,PIN7,50037,2026-09-10 11:02:19.680,-1,HOLD,TARGET,1032
CURRENT,PIN7,50039,2026-09-10 11:03:16.004,-1,HOLD,TARGET,8877
CURRENT,EMA8,50042,2026-09-10 11:04:50.848,-1,HOLD,TARGET,1740
CURRENT,PIN7,50052,2026-09-10 11:10:09.944,-1,HOLD,TARGET,1289
CURRENT,EMA24,50059,2026-09-10 11:14:45.524,-1,HOLD,TARGET,1281
CURRENT,PIN7,50083,2026-09-10 11:32:37.156,-1,HOLD,TARGET,1806
CURRENT,PIN7,50122,2026-09-10 11:51:26.412,1,HOLD,TARGET,3030
CURRENT,PIN7,50123,2026-09-10 11:51:27.792,1,HOLD,TARGET,6182
CURRENT,EMA8,50127,2026-09-10 11:51:44.700,1,HOLD,TARGET,582
CURRENT,EMA24,50133,2026-09-10 11:52:44.916,1,HOLD,TARGET,846
CURRENT,EMA8,50153,2026-09-10 12:00:30.600,-1,HOLD,TARGET,2927
CURRENT,PIN7,50159,2026-09-10 12:03:06.548,-1,HOLD,TARGET,7692
CURRENT,EMA24,50166,2026-09-10 12:07:50.900,-1,HOLD,TARGET,1331
CURRENT,EMA8,50194,2026-09-10 12:19:04.476,-1,HOLD,TARGET,16306
CURRENT,EMA24,50198,2026-09-10 12:20:45.504,-1,HOLD,TARGET,885
CURRENT,EMA8,50231,2026-09-10 12:42:01.420,1,HOLD,TARGET,4920
CURRENT,PIN7,51769,2026-09-11 06:33:32.216,1,HOLD,TARGET,7178
CURRENT,EMA8,51771,2026-09-11 06:33:40.784,1,HOLD,TARGET,3125
CURRENT,PIN7,51774,2026-09-11 06:33:54.692,1,HOLD,TARGET,795
CURRENT,EMA8,51779,2026-09-11 06:34:07.060,1,HOLD,TARGET,5415
CURRENT,EMA8,51783,2026-09-11 06:34:39.740,1,HOLD,TARGET,123
CURRENT,EMA8,51794,2026-09-11 06:35:38.752,1,HOLD,STOP,20675
CURRENT,PIN_STRICT,51846,2026-09-11 06:40:26.424,-1,HOLD,TARGET,209
CURRENT,EMA8,51890,2026-09-11 06:42:18.132,-1,HOLD,NONE,21942
CURRENT,EMA24,52067,2026-09-11 07:00:05.908,1,HOLD,TARGET,2560
CURRENT,PIN7,52117,2026-09-11 07:06:04.188,-1,HOLD,TARGET,5920
CURRENT,EMA24,52124,2026-09-11 07:06:34.668,-1,HOLD,TARGET,3352
CURRENT,EMA8,52166,2026-09-11 07:12:04.140,-1,HOLD,TARGET,675
CURRENT,PIN7,52170,2026-09-11 07:12:35.096,-1,HOLD,STOP,8497
CURRENT,PIN7,52185,2026-09-11 07:14:52.576,-1,HOLD,TARGET,997
CURRENT,EMA8,52188,2026-09-11 07:15:14.528,-1,HOLD,TARGET,13011
CURRENT,EMA24,52194,2026-09-11 07:15:52.332,-1,HOLD,TARGET,2701
CURRENT,EMA8,52224,2026-09-11 07:21:45.028,1,HOLD,TARGET,1613
CURRENT,EMA8,52268,2026-09-11 07:33:06.528,-1,HOLD,TARGET,988
CURRENT,PIN_STRICT,52278,2026-09-11 07:35:16.320,-1,HOLD,TARGET,10823
CURRENT,EMA8,52283,2026-09-11 07:35:54.928,-1,HOLD,TARGET,1949
CURRENT,EMA8,52286,2026-09-11 07:36:45.208,-1,HOLD,TARGET,3757
CURRENT,EMA8,52295,2026-09-11 07:38:23.652,-1,HOLD,TARGET,451
CURRENT,PIN7,52297,2026-09-11 07:38:35.752,-1,HOLD,TARGET,232
CURRENT,EMA24,52333,2026-09-11 07:46:07.640,-1,HOLD,TARGET,1677
CURRENT,EMA24,52422,2026-09-11 07:58:20.800,-1,HOLD,TARGET,8416
CURRENT,EMA8,52788,2026-09-11 11:21:27.724,-1,HOLD,STOP,31823
CURRENT,PIN7,52812,2026-09-11 11:45:57.820,-1,HOLD,STOP,6236
CURRENT,PIN7,52828,2026-09-11 12:09:52.700,-1,HOLD,TARGET,2499
CURRENT,PIN7,52850,2026-09-11 12:50:00.028,-1,HOLD,TARGET,1
CURRENT,EMA24,52861,2026-09-11 12:54:29.248,-1,HOLD,TARGET,3577
NO_50_ORDER,EMA8,1025,2026-08-03 06:32:55.424,1,DEV,NONE,0
NO_50_ORDER,EMA8,1027,2026-08-03 06:33:01.816,1,DEV,NONE,0
NO_50_ORDER,EMA24,1029,2026-08-03 06:33:05.364,1,DEV,NONE,0
NO_50_ORDER,EMA24,1031,2026-08-03 06:33:11.392,1,DEV,NONE,0
NO_50_ORDER,PIN7,1035,2026-08-03 06:33:28.280,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1047,2026-08-03 06:34:11.036,1,DEV,NONE,0
NO_50_ORDER,EMA8,1051,2026-08-03 06:34:29.936,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1069,2026-08-03 06:35:44.004,1,DEV,NONE,0
NO_50_ORDER,EMA8,1072,2026-08-03 06:36:04.044,1,DEV,NONE,0
NO_50_ORDER,PIN7,1081,2026-08-03 06:36:52.268,1,DEV,NONE,0
NO_50_ORDER,PIN7,1116,2026-08-03 06:40:22.552,-1,DEV,NONE,0
NO_50_ORDER,PIN7,1117,2026-08-03 06:40:28.284,-1,DEV,NONE,0
NO_50_ORDER,PIN7,1176,2026-08-03 06:44:52.564,1,DEV,NONE,0
NO_50_ORDER,EMA8,1319,2026-08-03 07:00:02.252,1,DEV,NONE,0
NO_50_ORDER,PIN7,1389,2026-08-03 07:10:26.840,1,DEV,NONE,0
NO_50_ORDER,EMA8,1393,2026-08-03 07:10:53.264,1,DEV,NONE,0
NO_50_ORDER,EMA8,1395,2026-08-03 07:11:24.544,1,DEV,NONE,0
NO_50_ORDER,EMA8,1399,2026-08-03 07:12:51.456,1,DEV,NONE,0
NO_50_ORDER,PIN7,1408,2026-08-03 07:15:07.836,1,DEV,NONE,0
NO_50_ORDER,PIN7,1409,2026-08-03 07:15:32.676,1,DEV,NONE,0
NO_50_ORDER,PIN7,1410,2026-08-03 07:16:00.104,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1413,2026-08-03 07:16:53.480,1,DEV,NONE,0
NO_50_ORDER,EMA8,1423,2026-08-03 07:21:11.684,1,DEV,NONE,0
NO_50_ORDER,PIN7,1428,2026-08-03 07:23:56.052,1,DEV,NONE,0
NO_50_ORDER,EMA8,1489,2026-08-03 07:58:58.816,1,DEV,NONE,0
NO_50_ORDER,EMA8,1696,2026-08-03 11:01:38.916,1,DEV,NONE,0
NO_50_ORDER,EMA8,1698,2026-08-03 11:03:05.052,1,DEV,NONE,0
NO_50_ORDER,PIN7,1700,2026-08-03 11:04:03.352,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1702,2026-08-03 11:05:08.452,1,DEV,NONE,0
NO_50_ORDER,PIN7,1717,2026-08-03 11:17:18.116,1,DEV,NONE,0
NO_50_ORDER,PIN7,1730,2026-08-03 11:28:06.472,-1,DEV,NONE,0
NO_50_ORDER,PIN7,1731,2026-08-03 11:28:33.440,-1,DEV,NONE,0
NO_50_ORDER,EMA8,1735,2026-08-03 11:30:17.568,-1,DEV,NONE,0
NO_50_ORDER,EMA8,1739,2026-08-03 11:32:39.960,-1,DEV,NONE,0
NO_50_ORDER,EMA24,1759,2026-08-03 11:46:47.456,1,DEV,NONE,0
NO_50_ORDER,EMA24,1773,2026-08-03 12:00:02.288,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1777,2026-08-03 12:02:15.008,1,DEV,NONE,0
NO_50_ORDER,PIN_STRICT,1778,2026-08-03 12:02:35.060,1,DEV,NONE,0
NO_50_ORDER,PIN7,1802,2026-08-03 12:28:02.888,1,DEV,NONE,0
NO_50_ORDER,PIN7,1821,2026-08-03 12:40:10.348,-1,DEV,NONE,0
NO_50_ORDER,EMA8,1862,2026-08-03 12:55:03.820,-1,DEV,NONE,0
NO_50_ORDER,EMA24,1870,2026-08-03 12:58:00.088,-1,DEV,NONE,0
NO_50_ORDER,PIN7,2587,2026-08-04 06:32:26.700,1,DEV,TARGET,1
NO_50_ORDER,PIN_STRICT,2600,2026-08-04 06:36:28.908,1,DEV,STOP,4062
NO_50_ORDER,PIN7,2624,2026-08-04 06:41:15.464,1,DEV,STOP,6581
NO_50_ORDER,EMA8,2711,2026-08-04 07:01:15.116,1,DEV,TARGET,1931
NO_50_ORDER,PIN7,2713,2026-08-04 07:01:37.220,1,DEV,TARGET,3981
NO_50_ORDER,PIN7,2715,2026-08-04 07:02:09.032,1,DEV,TARGET,3487
NO_50_ORDER,PIN7,2716,2026-08-04 07:02:24.164,1,DEV,TARGET,1
NO_50_ORDER,EMA8,2736,2026-08-04 07:05:50.564,1,DEV,TARGET,3070
NO_50_ORDER,EMA8,2743,2026-08-04 07:08:25.252,1,DEV,TARGET,1994
NO_50_ORDER,PIN7,2755,2026-08-04 07:14:56.764,1,DEV,TARGET,1923
NO_50_ORDER,EMA8,2760,2026-08-04 07:16:44.524,1,DEV,TARGET,4342
NO_50_ORDER,EMA8,2762,2026-08-04 07:17:18.796,1,DEV,TARGET,704
NO_50_ORDER,EMA8,2771,2026-08-04 07:19:46.872,1,DEV,STOP,2844
NO_50_ORDER,EMA24,2786,2026-08-04 07:22:37.292,-1,DEV,TARGET,1538
NO_50_ORDER,EMA24,2847,2026-08-04 07:37:29.576,1,DEV,TARGET,538
NO_50_ORDER,PIN7,2890,2026-08-04 07:42:47.812,1,DEV,TARGET,6325
NO_50_ORDER,PIN7,2891,2026-08-04 07:43:36.808,1,DEV,TARGET,1480
NO_50_ORDER,EMA8,2897,2026-08-04 07:45:16.056,1,DEV,TARGET,17509
NO_50_ORDER,EMA8,2904,2026-08-04 07:48:15.420,1,DEV,TARGET,3844
NO_50_ORDER,EMA8,2926,2026-08-04 07:58:03.960,1,DEV,TARGET,1282
NO_50_ORDER,PIN7,2928,2026-08-04 07:59:01.968,1,DEV,TARGET,1473
NO_50_ORDER,PIN_STRICT,3281,2026-08-04 11:00:49.780,-1,DEV,STOP,4036
NO_50_ORDER,PIN7,3302,2026-08-04 11:04:26.876,-1,DEV,TARGET,388
NO_50_ORDER,PIN7,3304,2026-08-04 11:04:45.436,-1,DEV,STOP,3725
NO_50_ORDER,PIN7,3391,2026-08-04 11:40:16.704,-1,DEV,TARGET,366
NO_50_ORDER,PIN7,3401,2026-08-04 11:43:31.520,-1,DEV,STOP,4322
NO_50_ORDER,EMA8,3417,2026-08-04 11:50:12.044,1,DEV,TARGET,1990
NO_50_ORDER,EMA8,3420,2026-08-04 11:51:53.460,1,DEV,STOP,10253
NO_50_ORDER,EMA24,3468,2026-08-04 12:13:40.804,1,DEV,TARGET,3690
NO_50_ORDER,EMA24,3472,2026-08-04 12:16:19.744,1,DEV,TARGET,527
NO_50_ORDER,PIN7,3487,2026-08-04 12:26:10.448,-1,DEV,TARGET,9754
NO_50_ORDER,PIN7,3520,2026-08-04 12:38:19.804,1,DEV,TARGET,7084
NO_50_ORDER,EMA8,3524,2026-08-04 12:40:15.916,1,DEV,TARGET,1862
NO_50_ORDER,EMA8,3530,2026-08-04 12:43:46.932,1,DEV,TARGET,216
NO_50_ORDER,PIN7,3560,2026-08-04 12:50:30.808,-1,DEV,TARGET,5782
NO_50_ORDER,EMA8,3565,2026-08-04 12:51:50.464,-1,DEV,TARGET,4104
NO_50_ORDER,EMA8,3567,2026-08-04 12:52:08.384,-1,DEV,TARGET,10323
NO_50_ORDER,PIN7,3575,2026-08-04 12:54:08.616,-1,DEV,TARGET,1356
NO_50_ORDER,PIN7,3576,2026-08-04 12:54:16.924,-1,DEV,TARGET,1648
NO_50_ORDER,PIN7,3616,2026-08-04 12:59:44.036,-1,DEV,TARGET,889
NO_50_ORDER,PIN7,4490,2026-08-05 06:31:06.756,1,DEV,TARGET,2318
NO_50_ORDER,PIN_STRICT,4578,2026-08-05 06:39:52.952,1,DEV,TARGET,84
NO_50_ORDER,PIN_STRICT,4581,2026-08-05 06:39:53.476,1,DEV,TARGET,1308
NO_50_ORDER,PIN7,4618,2026-08-05 06:43:36.496,-1,DEV,TARGET,1035
NO_50_ORDER,EMA8,4856,2026-08-05 07:01:46.872,-1,DEV,TARGET,3804
NO_50_ORDER,EMA24,4886,2026-08-05 07:04:29.920,1,DEV,TARGET,6793
NO_50_ORDER,PIN7,4895,2026-08-05 07:05:01.848,1,DEV,TARGET,4397
NO_50_ORDER,PIN7,4899,2026-08-05 07:05:16.744,1,DEV,TARGET,3356
NO_50_ORDER,EMA8,4909,2026-08-05 07:05:50.004,1,DEV,STOP,3206
NO_50_ORDER,EMA24,4993,2026-08-05 07:15:05.100,1,DEV,TARGET,767
NO_50_ORDER,EMA8,5034,2026-08-05 07:20:20.652,-1,DEV,TARGET,8420
NO_50_ORDER,EMA8,5036,2026-08-05 07:20:28.032,-1,DEV,TARGET,4079
NO_50_ORDER,EMA8,5041,2026-08-05 07:21:06.552,-1,DEV,STOP,4222
NO_50_ORDER,EMA8,5049,2026-08-05 07:22:10.876,-1,DEV,TARGET,560
NO_50_ORDER,EMA8,5053,2026-08-05 07:22:26.564,-1,DEV,TARGET,1439
NO_50_ORDER,EMA8,5057,2026-08-05 07:22:53.764,-1,DEV,TARGET,4044
NO_50_ORDER,EMA8,5061,2026-08-05 07:23:12.508,-1,DEV,TARGET,2746
NO_50_ORDER,PIN7,5066,2026-08-05 07:23:32.376,-1,DEV,STOP,7258
NO_50_ORDER,PIN_STRICT,5123,2026-08-05 07:29:53.036,-1,DEV,TARGET,1775
NO_50_ORDER,PIN7,5129,2026-08-05 07:30:09.948,-1,DEV,TARGET,5136
NO_50_ORDER,EMA8,5131,2026-08-05 07:30:19.320,-1,DEV,TARGET,437
NO_50_ORDER,EMA24,5138,2026-08-05 07:31:06.088,-1,DEV,TARGET,219
NO_50_ORDER,PIN7,5142,2026-08-05 07:31:25.308,-1,DEV,TARGET,1025
NO_50_ORDER,EMA24,5149,2026-08-05 07:32:22.196,-1,DEV,TARGET,591
NO_50_ORDER,PIN7,5188,2026-08-05 07:36:22.976,-1,DEV,TARGET,724
NO_50_ORDER,EMA8,5203,2026-08-05 07:37:47.816,-1,DEV,TARGET,1617
NO_50_ORDER,PIN7,5219,2026-08-05 07:40:03.340,-1,DEV,STOP,1869
NO_50_ORDER,EMA24,5286,2026-08-05 07:47:55.580,1,DEV,TARGET,25296
NO_50_ORDER,EMA8,5300,2026-08-05 07:50:22.408,1,DEV,STOP,998
NO_50_ORDER,PIN7,5306,2026-08-05 07:50:57.888,-1,DEV,TARGET,7374
NO_50_ORDER,PIN_STRICT,5320,2026-08-05 07:52:31.212,-1,DEV,TARGET,11977
NO_50_ORDER,PIN7,5367,2026-08-05 07:57:20.680,1,DEV,TARGET,910
NO_50_ORDER,PIN7,6243,2026-08-05 11:03:24.612,1,DEV,TARGET,631
NO_50_ORDER,PIN7,6339,2026-08-05 11:57:17.108,-1,DEV,STOP,3236
NO_50_ORDER,EMA8,6341,2026-08-05 11:57:43.964,-1,DEV,TARGET,5750
NO_50_ORDER,EMA8,6404,2026-08-05 12:35:01.624,-1,DEV,TARGET,1503
NO_50_ORDER,PIN7,6406,2026-08-05 12:36:12.052,-1,DEV,STOP,16190
NO_50_ORDER,EMA8,6412,2026-08-05 12:38:50.600,-1,DEV,TARGET,1573
NO_50_ORDER,EMA24,6416,2026-08-05 12:41:21.152,-1,DEV,STOP,12230
NO_50_ORDER,PIN7,6461,2026-08-05 12:56:23.544,-1,DEV,TARGET,459
NO_50_ORDER,PIN7,6470,2026-08-05 12:59:00.100,-1,DEV,TARGET,578
NO_50_ORDER,PIN7,6471,2026-08-05 12:59:02.948,-1,DEV,TARGET,598
NO_50_ORDER,PIN_STRICT,6484,2026-08-05 12:59:44.020,-1,DEV,TARGET,1
NO_50_ORDER,PIN_STRICT,7379,2026-08-06 06:33:16.124,-1,DEV,STOP,3611
NO_50_ORDER,EMA24,7387,2026-08-06 06:34:16.520,-1,DEV,TARGET,91
NO_50_ORDER,EMA8,7401,2026-08-06 06:35:01.800,1,DEV,TARGET,241
NO_50_ORDER,EMA8,7419,2026-08-06 06:36:00.160,1,DEV,TARGET,1022
NO_50_ORDER,PIN7,7426,2026-08-06 06:36:26.952,1,DEV,TARGET,539
NO_50_ORDER,PIN7,7451,2026-08-06 06:39:06.856,-1,DEV,TARGET,4408
NO_50_ORDER,EMA8,7460,2026-08-06 06:39:35.764,-1,DEV,TARGET,3190
NO_50_ORDER,PIN7,7475,2026-08-06 06:40:52.028,1,DEV,TARGET,5524
NO_50_ORDER,EMA8,7493,2026-08-06 06:42:04.704,1,DEV,STOP,15812
NO_50_ORDER,PIN7,7509,2026-08-06 06:43:23.676,1,DEV,TARGET,2368
NO_50_ORDER,EMA8,7516,2026-08-06 06:43:52.588,1,DEV,TARGET,3511
NO_50_ORDER,EMA8,7709,2026-08-06 07:07:48.944,1,DEV,TARGET,14500
NO_50_ORDER,EMA8,7711,2026-08-06 07:08:14.028,1,DEV,TARGET,7045
NO_50_ORDER,EMA8,7713,2026-08-06 07:08:50.888,1,DEV,TARGET,1187
NO_50_ORDER,EMA8,7723,2026-08-06 07:10:43.428,1,DEV,TARGET,4874
NO_50_ORDER,EMA8,7727,2026-08-06 07:12:00.300,1,DEV,STOP,7349
NO_50_ORDER,PIN7,7771,2026-08-06 07:23:56.276,-1,DEV,TARGET,662
NO_50_ORDER,PIN7,7775,2026-08-06 07:25:12.248,-1,DEV,TARGET,163
NO_50_ORDER,EMA8,7791,2026-08-06 07:26:31.688,-1,DEV,TARGET,1
NO_50_ORDER,EMA8,7799,2026-08-06 07:27:14.708,-1,DEV,STOP,19763
NO_50_ORDER,EMA8,7801,2026-08-06 07:27:17.480,-1,DEV,STOP,18332
NO_50_ORDER,EMA8,7803,2026-08-06 07:27:27.176,-1,DEV,STOP,14902
NO_50_ORDER,PIN7,7830,2026-08-06 07:30:32.168,1,DEV,STOP,4727
NO_50_ORDER,EMA8,7832,2026-08-06 07:30:43.264,1,DEV,STOP,6105
NO_50_ORDER,PIN7,7878,2026-08-06 07:37:23.404,-1,DEV,TARGET,19407
NO_50_ORDER,PIN7,7879,2026-08-06 07:37:28.884,-1,DEV,TARGET,18771
