bar,time,text_time,direction,entry,length,start_order,prior50,prior24,current50,gap2450,penetration,recovery,tail,shape,early,won
30,63921366000,2026-08-02 15:00:00.616,1,7553.0,1,True,6.27118445266863,2.45144991633128,4.227994974656371,1.70898,1.928151,4.0,0.0,no_tail,True,True
32,63921366000,2026-08-02 15:00:00.660,1,7553.0,1,False,6.27118445266863,2.45144991633128,4.020821390109756,1.538422,2.013645,4.0,0.0,no_tail,True,True
34,63921366000,2026-08-02 15:00:00.756,1,7553.0,1,False,6.27118445266863,2.45144991633128,3.8295139944725376,1.387505,2.092565,4.0,0.0,no_tail,True,True
60,63921366002,2026-08-02 15:00:02.232,1,7555.5,2,True,26.978520894351256,33.08418986246898,4.716524745909339,4.122554,1.739373,3.0,1.0,tail_1,True,False
71,63921366053,2026-08-02 15:00:53.504,-1,7552.5,2,True,24.891740148318483,49.18514286618626,12.026499017645897,0.745594,-0.371412,3.0,1.0,tail_1,True,True
80,63921366063,2026-08-02 15:01:03.704,1,7555.0,2,False,17.81117319055877,36.011053819457715,11.617233792186035,0.249056,0.790397,1.0,3.0,tail_2_3,True,False
102,63921366145,2026-08-02 15:02:25.980,-1,7550.25,3,True,30.403899291851655,39.096527734954584,12.824491990509229,4.897975,0.25835,2.0,2.0,tail_2_3,True,True
110,63921366182,2026-08-02 15:03:02.564,-1,7550.75,1,False,15.402810552608353,9.402773858735227,-0.3201654834777373,2.845196,2.838576,4.0,0.0,no_tail,True,False
112,63921366189,2026-08-02 15:03:09.260,-1,7551.25,1,False,15.402810552608353,9.402773858735227,0.4827246189440621,2.348712,4.775633,2.0,2.0,tail_2_3,True,True
114,63921366202,2026-08-02 15:03:22.616,-1,7551.25,1,False,7.811081291547172,-5.580390794769155,-2.37267431921477,1.861472,4.642174,4.0,0.0,no_tail,True,True
116,63921366286,2026-08-02 15:04:46.108,-1,7551.25,1,False,0.4827246189440621,-11.656368627212062,-1.35406729340691,1.495231,4.556655,3.0,1.0,tail_1,True,True
119,63921366306,2026-08-02 15:05:06.124,-1,7551.25,1,False,5.328144919506596,3.7183093159860405,5.1203327257824,1.405777,4.825473,-1.0,5.0,tail_ge4,True,False
130,63921366367,2026-08-02 15:06:07.456,1,7552.5,1,False,13.417984543141154,28.498125230208064,6.843526510534784,0.102775,1.190081,2.0,2.0,tail_2_3,True,False
132,63921366380,2026-08-02 15:06:20.660,1,7552.5,1,True,13.417984543141154,28.498125230208064,7.089510200057541,0.30739,1.407683,2.0,2.0,tail_2_3,True,False
135,63921366472,2026-08-02 15:07:52.884,1,7552.0,2,True,7.089510200057541,14.531631496683172,0.5891326390638647,0.272401,3.438531,3.0,1.0,tail_1,True,True
138,63921366530,2026-08-02 15:08:50.664,1,7552.5,1,True,7.089510200057541,14.531631496683172,6.200749500195584,0.521276,1.764477,3.0,1.0,tail_1,True,True
144,63921366581,2026-08-02 15:09:41.120,1,7551.75,1,False,6.200749500195584,10.84678866066891,-0.44643967889714764,0.114668,4.503934,3.0,1.0,tail_1,True,True
174,63921367320,2026-08-02 15:22:00.816,1,7554.5,1,False,4.814696723281474,5.441878626814577,7.587962927107521,1.098955,0.546356,3.0,1.0,tail_1,True,True
186,63921367772,2026-08-02 15:29:32.892,-1,7552.25,2,True,21.521036675365632,39.586665011200715,6.277524932627288,0.738182,1.719502,4.0,0.0,no_tail,True,True
194,63921368286,2026-08-02 15:38:06.884,-1,7551.0,1,True,20.52221491087267,33.24505510277982,12.59025994760448,2.156425,-0.934011,3.0,1.0,tail_1,True,True
196,63921368403,2026-08-02 15:40:03.172,-1,7551.5,1,True,20.52221491087267,33.24505510277982,8.89180758330586,2.055118,1.293133,2.0,2.0,tail_2_3,True,True
198,63921368508,2026-08-02 15:41:48.968,-1,7551.5,1,True,20.52221491087267,33.24505510277982,6.86122362691273,1.951948,1.502812,2.0,2.0,tail_2_3,True,True
226,63921371014,2026-08-02 16:23:34.976,-1,7548.0,5,True,38.033655038076354,49.313723114398606,6.900830273136438,5.061121,0.499892,4.0,0.0,no_tail,True,False
228,63921371228,2026-08-02 16:27:08.332,-1,7548.75,1,True,38.033655038076354,49.313723114398606,4.978885279810521,4.362879,3.577562,1.0,3.0,tail_2_3,True,False
244,63921372414,2026-08-02 16:46:54.572,-1,7548.5,2,False,11.2485100084586,18.412119153755786,5.3488957802532555,1.11967,1.784735,4.0,0.0,no_tail,True,False
281,63921373297,2026-08-02 17:01:37.532,-1,7549.25,3,True,22.869044321797432,39.6513958007724,8.949216837949356,1.389595,2.255388,-0.0,4.0,tail_ge4,True,True
286,63921373382,2026-08-02 17:03:02.408,-1,7548.5,2,True,22.869044321797432,39.6513958007724,8.61621846661203,1.673301,0.115549,3.0,1.0,tail_1,True,True
289,63921373399,2026-08-02 17:03:19.380,-1,7549.0,2,True,10.863736174086792,15.322828092861084,3.348063497909639,1.471441,2.291051,4.0,0.0,no_tail,True,True
294,63921373530,2026-08-02 17:05:30.380,-1,7548.0,2,True,11.151915088008547,15.35160327046206,10.724931257384277,1.805874,-0.775577,3.0,1.0,tail_1,True,False
298,63921373582,2026-08-02 17:06:22.936,-1,7548.75,3,True,11.151915088008547,15.35160327046206,1.4985158201883466,1.46374,2.411748,4.0,0.0,no_tail,True,True
315,63921373981,2026-08-02 17:13:01.712,1,7550.75,2,True,25.891936269304377,43.44357507698245,5.92487004314841,1.874566,3.198625,0.0,4.0,tail_ge4,True,True
317,63921374016,2026-08-02 17:13:36.860,1,7551.0,1,True,25.891936269304377,43.44357507698245,2.6379420378542915,1.657827,2.263321,4.0,0.0,no_tail,True,True
363,63921375758,2026-08-02 17:42:38.056,1,7550.75,3,True,24.259248211748147,41.689921163404904,3.445961698038458,1.281327,4.223511,0.0,4.0,tail_ge4,True,True
375,63921376200,2026-08-02 17:50:00.616,1,7552.0,1,True,9.648416558592523,17.888834075960684,10.729356118048516,0.762823,-0.790543,4.0,0.0,no_tail,True,False
483,63921392718,2026-08-02 22:25:18.096,1,7563.25,2,True,29.28766012455792,26.575378765287837,13.326297787443629,6.037738,-0.278906,2.0,2.0,tail_2_3,True,True
488,63921393420,2026-08-02 22:37:00.400,1,7563.5,1,True,20.926187591212493,12.371708521185246,12.03826400712486,5.04451,-0.043302,2.0,2.0,tail_2_3,True,False
495,63921394858,2026-08-02 23:00:58.152,1,7563.5,1,False,12.514416902720011,-0.2499608016016662,6.876359265914255,3.275605,0.523163,3.0,1.0,tail_1,True,True
505,63921396192,2026-08-02 23:23:12.380,1,7563.0,4,True,20.720226985177547,26.491114906723194,-0.5722512170178583,2.709768,4.568664,2.0,2.0,tail_2_3,True,False
515,63921396897,2026-08-02 23:34:57.644,-1,7561.0,3,False,19.962033913954553,38.275511549082616,8.996323632667202,0.634071,-0.057325,4.0,0.0,no_tail,True,True
540,63921398903,2026-08-03 00:08:23.136,-1,7559.0,1,False,35.16454240276435,43.08086837850088,2.976623279772322,3.663816,3.097265,3.0,1.0,tail_1,True,True
542,63921398976,2026-08-03 00:09:36.500,-1,7559.25,1,False,18.919185304571958,10.043912450216226,2.088384370675446,3.134377,4.129001,1.0,3.0,tail_2_3,True,True
570,63921399733,2026-08-03 00:22:13.636,-1,7556.75,3,True,30.061113995126426,37.58874077478215,8.252931135223848,4.92073,3.841286,-1.0,5.0,tail_ge4,True,True
573,63921399848,2026-08-03 00:24:08.124,-1,7556.75,1,True,27.574824066040204,31.637665622530324,0.3157347463378191,3.84493,3.857818,4.0,0.0,no_tail,True,True
576,63921400034,2026-08-03 00:27:14.376,-1,7556.5,1,False,25.436009721459243,27.17995429490208,5.303151146460925,3.257336,3.136286,-0.0,4.0,tail_ge4,True,False
578,63921400236,2026-08-03 00:30:36.716,-1,7556.5,1,False,8.252931135223848,-5.883070940932792,2.748469273750136,2.828124,3.204238,2.0,2.0,tail_2_3,True,False
588,63921400807,2026-08-03 00:40:07.100,-1,7555.5,1,False,12.216147197840584,19.60874632979625,12.466646377698284,1.447899,-0.880738,3.0,1.0,tail_1,True,True
596,63921401418,2026-08-03 00:50:18.028,-1,7556.5,2,True,16.624783308204428,25.669559954815558,2.4798160270150977,1.794326,4.608224,1.0,3.0,tail_2_3,True,False
622,63921402758,2026-08-03 01:12:38.236,-1,7554.0,1,True,31.280466284360536,45.978841662357304,15.396916960846182,3.767436,-0.518683,-0.0,4.0,tail_ge4,True,True
624,63921402942,2026-08-03 01:15:42.500,-1,7554.5,1,True,31.280466284360536,45.978841662357304,9.384555843671562,3.458664,1.751881,-0.0,4.0,tail_ge4,True,True
663,63921404956,2026-08-03 01:49:16.384,1,7553.75,2,True,29.046041452912267,51.50375284940729,6.652616194830401,1.106183,3.52326,1.0,3.0,tail_2_3,True,True
665,63921404991,2026-08-03 01:49:51.652,1,7554.5,1,True,26.306195412765916,47.11662831109349,4.835632385797655,1.135979,0.716781,4.0,0.0,no_tail,True,True
694,63921407172,2026-08-03 02:26:12.948,1,7556.25,2,True,18.582781860919848,20.909056843780192,6.742741000621825,3.377491,-0.847928,-1.0,0.0,no_tail,True,True
697,63921407550,2026-08-03 02:32:30.928,1,7557.0,1,True,18.582781860919848,20.909056843780192,4.730713615914845,2.871227,1.400337,4.0,0.0,no_tail,True,True
704,63921407906,2026-08-03 02:38:26.420,1,7557.0,3,True,19.34848659028007,25.193169021727233,2.6669859585882425,2.708029,2.891545,4.0,0.0,no_tail,True,True
708,63921408319,2026-08-03 02:45:19.252,1,7557.5,1,True,19.34848659028007,25.193169021727233,9.111579075482371,2.524766,1.533803,1.0,3.0,tail_2_3,True,True
717,63921409161,2026-08-03 02:59:21.132,1,7558.0,1,False,7.291264936102703,3.961522459723239,8.634066079418417,1.241628,-0.545183,4.0,0.0,no_tail,True,True
719,63921409408,2026-08-03 03:03:28.736,1,7557.0,1,False,8.634066079418417,12.610050380647781,6.56298608298804,1.169439,3.573632,0.0,4.0,tail_ge4,True,True
729,63921410561,2026-08-03 03:22:41.364,1,7558.75,2,True,22.588938617905864,33.65419421996076,13.648193091527864,2.707059,-0.418666,2.0,2.0,tail_2_3,True,True
756,63921412972,2026-08-03 04:02:52.852,1,7561.25,2,True,27.460358447646357,33.690702182257816,10.553885488878487,4.678611,-0.395817,4.0,0.0,no_tail,True,False
758,63921413030,2026-08-03 04:03:50.044,1,7560.75,1,True,27.460358447646357,33.690702182257816,7.707203691682446,4.148613,1.789944,2.0,2.0,tail_2_3,True,False
780,63921414394,2026-08-03 04:26:34.672,1,7561.75,2,True,26.111937970482682,39.05651985086983,13.035233490927768,3.131588,0.833549,0.0,4.0,tail_ge4,True,True
782,63921414508,2026-08-03 04:28:28.380,1,7562.0,1,True,26.111937970482682,39.05651985086983,8.610990813143871,2.93911,0.117782,3.0,1.0,tail_1,True,True
803,63921415536,2026-08-03 04:45:36.276,1,7564.0,1,False,27.09997638162563,29.547860102785044,8.154742607637441,3.24973,-0.331023,3.0,1.0,tail_1,True,False
806,63921415751,2026-08-03 04:49:11.556,1,7562.75,2,False,8.572675177850467,2.354142055252506,2.0686242555043295,2.624961,4.777336,1.0,3.0,tail_2_3,True,False
837,63921417402,2026-08-03 05:16:42.960,-1,7557.0,5,True,34.09930986807852,39.34978835313139,8.18311149866417,6.035308,0.284211,4.0,0.0,no_tail,True,True
844,63921417749,2026-08-03 05:22:29.728,-1,7557.5,2,True,18.11029824900232,10.841482957171984,0.9891324556230839,4.2932,3.58126,4.0,0.0,no_tail,True,True
899,63921420902,2026-08-03 06:15:02.544,1,7563.0,1,True,22.03396699998904,19.357667247282823,4.72851324098583,4.254608,1.721352,4.0,0.0,no_tail,True,True
909,63921421489,2026-08-03 06:24:49.796,1,7564.0,2,True,23.00374704445604,27.208904423838366,9.924837138620948,4.038592,0.857285,2.0,2.0,tail_2_3,True,False
982,63921421858,2026-08-03 06:30:58.004,-1,7550.25,1,False,7.208043107283583,13.274566752049825,9.859520056833247,0.687266,-0.075325,2.0,2.0,tail_2_3,True,True
993,63921421881,2026-08-03 06:31:21.836,-1,7549.25,1,True,20.05518309399627,30.642217690801736,12.504805959589282,2.473749,-0.897188,3.0,1.0,tail_1,True,True
1014,63921421934,2026-08-03 06:32:14.560,-1,7549.5,1,False,7.6338961425315315,2.9619187284853874,3.745010157337883,1.156564,2.460554,3.0,1.0,tail_1,True,False
1097,63921422301,2026-08-03 06:38:21.016,1,7565.75,2,True,36.32689595521588,29.412216926372686,8.870330398811411,7.499139,-0.00432,4.0,0.0,no_tail,True,True
1100,63921422322,2026-08-03 06:38:42.084,1,7566.0,2,False,25.534987939348287,5.761417346534368,8.64168253844636,6.282555,-0.548381,4.0,0.0,no_tail,True,True
1130,63921422475,2026-08-03 06:41:15.380,1,7567.25,2,True,19.534210069384034,31.460407115957555,14.014167862898066,2.030196,-0.244915,1.0,3.0,tail_2_3,True,False
1136,63921422498,2026-08-03 06:41:38.080,1,7566.25,1,False,19.534210069384034,31.460407115957555,0.33689530095704046,1.054678,3.529048,4.0,0.0,no_tail,True,True
1139,63921422512,2026-08-03 06:41:52.544,1,7567.0,1,False,8.43540769810093,8.224422548925283,6.064431424749273,1.129903,0.847774,4.0,0.0,no_tail,True,True
1162,63921422601,2026-08-03 06:43:21.676,-1,7564.0,2,True,24.732751080195627,37.86644647222173,9.142261628905992,2.677828,2.161063,1.0,3.0,tail_2_3,True,True
1167,63921422616,2026-08-03 06:43:36.976,-1,7563.0,1,True,15.234961583950302,18.432886150097932,11.038992658139104,2.578948,-0.922349,4.0,0.0,no_tail,True,True
1171,63921422643,2026-08-03 06:44:03.544,-1,7563.5,2,True,15.112280825743268,18.864887309236053,7.614683445973292,2.508682,1.828614,2.0,2.0,tail_2_3,True,False
1173,63921422654,2026-08-03 06:44:14.464,-1,7564.0,1,True,15.112280825743268,18.864887309236053,3.468644430369465,2.177279,3.881008,1.0,3.0,tail_2_3,True,False
1190,63921422717,2026-08-03 06:45:17.660,1,7568.0,4,True,44.9922067141497,61.18178179054124,12.9523291757282,5.438421,0.869415,0.0,4.0,tail_ge4,True,True
1192,63921422745,2026-08-03 06:45:45.060,1,7567.75,1,True,42.7659022494008,56.829932725196215,7.061823640972539,4.807294,2.072459,1.0,3.0,tail_2_3,True,True
1194,63921422750,2026-08-03 06:45:50.896,1,7567.75,1,True,39.907357719051014,52.139330992674736,4.413870676962929,4.185688,2.184534,3.0,1.0,tail_1,True,True
1197,63921422763,2026-08-03 06:46:03.620,1,7568.5,1,True,19.199275547449087,12.584002042698312,12.311489557880718,3.879864,-0.160728,2.0,2.0,tail_2_3,True,False
1199,63921422780,2026-08-03 06:46:20.760,1,7568.5,1,True,12.311489557880718,6.633923952781722,10.05798527702684,3.607934,0.160743,2.0,2.0,tail_2_3,True,False
1228,63921422936,2026-08-03 06:48:56.924,1,7570.25,4,True,35.54959973591932,47.43735893272991,6.949538862293551,4.598832,1.439854,4.0,0.0,no_tail,True,True
1231,63921422943,2026-08-03 06:49:03.540,1,7570.5,1,True,35.54959973591932,47.43735893272991,11.75598799828895,4.169081,1.064179,0.0,4.0,tail_ge4,True,True
1258,63921423064,2026-08-03 06:51:04.424,1,7571.0,1,False,13.246123376037776,12.64009397687652,2.359404353356248,1.317377,3.351251,3.0,1.0,tail_1,True,True
1361,63921423941,2026-08-03 07:05:41.544,1,7585.75,1,False,9.011973496096907,2.0133085889518036,-0.862198197521181,2.011732,4.021447,4.0,0.0,no_tail,True,True
1366,63921423977,2026-08-03 07:06:17.632,1,7587.25,1,True,13.117140324413397,17.1883721871962,13.33071018144301,2.276438,-0.921006,2.0,2.0,tail_2_3,True,False
1371,63921424020,2026-08-03 07:07:00.744,1,7587.5,1,True,15.322970211959131,20.277792568851417,13.571410169074433,2.565185,-0.705389,2.0,2.0,tail_2_3,True,False
1373,63921424027,2026-08-03 07:07:07.956,1,7587.0,1,True,15.322970211959131,20.277792568851417,9.092437045061992,2.419478,1.541853,1.0,3.0,tail_2_3,True,False
1375,63921424044,2026-08-03 07:07:24.532,1,7587.0,1,True,15.322970211959131,20.277792568851417,5.597567831157043,2.205342,1.694729,3.0,1.0,tail_1,True,False
1405,63921424455,2026-08-03 07:14:15.036,1,7588.75,3,True,29.58952786120431,38.67443199462279,0.38211898674142764,3.832181,3.190384,4.0,0.0,no_tail,True,True
1449,63921425643,2026-08-03 07:34:03.220,1,7596.5,1,True,24.10075032596292,12.960600331273756,12.8932542769277,6.004909,-0.078383,1.0,3.0,tail_2_3,True,True
1451,63921425683,2026-08-03 07:34:43.036,1,7596.5,1,True,21.639415736202025,11.385278595614992,9.878428351555756,5.400256,0.236756,2.0,2.0,tail_2_3,True,True
1504,63921427638,2026-08-03 08:07:18.880,1,7602.0,1,False,24.663577796830726,17.472750843611156,-3.7586261992855543,3.749037,3.932607,4.0,0.0,no_tail,True,True
1508,63921427733,2026-08-03 08:08:53.064,1,7602.5,2,False,9.621536487106331,2.224097506373345,5.948827979735509,3.203366,2.522364,2.0,2.0,tail_2_3,True,False
1519,63921428072,2026-08-03 08:14:32.760,1,7602.5,2,False,7.802757978273948,8.828114447733801,2.1213422191150935,1.380677,2.475826,4.0,0.0,no_tail,True,True
1539,63921428756,2026-08-03 08:25:56.032,1,7605.75,3,True,35.49828852229973,45.634355096541015,11.676664565753908,5.368118,-0.554596,4.0,0.0,no_tail,True,True
1543,63921428761,2026-08-03 08:26:01.744,1,7606.0,2,True,35.49828852229973,45.634355096541015,15.06520599591302,4.912433,-0.372396,0.0,4.0,tail_ge4,True,True
1558,63921429082,2026-08-03 08:31:22.944,1,7605.5,1,False,0.9203966186796487,-10.183549274959224,2.82727417271286,1.261571,1.8784,3.0,1.0,tail_1,True,True
1560,63921429138,2026-08-03 08:32:18.840,1,7605.25,1,False,2.82727417271286,-0.3013730207965472,3.3863573022647846,1.122767,2.928504,3.0,1.0,tail_1,True,True
1562,63921429219,2026-08-03 08:33:39.660,1,7605.25,1,False,3.3863573022647846,1.394762066499293,1.7779664753831612,0.965519,2.937077,4.0,0.0,no_tail,True,True
1566,63921429313,2026-08-03 08:35:13.460,1,7605.25,2,True,8.912014717347109,13.350961726677927,3.823581772079849,1.104858,3.414556,1.0,3.0,tail_2_3,True,True
1568,63921429354,2026-08-03 08:35:54.960,1,7605.25,1,True,8.912014717347109,13.350961726677927,1.4051454996405908,0.948999,3.423433,3.0,1.0,tail_1,True,True
1571,63921429435,2026-08-03 08:37:15.984,1,7606.0,1,True,8.912014717347109,13.350961726677927,8.35787599974371,1.157988,0.864181,3.0,1.0,tail_1,True,True
1609,63921431378,2026-08-03 09:09:38.416,1,7611.5,1,True,26.455488799346906,25.105220060257082,15.1276593020342,5.73688,-0.733056,1.0,3.0,tail_2_3,True,True
1612,63921431570,2026-08-03 09:12:50.836,1,7610.75,2,True,23.521308689681497,19.38071634027506,3.739076777391265,4.65524,2.463002,3.0,1.0,tail_1,True,True
1614,63921431673,2026-08-03 09:14:33.488,1,7610.75,1,False,21.940167539769025,16.80487622144255,2.8227016441944093,3.99111,2.507369,4.0,0.0,no_tail,True,True
1641,63921433405,2026-08-03 09:43:25.640,1,7615.0,1,True,29.96935438056576,30.489860340228,13.542675950119888,5.494225,-0.679842,1.0,3.0,tail_2_3,True,True
1652,63921434406,2026-08-03 10:00:06.264,1,7614.5,1,False,15.986866577323651,8.471732983825778,5.597189493207007,2.562492,2.028041,2.0,2.0,tail_2_3,True,False
1654,63921434483,2026-08-03 10:01:23.036,1,7613.75,1,False,5.597189493207007,-1.3874325290711025,1.5556182244021974,2.13082,4.988207,1.0,3.0,tail_2_3,True,True
1759,63921440807,2026-08-03 11:46:47.456,1,7630.5,3,True,28.315668800473738,46.07216914443438,13.96619092617471,2.075132,-0.557136,2.0,2.0,tail_2_3,True,True
1788,63921442105,2026-08-03 12:08:25.948,1,7633.5,3,True,41.661920250019776,52.833135634687416,6.77980605028092,5.794573,1.523642,3.0,1.0,tail_1,True,True
1793,63921442453,2026-08-03 12:14:13.080,1,7634.0,2,True,24.022278004549893,18.161076851739157,10.594487457324524,4.980249,0.893416,2.0,2.0,tail_2_3,True,True
1812,63921443659,2026-08-03 12:34:19.084,1,7635.0,3,True,21.72075491589227,22.658909910249466,5.424086887340277,3.857841,2.739949,2.0,2.0,tail_2_3,True,True
1828,63921444301,2026-08-03 12:45:01.284,-1,7632.25,1,True,23.52439150476844,45.280248096180955,10.932096138303718,1.069314,-0.876814,4.0,0.0,no_tail,True,False
1830,63921444383,2026-08-03 12:46:23.200,-1,7632.25,1,True,23.52439150476844,44.490673238426254,10.22335972121959,1.212168,-0.575636,4.0,0.0,no_tail,True,False
1834,63921444517,2026-08-03 12:48:37.804,-1,7633.25,2,True,15.526498676338763,28.220438746183184,4.024774346820893,1.333468,3.971748,1.0,3.0,tail_2_3,True,True
1836,63921444601,2026-08-03 12:50:01.060,-1,7633.0,1,True,13.678416283245879,21.64416799275035,0.9016847293371066,1.140539,2.976996,4.0,0.0,no_tail,True,False
1877,63921445145,2026-08-03 12:59:05.156,-1,7630.75,2,True,21.857826874056325,21.191378370452334,0.7140212362238509,3.531089,4.014356,4.0,0.0,no_tail,True,True
1880,63921445163,2026-08-03 12:59:23.352,-1,7629.5,1,False,13.859303988710444,6.455749441571799,11.366115373140573,3.329938,-0.382583,1.0,3.0,tail_2_3,True,True
1900,63921445397,2026-08-03 13:03:17.196,-1,7628.0,2,True,26.986165058713176,35.74060255946037,12.622927071708247,4.048467,0.025241,2.0,2.0,tail_2_3,True,False
1905,63921445605,2026-08-03 13:06:45.344,-1,7629.25,1,False,26.986165058713176,35.74060255946037,-4.377720578741196,2.474184,4.828242,4.0,0.0,no_tail,True,False
1941,63921452522,2026-08-03 15:02:02.500,1,7633.0,2,False,7.146377569548438,5.686312314301277,3.7183093159860405,1.728379,1.498228,4.0,0.0,no_tail,True,False
1948,63921452839,2026-08-03 15:07:19.984,1,7633.0,1,False,6.319262565891598,4.957048698299655,3.8874628993298845,1.185167,1.761625,3.0,1.0,tail_1,True,True
1953,63921453304,2026-08-03 15:15:04.232,1,7633.0,2,True,19.814835334408542,31.653444704940203,7.976203760816701,1.783175,2.970782,1.0,3.0,tail_2_3,True,True
1968,63921456955,2026-08-03 16:15:55.060,1,7635.0,2,True,20.925321149381777,29.121654886353337,12.764630222630174,3.065609,-0.996154,2.0,2.0,tail_2_3,True,True
1972,63921457973,2026-08-03 16:32:53.168,1,7635.25,2,True,20.925321149381777,29.121654886353337,11.158165566692217,3.112156,-0.973191,4.0,0.0,no_tail,True,False
1976,63921458747,2026-08-03 16:45:47.448,1,7634.0,2,True,17.282868197662633,21.022832803003165,3.3839212057631998,2.67186,4.556088,1.0,3.0,tail_2_3,True,True
1980,63921459396,2026-08-03 16:56:36.972,1,7634.5,2,True,14.51917505173192,15.447959994899916,4.862331062291181,2.296439,2.985563,1.0,3.0,tail_2_3,True,True
1987,63921459677,2026-08-03 17:01:17.280,1,7634.25,1,False,7.395042096250139,4.440373450529885,-2.7031936483959322,1.091203,3.817909,4.0,0.0,no_tail,True,True
1993,63921459985,2026-08-03 17:06:25.696,1,7635.25,3,True,13.798294702111468,21.79752380505545,5.325039743041628,1.484583,0.834308,4.0,0.0,no_tail,True,True
1995,63921460054,2026-08-03 17:07:34.228,1,7635.5,1,True,13.798294702111468,21.79752380505545,8.609273124004105,1.545027,0.118483,3.0,1.0,tail_1,True,True
2009,63921461238,2026-08-03 17:27:18.640,-1,7632.75,2,True,14.975913221818589,32.34542606145596,7.368520035791253,0.569731,-0.015255,4.0,0.0,no_tail,True,True
2030,63921462496,2026-08-03 17:48:16.212,1,7633.75,2,True,10.478115728544763,25.639639849443615,0.4041195300093423,0.014791,4.474773,3.0,1.0,tail_1,True,True
2033,63921462681,2026-08-03 17:51:21.772,1,7634.5,1,True,10.075907838688838,23.305410991941038,7.514464412172161,0.38419,1.870499,2.0,2.0,tail_2_3,True,True
2037,63921462987,2026-08-03 17:56:27.564,1,7634.0,2,True,11.23609007809168,20.277590913158253,3.102548059684156,0.679755,4.351911,1.0,3.0,tail_2_3,True,False
2044,63921463361,2026-08-03 18:02:41.172,-1,7632.0,1,True,15.801088687736204,30.262820626535902,13.964536192138166,0.869348,-0.876539,2.0,2.0,tail_2_3,True,True
2098,63921468174,2026-08-03 19:22:54.920,1,7640.5,2,True,23.0752331052339,-0.13262039414656301,9.149708053862074,6.584714,2.170958,0.0,4.0,tail_ge4,True,True
2139,63921473194,2026-08-03 20:46:34.952,1,7643.0,3,True,27.44754512222306,41.747806114497166,8.735369588841413,2.817343,0.705679,3.0,1.0,tail_1,True,True
2147,63921474920,2026-08-03 21:15:20.084,1,7643.25,2,True,21.208909019247887,28.872869290857082,5.854722582110987,2.785613,1.575017,4.0,0.0,no_tail,True,True
2158,63921478174,2026-08-03 22:09:34.376,1,7644.75,1,True,25.128142816749452,35.17077063820936,11.0119077574728,3.398159,-0.910839,4.0,0.0,no_tail,True,True
2160,63921478536,2026-08-03 22:15:36.912,1,7644.0,1,True,24.063182213120136,32.014611405900546,8.108250846304607,3.06356,2.275308,1.0,3.0,tail_2_3,True,True
2197,63921485189,2026-08-04 00:06:29.396,1,7645.75,2,False,10.732895913249651,12.712227915302508,0.876938915512747,1.665965,4.933825,2.0,2.0,tail_2_3,True,False
2205,63921485891,2026-08-04 00:18:11.688,-1,7643.75,3,True,26.946719738705113,46.80054126317537,12.691798962326098,1.179676,-0.311465,1.0,3.0,tail_2_3,True,False
2208,63921486595,2026-08-04 00:29:55.068,-1,7645.0,2,True,26.946719738705113,46.80054126317537,2.7166090032294616,1.04243,4.830883,1.0,3.0,tail_2_3,True,False
2228,63921488725,2026-08-04 01:05:25.608,-1,7643.5,2,True,13.006589530130785,23.20397478293446,9.200037697844188,1.077943,-0.463198,4.0,0.0,no_tail,True,True
2230,63921488818,2026-08-04 01:06:58.516,-1,7644.0,1,True,13.006589530130785,23.20397478293446,9.263078441183465,1.178021,1.8031,-0.0,4.0,tail_ge4,True,True
2232,63921488884,2026-08-04 01:08:04.680,-1,7644.0,1,True,13.006589530130785,23.20397478293446,4.300396287769662,1.098611,1.898209,4.0,0.0,no_tail,True,True
2287,63921494730,2026-08-04 02:45:30.148,-1,7637.0,1,False,36.378381212649145,34.464094132172406,-0.21581308216799355,5.835607,4.435384,1.0,3.0,tail_2_3,True,True
2289,63921494808,2026-08-04 02:46:48.100,-1,7637.0,1,False,30.006949382922226,20.613020427699993,-1.60867183501645,4.838879,4.328088,4.0,0.0,no_tail,True,True
2297,63921495237,2026-08-04 02:53:57.160,-1,7635.75,1,False,5.837182956311429,-10.46999005980473,6.848873437403476,2.705923,-0.438747,4.0,0.0,no_tail,True,False
2300,63921495613,2026-08-04 03:00:13.260,-1,7637.0,2,False,8.789097123844732,5.459745016535415,2.990870320407228,2.244675,4.717996,1.0,3.0,tail_2_3,True,False
2302,63921495908,2026-08-04 03:05:08.592,-1,7636.75,1,False,8.789097123844732,5.459745016535415,-0.056226240243605986,1.890464,3.70354,3.0,1.0,tail_1,True,False
2326,63921498248,2026-08-04 03:44:08.700,1,7638.5,2,True,28.516059081806812,44.14583973853399,5.03119617979207,2.331584,-0.777815,-1.0,0.0,no_tail,True,True
2366,63921498892,2026-08-04 03:54:52.548,1,7644.0,2,False,24.219104702833977,15.336896947854617,2.951023394434388,4.214352,2.774664,4.0,0.0,no_tail,True,True
2372,63921499200,2026-08-04 04:00:00.740,1,7644.0,1,False,4.004401006233941,-11.370667789803116,3.6892484430364703,2.613098,2.803657,3.0,1.0,tail_1,True,True
2380,63921499551,2026-08-04 04:05:51.900,1,7644.0,2,False,4.643522608605785,1.7929252370086837,2.077398112836131,1.398037,2.813969,4.0,0.0,no_tail,True,True
2388,63921500347,2026-08-04 04:19:07.232,1,7644.25,1,False,2.077398112836131,-2.9407373935219407,3.187014431608042,0.485611,1.397104,4.0,0.0,no_tail,True,True
